# event_ticker=KXATPMATCH-25NOV01TSESPI
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Eliot Spizzirri
# fav_player=Chun Hsin Tseng
# dog_player=Eliot Spizzirri
# kalshi_date=2025-11-01
timestamp,Chun Hsin Tseng,Eliot Spizzirri
2025-11-01T03:40:00Z,21.00,
2025-11-01T04:09:00Z,21.00,
2025-11-01T04:21:00Z,21.00,
2025-11-01T04:23:00Z,21.00,81.00
2025-11-01T04:27:00Z,21.00,81.00
2025-11-01T05:04:00Z,21.00,81.00
2025-11-01T05:05:00Z,21.00,81.00
2025-11-01T05:08:00Z,20.00,81.00
2025-11-01T05:09:00Z,19.00,81.00
2025-11-01T05:17:00Z,19.00,81.00
2025-11-01T05:19:00Z,19.00,81.00
2025-11-01T05:21:00Z,19.00,81.00
2025-11-01T05:22:00Z,19.00,81.00
2025-11-01T05:26:00Z,19.00,81.00
2025-11-01T05:41:00Z,19.00,81.00
2025-11-01T05:48:00Z,19.00,81.83
2025-11-01T05:54:00Z,19.00,81.83
2025-11-01T06:10:00Z,19.00,82.00
2025-11-01T06:23:00Z,19.00,82.00
2025-11-01T06:29:00Z,19.00,82.00
2025-11-01T06:36:00Z,20.00,82.00
2025-11-01T06:37:00Z,21.00,82.00
2025-11-01T07:13:00Z,21.00,82.00
2025-11-01T07:21:00Z,19.00,82.00
2025-11-01T07:32:00Z,19.00,82.00
2025-11-01T08:11:00Z,19.00,82.00
2025-11-01T08:39:00Z,19.00,82.00
2025-11-01T08:42:00Z,19.00,82.00
2025-11-01T08:55:00Z,19.00,82.00
2025-11-01T08:59:00Z,19.00,82.00
2025-11-01T09:10:00Z,19.00,82.00
2025-11-01T09:42:00Z,19.00,82.00
2025-11-01T09:43:00Z,19.00,82.00
2025-11-01T09:52:00Z,19.00,82.00
2025-11-01T09:55:00Z,19.00,82.00
2025-11-01T10:04:00Z,19.00,82.00
2025-11-01T10:05:00Z,19.00,82.00
2025-11-01T10:06:00Z,19.00,82.00
2025-11-01T10:08:00Z,19.00,82.00
2025-11-01T10:09:00Z,19.00,82.00
2025-11-01T10:10:00Z,19.00,82.00
2025-11-01T10:20:00Z,19.00,82.00
2025-11-01T10:24:00Z,19.00,82.00
2025-11-01T10:37:00Z,19.00,82.00
2025-11-01T10:38:00Z,19.00,82.00
2025-11-01T10:42:00Z,19.00,82.00
2025-11-01T10:43:00Z,19.00,82.00
2025-11-01T10:44:00Z,19.00,82.00
2025-11-01T10:45:00Z,19.00,82.00
2025-11-01T10:46:00Z,19.00,82.00
2025-11-01T10:47:00Z,19.47,82.00
2025-11-01T10:48:00Z,20.00,82.00
2025-11-01T10:54:00Z,20.00,82.00
2025-11-01T10:56:00Z,20.00,82.00
2025-11-01T11:00:00Z,20.00,82.00
2025-11-01T11:01:00Z,20.00,82.00
2025-11-01T11:03:00Z,20.00,82.00
2025-11-01T11:05:00Z,20.00,82.00
2025-11-01T11:09:00Z,20.00,82.00
2025-11-01T11:11:00Z,20.00,82.00
2025-11-01T11:20:00Z,20.00,82.00
2025-11-01T11:24:00Z,20.00,82.00
2025-11-01T11:32:00Z,20.00,82.00
2025-11-01T11:44:00Z,20.00,82.00
2025-11-01T11:52:00Z,20.00,82.00
2025-11-01T12:16:00Z,20.00,81.00
2025-11-01T12:25:00Z,20.00,81.00
2025-11-01T12:31:00Z,20.00,80.00
2025-11-01T12:43:00Z,20.00,81.00
2025-11-01T12:53:00Z,20.00,80.00
2025-11-01T12:57:00Z,20.00,80.00
2025-11-01T12:58:00Z,20.00,81.00
2025-11-01T13:00:00Z,20.00,81.00
2025-11-01T13:03:00Z,20.00,80.00
2025-11-01T13:07:00Z,20.00,80.00
2025-11-01T14:07:00Z,20.00,81.00
2025-11-01T14:54:00Z,22.00,81.00
2025-11-01T15:07:00Z,22.00,81.00
2025-11-01T15:09:00Z,22.57,81.00
2025-11-01T15:28:00Z,26.00,76.00
2025-11-01T15:29:00Z,26.00,76.00
2025-11-01T15:30:00Z,25.00,76.19
2025-11-01T15:31:00Z,25.00,76.19
2025-11-01T15:32:00Z,25.00,76.06
2025-11-01T15:33:00Z,23.90,75.00
2025-11-01T15:34:00Z,22.83,78.17
2025-11-01T15:35:00Z,20.78,78.17
2025-11-01T15:36:00Z,19.00,82.91
2025-11-01T15:37:00Z,18.47,84.02
2025-11-01T15:38:00Z,18.47,88.00
2025-11-01T15:39:00Z,15.00,88.00
2025-11-01T15:40:00Z,14.23,86.60
2025-11-01T15:41:00Z,14.00,88.30
2025-11-01T15:42:00Z,14.00,89.00
2025-11-01T15:43:00Z,14.00,89.00
2025-11-01T15:44:00Z,13.01,88.21
2025-11-01T15:45:00Z,15.75,88.21
2025-11-01T15:46:00Z,13.00,88.21
2025-11-01T15:47:00Z,14.95,86.00
2025-11-01T15:48:00Z,14.55,88.47
2025-11-01T15:49:00Z,10.33,89.61
2025-11-01T15:50:00Z,10.11,92.00
2025-11-01T15:51:00Z,7.88,93.49
2025-11-01T15:52:00Z,7.19,94.00
2025-11-01T15:53:00Z,7.64,92.00
2025-11-01T15:54:00Z,8.00,92.00
2025-11-01T15:55:00Z,8.00,94.00
2025-11-01T15:56:00Z,9.26,94.00
2025-11-01T15:57:00Z,9.26,93.00
2025-11-01T15:58:00Z,9.26,94.00
2025-11-01T15:59:00Z,7.89,94.00
2025-11-01T16:00:00Z,7.00,94.45
2025-11-01T16:01:00Z,6.00,95.00
2025-11-01T16:02:00Z,6.00,95.00
2025-11-01T16:03:00Z,5.00,95.00
2025-11-01T16:04:00Z,6.75,93.00
2025-11-01T16:05:00Z,8.00,93.00
2025-11-01T16:06:00Z,7.57,93.91
2025-11-01T16:07:00Z,7.57,96.00
2025-11-01T16:08:00Z,5.00,95.08
2025-11-01T16:09:00Z,5.00,95.93
2025-11-01T16:10:00Z,6.17,96.00
2025-11-01T16:11:00Z,5.83,92.59
2025-11-01T16:12:00Z,8.00,92.59
2025-11-01T16:13:00Z,6.00,94.00
2025-11-01T16:14:00Z,4.00,95.72
2025-11-01T16:15:00Z,4.00,96.00
2025-11-01T16:17:00Z,5.00,96.00
2025-11-01T16:18:00Z,6.00,96.00
2025-11-01T16:19:00Z,4.00,96.00
2025-11-01T16:20:00Z,3.91,97.00
2025-11-01T16:21:00Z,2.04,98.55
2025-11-01T16:22:00Z,1.00,98.00
2025-11-01T16:23:00Z,1.00,99.00
2025-11-01T16:24:00Z,1.00,98.77
2025-11-01T16:25:00Z,1.42,98.77
2025-11-01T16:26:00Z,1.83,98.77
2025-11-01T16:27:00Z,1.83,99.00
2025-11-01T16:28:00Z,1.00,98.00
2025-11-01T16:31:00Z,1.00,98.00
2025-11-01T16:32:00Z,1.00,98.00
2025-11-01T16:34:00Z,1.00,99.00
2025-11-01T16:35:00Z,1.00,99.00
2025-11-01T16:36:00Z,2.00,99.00
2025-11-01T16:37:00Z,1.00,99.00
2025-11-01T16:38:00Z,1.00,99.00
2025-11-01T16:39:00Z,1.00,99.00
2025-11-01T16:40:00Z,1.00,98.21
2025-11-01T16:43:00Z,1.00,99.00
2025-11-01T16:44:00Z,1.00,99.00
