# event_ticker=KXATPMATCH-26APR22BAUTIR
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Thiago Agustin Tirante
# fav_player=Roberto Bautista Agut
# dog_player=Thiago Agustin Tirante
# kalshi_date=2026-04-22
timestamp,Roberto Bautista Agut,Thiago Agustin Tirante
2026-04-22T06:17:00Z,37.00,65.00
2026-04-22T06:20:00Z,37.00,65.00
2026-04-22T06:25:00Z,37.00,65.00
2026-04-22T06:27:00Z,37.00,65.00
2026-04-22T06:34:00Z,37.00,65.00
2026-04-22T06:38:00Z,37.00,65.00
2026-04-22T07:01:00Z,37.00,65.00
2026-04-22T07:10:00Z,37.00,65.00
2026-04-22T07:15:00Z,37.00,65.00
2026-04-22T07:21:00Z,38.00,65.00
2026-04-22T07:22:00Z,38.00,65.00
2026-04-22T07:29:00Z,38.00,65.00
2026-04-22T07:31:00Z,38.00,65.00
2026-04-22T07:35:00Z,38.00,65.00
2026-04-22T08:02:00Z,38.00,65.00
2026-04-22T08:15:00Z,38.00,65.00
2026-04-22T08:17:00Z,38.00,65.00
2026-04-22T08:28:00Z,38.00,64.00
2026-04-22T08:31:00Z,37.00,64.00
2026-04-22T08:32:00Z,37.00,64.00
2026-04-22T08:34:00Z,37.00,65.00
2026-04-22T08:43:00Z,37.00,65.00
2026-04-22T08:46:00Z,37.00,65.00
2026-04-22T08:51:00Z,37.00,65.00
2026-04-22T09:23:00Z,37.00,65.00
2026-04-22T09:24:00Z,37.00,65.00
2026-04-22T09:36:00Z,37.00,65.00
2026-04-22T09:40:00Z,37.00,65.00
2026-04-22T09:57:00Z,37.00,65.00
2026-04-22T10:00:00Z,37.00,65.00
2026-04-22T10:05:00Z,37.00,65.00
2026-04-22T10:10:00Z,37.00,65.00
2026-04-22T10:15:00Z,37.00,65.00
2026-04-22T10:24:00Z,37.00,65.00
2026-04-22T10:30:00Z,37.00,65.00
2026-04-22T10:36:00Z,37.00,65.00
2026-04-22T10:37:00Z,37.00,65.00
2026-04-22T10:39:00Z,37.00,65.00
2026-04-22T10:48:00Z,37.00,65.00
2026-04-22T10:57:00Z,37.00,65.00
2026-04-22T10:59:00Z,37.00,65.00
2026-04-22T11:16:00Z,36.00,65.00
2026-04-22T11:19:00Z,36.00,65.00
2026-04-22T11:26:00Z,36.00,65.00
2026-04-22T11:27:00Z,36.00,65.00
2026-04-22T11:28:00Z,36.00,66.00
2026-04-22T11:31:00Z,36.00,66.00
2026-04-22T11:40:00Z,36.00,66.00
2026-04-22T11:41:00Z,36.00,66.00
2026-04-22T11:45:00Z,36.00,66.00
2026-04-22T11:53:00Z,36.00,66.00
2026-04-22T11:57:00Z,36.00,66.00
2026-04-22T11:59:00Z,36.00,66.00
2026-04-22T12:00:00Z,36.00,66.00
2026-04-22T12:01:00Z,36.00,66.00
2026-04-22T12:02:00Z,36.00,66.00
2026-04-22T12:03:00Z,36.00,66.00
2026-04-22T12:07:00Z,36.00,65.35
2026-04-22T12:09:00Z,36.00,66.00
2026-04-22T12:10:00Z,36.00,66.00
2026-04-22T12:12:00Z,36.00,66.00
2026-04-22T12:13:00Z,36.00,66.00
2026-04-22T12:14:00Z,36.00,66.00
2026-04-22T12:20:00Z,36.00,66.00
2026-04-22T12:22:00Z,36.00,66.00
2026-04-22T12:23:00Z,36.00,66.00
2026-04-22T12:25:00Z,36.00,66.00
2026-04-22T12:26:00Z,36.00,66.00
2026-04-22T12:28:00Z,36.00,66.00
2026-04-22T12:29:00Z,36.00,66.00
2026-04-22T12:30:00Z,36.00,66.00
2026-04-22T12:33:00Z,36.00,66.00
2026-04-22T12:35:00Z,36.00,66.00
2026-04-22T12:37:00Z,36.00,66.00
2026-04-22T12:38:00Z,36.00,66.00
2026-04-22T12:41:00Z,36.00,66.00
2026-04-22T12:42:00Z,36.00,66.00
2026-04-22T12:43:00Z,36.00,66.00
2026-04-22T12:44:00Z,36.00,66.00
2026-04-22T12:47:00Z,36.00,66.00
2026-04-22T12:48:00Z,36.00,66.00
2026-04-22T12:50:00Z,36.00,66.00
2026-04-22T12:51:00Z,36.00,66.00
2026-04-22T12:52:00Z,36.00,66.00
2026-04-22T12:54:00Z,36.00,66.00
2026-04-22T12:55:00Z,36.00,66.00
2026-04-22T13:00:00Z,35.00,66.00
2026-04-22T13:01:00Z,35.00,66.00
2026-04-22T13:02:00Z,35.00,66.00
2026-04-22T13:03:00Z,35.00,66.00
2026-04-22T13:05:00Z,35.00,66.00
2026-04-22T13:07:00Z,35.00,67.00
2026-04-22T13:08:00Z,36.00,67.00
2026-04-22T13:09:00Z,36.00,67.00
2026-04-22T13:10:00Z,36.00,67.00
2026-04-22T13:11:00Z,36.00,67.00
2026-04-22T13:12:00Z,36.00,67.00
2026-04-22T13:13:00Z,36.00,67.00
2026-04-22T13:14:00Z,36.00,67.00
2026-04-22T13:15:00Z,36.00,67.00
2026-04-22T13:17:00Z,36.00,67.00
2026-04-22T13:18:00Z,36.00,67.00
2026-04-22T13:19:00Z,36.00,67.00
2026-04-22T13:21:00Z,34.00,67.00
2026-04-22T13:22:00Z,34.00,67.00
2026-04-22T13:23:00Z,34.00,67.00
2026-04-22T13:24:00Z,34.00,67.00
2026-04-22T13:25:00Z,34.00,67.00
2026-04-22T13:26:00Z,34.07,66.74
2026-04-22T13:27:00Z,35.00,67.00
2026-04-22T13:28:00Z,35.00,66.94
2026-04-22T13:29:00Z,34.00,67.00
2026-04-22T13:30:00Z,34.00,67.00
2026-04-22T13:31:00Z,35.00,68.00
2026-04-22T13:32:00Z,34.69,68.00
2026-04-22T13:33:00Z,34.76,68.00
2026-04-22T13:34:00Z,35.00,68.00
2026-04-22T13:35:00Z,35.00,67.91
2026-04-22T13:36:00Z,35.00,68.00
2026-04-22T13:37:00Z,35.00,68.00
2026-04-22T13:38:00Z,35.00,67.97
2026-04-22T13:39:00Z,35.00,68.00
2026-04-22T13:40:00Z,35.00,67.88
2026-04-22T13:41:00Z,35.89,67.44
2026-04-22T13:42:00Z,33.55,67.04
2026-04-22T13:43:00Z,33.55,67.07
2026-04-22T13:44:00Z,35.03,66.85
2026-04-22T13:45:00Z,37.52,63.06
2026-04-22T13:46:00Z,38.90,62.47
2026-04-22T13:47:00Z,39.05,61.00
2026-04-22T13:48:00Z,38.00,63.00
2026-04-22T13:49:00Z,38.00,63.74
2026-04-22T13:50:00Z,34.37,67.83
2026-04-22T13:51:00Z,32.91,72.69
2026-04-22T13:52:00Z,38.24,63.02
2026-04-22T13:53:00Z,39.00,60.99
2026-04-22T13:54:00Z,40.26,62.69
2026-04-22T13:55:00Z,41.30,59.01
2026-04-22T13:56:00Z,38.92,63.50
2026-04-22T13:57:00Z,37.49,63.52
2026-04-22T13:58:00Z,33.08,70.20
2026-04-22T13:59:00Z,24.48,76.26
2026-04-22T14:00:00Z,26.40,79.07
2026-04-22T14:01:00Z,26.38,79.99
2026-04-22T14:02:00Z,21.81,80.78
2026-04-22T14:03:00Z,21.00,80.00
2026-04-22T14:04:00Z,20.04,78.54
2026-04-22T14:05:00Z,19.97,81.73
2026-04-22T14:06:00Z,17.73,82.87
2026-04-22T14:07:00Z,18.93,82.50
2026-04-22T14:08:00Z,19.00,81.28
2026-04-22T14:09:00Z,17.52,83.00
2026-04-22T14:10:00Z,15.56,85.94
2026-04-22T14:11:00Z,12.14,88.02
2026-04-22T14:12:00Z,11.65,89.54
2026-04-22T14:13:00Z,10.38,89.72
2026-04-22T14:14:00Z,10.00,90.91
2026-04-22T14:15:00Z,9.98,90.46
2026-04-22T14:16:00Z,9.01,91.12
2026-04-22T14:17:00Z,9.85,90.97
2026-04-22T14:18:00Z,10.68,90.56
2026-04-22T14:19:00Z,11.67,89.68
2026-04-22T14:20:00Z,12.62,88.37
2026-04-22T14:21:00Z,12.46,87.60
2026-04-22T14:22:00Z,11.78,88.04
2026-04-22T14:23:00Z,11.34,89.08
2026-04-22T14:24:00Z,11.86,88.91
2026-04-22T14:25:00Z,12.50,89.03
2026-04-22T14:26:00Z,11.96,90.46
2026-04-22T14:27:00Z,11.10,90.82
2026-04-22T14:28:00Z,11.77,89.00
2026-04-22T14:29:00Z,13.00,87.69
2026-04-22T14:30:00Z,13.00,88.00
2026-04-22T14:31:00Z,15.04,86.91
2026-04-22T14:32:00Z,14.26,87.00
2026-04-22T14:33:00Z,12.33,87.08
2026-04-22T14:34:00Z,10.70,90.00
2026-04-22T14:35:00Z,9.61,90.35
2026-04-22T14:36:00Z,11.62,90.53
2026-04-22T14:37:00Z,12.00,89.00
2026-04-22T14:38:00Z,13.00,88.00
2026-04-22T14:39:00Z,13.00,88.00
2026-04-22T14:40:00Z,12.91,88.63
2026-04-22T14:41:00Z,11.83,88.86
2026-04-22T14:42:00Z,11.05,89.66
2026-04-22T14:43:00Z,11.94,89.01
2026-04-22T14:44:00Z,11.95,88.94
2026-04-22T14:45:00Z,11.01,89.04
2026-04-22T14:46:00Z,11.49,89.18
2026-04-22T14:47:00Z,11.40,90.72
2026-04-22T14:48:00Z,8.65,90.32
2026-04-22T14:49:00Z,4.39,95.26
2026-04-22T14:50:00Z,2.97,97.37
2026-04-22T14:51:00Z,2.95,97.16
2026-04-22T14:52:00Z,1.97,98.12
2026-04-22T14:53:00Z,1.23,98.99
2026-04-22T14:54:00Z,1.30,99.00
2026-04-22T14:55:00Z,1.00,99.00
2026-04-22T14:56:00Z,1.33,98.91
2026-04-22T14:57:00Z,2.00,98.98
2026-04-22T14:58:00Z,2.00,98.23
2026-04-22T14:59:00Z,1.46,99.00
2026-04-22T15:00:00Z,1.00,99.00
2026-04-22T15:01:00Z,1.00,99.00
2026-04-22T15:02:00Z,1.00,99.00
2026-04-22T15:06:00Z,1.00,99.00
