# event_ticker=KXATPMATCH-26MAR17MPEUGO
# final_score=2-6 6-3 7-6(3)
# score_resolution=6-2 3-6 6-7
# match_winner=Camilo Ugo Carabelli
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Camilo Ugo Carabelli
# kalshi_date=2026-03-17
timestamp,Giovanni Mpetshi Perricard,Camilo Ugo Carabelli
2026-03-19T06:16:00Z,63.00,
2026-03-19T06:24:00Z,63.00,37.00
2026-03-19T06:33:00Z,63.00,36.00
2026-03-19T06:48:00Z,64.00,36.00
2026-03-19T06:49:00Z,64.00,36.00
2026-03-19T09:13:00Z,62.29,36.00
2026-03-19T09:40:00Z,62.00,36.00
2026-03-19T10:04:00Z,62.00,37.00
2026-03-19T10:22:00Z,62.00,37.00
2026-03-19T10:50:00Z,64.00,37.00
2026-03-19T10:54:00Z,64.00,37.00
2026-03-19T11:28:00Z,64.00,37.00
2026-03-19T11:47:00Z,64.00,37.00
2026-03-19T11:55:00Z,64.00,37.00
2026-03-19T11:57:00Z,64.00,35.22
2026-03-19T12:01:00Z,64.32,35.22
2026-03-19T12:40:00Z,64.00,35.22
2026-03-19T12:41:00Z,62.00,35.22
2026-03-19T12:53:00Z,62.00,37.00
2026-03-19T13:05:00Z,65.00,37.00
2026-03-19T13:17:00Z,65.00,37.00
2026-03-19T13:24:00Z,65.00,37.00
2026-03-19T13:33:00Z,65.00,37.00
2026-03-19T13:34:00Z,65.00,35.00
2026-03-19T13:57:00Z,63.00,35.00
2026-03-19T14:12:00Z,65.00,35.00
2026-03-19T14:13:00Z,65.00,35.00
2026-03-19T14:16:00Z,65.00,35.00
2026-03-19T14:18:00Z,65.00,35.00
2026-03-19T14:24:00Z,65.00,35.00
2026-03-19T14:25:00Z,65.00,35.00
2026-03-19T14:33:00Z,66.00,35.00
2026-03-19T14:41:00Z,65.83,35.00
2026-03-19T14:44:00Z,64.00,35.00
2026-03-19T14:49:00Z,65.00,35.00
2026-03-19T15:12:00Z,64.00,35.00
2026-03-19T15:14:00Z,64.00,34.00
2026-03-19T15:19:00Z,65.00,37.00
2026-03-19T15:21:00Z,65.00,37.00
2026-03-19T15:28:00Z,65.00,37.00
2026-03-19T15:29:00Z,65.00,37.00
2026-03-19T15:36:00Z,65.00,37.00
2026-03-19T15:41:00Z,65.00,37.00
2026-03-19T15:45:00Z,65.00,37.00
2026-03-19T15:46:00Z,65.00,37.00
2026-03-19T15:47:00Z,65.00,37.00
2026-03-19T15:53:00Z,63.00,37.00
2026-03-19T15:58:00Z,66.00,37.00
2026-03-19T16:04:00Z,66.00,37.00
2026-03-19T16:11:00Z,66.00,37.00
2026-03-19T16:18:00Z,66.00,37.00
2026-03-19T16:28:00Z,65.00,37.00
2026-03-19T16:29:00Z,65.00,37.00
2026-03-19T16:30:00Z,65.93,37.00
2026-03-19T16:34:00Z,65.00,37.00
2026-03-19T16:38:00Z,65.99,37.00
2026-03-19T16:42:00Z,65.99,37.00
2026-03-19T16:43:00Z,65.99,37.00
2026-03-19T16:50:00Z,65.99,37.00
2026-03-19T16:51:00Z,65.00,37.00
2026-03-19T17:01:00Z,65.00,37.00
2026-03-19T17:03:00Z,65.00,37.00
2026-03-19T17:04:00Z,65.00,37.00
2026-03-19T17:08:00Z,65.00,37.00
2026-03-19T17:10:00Z,65.00,37.00
2026-03-19T17:11:00Z,65.00,37.00
2026-03-19T17:16:00Z,65.00,37.00
2026-03-19T17:17:00Z,65.00,37.00
2026-03-19T17:22:00Z,65.00,37.00
2026-03-19T17:32:00Z,65.00,37.00
2026-03-19T17:35:00Z,65.00,37.00
2026-03-19T17:38:00Z,65.00,37.00
2026-03-19T17:39:00Z,65.00,37.00
2026-03-19T17:42:00Z,65.00,37.00
2026-03-19T17:48:00Z,65.00,37.00
2026-03-19T17:49:00Z,65.00,37.00
2026-03-19T17:52:00Z,65.93,37.00
2026-03-19T17:53:00Z,66.00,33.94
2026-03-19T17:54:00Z,64.50,35.57
2026-03-19T17:56:00Z,66.00,35.57
2026-03-19T17:57:00Z,66.00,35.57
2026-03-19T17:58:00Z,66.00,35.80
2026-03-19T17:59:00Z,66.01,32.48
2026-03-19T18:00:00Z,70.31,30.08
2026-03-19T18:01:00Z,77.20,24.41
2026-03-19T18:02:00Z,79.00,19.26
2026-03-19T18:03:00Z,80.10,18.03
2026-03-19T18:04:00Z,82.28,18.05
2026-03-19T18:05:00Z,82.64,17.03
2026-03-19T18:06:00Z,82.91,19.91
2026-03-19T18:07:00Z,82.00,19.00
2026-03-19T18:08:00Z,82.00,19.00
2026-03-19T18:09:00Z,85.00,18.12
2026-03-19T18:10:00Z,83.02,15.18
2026-03-19T18:11:00Z,84.94,14.99
2026-03-19T18:12:00Z,84.00,16.86
2026-03-19T18:13:00Z,83.06,17.00
2026-03-19T18:14:00Z,84.00,17.00
2026-03-19T18:15:00Z,86.00,16.00
2026-03-19T18:16:00Z,85.49,13.58
2026-03-19T18:17:00Z,87.80,12.14
2026-03-19T18:18:00Z,87.80,13.00
2026-03-19T18:19:00Z,87.80,15.09
2026-03-19T18:20:00Z,87.00,14.24
2026-03-19T18:21:00Z,87.92,14.59
2026-03-19T18:22:00Z,86.00,13.55
2026-03-19T18:23:00Z,88.60,10.12
2026-03-19T18:24:00Z,91.00,9.10
2026-03-19T18:25:00Z,91.00,10.00
2026-03-19T18:26:00Z,91.64,10.00
2026-03-19T18:27:00Z,91.09,8.87
2026-03-19T18:28:00Z,91.00,10.00
2026-03-19T18:29:00Z,90.64,11.93
2026-03-19T18:30:00Z,88.20,11.14
2026-03-19T18:31:00Z,94.00,6.55
2026-03-19T18:32:00Z,92.00,10.86
2026-03-19T18:33:00Z,89.00,11.72
2026-03-19T18:34:00Z,88.40,13.34
2026-03-19T18:35:00Z,89.56,10.63
2026-03-19T18:36:00Z,89.93,10.73
2026-03-19T18:37:00Z,88.00,13.03
2026-03-19T18:38:00Z,86.26,14.00
2026-03-19T18:39:00Z,87.06,14.03
2026-03-19T18:40:00Z,85.97,14.90
2026-03-19T18:41:00Z,84.83,19.56
2026-03-19T18:42:00Z,81.43,17.26
2026-03-19T18:43:00Z,80.02,18.93
2026-03-19T18:44:00Z,80.14,17.97
2026-03-19T18:45:00Z,71.03,30.61
2026-03-19T18:46:00Z,69.00,32.73
2026-03-19T18:47:00Z,67.36,34.50
2026-03-19T18:48:00Z,67.00,34.91
2026-03-19T18:49:00Z,67.00,35.00
2026-03-19T18:50:00Z,67.58,34.60
2026-03-19T18:51:00Z,67.15,33.27
2026-03-19T18:52:00Z,65.44,34.57
2026-03-19T18:53:00Z,68.31,31.30
2026-03-19T18:54:00Z,67.22,36.05
2026-03-19T18:55:00Z,64.00,36.86
2026-03-19T18:56:00Z,64.46,37.19
2026-03-19T18:57:00Z,66.00,35.90
2026-03-19T18:58:00Z,64.04,36.24
2026-03-19T18:59:00Z,62.00,38.07
2026-03-19T19:00:00Z,61.03,38.78
2026-03-19T19:01:00Z,61.20,39.10
2026-03-19T19:02:00Z,65.59,35.09
2026-03-19T19:03:00Z,67.68,27.69
2026-03-19T19:04:00Z,65.89,35.65
2026-03-19T19:05:00Z,62.99,38.89
2026-03-19T19:06:00Z,62.90,39.18
2026-03-19T19:07:00Z,63.18,38.14
2026-03-19T19:08:00Z,61.62,39.90
2026-03-19T19:09:00Z,59.13,42.95
2026-03-19T19:10:00Z,63.64,36.77
2026-03-19T19:11:00Z,64.52,36.76
2026-03-19T19:12:00Z,60.68,40.69
2026-03-19T19:13:00Z,58.30,43.21
2026-03-19T19:14:00Z,59.89,41.97
2026-03-19T19:15:00Z,62.62,41.45
2026-03-19T19:16:00Z,59.63,43.78
2026-03-19T19:17:00Z,55.39,45.68
2026-03-19T19:18:00Z,22.74,77.70
2026-03-19T19:19:00Z,17.85,82.36
2026-03-19T19:20:00Z,16.00,84.12
2026-03-19T19:21:00Z,16.51,83.81
2026-03-19T19:22:00Z,14.22,86.50
2026-03-19T19:23:00Z,14.53,85.85
2026-03-19T19:24:00Z,20.82,80.27
2026-03-19T19:25:00Z,34.15,63.60
2026-03-19T19:26:00Z,59.68,40.22
2026-03-19T19:27:00Z,64.41,35.66
2026-03-19T19:28:00Z,64.82,35.93
2026-03-19T19:29:00Z,64.97,34.73
2026-03-19T19:30:00Z,67.67,31.71
2026-03-19T19:31:00Z,72.12,28.13
2026-03-19T19:32:00Z,66.09,39.51
2026-03-19T19:33:00Z,58.98,41.98
2026-03-19T19:34:00Z,65.43,34.70
2026-03-19T19:35:00Z,66.00,34.55
2026-03-19T19:36:00Z,66.13,34.90
2026-03-19T19:37:00Z,61.69,38.98
2026-03-19T19:38:00Z,57.39,42.04
2026-03-19T19:39:00Z,55.77,45.25
2026-03-19T19:40:00Z,64.17,36.91
2026-03-19T19:41:00Z,64.00,36.80
2026-03-19T19:42:00Z,63.09,37.38
2026-03-19T19:43:00Z,58.51,42.71
2026-03-19T19:44:00Z,56.25,45.01
2026-03-19T19:45:00Z,59.78,38.40
2026-03-19T19:46:00Z,50.99,50.16
2026-03-19T19:47:00Z,59.76,41.87
2026-03-19T19:48:00Z,57.58,45.91
2026-03-19T19:49:00Z,43.32,57.23
2026-03-19T19:50:00Z,12.95,91.26
2026-03-19T19:51:00Z,1.85,96.69
2026-03-19T19:52:00Z,1.00,99.00
2026-03-19T19:53:00Z,1.00,99.00
