# event_ticker=KXATPCHALLENGERMATCH-26APR16ROCSAK
# final_score=7-6(7) 7-6(4)
# score_resolution=6-7 6-7
# match_winner=Henrique Rocha
# fav_player=Rei Sakamoto
# dog_player=Henrique Rocha
# kalshi_date=2026-04-16
timestamp,Rei Sakamoto,Henrique Rocha
2026-04-16T03:23:00Z,40.00,
2026-04-16T03:29:00Z,40.00,62.00
2026-04-16T03:35:00Z,40.00,62.00
2026-04-16T04:22:00Z,40.00,62.00
2026-04-16T04:23:00Z,40.00,62.00
2026-04-16T04:58:00Z,40.00,62.00
2026-04-16T05:11:00Z,40.00,63.00
2026-04-16T05:16:00Z,40.00,64.00
2026-04-16T05:28:00Z,40.00,64.00
2026-04-16T06:06:00Z,39.00,64.00
2026-04-16T06:33:00Z,39.00,61.00
2026-04-16T06:34:00Z,39.00,63.01
2026-04-16T06:36:00Z,39.00,63.00
2026-04-16T06:42:00Z,39.00,63.50
2026-04-16T06:47:00Z,39.00,64.00
2026-04-16T06:49:00Z,39.00,64.48
2026-04-16T06:50:00Z,39.00,65.00
2026-04-16T09:17:00Z,39.00,63.00
2026-04-16T09:32:00Z,39.00,63.00
2026-04-16T09:51:00Z,39.00,63.00
2026-04-16T09:58:00Z,38.00,63.00
2026-04-16T10:07:00Z,38.00,62.00
2026-04-16T10:40:00Z,38.00,63.00
2026-04-16T10:41:00Z,38.00,63.00
2026-04-16T10:49:00Z,38.00,63.00
2026-04-16T10:50:00Z,37.00,63.00
2026-04-16T11:14:00Z,37.00,63.00
2026-04-16T11:15:00Z,37.00,63.00
2026-04-16T11:24:00Z,37.00,63.00
2026-04-16T11:38:00Z,37.00,63.00
2026-04-16T11:53:00Z,37.00,63.00
2026-04-16T12:13:00Z,38.00,63.00
2026-04-16T12:14:00Z,38.00,63.00
2026-04-16T12:20:00Z,38.00,63.00
2026-04-16T12:28:00Z,38.00,63.00
2026-04-16T12:30:00Z,38.00,63.00
2026-04-16T12:34:00Z,38.00,63.00
2026-04-16T12:37:00Z,38.00,63.00
2026-04-16T12:38:00Z,38.00,63.00
2026-04-16T12:39:00Z,38.00,63.00
2026-04-16T12:41:00Z,38.00,63.00
2026-04-16T12:43:00Z,38.00,63.00
2026-04-16T12:44:00Z,38.00,63.00
2026-04-16T12:49:00Z,39.00,63.00
2026-04-16T12:52:00Z,39.00,63.00
2026-04-16T12:53:00Z,39.00,63.00
2026-04-16T12:58:00Z,39.00,63.00
2026-04-16T12:59:00Z,39.00,63.00
2026-04-16T13:00:00Z,39.00,63.00
2026-04-16T13:01:00Z,39.00,63.00
2026-04-16T13:04:00Z,39.00,63.31
2026-04-16T13:05:00Z,39.00,64.00
2026-04-16T13:06:00Z,39.00,64.00
2026-04-16T13:07:00Z,39.00,63.00
2026-04-16T13:09:00Z,39.00,63.00
2026-04-16T13:10:00Z,39.00,63.00
2026-04-16T13:11:00Z,39.00,63.00
2026-04-16T13:12:00Z,39.00,63.00
2026-04-16T13:13:00Z,39.00,63.00
2026-04-16T13:14:00Z,39.00,63.00
2026-04-16T13:16:00Z,39.00,63.00
2026-04-16T13:18:00Z,39.00,63.00
2026-04-16T13:19:00Z,39.00,63.00
2026-04-16T13:20:00Z,39.00,63.00
2026-04-16T13:21:00Z,39.00,63.00
2026-04-16T13:22:00Z,39.00,63.00
2026-04-16T13:25:00Z,39.00,63.00
2026-04-16T13:27:00Z,39.00,63.00
2026-04-16T13:29:00Z,39.00,63.00
2026-04-16T13:30:00Z,39.00,63.00
2026-04-16T13:31:00Z,39.00,63.00
2026-04-16T13:32:00Z,39.00,63.00
2026-04-16T13:33:00Z,39.00,63.00
2026-04-16T13:34:00Z,39.00,63.00
2026-04-16T13:35:00Z,39.00,63.00
2026-04-16T13:36:00Z,39.00,63.00
2026-04-16T13:37:00Z,39.00,63.66
2026-04-16T13:38:00Z,39.00,64.00
2026-04-16T13:39:00Z,39.00,64.00
2026-04-16T13:40:00Z,39.00,64.00
2026-04-16T13:41:00Z,39.00,64.00
2026-04-16T13:42:00Z,39.00,63.39
2026-04-16T13:44:00Z,39.00,63.00
2026-04-16T13:45:00Z,39.00,63.00
2026-04-16T13:46:00Z,39.00,63.00
