# event_ticker=KXATPCHALLENGERMATCH-26APR11IVASWE
# final_score=7-6(1) 6-7(4) 6-2
# score_resolution=6-7 7-6 2-6
# match_winner=Ilya Ivashka
# fav_player=Dane Sweeny
# dog_player=Ilya Ivashka
# kalshi_date=2026-04-11
timestamp,Dane Sweeny,Ilya Ivashka
2026-04-13T17:02:00Z,68.00,
2026-04-13T17:03:00Z,68.00,
2026-04-13T18:02:00Z,67.00,
2026-04-13T18:42:00Z,67.00,35.00
2026-04-13T19:22:00Z,68.00,35.00
2026-04-13T19:28:00Z,68.00,35.00
2026-04-13T20:09:00Z,68.00,35.00
2026-04-13T20:26:00Z,68.00,35.00
2026-04-13T20:46:00Z,68.00,35.00
2026-04-13T21:10:00Z,68.00,35.00
2026-04-13T21:20:00Z,68.00,35.00
2026-04-13T21:21:00Z,68.00,35.00
2026-04-13T21:23:00Z,68.00,35.00
2026-04-13T21:33:00Z,68.00,34.00
2026-04-13T21:34:00Z,68.00,34.00
2026-04-13T22:00:00Z,68.00,34.00
2026-04-13T22:28:00Z,68.00,34.00
2026-04-13T22:29:00Z,68.00,34.00
2026-04-13T22:35:00Z,68.00,34.00
2026-04-13T22:37:00Z,68.00,34.00
2026-04-13T22:50:00Z,68.00,34.00
2026-04-13T22:51:00Z,68.00,32.00
2026-04-13T23:13:00Z,68.00,32.00
2026-04-13T23:21:00Z,68.00,32.00
2026-04-13T23:27:00Z,68.00,32.00
2026-04-13T23:35:00Z,68.00,32.00
2026-04-13T23:38:00Z,68.00,32.00
2026-04-13T23:50:00Z,68.00,32.00
2026-04-14T00:26:00Z,68.00,32.00
2026-04-14T00:46:00Z,68.00,32.00
2026-04-14T00:51:00Z,68.00,32.00
2026-04-14T01:13:00Z,68.00,32.00
2026-04-14T01:32:00Z,68.00,32.00
2026-04-14T02:05:00Z,68.00,32.00
2026-04-14T02:10:00Z,68.00,32.00
2026-04-14T02:17:00Z,68.00,32.00
2026-04-14T02:20:00Z,68.00,32.00
2026-04-14T02:25:00Z,68.00,32.00
2026-04-14T02:26:00Z,68.00,32.00
2026-04-14T02:27:00Z,68.00,32.00
2026-04-14T02:28:00Z,68.00,32.00
2026-04-14T02:36:00Z,68.00,31.00
2026-04-14T02:38:00Z,68.00,31.00
2026-04-14T02:43:00Z,68.00,32.00
2026-04-14T02:45:00Z,68.00,32.39
2026-04-14T02:47:00Z,68.00,32.39
2026-04-14T02:50:00Z,68.00,32.39
2026-04-14T02:54:00Z,68.00,33.00
2026-04-14T03:01:00Z,67.00,33.00
2026-04-14T03:03:00Z,68.00,33.00
2026-04-14T03:04:00Z,68.00,33.00
2026-04-14T03:05:00Z,68.00,33.00
2026-04-14T03:07:00Z,68.00,33.00
2026-04-14T03:09:00Z,68.00,33.00
2026-04-14T03:10:00Z,68.00,33.00
2026-04-14T03:13:00Z,69.00,33.00
2026-04-14T03:15:00Z,69.00,32.86
2026-04-14T03:16:00Z,69.00,32.86
2026-04-14T03:18:00Z,69.00,32.86
2026-04-14T03:19:00Z,69.00,32.86
2026-04-14T03:20:00Z,69.00,32.00
2026-04-14T03:21:00Z,69.00,32.00
2026-04-14T03:24:00Z,69.00,33.00
2026-04-14T03:25:00Z,69.00,33.00
2026-04-14T03:27:00Z,69.16,33.00
2026-04-14T03:28:00Z,70.00,33.00
2026-04-14T03:29:00Z,70.00,33.00
2026-04-14T03:30:00Z,68.37,33.00
2026-04-14T03:31:00Z,69.00,33.00
2026-04-14T03:34:00Z,69.00,33.00
2026-04-14T03:35:00Z,69.00,32.00
2026-04-14T03:36:00Z,69.00,32.00
2026-04-14T03:37:00Z,69.68,32.00
2026-04-14T03:38:00Z,69.53,32.00
2026-04-14T03:39:00Z,69.76,32.00
2026-04-14T03:40:00Z,69.85,32.00
2026-04-14T03:41:00Z,69.85,32.00
2026-04-14T03:42:00Z,70.00,32.00
2026-04-14T03:43:00Z,70.00,32.00
2026-04-14T03:44:00Z,70.43,32.00
2026-04-14T03:45:00Z,70.00,32.00
2026-04-14T03:46:00Z,70.00,32.00
2026-04-14T03:47:00Z,70.00,32.00
2026-04-14T03:48:00Z,70.48,31.21
2026-04-14T03:49:00Z,69.17,32.00
2026-04-14T03:50:00Z,69.17,32.00
2026-04-14T03:51:00Z,70.00,32.00
2026-04-14T03:52:00Z,70.00,32.00
2026-04-14T03:53:00Z,69.95,31.98
2026-04-14T03:54:00Z,67.16,33.87
2026-04-14T03:55:00Z,62.30,37.98
2026-04-14T03:56:00Z,62.42,37.09
2026-04-14T03:57:00Z,65.00,34.40
2026-04-14T03:58:00Z,61.83,34.76
2026-04-14T03:59:00Z,60.98,39.20
2026-04-14T04:00:00Z,61.79,39.92
2026-04-14T04:01:00Z,55.69,43.91
2026-04-14T04:02:00Z,63.92,40.97
2026-04-14T04:03:00Z,64.91,35.35
2026-04-14T04:04:00Z,64.06,35.93
2026-04-14T04:05:00Z,67.57,30.60
2026-04-14T04:06:00Z,65.54,33.80
2026-04-14T04:07:00Z,67.14,32.10
2026-04-14T04:08:00Z,70.99,28.44
2026-04-14T04:09:00Z,69.48,28.74
2026-04-14T04:10:00Z,65.97,31.76
2026-04-14T04:11:00Z,62.88,36.65
2026-04-14T04:12:00Z,62.98,37.88
2026-04-14T04:13:00Z,60.16,39.28
2026-04-14T04:14:00Z,58.57,43.65
2026-04-14T04:15:00Z,59.27,41.68
2026-04-14T04:16:00Z,60.73,38.58
2026-04-14T04:17:00Z,63.13,39.23
2026-04-14T04:18:00Z,59.21,41.53
2026-04-14T04:19:00Z,59.09,42.11
2026-04-14T04:20:00Z,64.29,37.04
2026-04-14T04:21:00Z,65.76,35.73
2026-04-14T04:22:00Z,62.73,39.53
2026-04-14T04:23:00Z,61.70,40.95
2026-04-14T04:24:00Z,62.23,38.33
2026-04-14T04:25:00Z,60.00,41.39
2026-04-14T04:26:00Z,60.22,42.38
2026-04-14T04:27:00Z,54.21,49.33
2026-04-14T04:28:00Z,53.18,47.82
2026-04-14T04:29:00Z,54.99,46.95
2026-04-14T04:30:00Z,56.43,43.86
2026-04-14T04:31:00Z,62.16,38.05
2026-04-14T04:32:00Z,63.12,39.73
2026-04-14T04:33:00Z,57.75,44.23
2026-04-14T04:34:00Z,54.97,47.00
2026-04-14T04:35:00Z,57.18,46.16
2026-04-14T04:36:00Z,60.59,39.96
2026-04-14T04:37:00Z,60.06,41.40
2026-04-14T04:38:00Z,60.56,42.53
2026-04-14T04:39:00Z,55.10,46.33
2026-04-14T04:40:00Z,53.48,48.00
