# event_ticker=KXATPMATCH-25JUL16CERGOF
# final_score=5-7 6-4 6-1
# score_resolution=7-5 4-6 1-6
# match_winner=Juan Manuel Cerundolo
# fav_player=David Goffin
# dog_player=Juan Manuel Cerundolo
# kalshi_date=2025-07-16
timestamp,David Goffin,Juan Manuel Cerundolo
2025-07-16T23:15:00Z,73.00,29.00
2025-07-16T23:16:00Z,73.01,29.00
2025-07-16T23:17:00Z,73.90,29.00
2025-07-16T23:18:00Z,70.77,29.00
2025-07-16T23:19:00Z,72.00,29.00
2025-07-16T23:20:00Z,72.00,30.23
2025-07-16T23:22:00Z,72.00,31.00
2025-07-16T23:23:00Z,69.00,31.00
2025-07-16T23:26:00Z,71.00,31.00
2025-07-16T23:28:00Z,71.00,31.00
2025-07-16T23:31:00Z,71.00,31.00
2025-07-16T23:32:00Z,71.00,31.00
2025-07-16T23:33:00Z,71.00,31.00
2025-07-16T23:35:00Z,71.52,30.00
2025-07-16T23:37:00Z,71.52,28.00
2025-07-16T23:38:00Z,72.00,28.00
2025-07-16T23:40:00Z,72.00,30.00
2025-07-16T23:41:00Z,72.00,30.00
2025-07-16T23:43:00Z,72.00,29.00
2025-07-16T23:45:00Z,72.00,30.00
2025-07-16T23:46:00Z,70.85,30.00
2025-07-16T23:49:00Z,71.00,30.00
2025-07-16T23:50:00Z,71.00,30.00
2025-07-16T23:53:00Z,69.00,30.00
2025-07-16T23:54:00Z,71.00,30.00
2025-07-16T23:58:00Z,71.00,30.00
2025-07-17T00:01:00Z,71.00,30.00
2025-07-17T00:04:00Z,71.00,30.00
2025-07-17T00:05:00Z,71.00,31.00
2025-07-17T00:06:00Z,71.00,31.00
2025-07-17T00:09:00Z,70.57,31.00
2025-07-17T00:11:00Z,71.00,31.00
2025-07-17T00:12:00Z,71.00,31.00
2025-07-17T00:15:00Z,71.00,31.00
2025-07-17T00:17:00Z,70.00,31.00
2025-07-17T00:27:00Z,69.46,31.00
2025-07-17T00:28:00Z,69.00,31.00
2025-07-17T00:32:00Z,72.00,31.00
2025-07-17T00:36:00Z,72.00,31.00
2025-07-17T00:37:00Z,72.00,31.00
2025-07-17T00:41:00Z,72.00,31.00
2025-07-17T00:45:00Z,72.00,28.00
2025-07-17T00:46:00Z,70.00,29.00
2025-07-17T00:49:00Z,70.00,28.00
2025-07-17T00:51:00Z,72.00,28.00
2025-07-17T00:55:00Z,72.00,28.00
2025-07-17T00:56:00Z,72.00,30.00
2025-07-17T00:59:00Z,70.00,30.00
2025-07-17T01:01:00Z,72.00,30.00
2025-07-17T01:03:00Z,70.00,30.00
2025-07-17T01:05:00Z,69.98,30.00
2025-07-17T01:06:00Z,70.00,30.00
2025-07-17T01:09:00Z,71.00,30.00
2025-07-17T01:16:00Z,70.00,30.00
2025-07-17T01:22:00Z,70.00,30.00
2025-07-17T01:23:00Z,70.00,30.00
2025-07-17T01:24:00Z,71.00,30.00
2025-07-17T01:26:00Z,70.42,30.00
2025-07-17T01:28:00Z,71.31,30.00
2025-07-17T01:29:00Z,71.00,30.00
2025-07-17T01:30:00Z,71.00,30.00
2025-07-17T01:31:00Z,71.00,30.00
2025-07-17T01:32:00Z,71.00,30.00
2025-07-17T01:34:00Z,69.00,30.00
2025-07-17T01:35:00Z,71.00,30.00
2025-07-17T01:36:00Z,69.00,30.00
2025-07-17T01:38:00Z,71.00,30.00
2025-07-17T01:39:00Z,71.00,30.00
2025-07-17T01:40:00Z,71.00,30.00
2025-07-17T01:41:00Z,71.00,30.00
2025-07-17T01:42:00Z,70.95,30.00
2025-07-17T01:43:00Z,71.00,30.00
2025-07-17T01:46:00Z,71.00,30.00
2025-07-17T01:48:00Z,71.00,30.00
2025-07-17T01:53:00Z,71.00,30.00
2025-07-17T01:54:00Z,70.16,30.00
2025-07-17T01:56:00Z,70.00,30.00
2025-07-17T01:57:00Z,71.00,30.00
2025-07-17T01:59:00Z,71.71,30.00
2025-07-17T02:01:00Z,72.00,30.00
2025-07-17T02:04:00Z,68.03,30.00
2025-07-17T02:05:00Z,60.66,30.00
2025-07-17T02:06:00Z,53.00,30.00
2025-07-17T02:07:00Z,53.00,29.00
2025-07-17T02:08:00Z,70.88,29.00
2025-07-17T02:10:00Z,71.00,29.00
2025-07-17T02:13:00Z,63.38,29.00
2025-07-17T02:15:00Z,70.00,29.00
2025-07-17T02:17:00Z,68.91,29.00
2025-07-17T02:18:00Z,70.23,29.00
2025-07-17T02:19:00Z,71.00,29.00
2025-07-17T02:20:00Z,71.00,29.00
2025-07-17T02:21:00Z,71.00,31.00
2025-07-17T02:22:00Z,71.00,31.00
2025-07-17T02:24:00Z,71.00,29.67
2025-07-17T02:25:00Z,71.00,29.67
2025-07-17T02:26:00Z,71.00,29.67
2025-07-17T02:31:00Z,71.00,36.22
2025-07-17T02:33:00Z,71.00,39.00
2025-07-17T02:34:00Z,70.00,39.00
2025-07-17T02:35:00Z,70.00,39.00
2025-07-17T02:36:00Z,70.00,39.00
2025-07-17T02:37:00Z,70.00,39.00
2025-07-17T02:38:00Z,64.22,39.00
2025-07-17T02:39:00Z,64.00,39.00
2025-07-17T02:41:00Z,64.00,39.00
2025-07-17T02:43:00Z,68.00,34.00
2025-07-17T02:46:00Z,63.00,35.00
2025-07-17T02:49:00Z,63.00,35.00
2025-07-17T02:50:00Z,65.31,35.00
2025-07-17T02:54:00Z,69.00,35.00
2025-07-17T02:55:00Z,69.00,35.00
2025-07-17T02:56:00Z,69.00,35.00
2025-07-17T02:57:00Z,69.00,35.00
2025-07-17T03:02:00Z,69.00,35.00
2025-07-17T03:07:00Z,69.34,35.00
2025-07-17T03:14:00Z,69.00,35.00
2025-07-17T03:15:00Z,65.00,35.00
2025-07-17T03:18:00Z,65.00,35.00
2025-07-17T03:19:00Z,69.00,35.00
2025-07-17T03:21:00Z,68.00,35.00
2025-07-17T03:23:00Z,68.00,35.00
2025-07-17T03:25:00Z,68.00,35.00
2025-07-17T03:28:00Z,69.00,35.00
2025-07-17T03:29:00Z,64.00,35.00
2025-07-17T03:34:00Z,69.00,35.00
2025-07-17T03:36:00Z,69.00,35.00
2025-07-17T03:37:00Z,70.00,35.00
2025-07-17T03:38:00Z,70.00,35.00
2025-07-17T03:42:00Z,70.00,35.00
2025-07-17T03:43:00Z,70.00,30.00
2025-07-17T03:45:00Z,70.00,30.00
2025-07-17T03:47:00Z,69.00,30.00
2025-07-17T03:51:00Z,70.02,30.00
2025-07-17T03:55:00Z,69.00,30.00
2025-07-17T03:58:00Z,70.00,30.00
2025-07-17T04:02:00Z,70.00,30.00
2025-07-17T04:03:00Z,65.70,30.00
2025-07-17T04:05:00Z,70.00,30.00
2025-07-17T04:07:00Z,70.00,33.00
2025-07-17T04:10:00Z,65.00,33.00
2025-07-17T04:12:00Z,65.00,33.00
2025-07-17T04:13:00Z,65.00,33.00
2025-07-17T04:16:00Z,65.00,33.00
2025-07-17T04:18:00Z,65.00,33.74
2025-07-17T04:23:00Z,70.04,33.74
2025-07-17T04:24:00Z,71.00,33.74
2025-07-17T04:26:00Z,65.77,33.74
2025-07-17T04:29:00Z,69.64,36.00
2025-07-17T04:30:00Z,65.00,32.00
2025-07-17T04:31:00Z,65.00,35.00
2025-07-17T04:32:00Z,65.00,34.00
2025-07-17T04:36:00Z,65.00,35.00
2025-07-17T04:38:00Z,71.00,35.00
2025-07-17T04:39:00Z,71.00,35.00
2025-07-17T04:41:00Z,66.00,35.00
2025-07-17T04:44:00Z,67.97,35.00
2025-07-17T04:46:00Z,71.00,35.00
2025-07-17T04:47:00Z,71.00,35.00
2025-07-17T04:49:00Z,69.00,35.00
2025-07-17T04:51:00Z,71.80,30.00
2025-07-17T04:57:00Z,71.80,31.00
2025-07-17T05:00:00Z,72.00,28.51
2025-07-17T05:01:00Z,69.00,28.51
2025-07-17T05:02:00Z,69.00,31.00
2025-07-17T05:06:00Z,71.00,31.00
2025-07-17T05:08:00Z,71.00,31.00
2025-07-17T05:09:00Z,70.03,29.08
2025-07-17T05:11:00Z,70.03,29.03
2025-07-17T05:12:00Z,69.66,29.03
2025-07-17T05:13:00Z,71.00,31.00
2025-07-17T05:14:00Z,72.00,29.00
2025-07-17T05:15:00Z,72.00,30.00
2025-07-17T05:19:00Z,72.00,30.00
2025-07-17T05:20:00Z,72.00,30.00
2025-07-17T05:22:00Z,72.00,30.00
2025-07-17T05:23:00Z,72.00,28.55
2025-07-17T05:24:00Z,72.00,30.00
2025-07-17T05:25:00Z,72.00,30.00
2025-07-17T05:26:00Z,69.00,30.00
2025-07-17T05:28:00Z,71.00,30.00
2025-07-17T05:30:00Z,71.00,29.00
2025-07-17T05:31:00Z,71.00,29.00
2025-07-17T05:32:00Z,72.00,29.00
2025-07-17T05:33:00Z,72.00,30.00
2025-07-17T05:34:00Z,72.00,30.00
2025-07-17T05:35:00Z,72.00,30.00
2025-07-17T05:36:00Z,72.00,30.35
2025-07-17T05:37:00Z,72.00,30.00
2025-07-17T05:38:00Z,72.00,30.00
2025-07-17T05:39:00Z,72.00,29.00
2025-07-17T05:42:00Z,72.00,28.27
2025-07-17T05:45:00Z,73.00,28.27
2025-07-17T05:46:00Z,73.00,29.89
2025-07-17T05:47:00Z,73.00,31.00
2025-07-17T05:48:00Z,72.00,31.00
2025-07-17T05:49:00Z,72.00,31.00
2025-07-17T05:52:00Z,72.00,29.20
2025-07-17T05:57:00Z,69.00,29.20
2025-07-17T06:00:00Z,69.00,31.99
2025-07-17T06:02:00Z,69.00,32.00
2025-07-17T06:05:00Z,71.00,32.00
2025-07-17T06:06:00Z,71.00,30.00
2025-07-17T06:09:00Z,71.00,29.00
2025-07-17T06:11:00Z,70.00,29.00
2025-07-17T06:13:00Z,70.00,29.00
2025-07-17T06:19:00Z,72.00,29.00
2025-07-17T06:22:00Z,71.92,29.00
2025-07-17T06:23:00Z,69.00,29.00
2025-07-17T06:24:00Z,72.00,30.00
2025-07-17T06:27:00Z,69.17,30.00
2025-07-17T06:35:00Z,69.17,27.08
2025-07-17T06:36:00Z,72.00,27.08
2025-07-17T06:40:00Z,72.00,27.08
2025-07-17T06:41:00Z,72.00,30.00
2025-07-17T06:42:00Z,70.00,30.00
2025-07-17T06:43:00Z,72.00,30.00
2025-07-17T06:50:00Z,73.00,30.00
2025-07-17T06:51:00Z,73.00,30.00
2025-07-17T07:00:00Z,75.90,29.00
2025-07-17T12:01:00Z,2.48,91.42
