# event_ticker=KXATPMATCH-25SEP25SHIKOR
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Sebastian Korda
# fav_player=Sho Shimabukuro
# dog_player=Sebastian Korda
# kalshi_date=2025-09-25
timestamp,Sho Shimabukuro,Sebastian Korda
2025-09-25T18:14:00Z,28.00,
2025-09-25T18:16:00Z,28.00,
2025-09-25T18:17:00Z,29.00,
2025-09-25T18:27:00Z,29.00,72.00
2025-09-25T18:59:00Z,29.00,72.00
2025-09-25T19:17:00Z,29.00,72.00
2025-09-25T19:23:00Z,29.00,72.00
2025-09-25T19:34:00Z,29.00,72.00
2025-09-25T20:01:00Z,29.00,72.00
2025-09-25T20:03:00Z,29.00,72.00
2025-09-25T20:35:00Z,29.00,72.00
2025-09-25T20:37:00Z,29.00,71.00
2025-09-25T20:50:00Z,29.00,71.00
2025-09-25T20:54:00Z,29.00,71.00
2025-09-25T21:08:00Z,29.00,71.69
2025-09-25T21:15:00Z,29.00,71.69
2025-09-25T21:36:00Z,29.00,72.00
2025-09-25T21:58:00Z,29.00,72.00
2025-09-25T22:30:00Z,29.00,72.00
2025-09-25T22:35:00Z,29.00,72.00
2025-09-25T22:59:00Z,29.00,72.00
2025-09-25T23:10:00Z,29.00,72.00
2025-09-25T23:16:00Z,29.00,72.00
2025-09-25T23:26:00Z,29.00,72.00
2025-09-25T23:43:00Z,29.00,72.00
2025-09-26T00:01:00Z,29.00,72.00
2025-09-26T00:17:00Z,29.00,72.00
2025-09-26T00:20:00Z,29.00,72.00
2025-09-26T00:34:00Z,29.00,72.00
2025-09-26T00:58:00Z,29.00,72.00
2025-09-26T01:02:00Z,29.00,72.00
2025-09-26T01:12:00Z,29.00,72.00
2025-09-26T01:28:00Z,29.00,72.00
2025-09-26T01:40:00Z,29.00,72.00
2025-09-26T01:47:00Z,29.00,72.00
2025-09-26T01:50:00Z,29.00,72.00
2025-09-26T01:53:00Z,29.00,72.00
2025-09-26T01:54:00Z,29.00,72.00
2025-09-26T01:57:00Z,29.00,72.00
2025-09-26T02:03:00Z,29.00,72.00
2025-09-26T02:05:00Z,29.00,72.00
2025-09-26T02:06:00Z,29.00,72.00
2025-09-26T02:07:00Z,29.00,71.00
2025-09-26T02:08:00Z,29.00,71.00
2025-09-26T02:20:00Z,29.00,72.00
2025-09-26T02:23:00Z,29.00,72.00
2025-09-26T02:31:00Z,29.00,72.00
2025-09-26T02:43:00Z,29.00,71.00
2025-09-26T02:44:00Z,29.00,72.00
2025-09-26T02:47:00Z,29.00,72.00
2025-09-26T02:56:00Z,29.00,73.00
2025-09-26T02:57:00Z,29.00,73.00
2025-09-26T03:04:00Z,29.00,73.00
2025-09-26T03:20:00Z,29.00,73.00
2025-09-26T03:22:00Z,29.00,73.00
2025-09-26T03:23:00Z,29.00,73.00
2025-09-26T03:26:00Z,28.00,73.00
2025-09-26T03:27:00Z,28.00,73.00
2025-09-26T03:28:00Z,28.00,73.00
2025-09-26T03:30:00Z,28.00,73.00
2025-09-26T03:31:00Z,28.00,73.00
2025-09-26T03:32:00Z,28.00,73.00
2025-09-26T03:34:00Z,28.00,73.00
2025-09-26T03:35:00Z,29.00,73.00
2025-09-26T03:40:00Z,29.00,73.00
2025-09-26T03:43:00Z,30.75,73.00
2025-09-26T03:45:00Z,29.00,73.00
2025-09-26T03:47:00Z,29.00,73.00
2025-09-26T03:48:00Z,29.00,71.16
2025-09-26T03:50:00Z,29.00,71.16
2025-09-26T03:51:00Z,29.00,72.00
2025-09-26T03:52:00Z,29.00,72.00
2025-09-26T03:53:00Z,29.00,72.00
2025-09-26T03:55:00Z,30.00,71.03
2025-09-26T03:56:00Z,30.00,74.39
2025-09-26T03:57:00Z,28.67,74.00
2025-09-26T03:58:00Z,29.00,74.00
2025-09-26T03:59:00Z,28.31,71.08
2025-09-26T04:00:00Z,27.00,75.00
2025-09-26T04:01:00Z,30.00,75.00
2025-09-26T04:02:00Z,32.00,71.00
2025-09-26T04:03:00Z,31.67,70.00
2025-09-26T04:04:00Z,31.00,71.00
2025-09-26T04:05:00Z,29.00,72.00
