# event_ticker=KXATPMATCH-25SEP25SHIKOR
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Sebastian Korda
# fav_player=Sho Shimabukuro
# dog_player=Sebastian Korda
# kalshi_date=2025-09-25
timestamp,Sho Shimabukuro,Sebastian Korda
2025-09-26T04:06:00Z,28.00,71.00
2025-09-26T04:07:00Z,28.99,71.00
2025-09-26T04:08:00Z,19.96,79.66
2025-09-26T04:09:00Z,18.81,80.26
2025-09-26T04:10:00Z,16.64,82.17
2025-09-26T04:11:00Z,16.64,80.00
2025-09-26T04:12:00Z,25.35,78.98
2025-09-26T04:13:00Z,18.34,79.51
2025-09-26T04:14:00Z,15.92,83.69
2025-09-26T04:15:00Z,15.91,87.00
2025-09-26T04:16:00Z,13.00,87.00
2025-09-26T04:17:00Z,14.44,87.00
2025-09-26T04:18:00Z,14.44,87.00
2025-09-26T04:19:00Z,15.00,87.00
2025-09-26T04:20:00Z,9.00,89.04
2025-09-26T04:21:00Z,9.00,90.90
2025-09-26T04:22:00Z,10.00,91.01
2025-09-26T04:23:00Z,10.40,90.21
2025-09-26T04:24:00Z,10.45,90.38
2025-09-26T04:25:00Z,10.45,90.00
2025-09-26T04:26:00Z,10.00,89.44
2025-09-26T04:27:00Z,10.00,89.00
2025-09-26T04:28:00Z,10.00,90.00
2025-09-26T04:29:00Z,10.00,89.00
2025-09-26T04:30:00Z,11.00,89.00
2025-09-26T04:31:00Z,11.00,88.70
2025-09-26T04:32:00Z,11.00,89.37
2025-09-26T04:33:00Z,10.00,89.32
2025-09-26T04:34:00Z,12.00,89.14
2025-09-26T04:35:00Z,12.00,89.76
2025-09-26T04:36:00Z,11.07,89.58
2025-09-26T04:37:00Z,10.77,92.06
2025-09-26T04:38:00Z,7.27,94.17
2025-09-26T04:39:00Z,5.64,94.20
2025-09-26T04:40:00Z,4.64,95.41
2025-09-26T04:41:00Z,4.00,96.61
2025-09-26T04:42:00Z,3.00,96.53
2025-09-26T04:43:00Z,5.00,96.00
2025-09-26T04:44:00Z,5.93,94.49
2025-09-26T04:46:00Z,4.00,94.49
2025-09-26T04:47:00Z,4.00,96.66
2025-09-26T04:48:00Z,4.00,98.00
2025-09-26T04:49:00Z,4.73,97.04
2025-09-26T04:50:00Z,4.12,98.03
2025-09-26T04:51:00Z,5.00,99.00
2025-09-26T04:52:00Z,4.72,97.00
2025-09-26T04:54:00Z,4.72,96.83
2025-09-26T04:55:00Z,2.59,97.02
2025-09-26T04:56:00Z,3.65,97.02
2025-09-26T04:57:00Z,3.79,97.02
2025-09-26T04:58:00Z,3.79,98.21
2025-09-26T04:59:00Z,3.79,97.10
2025-09-26T05:00:00Z,2.67,97.04
2025-09-26T05:01:00Z,4.98,95.82
2025-09-26T05:02:00Z,5.50,95.98
2025-09-26T05:03:00Z,6.00,95.98
2025-09-26T05:04:00Z,2.42,97.79
2025-09-26T05:05:00Z,4.17,97.97
2025-09-26T05:06:00Z,3.77,98.00
2025-09-26T05:07:00Z,6.36,98.00
2025-09-26T05:08:00Z,6.36,99.00
2025-09-26T05:09:00Z,4.00,96.00
2025-09-26T05:10:00Z,2.00,96.00
2025-09-26T05:11:00Z,1.00,99.00
2025-09-26T05:12:00Z,1.21,99.00
2025-09-26T05:13:00Z,3.00,99.00
2025-09-26T05:14:00Z,2.52,99.00
2025-09-26T05:15:00Z,1.00,99.00
2025-09-26T05:16:00Z,1.00,99.00
