# event_ticker=KXATPMATCH-26FEB11KOPBER
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Vit Kopriva
# fav_player=Matteo Berrettini
# dog_player=Vit Kopriva
# kalshi_date=2026-02-11
timestamp,Matteo Berrettini,Vit Kopriva
2026-02-11T09:50:00Z,73.00,
2026-02-11T09:54:00Z,73.00,
2026-02-11T09:57:00Z,73.00,
2026-02-11T09:59:00Z,72.00,
2026-02-11T11:43:00Z,72.00,
2026-02-11T11:44:00Z,73.00,
2026-02-11T13:58:00Z,72.00,
2026-02-11T14:03:00Z,72.00,
2026-02-11T14:11:00Z,71.00,
2026-02-11T14:36:00Z,71.00,
2026-02-11T14:55:00Z,71.00,
2026-02-11T15:20:00Z,71.00,
2026-02-11T15:51:00Z,71.00,
2026-02-11T15:54:00Z,71.00,28.00
2026-02-11T16:01:00Z,71.00,29.00
2026-02-11T16:07:00Z,71.00,29.00
2026-02-11T16:11:00Z,71.00,30.00
2026-02-11T16:20:00Z,71.00,30.00
2026-02-11T16:26:00Z,71.00,30.57
2026-02-11T16:32:00Z,71.00,30.57
2026-02-11T16:33:00Z,71.00,31.00
2026-02-11T16:38:00Z,71.00,31.00
2026-02-11T16:52:00Z,71.00,31.00
2026-02-11T16:58:00Z,70.00,31.00
2026-02-11T17:04:00Z,69.00,31.00
2026-02-11T17:05:00Z,69.00,31.00
2026-02-11T17:06:00Z,69.00,31.00
2026-02-11T17:07:00Z,69.00,31.00
2026-02-11T17:11:00Z,69.00,31.00
2026-02-11T17:14:00Z,69.00,31.00
2026-02-11T17:15:00Z,69.00,31.00
2026-02-11T17:17:00Z,69.00,31.00
2026-02-11T17:18:00Z,69.00,31.00
2026-02-11T17:19:00Z,69.00,31.00
2026-02-11T17:22:00Z,69.00,31.00
2026-02-11T17:23:00Z,69.00,31.00
2026-02-11T17:24:00Z,69.00,31.00
2026-02-11T17:26:00Z,69.00,31.00
2026-02-11T17:27:00Z,69.00,31.00
2026-02-11T17:29:00Z,69.00,31.00
2026-02-11T17:30:00Z,69.00,31.00
2026-02-11T17:34:00Z,69.00,31.00
2026-02-11T17:36:00Z,69.00,31.00
2026-02-11T17:42:00Z,69.00,31.00
2026-02-11T17:44:00Z,69.00,31.00
2026-02-11T17:45:00Z,69.00,31.00
2026-02-11T17:46:00Z,69.00,31.00
2026-02-11T17:50:00Z,69.00,31.00
2026-02-11T17:55:00Z,69.00,31.00
2026-02-11T17:57:00Z,69.00,31.00
2026-02-11T17:58:00Z,69.00,31.00
2026-02-11T18:04:00Z,69.00,31.00
2026-02-11T18:08:00Z,69.00,31.00
2026-02-11T18:09:00Z,70.00,31.00
2026-02-11T18:11:00Z,70.00,31.00
2026-02-11T18:15:00Z,68.09,31.00
2026-02-11T18:21:00Z,69.00,31.00
2026-02-11T18:23:00Z,69.00,31.44
2026-02-11T18:24:00Z,69.00,31.44
2026-02-11T18:31:00Z,69.00,31.44
2026-02-11T18:32:00Z,69.00,31.44
2026-02-11T18:35:00Z,69.00,33.00
2026-02-11T18:38:00Z,69.00,33.00
2026-02-11T18:39:00Z,69.00,33.00
2026-02-11T18:41:00Z,69.00,33.00
2026-02-11T18:44:00Z,69.00,33.00
2026-02-11T18:47:00Z,69.00,33.00
2026-02-11T18:51:00Z,69.00,33.00
2026-02-11T18:55:00Z,69.00,33.00
2026-02-11T19:02:00Z,69.00,33.00
2026-02-11T19:03:00Z,69.00,33.00
2026-02-11T19:05:00Z,69.00,33.91
2026-02-11T19:06:00Z,69.00,33.91
2026-02-11T19:11:00Z,69.00,33.91
2026-02-11T19:19:00Z,69.00,33.91
2026-02-11T19:21:00Z,69.00,33.91
2026-02-11T19:23:00Z,69.00,33.91
2026-02-11T19:28:00Z,69.00,33.91
2026-02-11T19:29:00Z,69.00,33.00
2026-02-11T19:30:00Z,66.51,33.00
2026-02-11T19:31:00Z,66.51,33.84
2026-02-11T19:34:00Z,66.51,34.00
2026-02-11T19:41:00Z,69.00,34.00
2026-02-11T19:44:00Z,69.00,34.00
2026-02-11T19:46:00Z,69.00,33.00
2026-02-11T19:47:00Z,69.00,32.00
2026-02-11T19:48:00Z,69.00,32.00
2026-02-11T19:54:00Z,70.00,33.00
2026-02-11T19:55:00Z,70.00,32.00
2026-02-11T19:56:00Z,70.00,32.00
2026-02-11T19:58:00Z,70.00,32.00
2026-02-11T20:00:00Z,70.00,32.00
2026-02-11T20:03:00Z,70.00,32.00
2026-02-11T20:04:00Z,70.00,32.00
2026-02-11T20:05:00Z,70.00,33.00
2026-02-11T20:06:00Z,69.00,33.00
2026-02-11T20:07:00Z,69.00,33.00
2026-02-11T20:08:00Z,69.71,31.65
2026-02-11T20:09:00Z,72.93,27.06
2026-02-11T20:10:00Z,71.10,29.02
2026-02-11T20:11:00Z,68.43,33.21
2026-02-11T20:12:00Z,67.00,34.00
2026-02-11T20:13:00Z,66.50,35.59
2026-02-11T20:14:00Z,64.07,36.62
2026-02-11T20:15:00Z,66.28,35.01
2026-02-11T20:16:00Z,67.31,34.01
2026-02-11T20:17:00Z,65.17,35.27
2026-02-11T20:18:00Z,65.04,36.61
2026-02-11T20:19:00Z,64.24,34.82
2026-02-11T20:20:00Z,64.73,34.51
2026-02-11T20:21:00Z,68.08,32.58
2026-02-11T20:22:00Z,71.00,30.81
2026-02-11T20:23:00Z,67.09,34.00
2026-02-11T20:24:00Z,65.54,33.21
2026-02-11T20:25:00Z,65.10,34.69
2026-02-11T20:26:00Z,65.00,35.00
2026-02-11T20:27:00Z,62.00,41.52
2026-02-11T20:28:00Z,61.14,37.07
2026-02-11T20:29:00Z,67.69,33.53
2026-02-11T20:30:00Z,71.54,31.75
2026-02-11T20:31:00Z,70.99,29.59
2026-02-11T20:32:00Z,67.21,35.88
2026-02-11T20:33:00Z,66.85,35.85
2026-02-11T20:34:00Z,65.00,37.00
2026-02-11T20:35:00Z,65.00,36.66
2026-02-11T20:36:00Z,67.76,34.65
2026-02-11T20:37:00Z,67.04,35.03
2026-02-11T20:38:00Z,68.07,32.96
2026-02-11T20:39:00Z,69.98,32.18
2026-02-11T20:40:00Z,69.00,33.32
2026-02-11T20:41:00Z,67.00,34.81
2026-02-11T20:42:00Z,66.03,35.00
2026-02-11T20:43:00Z,66.00,36.00
2026-02-11T20:44:00Z,66.06,35.89
2026-02-11T20:45:00Z,67.50,33.22
2026-02-11T20:46:00Z,67.64,34.94
2026-02-11T20:47:00Z,65.32,35.70
2026-02-11T20:48:00Z,62.15,39.59
2026-02-11T20:49:00Z,61.09,37.30
2026-02-11T20:50:00Z,56.13,43.72
2026-02-11T20:51:00Z,63.45,37.74
2026-02-11T20:52:00Z,66.63,33.04
2026-02-11T20:53:00Z,63.25,35.20
2026-02-11T20:54:00Z,64.62,36.03
2026-02-11T20:55:00Z,61.00,38.45
2026-02-11T20:56:00Z,61.00,40.00
2026-02-11T20:57:00Z,61.00,42.63
2026-02-11T20:58:00Z,56.08,42.89
2026-02-11T20:59:00Z,56.94,45.60
2026-02-11T21:00:00Z,47.47,51.61
2026-02-11T21:01:00Z,47.39,53.38
2026-02-11T21:02:00Z,51.69,45.68
2026-02-11T21:03:00Z,51.61,48.00
2026-02-11T21:04:00Z,57.40,41.46
2026-02-11T21:05:00Z,38.81,57.23
2026-02-11T21:06:00Z,35.19,65.60
2026-02-11T21:07:00Z,34.35,66.15
2026-02-11T21:08:00Z,34.42,67.00
2026-02-11T21:09:00Z,30.91,69.71
2026-02-11T21:10:00Z,28.94,69.72
2026-02-11T21:11:00Z,31.18,68.97
2026-02-11T21:12:00Z,33.94,68.43
2026-02-11T21:13:00Z,33.42,68.00
2026-02-11T21:14:00Z,31.09,69.84
2026-02-11T21:15:00Z,39.12,61.99
2026-02-11T21:16:00Z,43.77,57.75
2026-02-11T21:17:00Z,36.04,64.87
2026-02-11T21:18:00Z,30.60,70.97
2026-02-11T21:19:00Z,30.11,70.73
2026-02-11T21:20:00Z,28.24,73.48
2026-02-11T21:21:00Z,31.71,71.36
2026-02-11T21:22:00Z,26.10,75.87
2026-02-11T21:23:00Z,34.08,66.83
2026-02-11T21:24:00Z,34.42,65.86
2026-02-11T21:25:00Z,31.69,70.20
2026-02-11T21:26:00Z,31.41,69.65
2026-02-11T21:27:00Z,31.00,70.95
2026-02-11T21:28:00Z,31.00,70.98
2026-02-11T21:29:00Z,34.21,67.55
2026-02-11T21:30:00Z,36.42,63.99
2026-02-11T21:31:00Z,40.54,57.99
2026-02-11T21:32:00Z,37.40,66.19
2026-02-11T21:33:00Z,29.74,68.92
2026-02-11T21:34:00Z,31.13,70.31
2026-02-11T21:35:00Z,31.11,70.79
