# event_ticker=KXATPMATCH-25JUL22PASUGO
# final_score=6-7(5) 6-2 6-3
# score_resolution=6-7 6-2 6-3
# match_winner=Camilo Ugo Carabelli
# fav_player=Camilo Ugo Carabelli
# dog_player=Francesco Passaro
# kalshi_date=2025-07-22
timestamp,Camilo Ugo Carabelli,Francesco Passaro
2025-07-22T14:50:00Z,48.09,75.00
2025-07-22T14:52:00Z,49.10,75.00
2025-07-22T14:53:00Z,49.10,55.00
2025-07-22T14:54:00Z,39.21,58.00
2025-07-22T14:55:00Z,34.39,66.49
2025-07-22T14:56:00Z,35.97,63.44
2025-07-22T14:57:00Z,41.17,63.44
2025-07-22T14:58:00Z,42.47,60.00
2025-07-22T14:59:00Z,44.89,59.21
2025-07-22T15:00:00Z,45.15,55.00
2025-07-22T15:01:00Z,45.15,61.90
2025-07-22T15:02:00Z,37.00,60.00
2025-07-22T15:03:00Z,45.61,60.00
2025-07-22T15:04:00Z,41.23,63.00
2025-07-22T15:05:00Z,54.75,52.99
2025-07-22T15:06:00Z,52.88,45.00
2025-07-22T15:07:00Z,61.00,41.00
2025-07-22T15:08:00Z,55.86,41.00
2025-07-22T15:09:00Z,65.88,47.00
2025-07-22T15:10:00Z,49.00,47.00
2025-07-22T15:12:00Z,49.00,77.00
2025-07-22T15:13:00Z,49.00,82.04
2025-07-22T15:16:00Z,49.50,91.00
2025-07-22T15:18:00Z,49.50,57.34
2025-07-22T15:19:00Z,50.40,53.24
2025-07-22T15:20:00Z,58.49,47.93
2025-07-22T15:21:00Z,48.89,51.59
2025-07-22T15:22:00Z,47.28,55.96
2025-07-22T15:23:00Z,45.32,57.00
2025-07-22T15:24:00Z,53.99,58.00
2025-07-22T15:25:00Z,52.67,54.81
2025-07-22T15:26:00Z,49.38,54.81
2025-07-22T15:27:00Z,47.20,54.81
2025-07-22T15:28:00Z,48.24,52.00
2025-07-22T15:29:00Z,46.00,54.25
2025-07-22T15:30:00Z,45.55,56.21
2025-07-22T15:31:00Z,44.11,56.57
2025-07-22T15:32:00Z,52.00,56.57
2025-07-22T15:33:00Z,52.00,59.00
2025-07-22T15:34:00Z,45.00,59.00
2025-07-22T15:35:00Z,45.00,65.73
2025-07-22T15:36:00Z,49.99,65.73
2025-07-22T15:37:00Z,47.87,57.86
2025-07-22T15:38:00Z,51.17,49.10
2025-07-22T15:39:00Z,53.62,49.10
2025-07-22T15:40:00Z,55.69,56.00
2025-07-22T15:41:00Z,55.69,58.00
2025-07-22T15:42:00Z,51.00,58.00
2025-07-22T15:43:00Z,35.09,58.00
2025-07-22T15:44:00Z,39.62,64.01
2025-07-22T15:45:00Z,34.16,66.00
2025-07-22T15:46:00Z,30.11,74.31
2025-07-22T15:47:00Z,31.66,67.81
2025-07-22T15:48:00Z,28.00,71.79
2025-07-22T15:49:00Z,26.91,69.36
2025-07-22T15:50:00Z,33.97,74.37
2025-07-22T15:51:00Z,31.98,72.91
2025-07-22T15:52:00Z,31.73,73.00
2025-07-22T15:53:00Z,27.98,73.00
2025-07-22T15:54:00Z,22.52,77.55
2025-07-22T15:55:00Z,24.38,78.00
2025-07-22T15:56:00Z,24.94,78.00
2025-07-22T15:57:00Z,22.00,75.24
2025-07-22T15:58:00Z,22.91,75.24
2025-07-22T15:59:00Z,26.00,74.01
2025-07-22T16:00:00Z,25.87,73.89
2025-07-22T16:01:00Z,28.35,73.89
2025-07-22T16:02:00Z,29.26,67.00
2025-07-22T16:03:00Z,43.85,60.32
2025-07-22T16:04:00Z,45.83,60.32
2025-07-22T16:05:00Z,47.83,58.00
2025-07-22T16:06:00Z,46.82,55.00
2025-07-22T16:07:00Z,46.86,56.00
2025-07-22T16:08:00Z,47.15,56.00
2025-07-22T16:09:00Z,47.92,53.84
2025-07-22T16:10:00Z,46.00,53.14
2025-07-22T16:11:00Z,46.29,54.73
2025-07-22T16:12:00Z,46.67,58.76
2025-07-22T16:13:00Z,50.18,52.30
2025-07-22T16:14:00Z,58.79,56.00
2025-07-22T16:15:00Z,54.08,49.39
2025-07-22T16:16:00Z,53.46,54.28
2025-07-22T16:17:00Z,46.92,57.64
2025-07-22T16:18:00Z,51.34,61.00
2025-07-22T16:19:00Z,54.00,61.00
2025-07-22T16:20:00Z,54.95,61.00
2025-07-22T16:21:00Z,55.00,61.00
2025-07-22T16:22:00Z,61.06,46.00
2025-07-22T16:23:00Z,62.95,46.00
2025-07-22T16:24:00Z,62.63,46.00
2025-07-22T16:25:00Z,62.29,43.00
2025-07-22T16:26:00Z,68.86,43.60
2025-07-22T16:27:00Z,66.66,36.59
2025-07-22T16:28:00Z,65.53,43.00
2025-07-22T16:29:00Z,66.96,37.33
2025-07-22T16:30:00Z,65.87,37.33
2025-07-22T16:31:00Z,57.06,45.41
2025-07-22T16:32:00Z,73.46,36.00
2025-07-22T16:33:00Z,75.05,34.00
2025-07-22T16:34:00Z,72.82,34.00
2025-07-22T16:35:00Z,69.00,35.00
2025-07-22T16:36:00Z,69.00,44.85
2025-07-22T16:37:00Z,63.25,43.00
2025-07-22T16:38:00Z,63.84,42.06
2025-07-22T16:39:00Z,66.47,36.00
2025-07-22T16:40:00Z,59.28,33.03
2025-07-22T16:41:00Z,68.41,42.93
2025-07-22T16:42:00Z,65.53,34.27
2025-07-22T16:43:00Z,70.14,42.00
2025-07-22T16:44:00Z,69.62,37.34
2025-07-22T16:45:00Z,69.99,37.34
2025-07-22T16:46:00Z,69.99,31.11
2025-07-22T16:47:00Z,69.08,45.47
2025-07-22T16:48:00Z,48.96,51.03
2025-07-22T16:49:00Z,24.90,71.92
2025-07-22T16:50:00Z,28.23,75.76
2025-07-22T16:51:00Z,43.52,75.36
2025-07-22T16:52:00Z,28.07,79.00
2025-07-22T16:53:00Z,22.96,81.09
2025-07-22T16:54:00Z,31.67,66.93
2025-07-22T16:55:00Z,35.24,65.21
2025-07-22T16:56:00Z,35.98,65.15
2025-07-22T16:57:00Z,34.00,63.00
2025-07-22T16:58:00Z,38.00,63.00
2025-07-22T16:59:00Z,44.15,62.34
2025-07-22T17:00:00Z,55.36,47.81
2025-07-22T17:01:00Z,61.20,31.24
2025-07-22T17:02:00Z,69.65,27.10
2025-07-22T17:03:00Z,75.79,32.11
2025-07-22T17:04:00Z,69.71,32.11
2025-07-22T17:05:00Z,73.89,23.45
2025-07-22T17:06:00Z,76.76,23.01
2025-07-22T17:07:00Z,82.59,26.04
2025-07-22T17:08:00Z,90.79,12.43
2025-07-22T17:09:00Z,93.68,5.72
2025-07-22T17:10:00Z,97.72,2.35
2025-07-22T17:11:00Z,98.74,1.58
2025-07-22T17:12:00Z,97.59,1.41
2025-07-22T17:13:00Z,99.00,1.35
2025-07-22T17:14:00Z,99.00,1.35
2025-07-22T17:15:00Z,99.00,1.35
2025-07-22T17:16:00Z,99.00,1.35
