# event_ticker=KXATPCHALLENGERMATCH-26MAR13BLOWON
# final_score=4-6 7-5 6-3
# score_resolution=6-4 5-7 3-6
# match_winner=Alexander Blockx
# fav_player=Coleman Wong
# dog_player=Alexander Blockx
# kalshi_date=2026-03-13
timestamp,Coleman Wong,Alexander Blockx
2026-03-13T06:44:00Z,46.00,
2026-03-13T07:03:00Z,77.46,
2026-03-13T07:34:00Z,45.00,
2026-03-13T07:35:00Z,46.00,
2026-03-13T07:39:00Z,46.00,57.00
2026-03-13T07:48:00Z,45.00,57.00
2026-03-13T07:57:00Z,45.00,57.00
2026-03-13T07:59:00Z,45.00,57.00
2026-03-13T08:42:00Z,44.00,57.00
2026-03-13T09:05:00Z,44.00,57.00
2026-03-13T09:10:00Z,44.00,57.00
2026-03-13T10:10:00Z,44.00,57.00
2026-03-13T11:03:00Z,44.00,57.00
2026-03-13T11:28:00Z,44.00,58.78
2026-03-13T11:37:00Z,44.00,60.00
2026-03-13T11:47:00Z,42.00,60.00
2026-03-13T12:16:00Z,42.00,60.00
2026-03-13T12:24:00Z,41.00,60.00
2026-03-13T12:29:00Z,41.00,59.00
2026-03-13T12:38:00Z,42.00,59.00
2026-03-13T12:51:00Z,42.00,60.00
2026-03-13T13:02:00Z,42.00,60.00
2026-03-13T13:13:00Z,42.00,60.00
2026-03-13T13:17:00Z,42.00,60.00
2026-03-13T13:22:00Z,42.00,60.00
2026-03-13T13:24:00Z,42.00,60.00
2026-03-13T13:32:00Z,42.00,60.00
2026-03-13T13:36:00Z,42.00,60.00
2026-03-13T13:48:00Z,42.00,60.00
2026-03-13T14:03:00Z,42.00,59.00
2026-03-13T14:07:00Z,42.00,59.00
2026-03-13T14:19:00Z,42.00,59.00
2026-03-13T14:20:00Z,43.00,59.00
2026-03-13T14:27:00Z,43.00,59.00
2026-03-13T14:29:00Z,43.00,59.00
2026-03-13T14:31:00Z,44.00,59.00
2026-03-13T14:33:00Z,44.00,59.00
2026-03-13T14:38:00Z,45.00,59.00
2026-03-13T14:39:00Z,45.00,57.00
2026-03-13T14:41:00Z,45.00,58.00
2026-03-13T14:42:00Z,45.00,58.00
2026-03-13T14:48:00Z,45.00,58.00
2026-03-13T14:49:00Z,45.00,58.00
2026-03-13T14:54:00Z,43.00,58.00
2026-03-13T15:00:00Z,43.00,57.00
2026-03-13T15:05:00Z,44.00,57.00
2026-03-13T15:11:00Z,44.00,57.00
2026-03-13T15:14:00Z,44.00,57.00
2026-03-13T15:20:00Z,44.00,57.00
2026-03-13T15:21:00Z,44.00,57.00
2026-03-13T15:24:00Z,44.00,57.60
2026-03-13T15:25:00Z,44.00,59.00
2026-03-13T15:27:00Z,44.00,59.00
2026-03-13T15:28:00Z,44.00,59.00
2026-03-13T15:29:00Z,44.00,58.52
2026-03-13T15:35:00Z,44.00,58.52
2026-03-13T15:40:00Z,44.00,57.00
2026-03-13T15:46:00Z,44.00,58.00
2026-03-13T15:51:00Z,44.00,58.00
2026-03-13T15:57:00Z,45.00,58.00
2026-03-13T16:01:00Z,45.00,58.00
2026-03-13T16:05:00Z,45.00,58.00
2026-03-13T16:07:00Z,45.00,58.00
2026-03-13T16:09:00Z,45.00,58.00
2026-03-13T16:14:00Z,45.12,58.00
2026-03-13T16:15:00Z,45.00,58.00
2026-03-13T16:20:00Z,45.00,57.00
2026-03-13T16:21:00Z,45.00,57.00
2026-03-13T16:24:00Z,45.00,56.33
2026-03-13T16:25:00Z,45.00,57.00
2026-03-13T16:29:00Z,45.00,57.00
2026-03-13T16:30:00Z,45.00,57.00
2026-03-13T16:31:00Z,45.00,57.00
2026-03-13T16:33:00Z,45.00,58.00
2026-03-13T16:35:00Z,44.00,58.00
2026-03-13T16:39:00Z,44.00,58.00
2026-03-13T16:45:00Z,44.00,58.00
2026-03-13T16:52:00Z,43.00,58.00
2026-03-13T16:53:00Z,43.00,58.82
2026-03-13T16:54:00Z,43.00,58.00
2026-03-13T16:56:00Z,43.00,58.00
2026-03-13T16:58:00Z,43.00,58.00
2026-03-13T17:03:00Z,43.00,58.00
2026-03-13T17:05:00Z,44.00,58.00
2026-03-13T17:07:00Z,44.00,58.00
2026-03-13T17:08:00Z,44.00,58.00
2026-03-13T17:13:00Z,44.00,57.00
2026-03-13T17:14:00Z,44.00,57.00
2026-03-13T17:15:00Z,44.00,57.00
2026-03-13T17:20:00Z,44.00,57.00
2026-03-13T17:21:00Z,44.00,57.00
2026-03-13T17:22:00Z,44.00,57.00
2026-03-13T17:23:00Z,44.00,57.00
2026-03-13T17:24:00Z,44.00,58.00
2026-03-13T17:25:00Z,44.00,58.24
2026-03-13T17:26:00Z,44.00,58.00
2026-03-13T17:27:00Z,44.00,58.00
2026-03-13T17:28:00Z,44.00,58.00
2026-03-13T17:29:00Z,44.00,58.00
2026-03-13T17:32:00Z,44.00,58.84
2026-03-13T17:33:00Z,44.00,58.00
2026-03-13T17:34:00Z,44.00,58.00
2026-03-13T17:35:00Z,44.00,58.00
2026-03-13T17:36:00Z,42.09,58.00
2026-03-13T17:37:00Z,44.00,58.03
2026-03-13T17:38:00Z,44.00,58.03
2026-03-13T17:39:00Z,44.00,58.52
2026-03-13T17:40:00Z,44.00,58.52
2026-03-13T17:41:00Z,44.00,58.00
2026-03-13T17:42:00Z,44.00,58.75
2026-03-13T17:43:00Z,44.00,58.00
2026-03-13T17:45:00Z,44.00,58.00
2026-03-13T17:46:00Z,44.00,58.00
2026-03-13T17:47:00Z,44.00,58.00
2026-03-13T17:48:00Z,44.00,58.81
2026-03-13T17:49:00Z,44.00,59.00
2026-03-13T17:50:00Z,44.74,58.94
2026-03-13T17:51:00Z,44.74,57.00
2026-03-13T17:52:00Z,45.00,57.00
2026-03-13T17:53:00Z,45.00,57.00
2026-03-13T17:54:00Z,45.00,57.64
2026-03-13T17:55:00Z,45.00,57.64
2026-03-13T17:56:00Z,45.00,57.00
2026-03-13T17:58:00Z,45.00,57.00
2026-03-13T18:00:00Z,45.00,56.68
2026-03-13T18:01:00Z,45.00,56.68
2026-03-13T18:02:00Z,44.56,58.00
2026-03-13T18:03:00Z,44.56,58.00
2026-03-13T18:04:00Z,44.56,57.99
2026-03-13T18:05:00Z,45.00,58.00
2026-03-13T18:06:00Z,44.00,58.00
2026-03-13T18:07:00Z,44.00,58.81
2026-03-13T18:08:00Z,44.00,58.97
2026-03-13T18:09:00Z,44.00,58.97
2026-03-13T18:10:00Z,44.02,59.62
2026-03-13T18:11:00Z,41.80,60.84
2026-03-13T18:12:00Z,38.00,61.36
2026-03-13T18:13:00Z,38.36,64.01
2026-03-13T18:14:00Z,38.06,63.08
2026-03-13T18:15:00Z,40.54,60.00
2026-03-13T18:16:00Z,44.90,56.34
2026-03-13T18:17:00Z,43.95,55.73
2026-03-13T18:18:00Z,48.82,52.36
2026-03-13T18:19:00Z,46.23,52.34
2026-03-13T18:20:00Z,46.12,52.08
2026-03-13T18:21:00Z,52.63,44.46
2026-03-13T18:22:00Z,59.98,41.00
2026-03-13T18:23:00Z,60.06,40.75
2026-03-13T18:24:00Z,63.93,37.88
2026-03-13T18:25:00Z,63.53,38.10
2026-03-13T18:26:00Z,63.60,36.79
2026-03-13T18:27:00Z,64.16,36.87
2026-03-13T18:28:00Z,60.00,40.89
2026-03-13T18:29:00Z,59.88,40.89
2026-03-13T18:30:00Z,63.27,38.74
2026-03-13T18:31:00Z,63.96,38.72
2026-03-13T18:32:00Z,64.94,35.37
2026-03-13T18:33:00Z,61.72,39.70
2026-03-13T18:34:00Z,60.14,40.52
2026-03-13T18:35:00Z,53.92,46.00
2026-03-13T18:36:00Z,47.33,54.21
2026-03-13T18:37:00Z,51.95,51.52
2026-03-13T18:38:00Z,45.79,53.03
2026-03-13T18:39:00Z,57.64,43.89
2026-03-13T18:40:00Z,58.96,44.77
2026-03-13T18:41:00Z,60.10,40.18
2026-03-13T18:42:00Z,65.59,34.47
2026-03-13T18:43:00Z,60.24,39.71
2026-03-13T18:44:00Z,60.00,41.76
2026-03-13T18:45:00Z,60.00,42.00
2026-03-13T18:46:00Z,54.52,45.86
2026-03-13T18:47:00Z,50.25,51.26
2026-03-13T18:48:00Z,45.07,53.23
2026-03-13T18:49:00Z,55.79,47.51
2026-03-13T18:50:00Z,63.15,36.30
2026-03-13T18:51:00Z,63.78,36.90
2026-03-13T18:52:00Z,63.38,37.96
2026-03-13T18:53:00Z,61.50,38.93
2026-03-13T18:54:00Z,56.49,39.72
2026-03-13T18:55:00Z,60.88,39.44
2026-03-13T18:56:00Z,60.00,41.00
2026-03-13T18:57:00Z,61.91,38.36
2026-03-13T18:58:00Z,65.64,35.99
2026-03-13T18:59:00Z,65.27,35.52
2026-03-13T19:00:00Z,62.33,38.37
2026-03-13T19:01:00Z,62.00,38.50
2026-03-13T19:02:00Z,60.91,41.00
2026-03-13T19:03:00Z,55.88,44.61
2026-03-13T19:04:00Z,56.85,46.03
2026-03-13T19:05:00Z,55.19,46.76
2026-03-13T19:06:00Z,60.94,40.55
2026-03-13T19:07:00Z,58.90,41.04
2026-03-13T19:08:00Z,53.99,47.48
2026-03-13T19:09:00Z,55.60,48.29
2026-03-13T19:10:00Z,54.06,46.95
2026-03-13T19:11:00Z,52.43,48.12
2026-03-13T19:12:00Z,51.07,49.90
2026-03-13T19:13:00Z,58.89,41.83
2026-03-13T19:14:00Z,57.49,46.60
2026-03-13T19:15:00Z,48.22,50.55
2026-03-13T19:16:00Z,58.47,45.86
2026-03-13T19:17:00Z,57.85,44.94
2026-03-13T19:18:00Z,60.90,40.23
2026-03-13T19:19:00Z,66.66,34.99
2026-03-13T19:20:00Z,76.88,22.26
2026-03-13T19:21:00Z,66.80,29.19
2026-03-13T19:22:00Z,63.39,37.60
2026-03-13T19:23:00Z,60.92,41.70
2026-03-13T19:24:00Z,62.77,42.00
2026-03-13T19:25:00Z,61.17,42.00
2026-03-13T19:26:00Z,64.02,36.94
2026-03-13T19:27:00Z,69.16,33.20
2026-03-13T19:28:00Z,64.77,36.10
2026-03-13T19:29:00Z,63.81,38.70
2026-03-13T19:30:00Z,68.03,36.29
2026-03-13T19:31:00Z,60.16,41.34
2026-03-13T19:32:00Z,58.94,41.53
2026-03-13T19:33:00Z,59.15,43.10
2026-03-13T19:34:00Z,63.36,37.00
2026-03-13T19:35:00Z,62.82,41.23
2026-03-13T19:36:00Z,61.95,42.39
2026-03-13T19:37:00Z,64.50,35.59
2026-03-13T19:38:00Z,70.53,33.36
2026-03-13T19:39:00Z,67.43,33.38
2026-03-13T19:40:00Z,59.92,39.78
2026-03-13T19:41:00Z,59.51,41.57
2026-03-13T19:42:00Z,61.65,40.92
2026-03-13T19:43:00Z,63.97,36.92
2026-03-13T19:44:00Z,67.48,34.54
2026-03-13T19:45:00Z,66.61,34.82
2026-03-13T19:46:00Z,64.07,37.17
2026-03-13T19:47:00Z,64.99,34.57
2026-03-13T19:48:00Z,70.15,31.75
2026-03-13T19:49:00Z,62.99,37.76
2026-03-13T19:50:00Z,62.92,38.16
2026-03-13T19:51:00Z,57.93,42.83
2026-03-13T19:52:00Z,52.84,46.45
2026-03-13T19:53:00Z,60.96,39.59
2026-03-13T19:54:00Z,59.88,40.11
2026-03-13T19:55:00Z,48.71,58.74
2026-03-13T19:56:00Z,38.70,60.27
2026-03-13T19:57:00Z,39.09,61.73
2026-03-13T19:58:00Z,38.78,61.84
2026-03-13T19:59:00Z,38.81,61.60
2026-03-13T20:00:00Z,40.00,60.39
2026-03-13T20:01:00Z,40.32,60.07
