# event_ticker=KXATPMATCH-25SEP27DERIN
# final_score=6-3 3-6 7-6(2)
# score_resolution=6-3 3-6 7-6
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Arthur Rinderknech
# kalshi_date=2025-09-27
timestamp,Alex de Minaur,Arthur Rinderknech
2025-09-27T04:52:00Z,90.00,11.00
2025-09-27T04:55:00Z,90.00,11.00
2025-09-27T04:56:00Z,90.00,11.00
2025-09-27T04:58:00Z,90.00,9.34
2025-09-27T04:59:00Z,90.00,13.39
2025-09-27T05:00:00Z,87.00,13.00
2025-09-27T05:01:00Z,87.00,13.00
2025-09-27T05:02:00Z,89.00,13.00
2025-09-27T05:03:00Z,89.00,13.00
2025-09-27T05:04:00Z,89.00,13.00
2025-09-27T05:06:00Z,89.00,13.00
2025-09-27T05:07:00Z,89.00,13.00
2025-09-27T05:08:00Z,88.00,13.00
2025-09-27T05:09:00Z,88.00,13.00
2025-09-27T05:10:00Z,88.00,11.73
2025-09-27T05:11:00Z,88.00,11.99
2025-09-27T05:12:00Z,88.00,11.00
2025-09-27T05:13:00Z,88.00,11.00
2025-09-27T05:14:00Z,88.00,11.70
2025-09-27T05:15:00Z,88.00,12.00
2025-09-27T05:16:00Z,88.00,14.00
2025-09-27T05:17:00Z,89.00,12.00
2025-09-27T05:18:00Z,88.99,12.82
2025-09-27T05:19:00Z,89.00,12.00
2025-09-27T05:20:00Z,89.00,12.00
2025-09-27T05:21:00Z,88.82,12.22
2025-09-27T05:22:00Z,88.82,12.76
2025-09-27T05:23:00Z,90.00,11.04
2025-09-27T05:24:00Z,91.27,6.16
2025-09-27T05:25:00Z,95.00,5.01
2025-09-27T05:26:00Z,96.00,3.68
2025-09-27T05:27:00Z,96.90,4.29
2025-09-27T05:28:00Z,96.90,5.99
2025-09-27T05:29:00Z,96.00,5.00
2025-09-27T05:30:00Z,97.00,4.71
2025-09-27T05:31:00Z,96.29,5.49
2025-09-27T05:32:00Z,96.29,4.75
2025-09-27T05:33:00Z,96.29,3.27
2025-09-27T05:34:00Z,96.29,3.00
2025-09-27T05:35:00Z,96.29,4.95
2025-09-27T05:36:00Z,96.00,4.76
2025-09-27T05:37:00Z,96.00,5.08
2025-09-27T05:38:00Z,96.00,4.61
2025-09-27T05:39:00Z,96.00,4.00
2025-09-27T05:40:00Z,96.00,4.63
2025-09-27T05:41:00Z,96.00,4.66
2025-09-27T05:42:00Z,96.00,2.68
2025-09-27T05:43:00Z,96.00,3.28
2025-09-27T05:44:00Z,96.00,4.22
2025-09-27T05:45:00Z,96.00,5.77
2025-09-27T05:46:00Z,96.00,5.56
2025-09-27T05:47:00Z,96.00,3.37
2025-09-27T05:48:00Z,95.00,7.49
2025-09-27T05:49:00Z,94.39,7.29
2025-09-27T05:50:00Z,93.28,16.00
2025-09-27T05:51:00Z,91.09,8.34
2025-09-27T05:52:00Z,90.00,10.54
2025-09-27T05:53:00Z,90.67,11.25
2025-09-27T05:54:00Z,90.52,11.00
2025-09-27T05:55:00Z,88.29,12.76
2025-09-27T05:56:00Z,88.29,15.29
2025-09-27T05:57:00Z,85.00,16.22
2025-09-27T05:58:00Z,86.00,16.00
2025-09-27T05:59:00Z,85.00,16.00
2025-09-27T06:00:00Z,86.00,13.04
2025-09-27T06:01:00Z,86.00,17.99
2025-09-27T06:02:00Z,86.00,18.13
2025-09-27T06:03:00Z,86.00,19.05
2025-09-27T06:04:00Z,82.00,18.00
2025-09-27T06:05:00Z,83.00,19.00
2025-09-27T06:06:00Z,83.00,18.49
2025-09-27T06:07:00Z,83.00,17.16
2025-09-27T06:08:00Z,81.00,19.99
2025-09-27T06:09:00Z,81.00,21.44
2025-09-27T06:10:00Z,78.50,21.82
2025-09-27T06:11:00Z,78.50,21.57
2025-09-27T06:12:00Z,78.50,24.39
2025-09-27T06:13:00Z,79.00,19.41
2025-09-27T06:14:00Z,84.00,18.51
2025-09-27T06:15:00Z,84.00,19.98
2025-09-27T06:16:00Z,84.00,22.51
2025-09-27T06:17:00Z,77.82,21.77
2025-09-27T06:18:00Z,78.00,22.74
2025-09-27T06:19:00Z,78.00,23.00
2025-09-27T06:20:00Z,80.33,21.21
2025-09-27T06:21:00Z,81.47,19.60
2025-09-27T06:22:00Z,82.00,18.91
2025-09-27T06:23:00Z,78.70,22.44
2025-09-27T06:24:00Z,75.00,26.52
2025-09-27T06:25:00Z,75.55,27.40
2025-09-27T06:26:00Z,74.02,26.60
2025-09-27T06:27:00Z,76.97,25.08
2025-09-27T06:28:00Z,76.10,27.52
2025-09-27T06:29:00Z,77.96,25.48
2025-09-27T06:30:00Z,77.18,23.97
2025-09-27T06:31:00Z,84.20,24.64
2025-09-27T06:32:00Z,79.78,22.99
2025-09-27T06:33:00Z,78.51,26.82
2025-09-27T06:34:00Z,75.97,27.41
2025-09-27T06:35:00Z,74.17,31.05
2025-09-27T06:36:00Z,69.55,38.33
2025-09-27T06:37:00Z,60.49,43.71
2025-09-27T06:38:00Z,61.47,38.92
2025-09-27T06:39:00Z,65.16,36.42
2025-09-27T06:40:00Z,73.44,27.48
2025-09-27T06:41:00Z,75.55,24.19
2025-09-27T06:42:00Z,75.61,24.95
2025-09-27T06:43:00Z,78.21,22.34
2025-09-27T06:44:00Z,78.64,24.11
2025-09-27T06:45:00Z,72.00,28.29
2025-09-27T06:46:00Z,66.19,31.31
2025-09-27T06:47:00Z,72.24,25.01
2025-09-27T06:48:00Z,75.41,25.15
2025-09-27T06:49:00Z,77.29,24.20
2025-09-27T06:50:00Z,78.00,23.87
2025-09-27T06:51:00Z,74.52,25.09
2025-09-27T06:52:00Z,75.00,24.77
2025-09-27T06:53:00Z,80.53,32.53
2025-09-27T06:54:00Z,74.20,30.47
2025-09-27T06:55:00Z,75.10,25.22
2025-09-27T06:56:00Z,72.96,30.16
2025-09-27T06:57:00Z,76.07,25.62
2025-09-27T06:58:00Z,78.42,21.31
2025-09-27T06:59:00Z,79.03,24.00
2025-09-27T07:00:00Z,76.00,27.08
2025-09-27T07:01:00Z,69.03,29.02
2025-09-27T07:02:00Z,69.60,31.37
2025-09-27T07:03:00Z,70.71,30.99
2025-09-27T07:04:00Z,65.92,35.51
2025-09-27T07:05:00Z,65.09,38.84
2025-09-27T07:06:00Z,74.94,25.74
2025-09-27T07:07:00Z,72.27,27.29
2025-09-27T07:08:00Z,80.32,29.53
2025-09-27T07:09:00Z,82.00,22.43
2025-09-27T07:10:00Z,67.97,21.80
2025-09-27T07:11:00Z,91.35,9.22
2025-09-27T07:12:00Z,72.56,19.51
2025-09-27T07:13:00Z,73.03,27.17
2025-09-27T07:14:00Z,73.34,32.19
2025-09-27T07:15:00Z,78.43,15.33
2025-09-27T07:16:00Z,78.47,32.03
2025-09-27T07:17:00Z,69.17,36.77
2025-09-27T07:18:00Z,72.00,34.99
2025-09-27T07:19:00Z,71.05,36.82
2025-09-27T07:20:00Z,78.31,24.25
2025-09-27T07:21:00Z,91.23,12.53
2025-09-27T07:22:00Z,87.15,12.31
2025-09-27T07:23:00Z,92.87,8.60
2025-09-27T07:24:00Z,98.65,1.84
2025-09-27T07:25:00Z,99.00,1.00
2025-09-27T07:26:00Z,99.00,1.00
2025-09-27T07:27:00Z,99.00,1.00
2025-09-27T07:28:00Z,99.00,1.00
2025-09-27T07:29:00Z,99.00,1.00
2025-09-27T07:31:00Z,99.00,1.00
