# event_ticker=KXATPMATCH-26APR26LEHMIC
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Jiri Lehecka
# fav_player=Alex Michelsen
# dog_player=Jiri Lehecka
# kalshi_date=2026-04-26
timestamp,Jiri Lehecka,Alex Michelsen
2026-04-25T21:23:00Z,,32.00
2026-04-25T21:24:00Z,,32.00
2026-04-25T21:31:00Z,70.00,32.00
2026-04-25T21:36:00Z,70.00,32.00
2026-04-25T21:42:00Z,70.00,30.00
2026-04-25T21:49:00Z,70.00,32.00
2026-04-25T21:59:00Z,70.00,32.00
2026-04-25T22:07:00Z,70.00,32.02
2026-04-25T22:08:00Z,70.00,32.02
2026-04-25T22:09:00Z,70.00,32.02
2026-04-25T22:10:00Z,70.00,32.00
2026-04-25T22:16:00Z,70.00,32.00
2026-04-25T22:17:00Z,70.00,32.00
2026-04-25T22:24:00Z,70.00,32.00
2026-04-25T22:26:00Z,70.00,32.00
2026-04-25T22:31:00Z,70.00,32.00
2026-04-25T22:32:00Z,68.00,32.00
2026-04-25T22:33:00Z,69.00,32.00
2026-04-25T22:35:00Z,69.00,32.00
2026-04-25T22:36:00Z,69.00,32.00
2026-04-25T22:42:00Z,69.00,32.00
2026-04-25T22:50:00Z,69.00,32.00
2026-04-25T23:00:00Z,69.00,32.00
2026-04-25T23:06:00Z,69.00,32.00
2026-04-25T23:08:00Z,69.00,32.00
2026-04-25T23:11:00Z,69.00,32.00
2026-04-25T23:14:00Z,69.00,32.00
2026-04-25T23:18:00Z,69.00,32.00
2026-04-25T23:30:00Z,68.00,32.00
2026-04-25T23:32:00Z,69.04,32.00
2026-04-25T23:48:00Z,70.00,32.00
2026-04-25T23:50:00Z,70.00,32.00
2026-04-26T00:00:00Z,70.00,32.00
2026-04-26T00:17:00Z,70.00,32.00
2026-04-26T00:23:00Z,70.00,32.00
2026-04-26T00:25:00Z,70.00,32.00
2026-04-26T00:40:00Z,70.00,32.00
2026-04-26T00:46:00Z,70.00,32.00
2026-04-26T00:47:00Z,70.00,32.00
2026-04-26T00:52:00Z,70.00,32.00
2026-04-26T00:56:00Z,70.00,32.00
2026-04-26T00:59:00Z,70.00,32.00
2026-04-26T01:01:00Z,70.00,32.00
2026-04-26T01:05:00Z,70.00,30.34
2026-04-26T01:06:00Z,70.00,30.34
2026-04-26T01:12:00Z,70.00,30.34
2026-04-26T01:16:00Z,70.00,31.00
2026-04-26T01:17:00Z,69.97,31.00
2026-04-26T01:29:00Z,70.00,31.00
2026-04-26T01:30:00Z,70.00,31.00
2026-04-26T01:31:00Z,70.00,31.00
2026-04-26T01:42:00Z,69.00,31.00
2026-04-26T01:44:00Z,70.00,31.00
2026-04-26T01:45:00Z,70.00,31.00
2026-04-26T01:51:00Z,70.00,31.00
2026-04-26T02:00:00Z,70.00,31.00
2026-04-26T02:02:00Z,70.00,31.00
2026-04-26T02:04:00Z,70.00,31.00
2026-04-26T02:07:00Z,70.00,31.00
2026-04-26T02:08:00Z,70.00,31.00
2026-04-26T02:13:00Z,70.00,31.00
2026-04-26T02:14:00Z,70.00,31.00
2026-04-26T02:16:00Z,70.00,31.00
2026-04-26T02:20:00Z,69.99,31.00
2026-04-26T02:22:00Z,70.00,31.00
2026-04-26T02:24:00Z,70.00,31.00
2026-04-26T02:27:00Z,70.00,31.00
2026-04-26T02:29:00Z,70.00,31.00
2026-04-26T02:31:00Z,70.00,31.00
2026-04-26T02:36:00Z,70.00,31.00
2026-04-26T02:39:00Z,70.00,31.00
2026-04-26T02:41:00Z,70.00,31.00
2026-04-26T02:43:00Z,70.00,31.00
2026-04-26T02:45:00Z,70.00,31.00
2026-04-26T02:47:00Z,70.00,31.00
2026-04-26T02:51:00Z,70.00,32.00
2026-04-26T02:53:00Z,70.00,32.00
2026-04-26T02:57:00Z,70.00,32.00
2026-04-26T02:58:00Z,70.00,32.00
2026-04-26T03:01:00Z,70.00,32.00
2026-04-26T03:02:00Z,70.00,32.00
2026-04-26T03:03:00Z,70.00,32.00
2026-04-26T03:09:00Z,70.00,32.00
2026-04-26T03:11:00Z,70.00,32.00
