# event_ticker=KXATPMATCH-25AUG02KHARUU
# final_score=6-4 7-5
# match_winner=Karen Khachanov
# fav_player=Karen Khachanov
# dog_player=Casper Ruud
# kalshi_date=2025-08-02
timestamp,Karen Khachanov,Casper Ruud
2025-08-02T12:14:00Z,,46.00
2025-08-02T12:18:00Z,,46.00
2025-08-02T12:19:00Z,,46.00
2025-08-02T12:35:00Z,56.00,46.00
2025-08-02T12:49:00Z,56.00,46.00
2025-08-02T13:01:00Z,56.00,46.00
2025-08-02T13:07:00Z,56.00,46.00
2025-08-02T13:10:00Z,56.00,46.00
2025-08-02T13:12:00Z,56.00,46.00
2025-08-02T13:14:00Z,56.00,46.00
2025-08-02T13:26:00Z,56.00,46.00
2025-08-02T13:37:00Z,56.00,46.00
2025-08-02T13:44:00Z,56.00,46.00
2025-08-02T13:47:00Z,56.00,46.00
2025-08-02T13:48:00Z,56.00,46.00
2025-08-02T13:53:00Z,56.00,46.00
2025-08-02T13:54:00Z,56.00,46.00
2025-08-02T14:02:00Z,56.00,47.00
2025-08-02T14:12:00Z,56.00,47.00
2025-08-02T14:17:00Z,56.00,46.00
2025-08-02T14:18:00Z,56.00,47.00
2025-08-02T14:19:00Z,56.00,47.00
2025-08-02T14:25:00Z,56.00,47.00
2025-08-02T14:26:00Z,56.00,47.00
2025-08-02T14:30:00Z,56.00,47.00
2025-08-02T14:33:00Z,56.00,47.00
2025-08-02T14:37:00Z,56.00,47.00
2025-08-02T14:38:00Z,56.00,47.00
2025-08-02T14:43:00Z,56.00,47.00
2025-08-02T14:44:00Z,56.00,47.00
2025-08-02T14:45:00Z,56.00,46.00
2025-08-02T14:46:00Z,55.35,46.00
2025-08-02T14:47:00Z,55.35,46.00
2025-08-02T14:54:00Z,55.35,46.00
2025-08-02T14:55:00Z,55.00,46.00
2025-08-02T14:58:00Z,55.00,46.00
2025-08-02T15:00:00Z,55.00,46.00
2025-08-02T15:04:00Z,55.00,46.00
2025-08-02T15:05:00Z,55.00,46.00
2025-08-02T15:08:00Z,55.00,46.00
2025-08-02T15:10:00Z,55.00,46.00
2025-08-02T15:11:00Z,55.00,46.00
2025-08-02T15:12:00Z,55.00,46.00
2025-08-02T15:17:00Z,55.00,46.00
2025-08-02T15:21:00Z,55.00,46.00
2025-08-02T15:24:00Z,55.00,46.00
2025-08-02T15:32:00Z,55.00,46.00
2025-08-02T15:35:00Z,55.00,46.00
2025-08-02T15:36:00Z,55.00,46.00
2025-08-02T15:40:00Z,55.00,44.00
2025-08-02T15:41:00Z,55.00,46.00
2025-08-02T15:44:00Z,55.00,45.00
2025-08-02T15:48:00Z,55.00,45.00
2025-08-02T15:51:00Z,55.00,45.63
2025-08-02T15:52:00Z,56.00,45.63
2025-08-02T15:55:00Z,56.00,46.00
2025-08-02T15:56:00Z,56.00,46.00
2025-08-02T15:57:00Z,56.00,46.00
2025-08-02T16:04:00Z,56.00,46.00
2025-08-02T16:05:00Z,56.00,46.00
2025-08-02T16:06:00Z,56.00,46.00
2025-08-02T16:11:00Z,56.00,46.00
2025-08-02T16:12:00Z,56.00,46.00
2025-08-02T16:14:00Z,56.00,46.00
2025-08-02T16:19:00Z,56.00,45.00
2025-08-02T16:22:00Z,56.74,45.00
2025-08-02T16:26:00Z,56.71,45.55
2025-08-02T16:27:00Z,57.00,45.55
2025-08-02T16:30:00Z,57.00,45.55
2025-08-02T16:31:00Z,57.00,46.00
2025-08-02T16:35:00Z,57.00,46.00
2025-08-02T16:36:00Z,57.00,46.00
2025-08-02T16:39:00Z,57.00,45.00
