# event_ticker=KXATPMATCH-25AUG02KHARUU
# final_score=6-4 7-5
# match_winner=Karen Khachanov
# fav_player=Karen Khachanov
# dog_player=Casper Ruud
# kalshi_date=2025-08-02
timestamp,Karen Khachanov,Casper Ruud
2025-08-02T16:40:00Z,57.00,45.00
2025-08-02T16:42:00Z,57.00,45.00
2025-08-02T16:44:00Z,57.00,45.00
2025-08-02T16:48:00Z,57.00,45.76
2025-08-02T16:52:00Z,56.00,45.76
2025-08-02T16:56:00Z,56.00,46.00
2025-08-02T17:00:00Z,56.00,46.00
2025-08-02T17:02:00Z,56.00,46.00
2025-08-02T17:03:00Z,56.00,46.00
2025-08-02T17:04:00Z,55.67,46.00
2025-08-02T17:08:00Z,56.00,46.00
2025-08-02T17:13:00Z,56.00,46.00
2025-08-02T17:14:00Z,56.00,46.00
2025-08-02T17:15:00Z,56.00,46.00
2025-08-02T17:17:00Z,56.00,46.00
2025-08-02T17:18:00Z,56.00,46.00
2025-08-02T17:22:00Z,56.00,46.00
2025-08-02T17:23:00Z,56.00,46.00
2025-08-02T17:25:00Z,56.00,46.00
2025-08-02T17:27:00Z,56.00,46.00
2025-08-02T17:29:00Z,56.00,46.00
2025-08-02T17:33:00Z,56.00,46.00
2025-08-02T17:39:00Z,56.00,46.00
2025-08-02T17:42:00Z,56.00,46.00
2025-08-02T17:44:00Z,56.00,46.00
2025-08-02T17:45:00Z,56.00,46.00
2025-08-02T17:47:00Z,56.00,46.00
2025-08-02T17:51:00Z,56.00,46.00
2025-08-02T17:56:00Z,56.00,46.00
2025-08-02T17:57:00Z,56.00,46.00
2025-08-02T17:58:00Z,56.00,46.00
2025-08-02T18:02:00Z,56.00,46.00
2025-08-02T18:03:00Z,56.93,46.00
2025-08-02T18:04:00Z,57.00,45.00
2025-08-02T18:05:00Z,58.09,44.00
2025-08-02T18:06:00Z,58.09,44.00
2025-08-02T18:07:00Z,57.00,45.24
2025-08-02T18:08:00Z,54.30,46.00
2025-08-02T18:10:00Z,53.76,47.00
2025-08-02T18:11:00Z,53.76,46.66
2025-08-02T18:12:00Z,57.00,47.00
2025-08-02T18:13:00Z,57.00,46.00
2025-08-02T18:14:00Z,56.83,45.93
2025-08-02T18:15:00Z,57.00,46.51
2025-08-02T18:16:00Z,57.00,47.00
2025-08-02T18:17:00Z,57.00,46.90
2025-08-02T18:18:00Z,55.62,43.26
2025-08-02T18:20:00Z,55.62,46.99
2025-08-02T18:21:00Z,55.00,47.00
2025-08-02T18:22:00Z,55.00,47.00
2025-08-02T18:24:00Z,53.00,47.78
2025-08-02T18:25:00Z,53.00,48.00
2025-08-02T18:26:00Z,60.42,43.04
2025-08-02T18:27:00Z,58.15,41.81
2025-08-02T18:28:00Z,57.47,47.28
2025-08-02T18:29:00Z,51.01,51.21
2025-08-02T18:30:00Z,54.19,50.00
2025-08-02T18:31:00Z,56.00,46.59
2025-08-02T18:32:00Z,60.60,43.27
2025-08-02T18:33:00Z,60.60,48.55
2025-08-02T18:34:00Z,55.77,48.47
2025-08-02T18:35:00Z,55.77,47.33
2025-08-02T18:36:00Z,55.77,49.67
2025-08-02T18:37:00Z,53.00,50.80
2025-08-02T18:38:00Z,53.00,52.11
2025-08-02T18:39:00Z,55.32,48.00
2025-08-02T18:40:00Z,58.00,44.51
2025-08-02T18:41:00Z,58.00,48.98
2025-08-02T18:42:00Z,49.70,53.70
2025-08-02T18:43:00Z,52.99,45.43
2025-08-02T18:44:00Z,57.00,40.90
2025-08-02T18:45:00Z,57.00,31.47
2025-08-02T18:46:00Z,73.00,33.30
2025-08-02T18:47:00Z,73.00,31.00
2025-08-02T18:48:00Z,70.67,31.00
2025-08-02T18:49:00Z,69.32,33.10
2025-08-02T18:50:00Z,68.00,41.50
2025-08-02T18:51:00Z,68.00,38.14
2025-08-02T18:52:00Z,72.00,31.40
2025-08-02T18:53:00Z,73.36,29.56
2025-08-02T18:54:00Z,72.79,27.58
2025-08-02T18:55:00Z,77.00,26.24
2025-08-02T18:57:00Z,77.05,25.00
2025-08-02T18:58:00Z,72.62,28.18
2025-08-02T18:59:00Z,70.00,30.71
2025-08-02T19:00:00Z,70.96,29.18
2025-08-02T19:01:00Z,73.71,29.18
2025-08-02T19:02:00Z,77.00,26.00
2025-08-02T19:03:00Z,75.43,25.05
2025-08-02T19:04:00Z,75.43,24.59
2025-08-02T19:05:00Z,76.92,25.34
2025-08-02T19:06:00Z,76.00,25.00
2025-08-02T19:07:00Z,76.00,23.44
2025-08-02T19:08:00Z,78.37,20.33
2025-08-02T19:09:00Z,78.00,22.00
2025-08-02T19:10:00Z,77.00,24.83
2025-08-02T19:11:00Z,79.01,22.94
2025-08-02T19:12:00Z,77.00,23.37
2025-08-02T19:13:00Z,77.00,25.95
2025-08-02T19:14:00Z,76.05,23.65
2025-08-02T19:15:00Z,75.86,25.69
2025-08-02T19:16:00Z,76.34,25.50
2025-08-02T19:17:00Z,78.00,24.08
2025-08-02T19:18:00Z,78.00,21.71
2025-08-02T19:19:00Z,77.80,23.61
2025-08-02T19:20:00Z,73.00,23.04
2025-08-02T19:21:00Z,76.00,24.89
2025-08-02T19:22:00Z,76.30,27.04
2025-08-02T19:23:00Z,77.75,26.68
2025-08-02T19:24:00Z,77.75,22.00
2025-08-02T19:25:00Z,82.00,21.51
2025-08-02T19:26:00Z,87.76,17.85
2025-08-02T19:27:00Z,90.04,10.79
2025-08-02T19:28:00Z,95.61,7.36
2025-08-02T19:29:00Z,97.63,7.22
2025-08-02T19:30:00Z,97.63,6.55
2025-08-02T19:31:00Z,96.58,5.21
2025-08-02T19:32:00Z,96.66,3.94
2025-08-02T19:33:00Z,98.00,3.65
2025-08-02T19:34:00Z,97.30,3.20
2025-08-02T19:35:00Z,94.03,4.00
2025-08-02T19:36:00Z,96.00,4.56
2025-08-02T19:37:00Z,94.00,4.79
2025-08-02T19:38:00Z,96.00,4.00
2025-08-02T19:39:00Z,91.95,6.46
2025-08-02T19:40:00Z,81.69,22.47
2025-08-02T19:41:00Z,75.12,23.38
2025-08-02T19:42:00Z,81.38,18.90
2025-08-02T19:43:00Z,96.18,5.40
2025-08-02T19:44:00Z,90.29,10.83
2025-08-02T19:45:00Z,79.07,22.88
2025-08-02T19:46:00Z,79.45,23.00
2025-08-02T19:47:00Z,75.58,21.65
2025-08-02T19:48:00Z,75.83,27.15
2025-08-02T19:49:00Z,78.90,17.27
2025-08-02T19:50:00Z,79.20,20.41
2025-08-02T19:51:00Z,81.33,18.72
2025-08-02T19:52:00Z,86.90,13.48
2025-08-02T19:53:00Z,97.62,3.45
2025-08-02T19:54:00Z,97.89,4.08
2025-08-02T19:55:00Z,97.86,3.68
2025-08-02T19:56:00Z,99.00,2.19
2025-08-02T19:57:00Z,99.00,1.52
2025-08-02T19:58:00Z,99.00,1.52
2025-08-02T19:59:00Z,99.00,1.52
2025-08-02T20:00:00Z,99.00,1.52
