# event_ticker=KXATPMATCH-26JAN05OPESWE
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Reilly Opelka
# fav_player=Dane Sweeny
# dog_player=Reilly Opelka
# kalshi_date=2026-01-05
timestamp,Dane Sweeny,Reilly Opelka
2026-01-04T19:04:00Z,,64.00
2026-01-04T20:58:00Z,,62.00
2026-01-04T21:02:00Z,,62.00
2026-01-04T21:57:00Z,,63.00
2026-01-04T23:11:00Z,,63.00
2026-01-04T23:30:00Z,,63.00
2026-01-04T23:38:00Z,,63.00
2026-01-05T00:17:00Z,,63.00
2026-01-05T01:17:00Z,,63.00
2026-01-05T01:25:00Z,,63.00
2026-01-05T04:24:00Z,,63.00
2026-01-05T05:08:00Z,,63.00
2026-01-05T05:09:00Z,,63.00
2026-01-05T05:16:00Z,38.00,63.00
2026-01-05T05:18:00Z,38.00,63.00
2026-01-05T05:24:00Z,38.00,63.00
2026-01-05T05:31:00Z,38.00,63.00
2026-01-05T05:36:00Z,38.00,63.00
2026-01-05T05:40:00Z,38.00,63.00
2026-01-05T05:44:00Z,38.00,63.00
2026-01-05T05:49:00Z,38.00,63.00
2026-01-05T05:50:00Z,38.00,63.00
2026-01-05T05:52:00Z,38.00,63.00
2026-01-05T05:54:00Z,38.00,63.00
2026-01-05T05:57:00Z,38.00,63.00
2026-01-05T06:00:00Z,38.00,63.00
2026-01-05T06:01:00Z,38.00,63.00
2026-01-05T06:03:00Z,38.24,63.00
2026-01-05T06:09:00Z,38.24,63.00
2026-01-05T06:18:00Z,38.37,63.00
2026-01-05T06:22:00Z,38.37,63.00
2026-01-05T06:25:00Z,38.37,63.00
2026-01-05T06:30:00Z,40.00,63.00
2026-01-05T06:34:00Z,40.00,62.00
2026-01-05T06:36:00Z,40.00,61.42
2026-01-05T06:38:00Z,40.00,63.00
2026-01-05T06:40:00Z,40.00,62.94
2026-01-05T06:41:00Z,38.00,64.49
2026-01-05T06:42:00Z,38.00,67.00
2026-01-05T06:43:00Z,38.00,67.00
2026-01-05T06:44:00Z,38.00,63.87
2026-01-05T06:45:00Z,38.00,62.00
2026-01-05T06:46:00Z,38.00,62.15
2026-01-05T06:48:00Z,38.00,64.00
2026-01-05T06:49:00Z,38.00,62.04
2026-01-05T06:50:00Z,41.36,63.00
2026-01-05T06:51:00Z,38.00,60.10
2026-01-05T06:52:00Z,38.00,63.00
2026-01-05T06:53:00Z,41.00,63.00
2026-01-05T06:54:00Z,39.00,63.00
2026-01-05T06:55:00Z,39.00,63.96
2026-01-05T06:56:00Z,39.00,64.86
2026-01-05T06:57:00Z,39.00,64.00
2026-01-05T06:58:00Z,39.00,64.04
2026-01-05T06:59:00Z,34.40,64.07
2026-01-05T07:00:00Z,33.00,65.76
2026-01-05T07:01:00Z,21.49,76.33
2026-01-05T07:02:00Z,21.49,83.00
2026-01-05T07:03:00Z,19.00,83.06
2026-01-05T07:04:00Z,17.00,86.00
2026-01-05T07:05:00Z,17.00,85.00
2026-01-05T07:06:00Z,17.00,86.00
2026-01-05T07:07:00Z,17.00,83.00
2026-01-05T07:08:00Z,17.00,85.00
2026-01-05T07:09:00Z,16.80,87.97
2026-01-05T07:10:00Z,13.11,87.00
2026-01-05T07:11:00Z,16.12,83.25
2026-01-05T07:12:00Z,16.12,86.00
2026-01-05T07:13:00Z,15.00,88.00
2026-01-05T07:14:00Z,15.00,87.63
2026-01-05T07:16:00Z,11.00,87.63
2026-01-05T07:17:00Z,13.81,87.63
2026-01-05T07:18:00Z,14.02,86.00
2026-01-05T07:19:00Z,15.65,85.02
2026-01-05T07:20:00Z,15.65,87.00
2026-01-05T07:21:00Z,14.00,87.86
2026-01-05T07:22:00Z,12.00,90.00
2026-01-05T07:23:00Z,13.78,87.83
2026-01-05T07:24:00Z,14.06,86.79
2026-01-05T07:25:00Z,14.89,86.79
2026-01-05T07:27:00Z,17.64,82.44
2026-01-05T07:28:00Z,20.10,81.11
2026-01-05T07:29:00Z,15.96,85.30
2026-01-05T07:30:00Z,16.64,86.00
2026-01-05T07:31:00Z,14.22,89.00
2026-01-05T07:32:00Z,8.87,91.63
2026-01-05T07:33:00Z,9.79,89.15
2026-01-05T07:34:00Z,10.51,90.33
2026-01-05T07:35:00Z,14.87,88.05
2026-01-05T07:36:00Z,13.98,87.02
2026-01-05T07:37:00Z,15.48,86.00
2026-01-05T07:38:00Z,17.70,85.04
2026-01-05T07:39:00Z,17.00,83.83
2026-01-05T07:40:00Z,15.00,86.93
2026-01-05T07:41:00Z,15.21,86.00
2026-01-05T07:42:00Z,16.31,82.75
2026-01-05T07:43:00Z,19.00,81.00
2026-01-05T07:44:00Z,17.75,83.00
2026-01-05T07:45:00Z,16.76,86.74
2026-01-05T07:46:00Z,14.88,85.00
2026-01-05T07:47:00Z,17.47,84.61
2026-01-05T07:48:00Z,18.91,83.00
2026-01-05T07:49:00Z,18.12,83.00
2026-01-05T07:50:00Z,17.36,85.00
2026-01-05T07:51:00Z,18.00,84.00
2026-01-05T07:53:00Z,17.56,83.33
2026-01-05T07:54:00Z,18.92,84.85
2026-01-05T07:55:00Z,8.19,93.66
2026-01-05T07:56:00Z,11.76,92.92
2026-01-05T07:57:00Z,10.26,88.76
2026-01-05T07:58:00Z,3.38,97.46
2026-01-05T07:59:00Z,2.83,98.04
2026-01-05T08:00:00Z,3.02,96.88
2026-01-05T08:01:00Z,2.01,97.43
2026-01-05T08:02:00Z,1.86,98.64
2026-01-05T08:03:00Z,1.17,98.95
2026-01-05T08:04:00Z,1.00,99.00
