# event_ticker=KXATPCHALLENGERMATCH-26MAY08HEIKRU
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Gustavo Heide
# fav_player=Martin Krumich
# dog_player=Gustavo Heide
# kalshi_date=2026-05-08
timestamp,Gustavo Heide,Martin Krumich
2026-05-07T22:31:00Z,74.00,
2026-05-07T22:54:00Z,75.00,
2026-05-07T23:36:00Z,74.00,
2026-05-07T23:51:00Z,74.00,
2026-05-08T01:20:00Z,74.00,
2026-05-08T01:25:00Z,73.00,
2026-05-08T03:22:00Z,73.00,
2026-05-08T03:43:00Z,73.00,
2026-05-08T04:04:00Z,73.00,
2026-05-08T04:54:00Z,73.00,
2026-05-08T04:57:00Z,72.00,
2026-05-08T05:02:00Z,72.00,29.00
2026-05-08T05:21:00Z,73.00,29.00
2026-05-08T05:51:00Z,73.00,29.00
2026-05-08T05:52:00Z,73.00,29.86
2026-05-08T06:01:00Z,73.00,30.00
2026-05-08T06:13:00Z,73.00,30.00
2026-05-08T06:30:00Z,73.00,30.00
2026-05-08T06:33:00Z,72.00,30.00
2026-05-08T07:27:00Z,72.00,30.00
2026-05-08T07:33:00Z,73.00,30.00
2026-05-08T07:42:00Z,73.00,30.00
2026-05-08T08:07:00Z,73.00,30.00
2026-05-08T08:17:00Z,73.00,30.00
2026-05-08T08:30:00Z,73.00,30.00
2026-05-08T08:57:00Z,73.00,29.00
2026-05-08T09:02:00Z,73.00,29.00
2026-05-08T09:05:00Z,73.00,30.00
2026-05-08T09:07:00Z,73.00,30.00
2026-05-08T09:11:00Z,72.00,30.00
2026-05-08T09:12:00Z,72.00,35.00
2026-05-08T09:13:00Z,72.00,36.00
2026-05-08T09:14:00Z,65.00,39.89
2026-05-08T09:15:00Z,58.00,41.50
2026-05-08T09:16:00Z,56.00,46.93
2026-05-08T09:17:00Z,59.68,41.00
2026-05-08T09:18:00Z,63.00,36.00
2026-05-08T09:19:00Z,67.48,32.35
2026-05-08T09:22:00Z,67.00,28.40
2026-05-08T09:23:00Z,64.88,35.84
2026-05-08T09:24:00Z,64.88,38.00
2026-05-08T09:25:00Z,63.00,38.00
2026-05-08T09:27:00Z,66.00,38.00
2026-05-08T09:28:00Z,67.00,38.00
2026-05-08T09:29:00Z,70.18,26.00
2026-05-08T09:30:00Z,71.89,28.00
2026-05-08T09:31:00Z,71.89,29.00
2026-05-08T09:32:00Z,79.67,23.11
2026-05-08T09:35:00Z,83.00,23.11
2026-05-08T09:36:00Z,83.00,18.92
2026-05-08T09:37:00Z,83.00,19.00
2026-05-08T09:38:00Z,83.00,19.00
2026-05-08T09:39:00Z,83.00,20.00
2026-05-08T09:40:00Z,83.00,20.74
2026-05-08T09:41:00Z,83.00,21.00
2026-05-08T09:43:00Z,83.00,21.81
2026-05-08T09:44:00Z,83.00,23.00
2026-05-08T09:46:00Z,83.00,23.00
2026-05-08T09:48:00Z,83.00,18.67
2026-05-08T09:49:00Z,83.00,18.00
2026-05-08T09:52:00Z,84.00,18.00
2026-05-08T09:53:00Z,84.50,15.75
2026-05-08T09:54:00Z,82.00,15.75
2026-05-08T09:56:00Z,82.00,20.27
2026-05-08T09:57:00Z,82.00,18.70
2026-05-08T09:59:00Z,82.00,18.21
2026-05-08T10:00:00Z,86.00,15.00
2026-05-08T10:01:00Z,86.00,15.00
2026-05-08T10:04:00Z,86.00,11.00
2026-05-08T10:05:00Z,92.52,7.38
2026-05-08T10:06:00Z,93.50,6.73
2026-05-08T10:08:00Z,93.50,5.54
2026-05-08T10:09:00Z,95.67,5.54
2026-05-08T10:10:00Z,94.89,4.00
2026-05-08T10:11:00Z,94.89,6.00
2026-05-08T10:15:00Z,94.00,6.00
2026-05-08T10:16:00Z,94.00,7.21
2026-05-08T10:17:00Z,90.00,10.00
2026-05-08T10:18:00Z,90.00,10.00
2026-05-08T10:19:00Z,90.00,8.95
2026-05-08T10:20:00Z,90.00,8.03
2026-05-08T10:21:00Z,92.37,6.90
2026-05-08T10:22:00Z,90.25,8.12
2026-05-08T10:23:00Z,90.25,12.00
2026-05-08T10:25:00Z,90.25,7.00
2026-05-08T10:26:00Z,96.00,4.00
2026-05-08T10:27:00Z,98.00,2.00
2026-05-08T10:28:00Z,99.00,2.00
2026-05-08T10:29:00Z,99.00,1.00
2026-05-08T10:30:00Z,99.00,1.00
2026-05-08T10:32:00Z,99.00,1.00
2026-05-08T10:37:00Z,99.00,1.00
2026-05-08T10:38:00Z,98.00,1.00
2026-05-08T10:46:00Z,99.00,1.00
