# event_ticker=KXATPMATCH-26APR05RINKHA
# final_score=7-5 6-2
# match_winner=Arthur Rinderknech
# fav_player=Arthur Rinderknech
# dog_player=Karen Khachanov
# kalshi_date=2026-04-05
timestamp,Arthur Rinderknech,Karen Khachanov
2026-04-06T05:05:00Z,34.00,68.00
2026-04-06T05:06:00Z,34.00,68.00
2026-04-06T05:07:00Z,34.00,68.00
2026-04-06T05:09:00Z,34.00,68.00
2026-04-06T05:10:00Z,34.00,68.00
2026-04-06T05:11:00Z,34.00,68.00
2026-04-06T05:12:00Z,34.00,68.00
2026-04-06T05:14:00Z,34.00,68.00
2026-04-06T05:17:00Z,34.00,68.00
2026-04-06T05:20:00Z,34.00,68.00
2026-04-06T05:25:00Z,34.00,68.35
2026-04-06T05:28:00Z,34.00,68.35
2026-04-06T05:29:00Z,34.00,68.35
2026-04-06T05:30:00Z,34.00,69.00
2026-04-06T05:32:00Z,34.00,69.00
2026-04-06T05:33:00Z,34.00,69.00
2026-04-06T05:36:00Z,34.00,69.00
2026-04-06T05:37:00Z,34.00,69.00
2026-04-06T05:39:00Z,34.00,69.00
2026-04-06T05:40:00Z,33.00,69.00
2026-04-06T05:42:00Z,33.00,69.00
2026-04-06T05:43:00Z,33.00,69.00
2026-04-06T05:44:00Z,34.00,69.00
2026-04-06T05:46:00Z,34.00,69.00
2026-04-06T05:49:00Z,34.00,69.00
2026-04-06T05:51:00Z,34.00,69.00
2026-04-06T05:54:00Z,32.46,69.00
2026-04-06T06:02:00Z,32.46,69.00
2026-04-06T06:05:00Z,33.00,69.00
2026-04-06T06:07:00Z,33.00,69.00
2026-04-06T06:13:00Z,33.00,69.00
2026-04-06T06:14:00Z,33.00,69.00
2026-04-06T06:19:00Z,33.00,69.00
2026-04-06T06:26:00Z,33.16,69.00
2026-04-06T06:28:00Z,34.00,69.00
2026-04-06T06:30:00Z,33.00,69.00
2026-04-06T06:31:00Z,33.00,68.00
2026-04-06T06:33:00Z,33.00,68.00
2026-04-06T06:36:00Z,33.00,68.00
2026-04-06T06:39:00Z,33.00,68.00
2026-04-06T06:43:00Z,33.00,68.00
2026-04-06T06:46:00Z,33.00,68.00
2026-04-06T06:49:00Z,33.00,68.00
2026-04-06T06:58:00Z,33.00,68.00
2026-04-06T06:59:00Z,33.00,68.00
2026-04-06T07:01:00Z,33.00,68.00
2026-04-06T07:03:00Z,33.00,68.00
2026-04-06T07:04:00Z,33.00,68.00
2026-04-06T07:05:00Z,33.00,68.00
2026-04-06T07:07:00Z,33.00,69.61
2026-04-06T07:08:00Z,33.00,70.00
2026-04-06T07:10:00Z,33.00,70.00
2026-04-06T07:14:00Z,33.00,69.00
2026-04-06T07:21:00Z,33.00,69.98
2026-04-06T07:23:00Z,33.00,70.00
2026-04-06T07:24:00Z,33.00,70.00
2026-04-06T07:25:00Z,33.00,70.00
2026-04-06T07:29:00Z,33.00,69.00
2026-04-06T07:34:00Z,33.00,69.00
2026-04-06T07:44:00Z,33.00,69.00
2026-04-06T07:45:00Z,33.00,69.00
2026-04-06T07:46:00Z,32.00,69.00
2026-04-06T07:55:00Z,32.00,69.00
2026-04-06T08:07:00Z,32.00,69.00
2026-04-06T08:09:00Z,32.00,69.00
2026-04-06T08:13:00Z,32.00,69.00
2026-04-06T08:18:00Z,32.00,69.00
2026-04-06T08:21:00Z,32.00,69.00
2026-04-06T08:23:00Z,32.00,69.00
2026-04-06T08:30:00Z,32.00,69.00
2026-04-06T08:34:00Z,32.00,69.00
2026-04-06T08:35:00Z,32.00,69.00
2026-04-06T08:39:00Z,32.00,69.00
2026-04-06T08:42:00Z,32.00,69.00
2026-04-06T08:43:00Z,32.00,69.00
2026-04-06T08:44:00Z,32.00,69.00
2026-04-06T08:45:00Z,32.00,69.00
2026-04-06T08:46:00Z,32.00,69.00
2026-04-06T08:51:00Z,32.00,69.00
2026-04-06T08:53:00Z,32.00,69.00
2026-04-06T08:54:00Z,32.00,69.00
2026-04-06T08:58:00Z,32.00,69.00
2026-04-06T08:59:00Z,32.00,69.00
2026-04-06T09:00:00Z,32.00,69.00
2026-04-06T09:02:00Z,32.00,69.00
2026-04-06T09:03:00Z,32.00,69.96
2026-04-06T09:04:00Z,32.00,70.00
2026-04-06T09:06:00Z,32.00,70.00
2026-04-06T09:07:00Z,32.00,70.00
2026-04-06T09:08:00Z,32.79,70.00
2026-04-06T09:09:00Z,32.79,69.95
2026-04-06T09:11:00Z,32.79,69.61
2026-04-06T09:12:00Z,32.79,69.33
2026-04-06T09:13:00Z,32.79,69.50
2026-04-06T09:15:00Z,35.15,67.95
2026-04-06T09:16:00Z,35.00,66.21
2026-04-06T09:17:00Z,36.00,68.48
2026-04-06T09:18:00Z,32.00,70.00
2026-04-06T09:19:00Z,32.23,68.00
2026-04-06T09:20:00Z,29.92,70.14
2026-04-06T09:21:00Z,29.00,73.00
2026-04-06T09:22:00Z,31.00,70.15
2026-04-06T09:23:00Z,35.00,68.00
2026-04-06T09:24:00Z,35.00,66.14
2026-04-06T09:25:00Z,37.22,66.17
2026-04-06T09:26:00Z,32.40,67.98
2026-04-06T09:27:00Z,34.00,68.45
2026-04-06T09:28:00Z,33.43,69.03
2026-04-06T09:29:00Z,34.43,68.00
2026-04-06T09:30:00Z,33.00,70.53
2026-04-06T09:31:00Z,31.74,70.00
2026-04-06T09:32:00Z,30.00,71.00
2026-04-06T09:33:00Z,34.98,67.00
2026-04-06T09:34:00Z,34.00,67.00
2026-04-06T09:35:00Z,33.96,67.00
2026-04-06T09:36:00Z,30.94,70.87
2026-04-06T09:37:00Z,31.09,70.01
2026-04-06T09:38:00Z,34.43,66.39
2026-04-06T09:39:00Z,36.00,66.91
2026-04-06T09:40:00Z,36.00,66.91
2026-04-06T09:41:00Z,34.00,64.85
2026-04-06T09:42:00Z,39.35,60.93
2026-04-06T09:43:00Z,47.64,54.57
2026-04-06T09:44:00Z,42.64,59.22
2026-04-06T09:45:00Z,37.18,66.00
2026-04-06T09:46:00Z,31.34,66.01
2026-04-06T09:47:00Z,34.25,66.00
2026-04-06T09:48:00Z,35.54,66.78
2026-04-06T09:49:00Z,38.10,63.11
2026-04-06T09:50:00Z,38.01,63.77
2026-04-06T09:51:00Z,38.25,63.00
2026-04-06T09:52:00Z,36.00,67.49
2026-04-06T09:53:00Z,33.82,68.02
2026-04-06T09:54:00Z,33.07,66.00
2026-04-06T09:55:00Z,34.74,67.00
2026-04-06T09:56:00Z,34.89,70.00
2026-04-06T09:57:00Z,36.38,63.96
2026-04-06T09:58:00Z,36.49,65.00
2026-04-06T09:59:00Z,38.27,64.32
2026-04-06T10:00:00Z,38.00,64.00
2026-04-06T10:01:00Z,43.01,59.18
2026-04-06T10:02:00Z,49.59,48.22
2026-04-06T10:03:00Z,49.89,45.02
2026-04-06T10:04:00Z,61.98,38.59
2026-04-06T10:05:00Z,61.05,39.00
2026-04-06T10:06:00Z,61.22,40.10
2026-04-06T10:07:00Z,60.71,39.14
2026-04-06T10:08:00Z,63.89,38.53
2026-04-06T10:09:00Z,64.16,36.00
2026-04-06T10:10:00Z,63.88,38.21
2026-04-06T10:11:00Z,63.61,38.23
2026-04-06T10:12:00Z,62.14,40.00
2026-04-06T10:13:00Z,62.97,39.22
2026-04-06T10:14:00Z,56.82,45.67
2026-04-06T10:15:00Z,59.05,42.02
2026-04-06T10:16:00Z,61.78,38.08
2026-04-06T10:17:00Z,63.00,37.64
2026-04-06T10:18:00Z,63.45,35.84
2026-04-06T10:19:00Z,76.20,24.85
2026-04-06T10:20:00Z,89.63,16.44
2026-04-06T10:21:00Z,87.33,13.97
2026-04-06T10:22:00Z,84.04,16.38
2026-04-06T10:23:00Z,88.75,11.77
2026-04-06T10:24:00Z,90.39,9.03
2026-04-06T10:25:00Z,91.07,9.17
2026-04-06T10:26:00Z,92.00,8.49
2026-04-06T10:27:00Z,91.39,9.89
2026-04-06T10:28:00Z,90.88,8.97
2026-04-06T10:29:00Z,90.41,10.74
2026-04-06T10:30:00Z,90.04,11.99
2026-04-06T10:31:00Z,88.45,14.48
2026-04-06T10:32:00Z,83.27,16.87
2026-04-06T10:33:00Z,87.95,16.58
2026-04-06T10:34:00Z,85.52,21.43
2026-04-06T10:35:00Z,90.34,16.61
2026-04-06T10:36:00Z,94.92,5.33
2026-04-06T10:37:00Z,94.89,5.98
2026-04-06T10:38:00Z,94.74,6.10
2026-04-06T10:39:00Z,94.93,6.00
2026-04-06T10:40:00Z,94.13,6.13
2026-04-06T10:41:00Z,98.46,3.55
2026-04-06T10:42:00Z,95.50,5.34
2026-04-06T10:43:00Z,94.93,5.69
2026-04-06T10:44:00Z,96.47,2.97
2026-04-06T10:45:00Z,99.00,1.00
2026-04-06T10:46:00Z,99.00,1.00
2026-04-06T10:47:00Z,99.00,1.00
