# event_ticker=KXATPMATCH-26MAR04MAJMPE
# final_score=6-3 1-6 7-5
# score_resolution=3-6 6-1 5-7
# match_winner=Kamil Majchrzak
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Kamil Majchrzak
# kalshi_date=2026-03-04
timestamp,Giovanni Mpetshi Perricard,Kamil Majchrzak
2026-03-05T07:22:00Z,45.00,
2026-03-05T07:25:00Z,45.00,
2026-03-05T07:39:00Z,45.00,
2026-03-05T07:47:00Z,45.00,
2026-03-05T07:51:00Z,45.00,57.00
2026-03-05T10:06:00Z,45.00,57.00
2026-03-05T10:47:00Z,45.00,57.00
2026-03-05T11:06:00Z,45.00,57.00
2026-03-05T11:11:00Z,45.00,57.00
2026-03-05T11:17:00Z,43.03,57.00
2026-03-05T11:27:00Z,44.00,57.00
2026-03-05T11:28:00Z,44.00,56.00
2026-03-05T11:29:00Z,44.00,56.00
2026-03-05T11:45:00Z,44.00,56.00
2026-03-05T11:56:00Z,44.00,56.00
2026-03-05T12:02:00Z,44.00,58.00
2026-03-05T12:03:00Z,44.00,58.00
2026-03-05T12:39:00Z,44.00,58.00
2026-03-05T12:40:00Z,44.00,58.00
2026-03-05T12:41:00Z,44.00,58.00
2026-03-05T12:44:00Z,44.00,58.00
2026-03-05T12:47:00Z,44.00,58.00
2026-03-05T12:54:00Z,44.00,58.00
2026-03-05T12:55:00Z,44.00,58.00
2026-03-05T13:03:00Z,44.00,57.00
2026-03-05T13:16:00Z,45.00,57.00
2026-03-05T13:17:00Z,45.00,57.00
2026-03-05T13:29:00Z,45.00,57.00
2026-03-05T13:37:00Z,45.00,57.00
2026-03-05T13:50:00Z,45.00,57.00
2026-03-05T13:52:00Z,45.00,57.00
2026-03-05T14:00:00Z,45.00,57.00
2026-03-05T14:01:00Z,45.00,57.00
2026-03-05T14:10:00Z,45.00,57.00
2026-03-05T14:11:00Z,45.00,57.00
2026-03-05T14:13:00Z,45.00,57.00
2026-03-05T14:18:00Z,45.00,57.00
2026-03-05T14:20:00Z,45.00,57.00
2026-03-05T14:26:00Z,45.00,57.00
2026-03-05T14:32:00Z,45.00,57.00
2026-03-05T14:34:00Z,45.00,57.00
2026-03-05T14:43:00Z,45.00,57.00
2026-03-05T14:45:00Z,45.00,57.00
2026-03-05T14:47:00Z,45.00,57.00
2026-03-05T14:48:00Z,45.00,57.00
2026-03-05T14:50:00Z,45.00,57.00
2026-03-05T14:51:00Z,45.00,57.00
2026-03-05T14:54:00Z,45.00,57.00
2026-03-05T15:02:00Z,45.00,56.00
2026-03-05T15:03:00Z,45.00,56.00
2026-03-05T15:07:00Z,45.00,57.00
2026-03-05T15:09:00Z,45.00,57.00
2026-03-05T15:12:00Z,45.00,57.00
2026-03-05T15:13:00Z,45.00,56.16
2026-03-05T15:14:00Z,45.00,56.16
2026-03-05T15:18:00Z,45.00,57.00
2026-03-05T15:23:00Z,45.00,57.00
2026-03-05T15:26:00Z,45.00,57.00
2026-03-05T15:40:00Z,45.00,57.00
2026-03-05T15:45:00Z,45.00,57.00
2026-03-05T15:46:00Z,45.00,57.00
2026-03-05T15:53:00Z,45.00,56.00
2026-03-05T15:55:00Z,44.96,57.00
2026-03-05T15:57:00Z,44.96,57.00
2026-03-05T15:58:00Z,44.96,57.00
2026-03-05T15:59:00Z,45.00,57.00
2026-03-05T16:01:00Z,45.00,57.00
2026-03-05T16:02:00Z,45.00,57.00
2026-03-05T16:04:00Z,45.00,57.00
2026-03-05T16:12:00Z,45.00,57.00
2026-03-05T16:16:00Z,45.00,57.00
2026-03-05T16:19:00Z,45.00,57.00
2026-03-05T16:22:00Z,45.00,56.00
2026-03-05T16:23:00Z,45.00,57.00
2026-03-05T16:24:00Z,45.00,57.00
2026-03-05T16:25:00Z,45.00,57.00
2026-03-05T16:27:00Z,44.00,57.00
2026-03-05T16:28:00Z,45.00,57.00
2026-03-05T16:29:00Z,45.00,57.00
2026-03-05T16:32:00Z,45.00,57.00
2026-03-05T16:33:00Z,45.00,57.00
2026-03-05T16:35:00Z,45.00,57.00
2026-03-05T16:37:00Z,45.00,57.00
2026-03-05T16:41:00Z,44.00,57.00
2026-03-05T16:43:00Z,45.00,57.00
2026-03-05T16:44:00Z,45.00,57.00
2026-03-05T16:45:00Z,45.00,57.00
2026-03-05T16:46:00Z,45.00,57.00
2026-03-05T16:48:00Z,45.00,57.00
2026-03-05T16:49:00Z,45.00,57.00
2026-03-05T16:52:00Z,45.00,57.00
2026-03-05T16:55:00Z,45.00,57.00
2026-03-05T16:56:00Z,45.00,57.00
2026-03-05T16:59:00Z,45.00,56.73
2026-03-05T17:00:00Z,45.00,56.73
2026-03-05T17:01:00Z,45.00,57.00
2026-03-05T17:04:00Z,45.00,57.00
2026-03-05T17:06:00Z,45.00,57.00
2026-03-05T17:07:00Z,45.00,57.00
2026-03-05T17:08:00Z,45.00,57.00
2026-03-05T17:09:00Z,45.00,57.00
2026-03-05T17:10:00Z,45.00,57.00
2026-03-05T17:12:00Z,45.00,57.00
2026-03-05T17:13:00Z,45.00,57.00
2026-03-05T17:14:00Z,45.00,57.00
2026-03-05T17:15:00Z,45.00,57.00
2026-03-05T17:16:00Z,45.00,57.00
2026-03-05T17:17:00Z,45.00,57.00
2026-03-05T17:20:00Z,45.00,57.00
2026-03-05T17:21:00Z,45.00,57.00
2026-03-05T17:22:00Z,45.00,57.00
2026-03-05T17:23:00Z,45.00,57.00
2026-03-05T17:24:00Z,45.00,57.00
2026-03-05T17:25:00Z,45.00,57.00
2026-03-05T17:26:00Z,45.00,57.00
2026-03-05T17:27:00Z,44.29,58.00
2026-03-05T17:28:00Z,45.00,57.94
2026-03-05T17:29:00Z,45.00,58.00
2026-03-05T17:30:00Z,44.08,57.00
2026-03-05T17:31:00Z,44.08,58.00
2026-03-05T17:32:00Z,44.08,57.96
2026-03-05T17:33:00Z,44.08,57.00
2026-03-05T17:34:00Z,45.00,57.00
2026-03-05T17:36:00Z,45.00,57.00
2026-03-05T17:37:00Z,43.71,57.63
2026-03-05T17:38:00Z,44.00,57.63
2026-03-05T17:39:00Z,44.00,58.00
2026-03-05T17:40:00Z,44.00,58.00
2026-03-05T17:41:00Z,44.00,58.00
2026-03-05T17:42:00Z,44.00,58.00
2026-03-05T17:43:00Z,44.00,58.00
2026-03-05T17:44:00Z,44.00,58.00
2026-03-05T17:45:00Z,44.00,58.00
2026-03-05T17:46:00Z,43.63,57.15
2026-03-05T17:47:00Z,43.63,58.00
2026-03-05T17:48:00Z,44.00,58.00
2026-03-05T17:49:00Z,44.00,58.00
2026-03-05T17:50:00Z,44.00,58.00
2026-03-05T17:51:00Z,43.00,58.00
2026-03-05T17:52:00Z,43.00,58.00
2026-03-05T17:53:00Z,43.00,58.00
2026-03-05T17:54:00Z,43.00,58.00
2026-03-05T17:56:00Z,43.00,58.00
2026-03-05T17:59:00Z,43.00,58.00
2026-03-05T18:00:00Z,43.00,58.00
2026-03-05T18:01:00Z,43.00,58.00
2026-03-05T18:02:00Z,43.00,57.00
2026-03-05T18:03:00Z,42.00,58.00
2026-03-05T18:04:00Z,42.00,56.77
2026-03-05T18:05:00Z,42.00,57.16
2026-03-05T18:07:00Z,42.00,58.00
2026-03-05T18:08:00Z,43.00,58.00
2026-03-05T18:09:00Z,43.66,57.93
2026-03-05T18:10:00Z,44.00,57.00
2026-03-05T18:11:00Z,43.00,58.00
2026-03-05T18:13:00Z,44.00,57.99
2026-03-05T18:14:00Z,43.00,58.00
2026-03-05T18:15:00Z,43.00,58.00
2026-03-05T18:16:00Z,43.00,58.00
2026-03-05T18:17:00Z,43.91,58.00
2026-03-05T18:18:00Z,43.91,58.77
2026-03-05T18:20:00Z,43.00,56.35
2026-03-05T18:21:00Z,43.00,56.35
2026-03-05T18:22:00Z,43.00,58.49
2026-03-05T18:23:00Z,43.00,59.00
2026-03-05T18:24:00Z,43.00,59.00
2026-03-05T18:25:00Z,43.00,59.00
2026-03-05T18:26:00Z,42.00,59.00
2026-03-05T18:27:00Z,42.00,58.00
2026-03-05T18:28:00Z,42.00,57.00
2026-03-05T18:29:00Z,43.00,57.77
2026-03-05T18:30:00Z,43.00,58.00
2026-03-05T18:31:00Z,43.00,58.00
2026-03-05T18:32:00Z,43.00,58.00
2026-03-05T18:33:00Z,43.00,58.00
2026-03-05T18:34:00Z,43.00,58.00
2026-03-05T18:35:00Z,43.00,58.00
2026-03-05T18:36:00Z,43.00,58.00
2026-03-05T18:37:00Z,43.00,58.00
2026-03-05T18:38:00Z,43.00,58.00
2026-03-05T18:39:00Z,43.00,58.00
2026-03-05T18:40:00Z,43.00,58.00
2026-03-05T18:41:00Z,43.00,58.00
2026-03-05T18:42:00Z,43.00,58.00
2026-03-05T18:43:00Z,43.00,58.00
2026-03-05T18:44:00Z,43.00,58.00
2026-03-05T18:45:00Z,43.00,58.00
2026-03-05T18:46:00Z,43.00,58.00
2026-03-05T18:47:00Z,43.00,58.00
2026-03-05T18:48:00Z,42.71,57.90
2026-03-05T18:49:00Z,43.00,58.00
2026-03-05T18:50:00Z,43.00,58.00
2026-03-05T18:51:00Z,44.05,57.00
2026-03-05T18:52:00Z,44.00,58.00
2026-03-05T18:53:00Z,44.00,58.27
2026-03-05T18:54:00Z,44.57,57.59
2026-03-05T18:55:00Z,44.31,58.00
2026-03-05T18:56:00Z,44.16,58.00
2026-03-05T18:57:00Z,44.00,58.00
2026-03-05T18:58:00Z,44.00,58.00
2026-03-05T18:59:00Z,44.00,58.00
2026-03-05T19:00:00Z,44.00,58.00
2026-03-05T19:01:00Z,44.00,57.02
2026-03-05T19:02:00Z,44.00,57.78
2026-03-05T19:03:00Z,44.00,58.00
2026-03-05T19:04:00Z,43.62,58.01
2026-03-05T19:05:00Z,43.62,58.00
2026-03-05T19:06:00Z,43.83,58.25
2026-03-05T19:07:00Z,44.00,58.00
2026-03-05T19:08:00Z,44.18,58.00
2026-03-05T19:09:00Z,43.98,58.00
2026-03-05T19:10:00Z,41.13,59.24
2026-03-05T19:11:00Z,40.02,62.05
2026-03-05T19:12:00Z,41.03,60.00
2026-03-05T19:13:00Z,37.44,65.57
2026-03-05T19:14:00Z,35.93,67.54
2026-03-05T19:15:00Z,30.83,70.02
2026-03-05T19:16:00Z,26.20,75.06
2026-03-05T19:17:00Z,24.95,75.99
2026-03-05T19:18:00Z,22.67,78.62
2026-03-05T19:19:00Z,19.89,80.00
2026-03-05T19:20:00Z,20.43,79.92
2026-03-05T19:21:00Z,19.95,80.54
2026-03-05T19:22:00Z,21.99,80.93
2026-03-05T19:23:00Z,21.04,79.44
2026-03-05T19:24:00Z,21.96,78.90
2026-03-05T19:25:00Z,24.09,76.07
2026-03-05T19:26:00Z,22.08,80.16
2026-03-05T19:27:00Z,19.98,81.00
2026-03-05T19:28:00Z,19.98,80.94
2026-03-05T19:29:00Z,19.60,81.22
2026-03-05T19:30:00Z,18.57,82.97
2026-03-05T19:31:00Z,21.25,76.26
2026-03-05T19:32:00Z,21.61,78.17
2026-03-05T19:33:00Z,21.26,80.19
2026-03-05T19:34:00Z,20.73,79.67
2026-03-05T19:35:00Z,23.63,78.79
2026-03-05T19:36:00Z,22.33,78.07
2026-03-05T19:37:00Z,22.54,76.77
2026-03-05T19:38:00Z,20.26,80.00
2026-03-05T19:39:00Z,21.00,80.00
2026-03-05T19:40:00Z,22.25,78.91
2026-03-05T19:41:00Z,21.99,79.00
2026-03-05T19:42:00Z,18.95,81.64
2026-03-05T19:43:00Z,18.76,81.59
2026-03-05T19:44:00Z,19.00,81.75
2026-03-05T19:45:00Z,20.52,79.09
2026-03-05T19:46:00Z,20.33,81.31
2026-03-05T19:47:00Z,18.80,81.82
2026-03-05T19:48:00Z,17.16,82.83
2026-03-05T19:49:00Z,19.43,80.99
2026-03-05T19:50:00Z,19.45,80.48
2026-03-05T19:51:00Z,23.35,73.27
2026-03-05T19:52:00Z,37.75,62.76
2026-03-05T19:53:00Z,42.24,58.71
2026-03-05T19:54:00Z,41.45,59.56
2026-03-05T19:55:00Z,41.48,58.19
2026-03-05T19:56:00Z,41.46,59.22
2026-03-05T19:57:00Z,40.77,59.92
2026-03-05T19:58:00Z,40.55,60.39
2026-03-05T19:59:00Z,44.37,58.98
2026-03-05T20:00:00Z,45.61,56.11
2026-03-05T20:01:00Z,50.71,48.07
2026-03-05T20:02:00Z,51.04,49.91
2026-03-05T20:03:00Z,48.69,51.69
2026-03-05T20:04:00Z,47.97,51.37
2026-03-05T20:05:00Z,49.70,50.59
2026-03-05T20:06:00Z,50.31,49.80
2026-03-05T20:07:00Z,50.99,50.83
2026-03-05T20:08:00Z,50.57,49.20
2026-03-05T20:09:00Z,49.91,50.87
2026-03-05T20:10:00Z,49.89,51.13
2026-03-05T20:11:00Z,51.02,49.32
2026-03-05T20:12:00Z,49.87,49.88
2026-03-05T20:13:00Z,50.15,49.98
2026-03-05T20:14:00Z,49.91,50.09
2026-03-05T20:15:00Z,49.91,52.89
2026-03-05T20:16:00Z,60.04,48.72
