# event_ticker=KXATPMATCH-26MAY10RUBDAV
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Andrey Rublev
# fav_player=Alejandro Davidovich Fokina
# dog_player=Andrey Rublev
# kalshi_date=2026-05-10
timestamp,Andrey Rublev,Alejandro Davidovich Fokina
2026-05-10T21:14:00Z,,42.00
2026-05-10T21:19:00Z,58.00,42.00
2026-05-10T21:22:00Z,58.00,42.00
2026-05-10T21:25:00Z,58.00,42.00
2026-05-10T21:27:00Z,58.00,42.00
2026-05-10T21:38:00Z,58.00,42.00
2026-05-10T21:40:00Z,58.00,42.00
2026-05-10T21:45:00Z,58.00,42.00
2026-05-10T21:46:00Z,58.00,41.00
2026-05-10T21:57:00Z,59.00,41.00
2026-05-10T22:01:00Z,59.00,42.00
2026-05-10T22:02:00Z,59.00,42.00
2026-05-10T22:11:00Z,59.00,42.00
2026-05-10T22:13:00Z,59.00,42.00
2026-05-10T22:15:00Z,59.00,42.00
2026-05-10T22:17:00Z,59.00,42.00
2026-05-10T22:18:00Z,59.00,42.00
2026-05-10T22:24:00Z,59.00,42.00
2026-05-10T22:28:00Z,59.00,42.00
2026-05-10T22:31:00Z,59.00,42.00
2026-05-10T22:36:00Z,59.00,42.00
2026-05-10T22:37:00Z,59.00,42.00
2026-05-10T22:42:00Z,59.00,42.00
2026-05-10T22:44:00Z,59.00,42.00
2026-05-10T22:45:00Z,59.00,42.00
2026-05-10T22:46:00Z,59.00,42.00
2026-05-10T22:57:00Z,59.00,42.00
2026-05-10T23:03:00Z,59.00,42.00
2026-05-10T23:12:00Z,59.00,42.00
2026-05-10T23:15:00Z,59.00,42.00
2026-05-10T23:16:00Z,59.00,42.00
2026-05-10T23:17:00Z,59.00,42.00
2026-05-10T23:19:00Z,59.00,42.00
2026-05-10T23:22:00Z,59.00,42.00
2026-05-10T23:28:00Z,59.00,42.00
2026-05-10T23:30:00Z,59.00,42.00
2026-05-10T23:31:00Z,59.00,42.00
2026-05-10T23:34:00Z,58.45,42.00
2026-05-10T23:35:00Z,59.00,42.00
2026-05-10T23:36:00Z,59.00,42.00
2026-05-10T23:37:00Z,59.00,42.00
2026-05-10T23:39:00Z,59.00,42.00
2026-05-10T23:41:00Z,59.00,41.00
2026-05-10T23:46:00Z,59.00,41.00
2026-05-10T23:47:00Z,59.00,41.00
2026-05-10T23:48:00Z,59.00,41.00
2026-05-10T23:49:00Z,59.00,42.00
2026-05-10T23:58:00Z,59.00,42.00
2026-05-10T23:59:00Z,59.00,42.00
2026-05-11T00:00:00Z,59.00,42.00
2026-05-11T00:03:00Z,59.00,42.00
2026-05-11T00:10:00Z,59.00,42.00
2026-05-11T00:14:00Z,59.00,42.00
2026-05-11T00:19:00Z,59.00,42.00
2026-05-11T00:22:00Z,59.00,42.00
2026-05-11T00:23:00Z,59.00,42.00
2026-05-11T00:24:00Z,59.00,42.00
2026-05-11T00:25:00Z,59.00,42.00
2026-05-11T00:32:00Z,59.00,42.00
2026-05-11T00:41:00Z,59.00,42.00
2026-05-11T00:44:00Z,59.00,42.00
2026-05-11T00:46:00Z,59.00,42.00
2026-05-11T00:49:00Z,59.00,42.00
2026-05-11T00:54:00Z,59.00,42.00
2026-05-11T00:56:00Z,59.00,42.00
2026-05-11T01:00:00Z,59.00,42.00
2026-05-11T01:07:00Z,59.00,42.00
2026-05-11T01:11:00Z,59.00,42.00
2026-05-11T01:13:00Z,59.00,42.00
2026-05-11T01:15:00Z,59.00,42.00
2026-05-11T01:17:00Z,59.00,42.00
2026-05-11T01:19:00Z,58.00,42.00
2026-05-11T01:21:00Z,59.00,42.00
2026-05-11T01:23:00Z,59.00,42.00
2026-05-11T01:26:00Z,59.00,42.00
2026-05-11T01:28:00Z,59.00,42.00
2026-05-11T01:30:00Z,59.00,42.00
2026-05-11T01:33:00Z,59.00,42.00
2026-05-11T01:34:00Z,59.00,42.00
2026-05-11T01:36:00Z,59.00,42.00
2026-05-11T01:45:00Z,59.00,42.00
2026-05-11T01:49:00Z,59.00,42.00
2026-05-11T01:53:00Z,59.00,42.00
2026-05-11T01:54:00Z,59.00,42.00
2026-05-11T02:01:00Z,59.00,42.00
2026-05-11T02:05:00Z,59.00,42.00
2026-05-11T02:07:00Z,59.00,42.00
2026-05-11T02:08:00Z,60.00,42.00
2026-05-11T02:12:00Z,60.00,42.00
2026-05-11T02:13:00Z,60.00,42.00
2026-05-11T02:16:00Z,60.00,42.00
2026-05-11T02:18:00Z,60.00,42.00
2026-05-11T02:19:00Z,60.00,42.00
2026-05-11T02:20:00Z,60.00,42.00
2026-05-11T02:21:00Z,60.00,42.00
2026-05-11T02:22:00Z,60.00,41.00
2026-05-11T02:23:00Z,60.00,41.00
2026-05-11T02:25:00Z,60.00,41.00
2026-05-11T02:26:00Z,60.00,41.00
2026-05-11T02:27:00Z,60.00,41.00
2026-05-11T02:28:00Z,60.00,41.00
2026-05-11T02:29:00Z,60.00,41.00
2026-05-11T02:30:00Z,61.00,41.00
2026-05-11T02:31:00Z,61.00,41.00
2026-05-11T02:32:00Z,61.00,41.00
2026-05-11T02:33:00Z,61.00,41.00
2026-05-11T02:34:00Z,61.00,41.00
2026-05-11T02:35:00Z,61.00,40.00
2026-05-11T02:36:00Z,61.00,40.00
2026-05-11T02:37:00Z,61.00,41.00
2026-05-11T02:38:00Z,61.00,41.00
2026-05-11T02:39:00Z,61.00,41.00
2026-05-11T02:40:00Z,61.00,41.00
2026-05-11T02:41:00Z,61.00,40.00
2026-05-11T02:44:00Z,61.00,40.00
2026-05-11T02:47:00Z,60.00,41.00
2026-05-11T02:48:00Z,61.00,41.00
2026-05-11T02:51:00Z,61.00,40.00
2026-05-11T02:52:00Z,62.00,40.00
2026-05-11T02:53:00Z,62.00,40.00
2026-05-11T02:54:00Z,62.00,40.00
2026-05-11T02:55:00Z,62.00,40.00
2026-05-11T02:56:00Z,62.00,40.00
2026-05-11T02:57:00Z,62.00,40.00
2026-05-11T02:58:00Z,62.00,40.00
2026-05-11T02:59:00Z,62.00,40.00
2026-05-11T03:00:00Z,62.00,40.00
2026-05-11T03:01:00Z,62.00,39.00
2026-05-11T03:02:00Z,62.00,39.00
2026-05-11T03:03:00Z,61.50,40.00
2026-05-11T03:04:00Z,62.00,40.00
2026-05-11T03:05:00Z,62.00,40.00
2026-05-11T03:06:00Z,62.00,40.00
2026-05-11T03:07:00Z,62.00,40.00
2026-05-11T03:09:00Z,62.00,40.00
2026-05-11T03:10:00Z,62.00,40.00
2026-05-11T03:11:00Z,62.00,40.00
2026-05-11T03:12:00Z,62.00,40.00
2026-05-11T03:13:00Z,62.00,40.00
2026-05-11T03:14:00Z,62.00,40.00
2026-05-11T03:15:00Z,62.00,40.00
2026-05-11T03:16:00Z,62.00,40.00
2026-05-11T03:17:00Z,62.00,40.00
2026-05-11T03:18:00Z,62.00,39.50
2026-05-11T03:20:00Z,62.00,40.00
2026-05-11T03:24:00Z,62.00,40.00
2026-05-11T03:25:00Z,62.00,40.00
2026-05-11T03:27:00Z,62.00,40.00
2026-05-11T03:28:00Z,62.00,40.00
2026-05-11T03:30:00Z,62.00,40.00
2026-05-11T03:31:00Z,62.00,40.00
2026-05-11T03:32:00Z,62.00,40.00
2026-05-11T03:33:00Z,62.00,40.00
2026-05-11T03:34:00Z,62.00,40.00
2026-05-11T03:35:00Z,62.00,40.00
2026-05-11T03:36:00Z,62.00,40.00
2026-05-11T03:37:00Z,62.00,40.00
2026-05-11T03:38:00Z,62.00,40.00
2026-05-11T03:39:00Z,62.00,40.00
2026-05-11T03:40:00Z,62.00,40.00
2026-05-11T03:41:00Z,62.00,40.00
2026-05-11T03:42:00Z,62.00,40.00
2026-05-11T03:43:00Z,62.00,40.00
2026-05-11T03:44:00Z,62.00,40.00
2026-05-11T03:45:00Z,62.00,40.00
