# event_ticker=KXATPCHALLENGERMATCH-26APR27BERERH
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Mathys Erhard
# fav_player=Tomasz Berkieta
# dog_player=Mathys Erhard
# kalshi_date=2026-04-27
timestamp,Tomasz Berkieta,Mathys Erhard
2026-04-26T21:55:00Z,,57.00
2026-04-26T23:41:00Z,,57.00
2026-04-27T02:09:00Z,44.00,57.00
2026-04-27T02:18:00Z,44.00,57.00
2026-04-27T02:22:00Z,44.00,57.00
2026-04-27T02:28:00Z,45.00,57.00
2026-04-27T03:23:00Z,45.00,56.00
2026-04-27T03:25:00Z,45.00,56.00
2026-04-27T04:26:00Z,45.00,56.00
2026-04-27T04:33:00Z,45.00,56.00
2026-04-27T04:58:00Z,45.00,56.00
2026-04-27T05:11:00Z,45.00,56.00
2026-04-27T05:13:00Z,45.00,55.00
2026-04-27T05:30:00Z,45.00,55.00
2026-04-27T05:59:00Z,45.00,55.00
2026-04-27T06:07:00Z,46.00,55.00
2026-04-27T06:11:00Z,46.00,55.00
2026-04-27T06:33:00Z,46.00,55.00
2026-04-27T06:34:00Z,46.00,55.00
2026-04-27T06:43:00Z,46.00,55.00
2026-04-27T06:45:00Z,46.00,56.00
2026-04-27T06:49:00Z,46.00,55.00
2026-04-27T06:50:00Z,46.00,55.00
2026-04-27T06:56:00Z,46.00,55.00
2026-04-27T07:00:00Z,46.00,54.00
2026-04-27T07:06:00Z,46.00,54.00
2026-04-27T07:09:00Z,46.00,54.00
2026-04-27T07:27:00Z,46.00,56.00
2026-04-27T07:56:00Z,46.00,56.00
2026-04-27T07:59:00Z,46.00,56.00
2026-04-27T08:10:00Z,46.00,56.99
2026-04-27T08:16:00Z,46.00,56.99
2026-04-27T08:36:00Z,46.00,56.99
2026-04-27T08:38:00Z,46.00,56.99
2026-04-27T08:41:00Z,46.00,53.00
2026-04-27T08:42:00Z,51.33,52.00
2026-04-27T08:43:00Z,51.33,51.00
2026-04-27T08:44:00Z,46.00,51.00
2026-04-27T08:46:00Z,47.00,51.00
2026-04-27T08:47:00Z,49.84,51.00
2026-04-27T08:48:00Z,49.84,48.00
2026-04-27T08:49:00Z,52.00,48.00
2026-04-27T08:51:00Z,52.00,45.00
2026-04-27T08:52:00Z,52.00,47.00
2026-04-27T08:53:00Z,56.00,46.20
2026-04-27T08:54:00Z,56.00,48.31
2026-04-27T08:55:00Z,43.00,53.99
2026-04-27T08:56:00Z,37.00,53.99
2026-04-27T08:57:00Z,35.65,67.44
2026-04-27T08:59:00Z,38.70,66.00
2026-04-27T09:00:00Z,38.70,68.00
2026-04-27T09:01:00Z,33.00,67.00
2026-04-27T09:02:00Z,36.19,64.00
2026-04-27T09:03:00Z,36.19,63.00
2026-04-27T09:04:00Z,36.19,67.16
2026-04-27T09:06:00Z,30.15,70.82
2026-04-27T09:07:00Z,31.00,70.00
2026-04-27T09:08:00Z,27.01,73.01
2026-04-27T09:09:00Z,28.76,73.00
2026-04-27T09:10:00Z,31.00,73.00
2026-04-27T09:11:00Z,31.00,70.00
2026-04-27T09:12:00Z,31.00,68.48
2026-04-27T09:13:00Z,30.00,68.80
2026-04-27T09:14:00Z,26.22,70.93
2026-04-27T09:15:00Z,28.00,72.00
2026-04-27T09:16:00Z,28.00,74.00
2026-04-27T09:17:00Z,26.00,74.00
2026-04-27T09:18:00Z,29.00,74.00
2026-04-27T09:20:00Z,27.00,70.84
2026-04-27T09:22:00Z,23.00,76.57
2026-04-27T09:23:00Z,22.41,78.00
2026-04-27T09:24:00Z,18.84,79.00
2026-04-27T09:25:00Z,18.84,81.00
2026-04-27T09:26:00Z,18.84,83.00
2026-04-27T09:27:00Z,18.28,83.55
2026-04-27T09:28:00Z,17.28,84.13
2026-04-27T09:29:00Z,17.68,84.13
2026-04-27T09:30:00Z,18.59,84.13
2026-04-27T09:31:00Z,18.59,83.00
2026-04-27T09:32:00Z,16.00,85.00
2026-04-27T09:33:00Z,14.00,85.67
2026-04-27T09:34:00Z,13.00,88.00
2026-04-27T09:35:00Z,12.15,88.00
2026-04-27T09:36:00Z,13.00,88.00
2026-04-27T09:37:00Z,12.40,88.00
2026-04-27T09:38:00Z,9.00,91.35
2026-04-27T09:39:00Z,9.26,91.00
2026-04-27T09:40:00Z,10.68,88.63
2026-04-27T09:41:00Z,13.00,88.63
2026-04-27T09:42:00Z,15.00,88.63
2026-04-27T09:43:00Z,17.20,82.00
2026-04-27T09:44:00Z,17.70,83.27
2026-04-27T09:45:00Z,17.70,85.00
2026-04-27T09:46:00Z,13.07,88.00
2026-04-27T09:47:00Z,11.50,88.32
2026-04-27T09:48:00Z,11.85,89.01
2026-04-27T09:49:00Z,12.55,89.01
2026-04-27T09:50:00Z,13.91,86.64
2026-04-27T09:51:00Z,14.00,85.00
2026-04-27T09:52:00Z,14.00,87.00
2026-04-27T09:53:00Z,14.00,87.00
2026-04-27T09:54:00Z,14.00,87.00
2026-04-27T09:55:00Z,14.00,88.67
2026-04-27T09:56:00Z,14.00,89.00
2026-04-27T09:57:00Z,14.00,90.00
2026-04-27T09:58:00Z,12.82,87.38
2026-04-27T09:59:00Z,15.52,86.03
2026-04-27T10:00:00Z,15.52,83.00
2026-04-27T10:01:00Z,19.93,80.21
2026-04-27T10:02:00Z,20.62,81.55
2026-04-27T10:03:00Z,20.62,81.00
2026-04-27T10:04:00Z,18.51,83.00
2026-04-27T10:05:00Z,22.23,77.40
2026-04-27T10:06:00Z,28.49,70.82
2026-04-27T10:08:00Z,37.00,66.00
2026-04-27T10:09:00Z,29.84,69.05
2026-04-27T10:10:00Z,22.18,74.95
2026-04-27T10:11:00Z,23.59,75.81
2026-04-27T10:12:00Z,23.59,83.00
2026-04-27T10:13:00Z,15.00,85.63
2026-04-27T10:14:00Z,18.39,85.63
2026-04-27T10:15:00Z,16.00,84.01
2026-04-27T10:16:00Z,16.00,84.04
2026-04-27T10:17:00Z,15.00,84.52
2026-04-27T10:18:00Z,15.00,84.97
2026-04-27T10:19:00Z,10.01,89.78
2026-04-27T10:20:00Z,11.35,91.97
2026-04-27T10:21:00Z,2.36,97.87
2026-04-27T10:22:00Z,2.36,99.00
2026-04-27T10:23:00Z,2.36,99.00
2026-04-27T10:27:00Z,2.36,99.00
