# event_ticker=KXATPMATCH-25NOV06BERTIE
# final_score=5-7 6-2 6-3
# match_winner=Learner Tien
# fav_player=Learner Tien
# dog_player=Matteo Berrettini
# kalshi_date=2025-11-06
timestamp,Learner Tien,Matteo Berrettini
2025-11-06T06:25:00Z,55.71,50.00
2025-11-06T06:26:00Z,55.71,48.00
2025-11-06T06:27:00Z,55.71,47.00
2025-11-06T06:28:00Z,55.71,47.00
2025-11-06T06:29:00Z,55.71,47.00
2025-11-06T06:30:00Z,55.71,47.00
2025-11-06T06:31:00Z,55.71,47.32
2025-11-06T06:32:00Z,55.55,47.02
2025-11-06T06:33:00Z,54.00,49.00
2025-11-06T06:36:00Z,54.00,49.19
2025-11-06T06:38:00Z,54.00,49.00
2025-11-06T06:42:00Z,52.00,49.00
2025-11-06T06:43:00Z,52.00,50.00
2025-11-06T06:46:00Z,52.00,50.45
2025-11-06T06:50:00Z,51.50,50.45
2025-11-06T06:51:00Z,51.50,51.00
2025-11-06T06:53:00Z,52.00,50.00
2025-11-06T06:55:00Z,52.00,50.00
2025-11-06T06:59:00Z,52.00,50.00
2025-11-06T07:00:00Z,52.00,50.00
2025-11-06T07:02:00Z,52.00,50.00
2025-11-06T07:03:00Z,52.00,50.00
2025-11-06T07:04:00Z,52.00,50.00
2025-11-06T07:07:00Z,52.00,50.00
2025-11-06T07:11:00Z,52.00,50.00
2025-11-06T07:20:00Z,52.00,50.00
2025-11-06T07:21:00Z,52.00,50.00
2025-11-06T07:34:00Z,52.00,50.00
2025-11-06T07:37:00Z,52.00,50.00
2025-11-06T07:39:00Z,52.00,50.00
2025-11-06T07:42:00Z,52.00,50.00
2025-11-06T08:09:00Z,52.00,49.00
2025-11-06T10:03:00Z,52.00,49.00
2025-11-06T10:04:00Z,54.00,49.00
2025-11-06T10:07:00Z,54.00,49.00
2025-11-06T10:09:00Z,54.00,49.00
2025-11-06T10:11:00Z,54.00,49.00
2025-11-06T10:12:00Z,54.00,49.00
2025-11-06T10:13:00Z,54.00,49.00
2025-11-06T10:14:00Z,54.00,49.00
2025-11-06T10:16:00Z,54.00,49.00
2025-11-06T10:17:00Z,54.00,49.00
2025-11-06T10:23:00Z,54.00,49.00
2025-11-06T10:32:00Z,54.00,49.00
2025-11-06T10:34:00Z,54.00,49.00
2025-11-06T10:43:00Z,52.00,49.00
2025-11-06T10:45:00Z,52.00,50.00
2025-11-06T10:48:00Z,52.00,50.00
2025-11-06T10:56:00Z,52.00,48.00
2025-11-06T10:57:00Z,51.00,48.00
2025-11-06T10:58:00Z,51.00,48.00
2025-11-06T10:59:00Z,51.00,48.00
2025-11-06T11:03:00Z,51.00,48.00
2025-11-06T11:07:00Z,51.00,49.00
2025-11-06T11:08:00Z,51.00,49.00
2025-11-06T11:21:00Z,51.00,49.00
2025-11-06T11:22:00Z,51.00,49.00
2025-11-06T11:36:00Z,51.00,49.00
2025-11-06T11:37:00Z,52.00,49.00
2025-11-06T11:43:00Z,52.00,49.00
2025-11-06T11:44:00Z,52.00,49.00
2025-11-06T11:49:00Z,52.00,49.00
2025-11-06T11:52:00Z,52.00,49.00
2025-11-06T11:53:00Z,52.00,49.00
2025-11-06T11:54:00Z,52.00,49.00
2025-11-06T11:56:00Z,52.00,49.00
2025-11-06T11:58:00Z,52.00,49.00
2025-11-06T12:02:00Z,52.00,49.00
2025-11-06T12:05:00Z,52.00,49.00
2025-11-06T12:07:00Z,52.00,49.00
2025-11-06T12:12:00Z,52.00,49.00
2025-11-06T12:14:00Z,51.00,49.00
