# event_ticker=KXATPCHALLENGERMATCH-26MAR17NEUNAG
# final_score=3-6 6-3 6-4
# match_winner=Lukas Neumayer
# fav_player=Lukas Neumayer
# dog_player=Sumit Nagal
# kalshi_date=2026-03-17
timestamp,Lukas Neumayer,Sumit Nagal
2026-03-17T23:29:00Z,,70.00
2026-03-17T23:31:00Z,31.00,70.00
2026-03-17T23:33:00Z,31.00,67.00
2026-03-17T23:34:00Z,31.00,69.00
2026-03-17T23:35:00Z,31.00,66.04
2026-03-17T23:38:00Z,31.00,69.00
2026-03-17T23:40:00Z,32.00,66.00
2026-03-17T23:41:00Z,29.00,66.00
2026-03-17T23:42:00Z,29.00,69.72
2026-03-17T23:44:00Z,29.00,69.72
2026-03-17T23:46:00Z,29.00,69.72
2026-03-17T23:49:00Z,29.00,70.00
2026-03-17T23:50:00Z,29.00,70.00
2026-03-17T23:51:00Z,31.71,70.00
2026-03-17T23:52:00Z,31.71,68.79
2026-03-17T23:54:00Z,29.00,69.00
2026-03-17T23:57:00Z,29.00,69.00
2026-03-17T23:58:00Z,31.00,69.00
2026-03-17T23:59:00Z,31.00,69.53
2026-03-18T00:01:00Z,28.43,70.00
2026-03-18T00:02:00Z,28.43,69.20
2026-03-18T00:03:00Z,28.84,70.00
2026-03-18T00:04:00Z,28.84,69.00
2026-03-18T00:05:00Z,31.00,67.00
2026-03-18T00:06:00Z,31.00,70.00
2026-03-18T00:07:00Z,31.00,67.68
2026-03-18T00:08:00Z,31.00,66.43
2026-03-18T00:09:00Z,31.00,70.00
2026-03-18T00:17:00Z,31.00,70.00
2026-03-18T00:18:00Z,31.00,70.54
2026-03-18T00:23:00Z,31.00,71.00
2026-03-18T00:25:00Z,31.00,69.00
2026-03-18T00:28:00Z,31.00,70.00
2026-03-18T00:31:00Z,31.00,70.00
2026-03-18T00:33:00Z,31.00,70.89
2026-03-18T00:34:00Z,31.00,71.00
2026-03-18T00:37:00Z,31.00,69.00
2026-03-18T00:38:00Z,31.00,69.00
2026-03-18T00:40:00Z,31.00,68.54
2026-03-18T00:45:00Z,31.00,68.54
2026-03-18T00:46:00Z,31.00,71.00
2026-03-18T00:51:00Z,31.00,68.00
2026-03-18T00:53:00Z,31.00,71.00
2026-03-18T00:56:00Z,31.00,70.00
2026-03-18T00:58:00Z,31.09,69.06
2026-03-18T00:59:00Z,31.09,71.00
2026-03-18T01:04:00Z,27.00,71.00
2026-03-18T01:05:00Z,27.00,71.00
2026-03-18T01:07:00Z,27.00,70.00
2026-03-18T01:09:00Z,27.00,71.00
2026-03-18T01:12:00Z,28.50,71.00
2026-03-18T01:13:00Z,28.50,71.00
2026-03-18T01:14:00Z,28.50,71.00
2026-03-18T01:15:00Z,28.50,71.00
2026-03-18T01:16:00Z,29.77,71.00
2026-03-18T01:17:00Z,31.57,71.00
2026-03-18T01:18:00Z,30.57,67.29
2026-03-18T01:19:00Z,32.00,66.04
2026-03-18T01:20:00Z,32.00,66.04
2026-03-18T01:22:00Z,32.00,71.00
2026-03-18T01:23:00Z,32.00,71.00
2026-03-18T01:24:00Z,30.00,71.00
2026-03-18T01:25:00Z,29.01,69.36
2026-03-18T01:26:00Z,32.00,71.00
2026-03-18T01:27:00Z,28.25,71.00
2026-03-18T01:28:00Z,28.25,71.90
2026-03-18T01:29:00Z,29.00,72.00
2026-03-18T01:30:00Z,29.96,71.00
2026-03-18T01:31:00Z,31.00,69.50
2026-03-18T01:32:00Z,31.00,70.71
2026-03-18T01:33:00Z,31.87,72.00
2026-03-18T01:34:00Z,32.00,71.64
2026-03-18T01:35:00Z,32.00,72.00
2026-03-18T01:36:00Z,32.00,72.00
2026-03-18T01:37:00Z,27.00,72.00
2026-03-18T01:38:00Z,27.00,72.00
2026-03-18T01:39:00Z,31.00,72.00
2026-03-18T01:41:00Z,31.00,72.00
2026-03-18T01:43:00Z,27.71,72.00
2026-03-18T01:44:00Z,31.00,72.00
2026-03-18T01:45:00Z,31.00,72.00
2026-03-18T01:46:00Z,31.00,72.00
2026-03-18T01:47:00Z,30.30,72.00
2026-03-18T01:48:00Z,27.00,69.00
2026-03-18T01:49:00Z,32.00,72.00
2026-03-18T01:50:00Z,32.00,72.00
2026-03-18T01:52:00Z,32.00,72.00
2026-03-18T01:53:00Z,32.00,72.00
2026-03-18T01:54:00Z,27.00,72.00
2026-03-18T01:55:00Z,32.00,72.00
2026-03-18T01:56:00Z,27.00,72.00
2026-03-18T01:57:00Z,31.00,72.00
2026-03-18T01:58:00Z,31.00,71.00
2026-03-18T01:59:00Z,29.75,71.00
2026-03-18T02:00:00Z,28.94,72.00
2026-03-18T02:01:00Z,28.94,70.50
2026-03-18T02:02:00Z,27.00,72.00
2026-03-18T02:03:00Z,28.53,72.00
2026-03-18T02:04:00Z,28.53,72.00
2026-03-18T02:05:00Z,28.53,69.00
2026-03-18T02:06:00Z,27.00,68.00
2026-03-18T02:07:00Z,27.00,72.00
2026-03-18T02:08:00Z,30.00,69.38
2026-03-18T02:09:00Z,30.00,67.00
2026-03-18T02:10:00Z,30.00,72.00
2026-03-18T02:11:00Z,30.92,72.00
2026-03-18T02:12:00Z,30.92,72.00
2026-03-18T02:15:00Z,27.00,72.00
2026-03-18T02:16:00Z,29.00,71.97
2026-03-18T02:17:00Z,29.00,72.00
2026-03-18T02:18:00Z,29.00,71.00
2026-03-18T02:19:00Z,29.00,71.28
2026-03-18T02:21:00Z,29.00,71.00
2026-03-18T02:22:00Z,28.00,71.23
2026-03-18T02:23:00Z,30.96,72.00
2026-03-18T02:24:00Z,28.97,67.00
2026-03-18T02:25:00Z,31.00,72.00
2026-03-18T02:26:00Z,28.00,72.00
2026-03-18T02:27:00Z,30.81,72.00
2026-03-18T02:28:00Z,31.00,68.00
2026-03-18T02:29:00Z,28.00,68.86
2026-03-18T02:30:00Z,31.00,72.00
2026-03-18T02:31:00Z,31.00,72.23
2026-03-18T02:32:00Z,31.00,72.00
2026-03-18T02:33:00Z,31.00,72.00
2026-03-18T02:34:00Z,31.00,72.00
2026-03-18T02:36:00Z,27.00,72.00
2026-03-18T02:37:00Z,27.98,72.00
2026-03-18T02:38:00Z,27.98,71.67
2026-03-18T02:39:00Z,27.98,70.40
2026-03-18T02:40:00Z,27.98,72.00
2026-03-18T02:41:00Z,29.00,72.00
2026-03-18T02:42:00Z,29.00,72.00
2026-03-18T02:43:00Z,29.00,72.00
2026-03-18T02:45:00Z,29.00,73.00
2026-03-18T02:46:00Z,29.00,73.00
2026-03-18T02:47:00Z,28.00,73.00
2026-03-18T02:48:00Z,29.00,73.00
2026-03-18T02:49:00Z,28.55,73.00
2026-03-18T02:50:00Z,29.00,73.00
2026-03-18T02:51:00Z,28.00,73.00
2026-03-18T02:52:00Z,29.00,73.00
2026-03-18T02:53:00Z,29.00,73.00
2026-03-18T02:54:00Z,29.00,73.00
2026-03-18T02:56:00Z,29.00,73.00
2026-03-18T02:57:00Z,29.00,73.00
2026-03-18T02:59:00Z,28.00,73.00
2026-03-18T03:00:00Z,29.04,73.00
2026-03-18T03:01:00Z,29.00,73.00
2026-03-18T03:02:00Z,29.00,73.00
2026-03-18T03:03:00Z,29.00,71.00
2026-03-18T03:04:00Z,29.00,71.00
2026-03-18T03:05:00Z,29.00,71.25
2026-03-18T03:06:00Z,28.00,73.01
2026-03-18T03:07:00Z,28.00,71.90
2026-03-18T03:08:00Z,29.00,70.91
2026-03-18T03:09:00Z,27.91,73.00
2026-03-18T03:10:00Z,27.50,73.00
2026-03-18T03:11:00Z,27.50,73.00
2026-03-18T03:12:00Z,27.00,73.00
2026-03-18T03:13:00Z,27.00,73.06
2026-03-18T03:14:00Z,28.00,73.06
2026-03-18T03:15:00Z,27.56,72.79
2026-03-18T03:16:00Z,27.00,74.00
2026-03-18T03:17:00Z,27.75,71.00
2026-03-18T03:18:00Z,27.00,74.00
2026-03-18T03:19:00Z,27.00,74.00
2026-03-18T03:20:00Z,28.00,74.00
2026-03-18T03:21:00Z,28.00,73.52
2026-03-18T03:22:00Z,28.00,73.69
2026-03-18T03:23:00Z,27.93,74.00
2026-03-18T03:24:00Z,27.00,71.00
2026-03-18T03:25:00Z,28.00,74.00
2026-03-18T03:26:00Z,28.00,74.00
2026-03-18T03:27:00Z,28.00,71.51
2026-03-18T03:28:00Z,28.00,72.13
2026-03-18T03:29:00Z,28.00,71.00
2026-03-18T03:30:00Z,28.00,71.00
2026-03-18T03:31:00Z,29.00,73.00
2026-03-18T03:32:00Z,30.06,73.00
2026-03-18T03:33:00Z,30.06,70.88
2026-03-18T03:34:00Z,31.53,72.00
2026-03-18T03:35:00Z,31.53,71.78
2026-03-18T03:36:00Z,32.00,71.78
2026-03-18T03:37:00Z,29.00,69.72
2026-03-18T03:38:00Z,31.00,69.72
2026-03-18T03:39:00Z,29.10,72.00
2026-03-18T03:40:00Z,30.00,72.00
2026-03-18T03:41:00Z,29.00,72.00
2026-03-18T03:42:00Z,30.00,72.00
2026-03-18T03:43:00Z,29.52,72.00
2026-03-18T03:44:00Z,30.00,72.49
2026-03-18T03:45:00Z,30.00,72.00
2026-03-18T03:46:00Z,30.00,72.05
2026-03-18T03:47:00Z,29.58,73.00
2026-03-18T03:48:00Z,29.05,73.00
2026-03-18T03:50:00Z,29.00,73.00
2026-03-18T03:51:00Z,30.00,70.00
2026-03-18T03:52:00Z,30.00,70.00
2026-03-18T03:53:00Z,30.00,70.00
2026-03-18T03:54:00Z,29.00,70.69
2026-03-18T03:55:00Z,29.00,72.00
2026-03-18T03:56:00Z,30.00,72.00
2026-03-18T03:57:00Z,29.00,70.00
2026-03-18T03:58:00Z,29.00,72.00
2026-03-18T03:59:00Z,30.00,71.80
2026-03-18T04:00:00Z,30.00,71.56
2026-03-18T04:01:00Z,29.75,71.68
2026-03-18T04:02:00Z,27.47,69.68
2026-03-18T04:03:00Z,28.90,72.97
2026-03-18T04:04:00Z,28.94,71.04
2026-03-18T04:05:00Z,27.00,73.00
2026-03-18T04:06:00Z,29.00,73.00
2026-03-18T04:07:00Z,29.00,73.00
