# event_ticker=KXATPMATCH-26MAY06STRCOM
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Jan-Lennard Struff
# fav_player=Francisco Comesana
# dog_player=Jan-Lennard Struff
# kalshi_date=2026-05-06
timestamp,Jan-Lennard Struff,Francisco Comesana
2026-05-06T01:49:00Z,,65.34
2026-05-06T02:06:00Z,,66.00
2026-05-06T02:10:00Z,,66.00
2026-05-06T02:15:00Z,37.00,66.00
2026-05-06T02:21:00Z,37.00,64.00
2026-05-06T02:29:00Z,37.00,65.00
2026-05-06T02:30:00Z,37.00,65.00
2026-05-06T02:33:00Z,37.00,65.00
2026-05-06T02:39:00Z,38.00,65.00
2026-05-06T02:45:00Z,38.00,65.86
2026-05-06T02:54:00Z,38.00,65.86
2026-05-06T02:57:00Z,38.00,66.00
2026-05-06T03:01:00Z,38.00,66.00
2026-05-06T03:05:00Z,37.00,66.00
2026-05-06T03:08:00Z,37.00,66.00
2026-05-06T03:09:00Z,37.00,66.00
2026-05-06T03:10:00Z,37.00,66.00
2026-05-06T03:11:00Z,37.00,66.00
2026-05-06T03:15:00Z,37.00,65.00
2026-05-06T03:16:00Z,37.00,64.00
2026-05-06T03:17:00Z,37.00,65.00
2026-05-06T03:18:00Z,38.00,65.00
2026-05-06T03:23:00Z,38.00,65.00
2026-05-06T03:25:00Z,38.00,65.00
2026-05-06T03:26:00Z,38.00,65.00
2026-05-06T03:27:00Z,38.00,65.00
2026-05-06T03:33:00Z,37.00,65.00
2026-05-06T03:34:00Z,37.00,65.00
2026-05-06T03:35:00Z,37.00,65.00
2026-05-06T03:37:00Z,37.00,65.00
2026-05-06T03:39:00Z,37.00,65.13
2026-05-06T03:41:00Z,38.00,65.13
2026-05-06T03:44:00Z,38.00,66.00
2026-05-06T03:49:00Z,34.02,66.00
2026-05-06T03:53:00Z,34.02,66.00
2026-05-06T03:54:00Z,34.02,66.00
2026-05-06T03:55:00Z,34.02,66.00
2026-05-06T03:58:00Z,34.02,66.00
2026-05-06T04:00:00Z,34.02,66.00
2026-05-06T04:02:00Z,34.02,66.00
2026-05-06T04:07:00Z,34.02,66.00
2026-05-06T04:09:00Z,34.02,66.00
2026-05-06T04:18:00Z,34.00,66.00
2026-05-06T04:19:00Z,34.00,66.00
2026-05-06T04:20:00Z,34.00,66.00
2026-05-06T04:21:00Z,34.00,66.00
2026-05-06T04:28:00Z,34.00,66.00
2026-05-06T04:32:00Z,34.00,66.00
2026-05-06T04:33:00Z,34.00,66.00
2026-05-06T04:38:00Z,34.00,66.00
2026-05-06T04:44:00Z,34.00,66.00
2026-05-06T04:46:00Z,34.10,66.00
2026-05-06T04:47:00Z,34.10,66.00
2026-05-06T04:55:00Z,34.10,66.00
2026-05-06T04:58:00Z,35.00,66.00
2026-05-06T05:01:00Z,35.00,66.00
2026-05-06T05:02:00Z,35.00,66.00
2026-05-06T05:04:00Z,35.00,66.00
2026-05-06T05:09:00Z,35.00,66.00
2026-05-06T05:12:00Z,35.00,66.00
2026-05-06T05:15:00Z,35.00,66.00
2026-05-06T05:19:00Z,35.00,67.00
2026-05-06T05:20:00Z,35.00,67.00
2026-05-06T05:21:00Z,35.00,67.00
2026-05-06T05:27:00Z,35.00,67.00
2026-05-06T05:38:00Z,34.00,67.00
2026-05-06T05:40:00Z,34.00,67.00
2026-05-06T05:42:00Z,33.00,67.00
2026-05-06T05:44:00Z,33.00,67.00
2026-05-06T05:47:00Z,33.00,67.00
2026-05-06T05:53:00Z,33.00,67.00
2026-05-06T06:01:00Z,34.00,67.00
2026-05-06T06:09:00Z,34.00,67.00
2026-05-06T06:10:00Z,34.00,67.00
2026-05-06T06:15:00Z,34.00,67.00
2026-05-06T06:17:00Z,34.00,67.00
2026-05-06T06:27:00Z,34.00,67.00
2026-05-06T06:29:00Z,34.00,67.00
2026-05-06T06:32:00Z,34.00,67.00
2026-05-06T06:52:00Z,34.00,67.00
2026-05-06T06:59:00Z,34.00,67.00
2026-05-06T07:06:00Z,34.00,67.00
2026-05-06T07:17:00Z,34.00,67.11
2026-05-06T07:21:00Z,34.00,67.11
2026-05-06T07:29:00Z,34.00,68.00
2026-05-06T07:31:00Z,34.00,68.00
2026-05-06T07:33:00Z,34.00,68.00
2026-05-06T07:36:00Z,33.23,68.00
2026-05-06T07:38:00Z,33.23,68.00
2026-05-06T07:43:00Z,33.23,68.00
2026-05-06T07:44:00Z,33.23,68.00
2026-05-06T07:49:00Z,33.23,68.00
2026-05-06T07:54:00Z,33.23,68.00
2026-05-06T07:58:00Z,33.23,68.00
2026-05-06T08:16:00Z,33.00,68.00
2026-05-06T08:22:00Z,33.00,68.00
2026-05-06T08:25:00Z,33.00,68.00
2026-05-06T08:32:00Z,33.00,68.00
2026-05-06T08:45:00Z,33.00,68.00
2026-05-06T08:52:00Z,33.00,68.00
2026-05-06T08:59:00Z,33.00,68.00
2026-05-06T09:03:00Z,33.00,68.00
2026-05-06T09:26:00Z,33.00,68.00
2026-05-06T09:29:00Z,33.00,68.00
2026-05-06T09:32:00Z,33.00,68.00
2026-05-06T09:37:00Z,33.00,68.00
2026-05-06T09:42:00Z,33.00,68.00
2026-05-06T09:46:00Z,33.00,68.00
2026-05-06T09:49:00Z,33.00,68.00
2026-05-06T09:57:00Z,33.00,68.00
2026-05-06T10:03:00Z,33.00,68.00
2026-05-06T10:05:00Z,33.00,68.00
2026-05-06T10:08:00Z,33.00,68.00
2026-05-06T10:10:00Z,33.00,68.00
2026-05-06T10:18:00Z,33.00,68.00
2026-05-06T10:26:00Z,33.00,68.00
2026-05-06T10:28:00Z,33.00,68.00
2026-05-06T10:30:00Z,33.00,68.00
2026-05-06T10:33:00Z,33.00,68.00
2026-05-06T10:39:00Z,33.00,68.00
2026-05-06T10:40:00Z,33.00,68.00
2026-05-06T10:42:00Z,33.00,68.00
2026-05-06T10:45:00Z,33.00,68.00
2026-05-06T10:46:00Z,33.00,68.00
2026-05-06T10:47:00Z,33.00,68.00
2026-05-06T10:50:00Z,33.00,68.00
2026-05-06T10:54:00Z,33.00,68.00
2026-05-06T11:02:00Z,33.00,68.00
2026-05-06T11:03:00Z,33.00,68.00
2026-05-06T11:07:00Z,33.00,68.00
2026-05-06T11:10:00Z,33.00,68.00
2026-05-06T11:12:00Z,33.00,68.00
2026-05-06T11:16:00Z,33.00,68.00
2026-05-06T11:17:00Z,33.00,68.00
2026-05-06T11:19:00Z,32.00,68.00
2026-05-06T11:23:00Z,32.00,68.00
2026-05-06T11:24:00Z,32.00,68.00
2026-05-06T11:25:00Z,32.00,68.00
2026-05-06T11:26:00Z,32.00,68.00
2026-05-06T11:27:00Z,32.00,68.00
2026-05-06T11:29:00Z,32.00,68.00
2026-05-06T11:30:00Z,32.00,68.00
2026-05-06T11:31:00Z,32.00,68.00
2026-05-06T11:32:00Z,33.00,68.00
2026-05-06T11:34:00Z,33.00,68.00
2026-05-06T11:35:00Z,33.00,68.00
2026-05-06T11:42:00Z,33.00,68.00
2026-05-06T11:43:00Z,33.00,68.00
2026-05-06T11:47:00Z,33.00,68.00
2026-05-06T11:52:00Z,33.00,68.00
2026-05-06T11:54:00Z,33.00,68.00
2026-05-06T11:57:00Z,33.00,68.00
2026-05-06T12:00:00Z,33.00,68.00
2026-05-06T12:02:00Z,33.00,68.00
2026-05-06T12:04:00Z,33.00,68.00
2026-05-06T12:05:00Z,33.00,68.00
2026-05-06T12:07:00Z,33.00,68.00
2026-05-06T12:08:00Z,33.00,68.00
2026-05-06T12:09:00Z,33.00,68.00
2026-05-06T12:13:00Z,33.00,68.00
2026-05-06T12:16:00Z,32.00,68.00
2026-05-06T12:19:00Z,32.00,69.00
2026-05-06T12:21:00Z,32.00,69.00
2026-05-06T12:22:00Z,32.00,69.00
2026-05-06T12:23:00Z,32.00,68.00
2026-05-06T12:24:00Z,32.00,68.00
2026-05-06T12:32:00Z,33.00,68.00
2026-05-06T12:34:00Z,33.00,67.00
2026-05-06T12:38:00Z,33.00,67.00
2026-05-06T12:46:00Z,33.00,67.00
2026-05-06T12:47:00Z,32.51,67.00
2026-05-06T12:50:00Z,33.00,66.86
2026-05-06T12:51:00Z,33.00,67.00
2026-05-06T12:52:00Z,33.00,67.00
2026-05-06T12:53:00Z,34.00,67.00
