# event_ticker=KXATPCHALLENGERMATCH-26APR13DEVPRA
# final_score=6-3 6-3
# match_winner=Juan Carlos Prado Angelo
# fav_player=Juan Carlos Prado Angelo
# dog_player=Murkel Dellien
# kalshi_date=2026-04-13
timestamp,Juan Carlos Prado Angelo,Murkel Dellien
2026-04-14T00:13:00Z,66.00,35.00
2026-04-14T00:14:00Z,67.00,35.00
2026-04-14T00:20:00Z,67.00,35.00
2026-04-14T00:21:00Z,67.00,35.00
2026-04-14T00:24:00Z,67.00,35.00
2026-04-14T00:25:00Z,67.00,35.00
2026-04-14T00:26:00Z,67.00,35.00
2026-04-14T00:27:00Z,67.00,35.00
2026-04-14T00:29:00Z,67.00,35.00
2026-04-14T00:31:00Z,66.00,36.00
2026-04-14T00:33:00Z,66.57,36.00
2026-04-14T00:34:00Z,67.00,36.00
2026-04-14T00:35:00Z,67.00,36.00
2026-04-14T00:36:00Z,67.00,36.00
2026-04-14T00:38:00Z,67.00,36.00
2026-04-14T00:40:00Z,67.00,36.00
2026-04-14T00:41:00Z,67.00,36.00
2026-04-14T00:44:00Z,67.00,35.00
2026-04-14T00:45:00Z,66.00,35.00
2026-04-14T00:46:00Z,64.03,35.00
2026-04-14T00:47:00Z,65.00,35.00
2026-04-14T00:49:00Z,67.00,35.00
2026-04-14T00:51:00Z,67.00,35.00
2026-04-14T00:52:00Z,67.00,33.00
2026-04-14T00:53:00Z,65.00,35.00
2026-04-14T00:54:00Z,67.00,35.00
2026-04-14T00:56:00Z,67.00,34.88
2026-04-14T00:57:00Z,66.88,34.88
2026-04-14T00:58:00Z,67.00,34.00
2026-04-14T00:59:00Z,67.00,34.00
2026-04-14T01:00:00Z,67.00,34.00
2026-04-14T01:01:00Z,67.00,34.00
2026-04-14T01:02:00Z,67.00,34.00
2026-04-14T01:03:00Z,67.62,34.00
2026-04-14T01:04:00Z,68.00,34.00
2026-04-14T01:06:00Z,68.00,33.94
2026-04-14T01:07:00Z,68.00,34.00
2026-04-14T01:08:00Z,68.00,33.84
2026-04-14T01:09:00Z,68.00,34.00
2026-04-14T01:10:00Z,68.00,34.00
2026-04-14T01:11:00Z,68.00,34.00
2026-04-14T01:15:00Z,68.00,34.29
2026-04-14T01:16:00Z,68.57,34.29
2026-04-14T01:17:00Z,68.00,34.00
2026-04-14T01:18:00Z,66.00,34.00
2026-04-14T01:19:00Z,66.00,32.00
2026-04-14T01:21:00Z,69.00,34.00
2026-04-14T01:22:00Z,69.00,33.00
2026-04-14T01:23:00Z,69.00,33.97
2026-04-14T01:24:00Z,69.00,34.00
2026-04-14T01:25:00Z,65.75,34.00
2026-04-14T01:26:00Z,69.00,31.00
2026-04-14T01:27:00Z,69.00,34.00
2026-04-14T01:28:00Z,69.00,34.00
2026-04-14T01:29:00Z,68.65,33.00
2026-04-14T01:30:00Z,69.00,33.00
2026-04-14T01:31:00Z,69.00,33.59
2026-04-14T01:32:00Z,69.00,33.52
2026-04-14T01:33:00Z,66.05,33.00
2026-04-14T01:34:00Z,68.00,33.71
2026-04-14T01:35:00Z,68.00,33.00
2026-04-14T01:36:00Z,68.08,33.00
2026-04-14T01:38:00Z,67.19,33.74
2026-04-14T01:39:00Z,67.19,33.67
2026-04-14T01:40:00Z,67.19,33.93
2026-04-14T01:41:00Z,67.19,33.18
2026-04-14T01:42:00Z,67.19,33.94
2026-04-14T01:43:00Z,68.00,33.94
2026-04-14T01:44:00Z,66.25,33.93
2026-04-14T01:45:00Z,68.00,34.53
2026-04-14T01:46:00Z,67.52,34.53
2026-04-14T01:47:00Z,67.52,34.29
2026-04-14T01:48:00Z,67.52,32.98
2026-04-14T01:49:00Z,67.52,33.00
2026-04-14T01:50:00Z,67.52,34.00
2026-04-14T01:51:00Z,67.52,34.12
2026-04-14T01:52:00Z,67.00,34.19
2026-04-14T01:53:00Z,67.00,34.21
2026-04-14T01:55:00Z,67.00,34.00
2026-04-14T01:57:00Z,66.00,34.00
2026-04-14T01:58:00Z,67.00,34.70
2026-04-14T01:59:00Z,67.42,34.25
2026-04-14T02:00:00Z,66.74,34.81
2026-04-14T02:01:00Z,67.07,34.00
2026-04-14T02:02:00Z,68.43,34.00
2026-04-14T02:03:00Z,68.43,34.93
2026-04-14T02:05:00Z,67.00,34.00
2026-04-14T02:06:00Z,67.00,34.85
2026-04-14T02:07:00Z,67.00,34.85
2026-04-14T02:08:00Z,67.00,33.00
2026-04-14T02:09:00Z,67.00,33.00
2026-04-14T02:10:00Z,67.00,34.00
2026-04-14T02:11:00Z,65.41,38.98
2026-04-14T02:12:00Z,66.08,38.98
2026-04-14T02:13:00Z,65.30,36.00
2026-04-14T02:14:00Z,62.91,35.39
2026-04-14T02:15:00Z,67.20,33.16
2026-04-14T02:16:00Z,70.97,31.61
2026-04-14T02:17:00Z,67.44,34.56
2026-04-14T02:18:00Z,66.90,32.69
2026-04-14T02:19:00Z,70.61,30.00
2026-04-14T02:20:00Z,70.16,30.00
2026-04-14T02:21:00Z,67.58,31.84
2026-04-14T02:22:00Z,66.33,34.03
2026-04-14T02:23:00Z,70.51,32.06
2026-04-14T02:24:00Z,67.12,36.65
2026-04-14T02:25:00Z,66.04,33.82
2026-04-14T02:26:00Z,66.38,34.14
2026-04-14T02:27:00Z,67.12,34.21
2026-04-14T02:28:00Z,70.32,31.03
2026-04-14T02:29:00Z,71.00,29.00
2026-04-14T02:30:00Z,71.11,31.00
2026-04-14T02:31:00Z,67.18,35.36
2026-04-14T02:32:00Z,68.00,33.35
2026-04-14T02:33:00Z,70.00,33.67
2026-04-14T02:34:00Z,69.99,35.58
2026-04-14T02:35:00Z,69.38,34.10
2026-04-14T02:36:00Z,64.92,37.63
2026-04-14T02:37:00Z,66.37,33.45
2026-04-14T02:38:00Z,70.22,30.81
2026-04-14T02:39:00Z,72.00,30.00
2026-04-14T02:40:00Z,72.00,31.63
2026-04-14T02:41:00Z,75.04,27.06
2026-04-14T02:42:00Z,74.88,26.08
2026-04-14T02:43:00Z,73.37,25.67
2026-04-14T02:44:00Z,75.04,25.51
2026-04-14T02:45:00Z,77.93,24.42
2026-04-14T02:46:00Z,73.94,26.85
2026-04-14T02:47:00Z,69.15,31.18
2026-04-14T02:48:00Z,71.19,29.10
2026-04-14T02:49:00Z,74.46,25.28
2026-04-14T02:50:00Z,75.00,26.00
2026-04-14T02:51:00Z,74.12,26.00
2026-04-14T02:52:00Z,75.33,29.46
2026-04-14T02:53:00Z,79.29,18.89
2026-04-14T02:54:00Z,82.38,18.37
2026-04-14T02:55:00Z,83.87,18.03
2026-04-14T02:56:00Z,88.50,12.31
2026-04-14T02:57:00Z,86.38,14.54
2026-04-14T02:58:00Z,88.81,11.02
2026-04-14T02:59:00Z,90.21,11.00
2026-04-14T03:00:00Z,89.79,11.00
2026-04-14T03:01:00Z,89.94,11.34
2026-04-14T03:02:00Z,90.92,12.03
2026-04-14T03:03:00Z,88.82,12.18
2026-04-14T03:04:00Z,88.98,13.50
2026-04-14T03:05:00Z,86.87,13.92
2026-04-14T03:06:00Z,85.92,14.78
2026-04-14T03:07:00Z,86.30,14.00
2026-04-14T03:08:00Z,88.16,13.83
2026-04-14T03:09:00Z,88.15,10.36
2026-04-14T03:10:00Z,88.36,11.57
2026-04-14T03:11:00Z,85.77,15.20
2026-04-14T03:12:00Z,87.19,15.05
2026-04-14T03:13:00Z,91.61,9.54
2026-04-14T03:14:00Z,93.63,6.22
2026-04-14T03:15:00Z,95.00,5.56
2026-04-14T03:16:00Z,92.00,7.62
2026-04-14T03:17:00Z,93.08,7.01
2026-04-14T03:18:00Z,92.03,8.92
2026-04-14T03:19:00Z,93.70,3.69
2026-04-14T03:20:00Z,96.35,3.86
2026-04-14T03:21:00Z,95.16,5.05
2026-04-14T03:22:00Z,95.33,6.50
2026-04-14T03:23:00Z,95.00,5.34
2026-04-14T03:24:00Z,94.73,6.35
2026-04-14T03:25:00Z,95.00,5.04
2026-04-14T03:26:00Z,94.45,5.03
2026-04-14T03:27:00Z,94.41,4.24
2026-04-14T03:28:00Z,96.70,3.92
2026-04-14T03:29:00Z,96.00,4.15
2026-04-14T03:30:00Z,95.47,4.52
2026-04-14T03:31:00Z,97.13,2.94
2026-04-14T03:32:00Z,95.97,4.18
2026-04-14T03:33:00Z,96.00,3.99
2026-04-14T03:34:00Z,95.11,5.97
2026-04-14T03:35:00Z,94.00,6.00
2026-04-14T03:36:00Z,96.45,4.05
2026-04-14T03:37:00Z,97.95,3.79
2026-04-14T03:38:00Z,97.81,2.01
2026-04-14T03:39:00Z,98.18,1.31
2026-04-14T03:40:00Z,98.00,1.34
2026-04-14T03:41:00Z,99.00,1.00
2026-04-14T03:42:00Z,99.00,1.00
