# event_ticker=KXATPCHALLENGERMATCH-26MAY01WONSUN
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Coleman Wong
# fav_player=Fajing Sun
# dog_player=Coleman Wong
# kalshi_date=2026-05-01
timestamp,Coleman Wong,Fajing Sun
2026-05-01T15:30:00Z,71.00,
2026-05-01T16:11:00Z,71.00,30.00
2026-05-01T16:32:00Z,71.00,30.00
2026-05-01T16:36:00Z,71.00,30.00
2026-05-01T16:37:00Z,71.00,27.00
2026-05-01T16:42:00Z,73.00,27.00
2026-05-01T16:43:00Z,72.00,27.00
2026-05-01T16:46:00Z,72.00,30.00
2026-05-01T17:26:00Z,73.00,30.00
2026-05-01T17:28:00Z,73.00,30.00
2026-05-01T17:30:00Z,73.00,30.00
2026-05-01T17:34:00Z,73.00,30.00
2026-05-01T17:38:00Z,73.00,30.00
2026-05-01T17:40:00Z,73.00,30.00
2026-05-01T18:23:00Z,73.00,30.00
2026-05-01T18:35:00Z,73.00,29.21
2026-05-01T18:43:00Z,73.00,30.00
2026-05-01T18:46:00Z,73.00,30.00
2026-05-01T18:57:00Z,73.00,30.00
2026-05-01T18:58:00Z,73.00,30.00
2026-05-01T18:59:00Z,73.00,30.00
2026-05-01T19:03:00Z,73.00,30.00
2026-05-01T19:10:00Z,73.00,30.00
2026-05-01T19:11:00Z,73.00,30.00
2026-05-01T19:13:00Z,73.00,30.00
2026-05-01T19:16:00Z,73.00,30.00
2026-05-01T19:20:00Z,72.00,30.00
2026-05-01T19:30:00Z,72.00,29.00
2026-05-01T19:31:00Z,72.00,28.00
2026-05-01T19:39:00Z,72.00,29.00
2026-05-01T19:57:00Z,71.00,30.00
2026-05-01T19:58:00Z,71.00,30.00
2026-05-01T20:09:00Z,71.00,30.00
2026-05-01T20:11:00Z,71.00,30.00
2026-05-01T20:12:00Z,71.00,30.00
2026-05-01T20:16:00Z,71.00,30.00
2026-05-01T20:43:00Z,71.00,30.00
2026-05-01T20:47:00Z,71.00,30.00
2026-05-01T20:48:00Z,71.00,30.00
2026-05-01T20:49:00Z,71.00,31.00
2026-05-01T20:54:00Z,71.00,31.00
2026-05-01T20:55:00Z,71.00,31.00
2026-05-01T20:57:00Z,71.00,31.00
2026-05-01T20:58:00Z,71.00,29.00
2026-05-01T21:04:00Z,71.00,31.00
2026-05-01T21:09:00Z,71.00,31.00
2026-05-01T21:13:00Z,71.00,31.00
2026-05-01T21:14:00Z,71.00,31.00
2026-05-01T21:17:00Z,71.00,31.00
2026-05-01T21:18:00Z,71.00,32.00
2026-05-01T21:19:00Z,70.00,32.43
2026-05-01T21:20:00Z,70.00,32.00
2026-05-01T21:21:00Z,70.00,32.00
2026-05-01T21:23:00Z,70.00,32.00
2026-05-01T21:26:00Z,70.00,32.00
2026-05-01T21:28:00Z,70.00,30.12
2026-05-01T21:31:00Z,70.00,30.12
2026-05-01T21:32:00Z,70.00,30.12
2026-05-01T21:33:00Z,70.00,32.00
