# event_ticker=KXATPCHALLENGERMATCH-26MAR13NAPGEA
# final_score=6-3 6-4
# match_winner=Arthur Gea
# fav_player=Arthur Gea
# dog_player=Stefano Napolitano
# kalshi_date=2026-03-13
timestamp,Arthur Gea,Stefano Napolitano
2026-03-13T08:56:00Z,64.00,39.00
2026-03-13T08:59:00Z,64.00,39.00
2026-03-13T09:07:00Z,64.00,39.00
2026-03-13T09:14:00Z,63.00,39.00
2026-03-13T09:15:00Z,63.00,39.00
2026-03-13T09:19:00Z,63.00,39.00
2026-03-13T09:20:00Z,63.00,40.00
2026-03-13T09:22:00Z,63.83,40.00
2026-03-13T09:29:00Z,64.00,40.00
2026-03-13T09:31:00Z,64.00,40.00
2026-03-13T09:33:00Z,64.00,40.00
2026-03-13T09:49:00Z,63.00,40.00
2026-03-13T09:54:00Z,63.97,40.00
2026-03-13T09:55:00Z,63.82,40.00
2026-03-13T10:04:00Z,64.00,40.00
2026-03-13T10:06:00Z,64.00,40.00
2026-03-13T10:10:00Z,64.00,40.00
2026-03-13T10:12:00Z,64.00,40.00
2026-03-13T10:13:00Z,64.00,40.00
2026-03-13T10:14:00Z,64.00,39.00
2026-03-13T10:16:00Z,64.00,39.00
2026-03-13T10:17:00Z,62.52,39.00
2026-03-13T10:19:00Z,63.00,39.00
2026-03-13T10:20:00Z,63.00,39.00
2026-03-13T10:21:00Z,63.00,39.00
2026-03-13T10:22:00Z,64.81,37.12
2026-03-13T10:23:00Z,67.00,36.00
2026-03-13T10:24:00Z,67.00,36.01
2026-03-13T10:25:00Z,62.12,38.34
2026-03-13T10:26:00Z,60.94,43.00
2026-03-13T10:27:00Z,60.94,39.00
2026-03-13T10:28:00Z,55.00,46.33
2026-03-13T10:29:00Z,51.47,49.39
2026-03-13T10:30:00Z,46.00,54.01
2026-03-13T10:31:00Z,45.35,57.73
2026-03-13T10:32:00Z,46.25,56.89
2026-03-13T10:33:00Z,44.49,59.29
2026-03-13T10:34:00Z,40.33,61.98
2026-03-13T10:35:00Z,38.19,62.71
2026-03-13T10:36:00Z,41.74,59.21
2026-03-13T10:37:00Z,43.68,58.55
2026-03-13T10:38:00Z,43.00,58.55
2026-03-13T10:39:00Z,48.16,55.26
2026-03-13T10:40:00Z,44.34,57.14
2026-03-13T10:41:00Z,41.73,57.14
2026-03-13T10:42:00Z,45.99,55.98
2026-03-13T10:43:00Z,52.44,48.20
2026-03-13T10:44:00Z,59.51,40.79
2026-03-13T10:45:00Z,52.26,48.00
2026-03-13T10:46:00Z,58.52,44.73
2026-03-13T10:47:00Z,62.36,39.02
2026-03-13T10:48:00Z,64.71,37.00
2026-03-13T10:49:00Z,65.30,34.12
2026-03-13T10:50:00Z,67.49,28.17
2026-03-13T10:51:00Z,73.11,24.81
2026-03-13T10:52:00Z,74.53,20.00
2026-03-13T10:53:00Z,77.48,20.00
2026-03-13T10:54:00Z,77.88,23.50
2026-03-13T10:55:00Z,76.91,26.38
2026-03-13T10:56:00Z,78.21,25.39
2026-03-13T10:57:00Z,78.00,24.37
2026-03-13T10:58:00Z,79.98,23.69
2026-03-13T10:59:00Z,77.33,22.27
2026-03-13T11:00:00Z,73.35,26.18
2026-03-13T11:01:00Z,72.47,26.84
2026-03-13T11:02:00Z,71.48,31.66
2026-03-13T11:03:00Z,76.52,24.11
2026-03-13T11:04:00Z,80.06,20.58
2026-03-13T11:05:00Z,79.96,21.00
2026-03-13T11:06:00Z,81.56,23.00
2026-03-13T11:07:00Z,79.39,19.53
2026-03-13T11:08:00Z,79.52,21.41
2026-03-13T11:09:00Z,79.53,21.24
2026-03-13T11:10:00Z,81.83,21.24
2026-03-13T11:11:00Z,81.83,17.00
2026-03-13T11:12:00Z,83.00,18.00
2026-03-13T11:13:00Z,81.63,19.00
2026-03-13T11:14:00Z,80.29,19.76
2026-03-13T11:15:00Z,82.00,18.00
2026-03-13T11:16:00Z,82.00,20.00
2026-03-13T11:17:00Z,82.00,18.00
2026-03-13T11:18:00Z,79.55,20.04
2026-03-13T11:19:00Z,75.49,22.97
2026-03-13T11:20:00Z,75.65,22.97
2026-03-13T11:21:00Z,73.07,28.00
2026-03-13T11:22:00Z,78.20,22.06
2026-03-13T11:23:00Z,79.68,21.00
2026-03-13T11:24:00Z,80.00,22.00
2026-03-13T11:25:00Z,79.96,20.28
2026-03-13T11:26:00Z,79.42,21.00
2026-03-13T11:27:00Z,76.00,24.50
2026-03-13T11:28:00Z,75.86,24.50
2026-03-13T11:29:00Z,76.81,26.00
2026-03-13T11:30:00Z,75.03,26.14
2026-03-13T11:31:00Z,74.70,28.00
2026-03-13T11:32:00Z,73.38,25.23
2026-03-13T11:33:00Z,73.20,29.41
2026-03-13T11:34:00Z,78.42,25.09
2026-03-13T11:35:00Z,74.48,25.21
2026-03-13T11:36:00Z,75.00,24.00
2026-03-13T11:37:00Z,76.00,26.00
2026-03-13T11:38:00Z,79.00,24.00
2026-03-13T11:39:00Z,79.00,28.97
2026-03-13T11:40:00Z,73.00,29.00
2026-03-13T11:41:00Z,72.00,32.84
2026-03-13T11:42:00Z,72.49,28.82
2026-03-13T11:43:00Z,72.17,30.00
2026-03-13T11:44:00Z,73.63,23.34
2026-03-13T11:45:00Z,77.10,25.98
2026-03-13T11:46:00Z,72.09,29.45
2026-03-13T11:47:00Z,74.52,28.32
2026-03-13T11:48:00Z,77.18,26.18
2026-03-13T11:49:00Z,82.65,18.33
2026-03-13T11:50:00Z,92.54,12.25
2026-03-13T11:51:00Z,93.18,7.50
2026-03-13T11:52:00Z,95.07,4.88
2026-03-13T11:53:00Z,97.79,2.46
2026-03-13T11:54:00Z,97.20,3.01
2026-03-13T11:55:00Z,97.38,3.48
2026-03-13T11:56:00Z,96.79,3.22
2026-03-13T11:57:00Z,96.86,3.93
2026-03-13T11:58:00Z,96.92,4.00
2026-03-13T11:59:00Z,95.00,4.92
2026-03-13T12:00:00Z,97.30,5.09
2026-03-13T12:01:00Z,95.21,6.72
2026-03-13T12:02:00Z,97.96,2.31
2026-03-13T12:03:00Z,96.58,3.57
2026-03-13T12:04:00Z,96.59,3.85
2026-03-13T12:05:00Z,98.88,1.00
2026-03-13T12:06:00Z,99.00,1.00
2026-03-13T12:07:00Z,99.00,1.00
2026-03-13T12:08:00Z,99.00,1.00
2026-03-13T12:09:00Z,99.00,1.00
2026-03-13T12:10:00Z,99.00,1.00
2026-03-13T12:11:00Z,99.00,1.00
2026-03-13T12:12:00Z,99.00,1.00
