# event_ticker=KXATPCHALLENGERMATCH-26FEB18BASGAS
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Nishesh Basavareddy
# fav_player=Hugo Gaston
# dog_player=Nishesh Basavareddy
# kalshi_date=2026-02-18
timestamp,Hugo Gaston,Nishesh Basavareddy
2026-02-18T05:58:00Z,,63.00
2026-02-18T06:37:00Z,,62.00
2026-02-18T07:19:00Z,,62.00
2026-02-18T07:23:00Z,,62.00
2026-02-18T07:38:00Z,47.50,57.00
2026-02-18T08:10:00Z,47.50,62.00
2026-02-18T08:48:00Z,47.50,62.00
2026-02-18T09:27:00Z,47.50,62.00
2026-02-18T09:30:00Z,47.50,59.00
2026-02-18T09:31:00Z,47.50,59.00
2026-02-18T09:40:00Z,47.50,62.00
2026-02-18T09:41:00Z,47.50,62.00
2026-02-18T09:48:00Z,47.50,62.00
2026-02-18T10:06:00Z,47.50,62.00
2026-02-18T10:19:00Z,47.50,62.00
2026-02-18T10:47:00Z,41.00,62.00
2026-02-18T11:39:00Z,41.00,62.00
2026-02-18T11:46:00Z,41.00,62.00
2026-02-18T12:21:00Z,41.00,61.00
2026-02-18T13:03:00Z,42.00,61.00
2026-02-18T13:06:00Z,42.00,57.00
2026-02-18T13:28:00Z,43.00,57.00
2026-02-18T13:29:00Z,44.00,57.00
2026-02-18T13:30:00Z,44.00,58.00
2026-02-18T13:31:00Z,44.00,58.00
2026-02-18T13:45:00Z,44.00,58.00
2026-02-18T13:49:00Z,42.00,58.00
2026-02-18T14:01:00Z,44.00,58.00
2026-02-18T14:18:00Z,44.00,58.22
2026-02-18T14:20:00Z,44.00,58.22
2026-02-18T14:25:00Z,44.00,59.39
2026-02-18T14:27:00Z,44.00,60.00
2026-02-18T14:35:00Z,44.00,60.00
2026-02-18T14:37:00Z,44.00,60.00
2026-02-18T14:40:00Z,44.00,60.00
2026-02-18T14:46:00Z,44.00,60.00
2026-02-18T14:50:00Z,44.00,60.00
2026-02-18T14:56:00Z,44.00,60.00
2026-02-18T14:59:00Z,44.00,60.00
2026-02-18T15:00:00Z,44.00,60.00
2026-02-18T15:01:00Z,44.00,57.43
2026-02-18T15:04:00Z,44.00,60.00
2026-02-18T15:07:00Z,43.00,60.00
2026-02-18T15:08:00Z,42.33,60.00
2026-02-18T15:09:00Z,40.00,57.00
2026-02-18T15:10:00Z,43.00,60.00
2026-02-18T15:11:00Z,43.00,61.00
2026-02-18T15:12:00Z,43.00,61.00
2026-02-18T15:16:00Z,43.00,61.00
2026-02-18T15:17:00Z,43.00,61.00
2026-02-18T15:18:00Z,43.00,61.00
2026-02-18T15:21:00Z,42.00,61.00
2026-02-18T15:25:00Z,42.00,61.00
2026-02-18T15:26:00Z,39.00,61.00
2026-02-18T15:28:00Z,39.00,60.77
2026-02-18T15:32:00Z,39.00,60.75
2026-02-18T15:33:00Z,39.00,61.00
2026-02-18T15:34:00Z,39.00,61.00
2026-02-18T15:36:00Z,39.00,58.44
2026-02-18T15:40:00Z,39.00,58.95
2026-02-18T15:44:00Z,39.00,60.00
2026-02-18T15:45:00Z,39.00,60.00
2026-02-18T15:52:00Z,39.00,61.00
2026-02-18T15:55:00Z,39.00,61.00
2026-02-18T15:56:00Z,41.00,61.00
2026-02-18T15:58:00Z,41.00,61.00
2026-02-18T16:03:00Z,40.00,61.00
2026-02-18T16:06:00Z,41.00,61.00
2026-02-18T16:11:00Z,41.00,61.00
2026-02-18T16:18:00Z,41.00,61.00
2026-02-18T16:19:00Z,41.00,61.00
2026-02-18T16:22:00Z,41.00,61.00
2026-02-18T16:24:00Z,40.00,61.00
2026-02-18T16:25:00Z,40.00,61.00
2026-02-18T16:27:00Z,40.00,61.00
2026-02-18T16:30:00Z,40.00,61.00
2026-02-18T16:33:00Z,40.00,61.00
2026-02-18T16:34:00Z,40.00,61.00
2026-02-18T16:40:00Z,40.00,61.00
2026-02-18T16:41:00Z,40.00,61.00
2026-02-18T16:42:00Z,39.00,61.00
2026-02-18T16:43:00Z,39.00,61.00
2026-02-18T16:44:00Z,39.00,61.00
2026-02-18T16:45:00Z,39.00,61.00
2026-02-18T16:46:00Z,39.00,60.00
2026-02-18T16:50:00Z,38.00,61.95
2026-02-18T16:51:00Z,38.00,62.00
2026-02-18T16:56:00Z,38.00,60.00
2026-02-18T16:58:00Z,38.00,62.00
2026-02-18T17:02:00Z,38.00,62.00
2026-02-18T17:06:00Z,38.00,60.00
2026-02-18T17:08:00Z,40.00,60.00
2026-02-18T17:09:00Z,41.27,60.00
2026-02-18T17:13:00Z,43.00,60.00
2026-02-18T17:14:00Z,43.00,60.00
2026-02-18T17:15:00Z,43.00,60.00
2026-02-18T17:16:00Z,40.00,61.00
2026-02-18T17:18:00Z,42.00,61.00
2026-02-18T17:22:00Z,42.00,60.00
2026-02-18T17:25:00Z,42.00,61.00
2026-02-18T17:30:00Z,42.00,61.00
2026-02-18T17:31:00Z,42.00,61.00
2026-02-18T17:32:00Z,41.43,62.42
2026-02-18T17:33:00Z,43.21,61.00
2026-02-18T17:34:00Z,43.00,61.00
2026-02-18T17:35:00Z,42.00,61.24
2026-02-18T17:36:00Z,42.00,61.38
2026-02-18T17:38:00Z,41.00,62.28
2026-02-18T17:40:00Z,41.00,62.00
2026-02-18T17:41:00Z,40.94,62.59
2026-02-18T17:42:00Z,41.00,62.81
2026-02-18T17:43:00Z,41.00,62.85
2026-02-18T17:44:00Z,40.97,63.27
2026-02-18T17:45:00Z,39.47,63.83
2026-02-18T17:46:00Z,44.00,60.22
2026-02-18T17:47:00Z,58.93,55.57
2026-02-18T17:48:00Z,42.40,56.90
2026-02-18T17:49:00Z,45.60,55.12
2026-02-18T17:50:00Z,43.18,59.19
2026-02-18T17:51:00Z,44.95,57.57
2026-02-18T17:52:00Z,44.97,57.60
2026-02-18T17:53:00Z,44.78,56.02
2026-02-18T17:54:00Z,46.68,54.68
2026-02-18T17:55:00Z,49.04,53.00
2026-02-18T17:56:00Z,47.26,55.33
2026-02-18T17:57:00Z,41.78,58.14
2026-02-18T17:58:00Z,40.91,61.02
2026-02-18T17:59:00Z,43.21,58.86
2026-02-18T18:00:00Z,42.81,59.84
2026-02-18T18:01:00Z,48.92,53.36
2026-02-18T18:02:00Z,49.00,52.05
2026-02-18T18:03:00Z,49.32,52.27
2026-02-18T18:04:00Z,48.87,51.25
2026-02-18T18:05:00Z,53.99,48.98
2026-02-18T18:06:00Z,49.83,49.72
2026-02-18T18:07:00Z,45.99,55.48
2026-02-18T18:08:00Z,43.74,62.56
2026-02-18T18:09:00Z,45.72,57.36
2026-02-18T18:10:00Z,45.80,54.33
2026-02-18T18:11:00Z,47.61,56.70
2026-02-18T18:12:00Z,32.77,66.76
2026-02-18T18:13:00Z,29.64,70.76
2026-02-18T18:14:00Z,31.60,68.29
2026-02-18T18:15:00Z,28.24,72.56
2026-02-18T18:16:00Z,29.93,72.93
2026-02-18T18:17:00Z,29.93,71.29
2026-02-18T18:18:00Z,28.55,73.04
2026-02-18T18:19:00Z,29.11,72.94
2026-02-18T18:20:00Z,29.19,72.47
2026-02-18T18:21:00Z,29.53,71.97
2026-02-18T18:22:00Z,30.34,72.17
2026-02-18T18:23:00Z,21.83,77.64
2026-02-18T18:24:00Z,22.90,78.19
2026-02-18T18:25:00Z,22.31,77.75
2026-02-18T18:26:00Z,23.06,78.88
2026-02-18T18:27:00Z,26.70,75.81
2026-02-18T18:28:00Z,28.07,72.33
2026-02-18T18:29:00Z,31.87,69.80
2026-02-18T18:30:00Z,35.99,66.90
2026-02-18T18:31:00Z,40.22,62.46
2026-02-18T18:32:00Z,37.40,66.08
2026-02-18T18:33:00Z,29.66,74.45
2026-02-18T18:34:00Z,23.51,77.15
2026-02-18T18:35:00Z,26.18,74.45
2026-02-18T18:36:00Z,22.87,78.51
2026-02-18T18:37:00Z,9.70,88.81
2026-02-18T18:38:00Z,10.56,91.39
2026-02-18T18:39:00Z,9.57,93.34
2026-02-18T18:40:00Z,8.62,91.29
2026-02-18T18:41:00Z,7.61,92.37
2026-02-18T18:42:00Z,7.12,93.79
2026-02-18T18:43:00Z,7.31,93.69
2026-02-18T18:44:00Z,3.67,96.27
2026-02-18T18:45:00Z,1.57,98.23
2026-02-18T18:46:00Z,2.04,98.11
2026-02-18T18:47:00Z,2.67,98.05
2026-02-18T18:48:00Z,1.92,98.68
2026-02-18T18:49:00Z,1.82,99.00
2026-02-18T18:50:00Z,1.00,99.00
2026-02-18T18:51:00Z,1.00,99.00
