# event_ticker=KXATPMATCH-25OCT15BORSHA
# final_score=6-2 5-7 6-1
# match_winner=Denis Shapovalov
# fav_player=Denis Shapovalov
# dog_player=Leo Borg
# kalshi_date=2025-10-15
timestamp,Denis Shapovalov,Leo Borg
2025-10-15T07:33:00Z,46.33,46.33
2025-10-15T07:34:00Z,82.37,25.38
2025-10-15T07:35:00Z,91.00,25.00
2025-10-15T07:57:00Z,91.00,25.00
2025-10-15T08:14:00Z,91.00,10.25
2025-10-15T08:16:00Z,91.00,7.00
2025-10-15T08:26:00Z,91.00,9.00
2025-10-15T08:32:00Z,91.00,9.00
2025-10-15T08:34:00Z,91.00,9.00
2025-10-15T08:38:00Z,91.00,9.00
2025-10-15T08:40:00Z,91.00,9.31
2025-10-15T08:44:00Z,91.00,9.00
2025-10-15T08:49:00Z,91.00,9.00
2025-10-15T09:10:00Z,91.00,9.00
2025-10-15T09:11:00Z,91.00,9.00
2025-10-15T09:14:00Z,91.00,9.00
2025-10-15T09:31:00Z,91.00,9.00
2025-10-15T09:53:00Z,91.00,9.00
2025-10-15T10:00:00Z,91.00,9.00
2025-10-15T10:12:00Z,91.00,9.00
2025-10-15T10:14:00Z,91.00,9.00
2025-10-15T10:15:00Z,91.00,9.00
2025-10-15T10:26:00Z,91.00,9.00
2025-10-15T10:27:00Z,91.00,9.00
2025-10-15T10:28:00Z,91.00,9.00
2025-10-15T10:30:00Z,91.00,9.00
2025-10-15T10:33:00Z,91.00,9.00
2025-10-15T10:47:00Z,91.00,9.00
2025-10-15T10:48:00Z,91.00,9.00
2025-10-15T10:52:00Z,91.00,9.00
2025-10-15T10:59:00Z,91.00,9.97
2025-10-15T11:00:00Z,91.00,10.00
2025-10-15T11:01:00Z,91.00,10.00
2025-10-15T11:03:00Z,91.00,10.00
2025-10-15T11:12:00Z,91.00,10.00
2025-10-15T11:15:00Z,91.00,10.00
2025-10-15T11:18:00Z,91.00,10.00
2025-10-15T11:19:00Z,91.00,10.00
2025-10-15T11:23:00Z,91.00,10.00
2025-10-15T11:27:00Z,91.00,10.00
2025-10-15T11:28:00Z,91.00,10.00
2025-10-15T11:44:00Z,91.00,10.00
2025-10-15T11:47:00Z,91.00,10.00
2025-10-15T11:48:00Z,91.00,10.00
2025-10-15T12:00:00Z,91.00,10.00
2025-10-15T12:04:00Z,91.00,10.00
2025-10-15T12:11:00Z,91.00,10.00
2025-10-15T12:15:00Z,91.00,10.00
2025-10-15T12:19:00Z,91.00,10.00
2025-10-15T12:29:00Z,91.00,10.50
2025-10-15T12:30:00Z,91.00,10.00
2025-10-15T12:31:00Z,90.00,10.00
2025-10-15T12:33:00Z,90.00,10.00
2025-10-15T12:39:00Z,90.00,10.00
2025-10-15T12:41:00Z,90.00,10.00
2025-10-15T12:42:00Z,90.00,10.00
2025-10-15T12:44:00Z,90.00,10.00
2025-10-15T12:51:00Z,90.00,10.00
2025-10-15T13:07:00Z,90.00,10.00
2025-10-15T13:12:00Z,91.00,9.98
2025-10-15T13:13:00Z,91.00,9.00
2025-10-15T13:21:00Z,91.00,10.00
2025-10-15T13:22:00Z,91.00,10.00
2025-10-15T13:23:00Z,91.00,10.00
2025-10-15T13:24:00Z,91.00,10.00
2025-10-15T13:27:00Z,91.00,10.00
2025-10-15T13:28:00Z,91.00,10.00
2025-10-15T13:36:00Z,91.00,10.00
2025-10-15T13:37:00Z,91.00,10.00
2025-10-15T13:38:00Z,91.00,10.00
2025-10-15T13:40:00Z,91.00,10.00
2025-10-15T13:42:00Z,91.00,10.00
2025-10-15T13:44:00Z,91.00,10.00
2025-10-15T13:45:00Z,91.00,10.00
2025-10-15T13:47:00Z,91.00,10.00
2025-10-15T13:49:00Z,91.00,10.00
2025-10-15T13:50:00Z,91.00,10.00
2025-10-15T13:51:00Z,91.00,10.00
2025-10-15T13:52:00Z,91.00,10.00
