# event_ticker=KXATPMATCH-26APR22UGOMON
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Camilo Ugo Carabelli
# fav_player=Gael Monfils
# dog_player=Camilo Ugo Carabelli
# kalshi_date=2026-04-22
timestamp,Camilo Ugo Carabelli,Gael Monfils
2026-04-23T03:42:00Z,,40.00
2026-04-23T04:03:00Z,61.00,40.00
2026-04-23T04:06:00Z,61.00,40.00
2026-04-23T04:10:00Z,61.00,40.00
2026-04-23T04:13:00Z,61.15,40.00
2026-04-23T04:25:00Z,61.98,40.00
2026-04-23T04:26:00Z,62.00,40.00
2026-04-23T04:28:00Z,62.00,40.00
2026-04-23T04:30:00Z,62.00,40.00
2026-04-23T04:42:00Z,62.00,40.00
2026-04-23T04:45:00Z,62.00,40.00
2026-04-23T04:46:00Z,62.00,40.00
2026-04-23T04:48:00Z,62.00,40.00
2026-04-23T04:52:00Z,62.00,40.00
2026-04-23T04:54:00Z,62.00,41.00
2026-04-23T04:59:00Z,62.00,41.00
2026-04-23T05:02:00Z,62.00,41.00
2026-04-23T05:03:00Z,62.00,41.00
2026-04-23T05:09:00Z,62.00,41.00
2026-04-23T05:11:00Z,62.00,41.00
2026-04-23T05:12:00Z,62.00,41.00
2026-04-23T05:21:00Z,62.00,41.00
2026-04-23T05:29:00Z,62.00,41.00
2026-04-23T05:32:00Z,62.00,41.00
2026-04-23T05:40:00Z,62.00,41.00
2026-04-23T05:42:00Z,62.00,41.00
2026-04-23T05:43:00Z,62.00,41.00
2026-04-23T05:44:00Z,62.00,41.00
2026-04-23T05:48:00Z,60.00,41.00
2026-04-23T05:53:00Z,60.05,41.00
2026-04-23T05:55:00Z,60.05,41.00
2026-04-23T05:56:00Z,62.00,41.00
2026-04-23T06:00:00Z,62.00,41.00
2026-04-23T06:03:00Z,62.00,40.00
2026-04-23T06:06:00Z,62.00,40.00
2026-04-23T06:07:00Z,62.00,40.00
2026-04-23T06:08:00Z,62.00,40.00
2026-04-23T06:09:00Z,62.00,40.00
2026-04-23T06:11:00Z,62.00,40.00
2026-04-23T06:17:00Z,62.00,40.00
2026-04-23T06:22:00Z,62.00,40.00
2026-04-23T06:30:00Z,62.00,40.00
2026-04-23T06:31:00Z,62.00,40.00
2026-04-23T06:35:00Z,62.00,40.00
2026-04-23T06:48:00Z,62.00,40.00
2026-04-23T06:49:00Z,62.00,40.00
2026-04-23T06:52:00Z,62.00,40.00
2026-04-23T06:56:00Z,62.00,40.00
2026-04-23T06:59:00Z,62.00,40.00
2026-04-23T09:02:00Z,61.00,40.00
2026-04-23T09:04:00Z,63.00,40.00
2026-04-23T09:05:00Z,63.00,40.00
2026-04-23T09:13:00Z,63.00,40.00
2026-04-23T09:22:00Z,63.00,40.00
2026-04-23T09:24:00Z,63.35,40.00
2026-04-23T09:39:00Z,63.00,40.00
2026-04-23T09:44:00Z,63.00,40.00
2026-04-23T09:50:00Z,63.00,40.00
2026-04-23T10:02:00Z,63.35,40.00
2026-04-23T10:16:00Z,63.35,40.00
2026-04-23T10:19:00Z,63.00,40.00
2026-04-23T10:22:00Z,63.00,40.00
2026-04-23T10:26:00Z,63.00,40.00
2026-04-23T10:42:00Z,63.00,40.00
2026-04-23T10:44:00Z,63.00,40.00
2026-04-23T10:45:00Z,63.27,40.00
2026-04-23T10:50:00Z,63.00,40.00
2026-04-23T10:58:00Z,63.00,40.00
2026-04-23T11:06:00Z,63.00,40.00
2026-04-23T11:12:00Z,63.00,40.00
2026-04-23T11:13:00Z,63.00,40.00
2026-04-23T11:14:00Z,63.00,40.00
2026-04-23T11:26:00Z,63.00,40.00
2026-04-23T11:27:00Z,63.00,40.00
2026-04-23T11:35:00Z,63.00,40.00
2026-04-23T11:38:00Z,63.00,40.00
2026-04-23T11:47:00Z,63.00,40.00
2026-04-23T11:49:00Z,63.00,40.00
2026-04-23T11:50:00Z,63.00,40.00
2026-04-23T11:52:00Z,63.00,40.00
2026-04-23T11:53:00Z,63.00,40.00
2026-04-23T11:55:00Z,63.00,40.00
2026-04-23T11:59:00Z,63.00,40.00
2026-04-23T12:01:00Z,63.00,40.00
2026-04-23T12:02:00Z,63.00,40.00
2026-04-23T12:04:00Z,63.00,40.00
2026-04-23T12:12:00Z,63.00,40.00
2026-04-23T12:13:00Z,64.00,40.00
2026-04-23T12:15:00Z,64.00,40.00
2026-04-23T12:16:00Z,64.00,39.00
2026-04-23T12:18:00Z,64.00,38.00
2026-04-23T12:22:00Z,64.00,38.00
2026-04-23T12:24:00Z,64.00,38.00
2026-04-23T12:26:00Z,64.00,38.00
2026-04-23T12:32:00Z,64.00,38.00
2026-04-23T12:35:00Z,64.00,38.00
2026-04-23T12:38:00Z,64.00,38.00
2026-04-23T12:40:00Z,64.00,38.00
2026-04-23T12:41:00Z,64.62,38.00
2026-04-23T12:47:00Z,64.08,38.00
2026-04-23T12:49:00Z,65.00,38.00
2026-04-23T12:50:00Z,65.00,38.00
2026-04-23T12:52:00Z,65.00,38.00
2026-04-23T12:54:00Z,65.00,38.00
2026-04-23T12:59:00Z,65.00,38.00
2026-04-23T13:06:00Z,65.00,38.00
2026-04-23T13:09:00Z,65.00,38.00
2026-04-23T13:12:00Z,65.00,38.00
2026-04-23T13:14:00Z,65.00,38.00
2026-04-23T13:20:00Z,65.00,38.00
2026-04-23T13:22:00Z,65.00,38.00
2026-04-23T13:23:00Z,65.00,38.00
2026-04-23T13:25:00Z,65.00,38.00
2026-04-23T13:29:00Z,64.00,38.00
2026-04-23T13:30:00Z,64.00,38.00
2026-04-23T13:32:00Z,64.00,38.00
2026-04-23T13:34:00Z,65.00,38.00
2026-04-23T13:36:00Z,65.00,38.00
2026-04-23T13:37:00Z,65.00,37.00
2026-04-23T13:38:00Z,65.00,37.00
2026-04-23T13:40:00Z,65.00,37.00
2026-04-23T13:41:00Z,65.00,37.00
2026-04-23T13:42:00Z,65.00,37.92
2026-04-23T13:45:00Z,64.00,37.92
2026-04-23T13:46:00Z,64.00,37.00
2026-04-23T13:51:00Z,64.00,37.00
2026-04-23T13:52:00Z,64.00,37.00
2026-04-23T13:53:00Z,64.00,37.00
2026-04-23T13:55:00Z,64.00,37.00
