# event_ticker=KXATPMATCH-26MAR04TSEBAE
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Sebastian Baez
# fav_player=Chun Hsin Tseng
# dog_player=Sebastian Baez
# kalshi_date=2026-03-04
timestamp,Chun Hsin Tseng,Sebastian Baez
2026-03-05T19:53:00Z,28.00,73.00
2026-03-05T19:56:00Z,28.00,73.00
2026-03-05T19:57:00Z,28.00,73.00
2026-03-05T20:02:00Z,28.00,73.00
2026-03-05T20:08:00Z,28.00,73.00
2026-03-05T20:10:00Z,28.00,73.00
2026-03-05T20:12:00Z,28.00,73.00
2026-03-05T20:14:00Z,28.00,73.00
2026-03-05T20:15:00Z,28.00,73.00
2026-03-05T20:19:00Z,28.00,73.00
2026-03-05T20:22:00Z,28.00,73.00
2026-03-05T20:23:00Z,28.00,73.00
2026-03-05T20:24:00Z,28.00,73.00
2026-03-05T20:27:00Z,28.00,73.00
2026-03-05T20:29:00Z,28.00,73.00
2026-03-05T20:32:00Z,28.00,73.00
2026-03-05T20:33:00Z,28.00,73.00
2026-03-05T20:36:00Z,28.00,73.00
2026-03-05T20:40:00Z,28.00,73.00
2026-03-05T20:42:00Z,28.00,73.00
2026-03-05T20:45:00Z,28.00,73.00
2026-03-05T20:46:00Z,28.00,73.00
2026-03-05T20:51:00Z,28.00,73.00
2026-03-05T20:52:00Z,28.00,73.00
2026-03-05T20:54:00Z,28.00,73.00
2026-03-05T20:56:00Z,28.00,73.00
2026-03-05T20:57:00Z,28.00,73.00
2026-03-05T21:00:00Z,28.00,73.00
2026-03-05T21:01:00Z,28.00,72.00
2026-03-05T21:03:00Z,28.00,72.00
2026-03-05T21:04:00Z,28.00,73.54
2026-03-05T21:05:00Z,27.68,73.00
2026-03-05T21:07:00Z,27.68,73.00
2026-03-05T21:08:00Z,28.00,73.00
2026-03-05T21:09:00Z,28.00,73.00
2026-03-05T21:12:00Z,28.00,73.00
2026-03-05T21:14:00Z,28.00,73.00
2026-03-05T21:15:00Z,28.00,73.00
2026-03-05T21:16:00Z,28.00,73.00
2026-03-05T21:17:00Z,28.00,73.00
2026-03-05T21:18:00Z,28.00,73.00
2026-03-05T21:19:00Z,28.00,73.00
2026-03-05T21:20:00Z,28.00,73.00
2026-03-05T21:21:00Z,28.00,73.00
2026-03-05T21:22:00Z,28.00,73.00
2026-03-05T21:24:00Z,28.00,73.00
2026-03-05T21:25:00Z,28.00,73.00
2026-03-05T21:26:00Z,28.00,73.65
2026-03-05T21:28:00Z,28.00,73.65
2026-03-05T21:29:00Z,27.00,73.00
2026-03-05T21:30:00Z,27.00,73.00
2026-03-05T21:31:00Z,28.00,73.00
2026-03-05T21:32:00Z,28.00,73.00
2026-03-05T21:33:00Z,28.00,73.00
2026-03-05T21:34:00Z,28.00,73.00
2026-03-05T21:35:00Z,28.00,73.00
2026-03-05T21:36:00Z,27.95,71.41
2026-03-05T21:37:00Z,30.01,69.70
2026-03-05T21:38:00Z,33.34,67.33
2026-03-05T21:39:00Z,33.92,69.32
2026-03-05T21:40:00Z,34.50,65.55
2026-03-05T21:41:00Z,40.46,61.34
2026-03-05T21:42:00Z,40.45,64.72
2026-03-05T21:43:00Z,38.90,59.09
2026-03-05T21:44:00Z,36.63,64.36
2026-03-05T21:45:00Z,30.40,71.44
2026-03-05T21:46:00Z,27.87,74.10
2026-03-05T21:47:00Z,19.53,76.09
2026-03-05T21:48:00Z,19.35,81.00
2026-03-05T21:49:00Z,19.28,80.22
2026-03-05T21:50:00Z,20.66,79.88
2026-03-05T21:51:00Z,21.00,80.37
2026-03-05T21:52:00Z,18.05,82.51
2026-03-05T21:53:00Z,18.08,82.24
2026-03-05T21:54:00Z,16.90,84.96
2026-03-05T21:55:00Z,17.03,84.25
2026-03-05T21:56:00Z,19.00,83.36
2026-03-05T21:57:00Z,19.10,83.90
2026-03-05T21:58:00Z,22.00,79.00
2026-03-05T21:59:00Z,21.58,78.65
2026-03-05T22:00:00Z,20.88,80.54
2026-03-05T22:01:00Z,21.64,78.44
2026-03-05T22:02:00Z,20.08,79.38
2026-03-05T22:03:00Z,17.62,81.57
2026-03-05T22:04:00Z,20.64,79.42
2026-03-05T22:05:00Z,19.00,81.51
2026-03-05T22:06:00Z,20.06,81.40
2026-03-05T22:07:00Z,21.88,79.55
2026-03-05T22:08:00Z,22.00,79.89
2026-03-05T22:09:00Z,21.21,80.31
2026-03-05T22:10:00Z,18.95,82.19
2026-03-05T22:11:00Z,17.33,83.00
2026-03-05T22:12:00Z,14.64,85.84
2026-03-05T22:13:00Z,12.66,86.69
2026-03-05T22:14:00Z,11.76,88.59
2026-03-05T22:15:00Z,11.00,89.65
2026-03-05T22:16:00Z,11.00,89.31
2026-03-05T22:17:00Z,11.15,87.20
2026-03-05T22:18:00Z,10.00,90.98
2026-03-05T22:19:00Z,10.20,90.98
2026-03-05T22:20:00Z,8.78,91.17
2026-03-05T22:21:00Z,9.00,92.00
2026-03-05T22:22:00Z,5.63,95.68
2026-03-05T22:23:00Z,6.42,94.39
2026-03-05T22:24:00Z,7.24,93.13
2026-03-05T22:25:00Z,12.40,90.48
2026-03-05T22:26:00Z,13.07,87.94
2026-03-05T22:27:00Z,15.52,83.31
2026-03-05T22:28:00Z,14.28,85.50
2026-03-05T22:29:00Z,15.37,84.16
2026-03-05T22:30:00Z,11.39,89.59
2026-03-05T22:31:00Z,10.41,89.02
2026-03-05T22:32:00Z,11.94,89.15
2026-03-05T22:33:00Z,10.65,91.69
2026-03-05T22:34:00Z,5.12,93.37
2026-03-05T22:35:00Z,4.00,96.66
2026-03-05T22:36:00Z,2.11,97.18
2026-03-05T22:37:00Z,2.62,98.00
2026-03-05T22:38:00Z,2.07,97.97
2026-03-05T22:39:00Z,2.18,97.01
2026-03-05T22:40:00Z,2.02,98.00
2026-03-05T22:41:00Z,2.43,97.98
2026-03-05T22:42:00Z,2.06,98.00
2026-03-05T22:43:00Z,2.00,97.81
2026-03-05T22:44:00Z,1.99,98.34
2026-03-05T22:45:00Z,1.65,98.26
2026-03-05T22:46:00Z,1.02,98.99
2026-03-05T22:47:00Z,1.09,99.00
2026-03-05T22:48:00Z,1.16,99.00
2026-03-05T22:49:00Z,2.03,98.28
2026-03-05T22:50:00Z,2.21,98.00
2026-03-05T22:51:00Z,1.81,98.00
2026-03-05T22:52:00Z,1.00,99.00
2026-03-05T22:53:00Z,1.00,99.00
2026-03-05T22:55:00Z,1.00,99.00
2026-03-05T22:57:00Z,1.00,99.00
2026-03-05T22:58:00Z,1.00,99.00
2026-03-05T22:59:00Z,1.00,99.00
2026-03-05T23:02:00Z,1.00,99.00
