# event_ticker=KXATPMATCH-26MAR04TSEBAE
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Sebastian Baez
# fav_player=Chun Hsin Tseng
# dog_player=Sebastian Baez
# kalshi_date=2026-03-04
timestamp,Chun Hsin Tseng,Sebastian Baez
2026-03-05T10:14:00Z,28.00,
2026-03-05T10:32:00Z,28.00,75.00
2026-03-05T11:02:00Z,27.00,75.00
2026-03-05T11:15:00Z,27.00,75.00
2026-03-05T11:26:00Z,27.00,75.00
2026-03-05T11:47:00Z,27.00,74.00
2026-03-05T11:53:00Z,27.00,74.00
2026-03-05T11:56:00Z,27.00,74.00
2026-03-05T11:57:00Z,27.00,74.00
2026-03-05T12:04:00Z,27.00,74.00
2026-03-05T12:51:00Z,27.00,74.00
2026-03-05T12:53:00Z,27.00,74.00
2026-03-05T13:03:00Z,27.00,74.00
2026-03-05T13:10:00Z,27.00,74.00
2026-03-05T13:20:00Z,27.00,74.00
2026-03-05T13:26:00Z,27.00,74.00
2026-03-05T13:31:00Z,27.00,74.00
2026-03-05T13:45:00Z,27.00,74.00
2026-03-05T13:50:00Z,27.00,74.00
2026-03-05T13:58:00Z,27.00,74.00
2026-03-05T14:02:00Z,27.00,73.00
2026-03-05T14:10:00Z,27.00,74.00
2026-03-05T14:18:00Z,27.00,74.00
2026-03-05T14:23:00Z,27.00,74.00
2026-03-05T14:41:00Z,27.00,74.00
2026-03-05T14:44:00Z,27.00,74.00
2026-03-05T14:45:00Z,28.00,74.00
2026-03-05T14:46:00Z,28.00,74.00
2026-03-05T14:49:00Z,28.00,74.00
2026-03-05T14:56:00Z,28.00,74.00
2026-03-05T14:59:00Z,28.00,74.00
2026-03-05T15:13:00Z,28.00,74.00
2026-03-05T15:16:00Z,28.00,74.00
2026-03-05T15:18:00Z,28.00,74.00
2026-03-05T15:19:00Z,28.00,74.00
2026-03-05T15:37:00Z,28.00,74.00
2026-03-05T15:42:00Z,28.00,74.00
2026-03-05T15:50:00Z,28.00,74.00
2026-03-05T15:56:00Z,28.00,74.00
2026-03-05T15:58:00Z,28.00,74.00
2026-03-05T16:01:00Z,28.00,74.00
2026-03-05T16:13:00Z,28.00,74.00
2026-03-05T16:15:00Z,28.00,73.00
2026-03-05T16:21:00Z,28.00,74.00
2026-03-05T16:22:00Z,28.00,74.00
2026-03-05T16:38:00Z,28.00,74.00
2026-03-05T16:40:00Z,28.00,74.00
2026-03-05T17:02:00Z,28.00,74.00
2026-03-05T17:14:00Z,28.00,74.00
2026-03-05T17:18:00Z,28.00,74.00
2026-03-05T17:20:00Z,28.00,74.00
2026-03-05T17:24:00Z,28.00,74.00
2026-03-05T17:27:00Z,28.00,74.00
2026-03-05T17:28:00Z,28.00,74.00
2026-03-05T17:30:00Z,28.00,74.00
2026-03-05T17:32:00Z,28.00,74.00
2026-03-05T17:37:00Z,28.00,74.00
2026-03-05T17:41:00Z,27.00,74.00
2026-03-05T17:44:00Z,27.00,73.60
2026-03-05T17:47:00Z,27.00,73.00
2026-03-05T17:51:00Z,27.00,74.00
2026-03-05T17:54:00Z,28.00,74.00
2026-03-05T17:58:00Z,28.00,74.00
2026-03-05T18:00:00Z,28.00,74.00
2026-03-05T18:09:00Z,28.00,74.00
2026-03-05T18:14:00Z,28.00,74.00
2026-03-05T18:19:00Z,28.00,74.00
2026-03-05T18:21:00Z,28.00,73.00
2026-03-05T18:28:00Z,28.00,73.00
2026-03-05T18:32:00Z,28.00,73.00
2026-03-05T18:34:00Z,28.00,73.00
2026-03-05T18:36:00Z,29.00,73.00
2026-03-05T18:39:00Z,29.00,73.00
2026-03-05T18:41:00Z,29.00,73.00
2026-03-05T18:45:00Z,29.00,73.00
2026-03-05T18:46:00Z,29.00,73.00
2026-03-05T18:48:00Z,29.00,73.00
2026-03-05T18:50:00Z,27.00,73.00
2026-03-05T18:51:00Z,27.00,73.00
2026-03-05T18:54:00Z,28.00,73.00
2026-03-05T18:55:00Z,28.00,73.00
2026-03-05T18:57:00Z,28.00,73.00
2026-03-05T18:58:00Z,28.00,73.00
2026-03-05T18:59:00Z,28.00,73.00
2026-03-05T19:01:00Z,28.00,72.02
2026-03-05T19:02:00Z,28.00,73.00
2026-03-05T19:09:00Z,28.00,73.00
2026-03-05T19:13:00Z,28.00,72.00
2026-03-05T19:14:00Z,29.00,72.00
2026-03-05T19:19:00Z,28.00,72.39
2026-03-05T19:20:00Z,28.00,72.33
2026-03-05T19:32:00Z,28.00,73.00
2026-03-05T19:34:00Z,28.00,73.00
2026-03-05T19:40:00Z,28.00,72.00
2026-03-05T19:42:00Z,28.00,73.00
2026-03-05T19:43:00Z,28.00,73.00
2026-03-05T19:44:00Z,28.00,73.00
