# event_ticker=KXATPMATCH-26MAY18POPTAB
# final_score=7-6(2) 6-7(5) 6-4
# score_resolution=7-6 6-7 6-4
# match_winner=Alexei Popyrin
# fav_player=Alexei Popyrin
# dog_player=Clement Tabur
# kalshi_date=2026-05-18
timestamp,Alexei Popyrin,Clement Tabur
2026-05-18T20:59:00Z,69.00,
2026-05-18T21:07:00Z,69.00,31.00
2026-05-18T21:09:00Z,69.00,31.00
2026-05-18T21:11:00Z,70.00,31.00
2026-05-18T21:24:00Z,70.00,31.00
2026-05-18T21:30:00Z,70.00,31.00
2026-05-18T21:38:00Z,70.00,30.00
2026-05-18T21:41:00Z,70.00,30.00
2026-05-18T21:42:00Z,70.00,30.00
2026-05-18T23:17:00Z,71.00,30.00
2026-05-18T23:22:00Z,71.00,30.00
2026-05-18T23:45:00Z,71.00,30.00
2026-05-18T23:47:00Z,71.00,30.00
2026-05-19T00:01:00Z,71.00,29.00
2026-05-19T00:16:00Z,71.00,29.00
2026-05-19T00:25:00Z,71.99,29.00
2026-05-19T01:04:00Z,71.99,28.00
2026-05-19T01:44:00Z,72.00,28.00
2026-05-19T01:49:00Z,72.00,28.00
2026-05-19T01:56:00Z,73.00,28.00
2026-05-19T02:02:00Z,73.00,28.00
2026-05-19T02:06:00Z,73.00,28.00
2026-05-19T02:09:00Z,73.00,28.00
2026-05-19T02:32:00Z,73.00,29.00
2026-05-19T02:36:00Z,72.00,29.00
2026-05-19T02:39:00Z,72.00,29.00
2026-05-19T02:47:00Z,72.24,29.00
2026-05-19T02:48:00Z,73.00,29.00
2026-05-19T03:06:00Z,73.00,29.00
2026-05-19T03:07:00Z,73.00,28.00
2026-05-19T03:25:00Z,73.00,28.00
2026-05-19T03:30:00Z,73.00,28.00
2026-05-19T03:33:00Z,73.00,28.00
2026-05-19T03:34:00Z,73.00,27.00
2026-05-19T03:40:00Z,73.00,27.00
2026-05-19T03:42:00Z,73.00,27.00
2026-05-19T03:45:00Z,73.00,27.00
2026-05-19T03:50:00Z,73.00,28.00
2026-05-19T03:51:00Z,73.00,28.00
2026-05-19T03:53:00Z,73.00,28.00
2026-05-19T03:54:00Z,73.00,28.00
2026-05-19T03:57:00Z,73.00,28.00
2026-05-19T03:59:00Z,73.00,28.00
2026-05-19T04:01:00Z,73.00,28.00
2026-05-19T04:04:00Z,72.00,28.00
2026-05-19T04:05:00Z,72.00,28.00
2026-05-19T04:08:00Z,72.00,28.00
2026-05-19T04:11:00Z,72.00,28.00
2026-05-19T04:14:00Z,72.00,29.00
2026-05-19T04:15:00Z,72.00,29.00
2026-05-19T04:20:00Z,72.00,29.00
2026-05-19T04:21:00Z,72.00,29.00
2026-05-19T04:24:00Z,72.00,29.00
2026-05-19T04:25:00Z,72.00,29.00
2026-05-19T04:28:00Z,72.00,29.00
2026-05-19T04:33:00Z,72.00,29.00
2026-05-19T04:35:00Z,72.00,29.00
2026-05-19T04:36:00Z,72.00,29.00
2026-05-19T04:37:00Z,72.00,29.00
2026-05-19T04:39:00Z,72.00,29.00
2026-05-19T04:40:00Z,72.00,29.00
2026-05-19T04:41:00Z,72.00,29.00
2026-05-19T04:42:00Z,72.00,29.00
2026-05-19T04:44:00Z,72.00,29.00
2026-05-19T04:45:00Z,72.00,29.00
2026-05-19T04:46:00Z,72.00,29.00
2026-05-19T04:47:00Z,71.00,29.00
2026-05-19T04:49:00Z,71.00,29.00
2026-05-19T04:51:00Z,72.00,29.00
2026-05-19T04:55:00Z,72.00,29.00
2026-05-19T04:57:00Z,72.00,29.00
2026-05-19T04:59:00Z,72.00,29.00
2026-05-19T05:01:00Z,72.00,28.00
2026-05-19T05:07:00Z,72.00,28.00
2026-05-19T05:08:00Z,72.00,28.00
2026-05-19T05:13:00Z,72.00,29.00
2026-05-19T05:15:00Z,72.00,28.00
2026-05-19T05:18:00Z,72.00,28.00
2026-05-19T05:30:00Z,72.53,28.00
2026-05-19T05:32:00Z,73.00,28.00
2026-05-19T05:33:00Z,73.00,28.00
2026-05-19T05:34:00Z,73.00,29.00
2026-05-19T05:37:00Z,73.00,29.00
2026-05-19T05:43:00Z,73.00,29.00
2026-05-19T05:44:00Z,73.00,29.00
2026-05-19T05:45:00Z,73.00,29.00
2026-05-19T05:48:00Z,73.00,29.00
2026-05-19T05:59:00Z,73.00,29.00
2026-05-19T06:01:00Z,73.00,29.00
2026-05-19T06:03:00Z,73.00,29.00
2026-05-19T06:08:00Z,72.00,29.00
2026-05-19T06:12:00Z,72.00,29.00
2026-05-19T06:19:00Z,72.00,29.00
2026-05-19T06:25:00Z,72.00,29.00
2026-05-19T06:29:00Z,72.00,29.00
2026-05-19T06:30:00Z,72.00,29.00
2026-05-19T06:33:00Z,72.00,29.00
2026-05-19T06:34:00Z,72.00,29.00
2026-05-19T06:35:00Z,72.00,29.00
2026-05-19T06:36:00Z,72.00,29.00
2026-05-19T06:39:00Z,73.00,29.00
2026-05-19T06:42:00Z,73.00,29.00
2026-05-19T06:51:00Z,73.00,29.00
2026-05-19T06:54:00Z,73.00,29.00
2026-05-19T06:56:00Z,73.00,29.00
2026-05-19T06:57:00Z,73.00,29.00
2026-05-19T07:04:00Z,73.00,29.00
2026-05-19T07:09:00Z,73.00,29.00
2026-05-19T07:11:00Z,73.00,29.00
2026-05-19T07:17:00Z,73.00,29.00
2026-05-19T07:19:00Z,73.00,29.00
2026-05-19T07:21:00Z,73.00,29.65
2026-05-19T07:30:00Z,73.00,29.00
2026-05-19T07:34:00Z,72.00,29.00
2026-05-19T07:37:00Z,72.00,29.00
2026-05-19T07:39:00Z,72.00,29.41
2026-05-19T07:43:00Z,72.00,30.00
2026-05-19T07:49:00Z,72.07,30.00
2026-05-19T07:56:00Z,72.07,29.00
2026-05-19T07:58:00Z,73.00,29.00
2026-05-19T08:09:00Z,72.00,29.00
2026-05-19T08:17:00Z,72.00,29.00
2026-05-19T08:20:00Z,72.00,29.00
2026-05-19T08:27:00Z,72.00,29.00
2026-05-19T08:28:00Z,72.00,29.00
2026-05-19T08:30:00Z,72.00,29.00
2026-05-19T08:33:00Z,71.00,29.00
2026-05-19T08:35:00Z,72.00,30.00
2026-05-19T08:36:00Z,72.00,30.00
2026-05-19T08:37:00Z,72.00,30.00
2026-05-19T08:38:00Z,71.00,30.83
