# event_ticker=KXATPMATCH-25NOV07KORMUS
# final_score=6-0 5-7 7-5
# match_winner=Lorenzo Musetti
# fav_player=Lorenzo Musetti
# dog_player=Sebastian Korda
# kalshi_date=2025-11-07
timestamp,Lorenzo Musetti,Sebastian Korda
2025-11-07T05:19:00Z,55.00,
2025-11-07T05:20:00Z,55.00,47.00
2025-11-07T05:26:00Z,55.00,47.00
2025-11-07T05:30:00Z,55.00,47.00
2025-11-07T05:31:00Z,55.00,47.00
2025-11-07T05:32:00Z,55.00,47.00
2025-11-07T05:34:00Z,55.00,47.00
2025-11-07T05:35:00Z,55.00,47.00
2025-11-07T05:49:00Z,55.00,47.00
2025-11-07T05:50:00Z,55.00,47.00
2025-11-07T05:52:00Z,55.00,47.00
2025-11-07T05:53:00Z,55.00,47.00
2025-11-07T05:56:00Z,55.00,47.00
2025-11-07T05:57:00Z,55.00,47.00
2025-11-07T05:59:00Z,55.00,47.00
2025-11-07T06:01:00Z,55.00,47.00
2025-11-07T06:02:00Z,55.00,47.00
2025-11-07T06:04:00Z,55.00,47.00
2025-11-07T06:06:00Z,55.00,47.00
2025-11-07T06:09:00Z,55.00,47.00
2025-11-07T06:11:00Z,55.00,47.00
2025-11-07T06:12:00Z,55.00,47.00
2025-11-07T06:16:00Z,55.00,46.05
2025-11-07T06:17:00Z,55.00,46.05
2025-11-07T06:22:00Z,54.00,46.05
2025-11-07T06:24:00Z,54.00,47.00
2025-11-07T06:29:00Z,54.00,46.00
2025-11-07T06:35:00Z,55.00,46.00
2025-11-07T06:36:00Z,55.00,46.00
2025-11-07T06:39:00Z,55.00,46.00
2025-11-07T06:50:00Z,55.00,46.00
2025-11-07T06:53:00Z,55.00,46.00
2025-11-07T06:57:00Z,55.00,46.00
2025-11-07T06:59:00Z,55.00,46.00
2025-11-07T07:07:00Z,55.00,47.00
2025-11-07T07:08:00Z,55.00,47.00
2025-11-07T07:09:00Z,55.00,47.00
2025-11-07T07:17:00Z,55.00,47.00
2025-11-07T07:18:00Z,55.00,47.00
2025-11-07T07:22:00Z,55.00,47.00
2025-11-07T07:25:00Z,55.00,47.00
2025-11-07T07:27:00Z,55.00,47.00
2025-11-07T07:37:00Z,55.00,47.00
2025-11-07T08:00:00Z,55.00,47.00
2025-11-07T08:07:00Z,55.00,47.00
2025-11-07T08:14:00Z,55.00,47.00
2025-11-07T08:15:00Z,55.00,47.00
2025-11-07T08:20:00Z,55.00,47.00
2025-11-07T08:22:00Z,55.00,47.00
2025-11-07T08:38:00Z,55.00,47.00
2025-11-07T08:39:00Z,55.00,47.00
2025-11-07T08:45:00Z,55.00,47.00
2025-11-07T08:47:00Z,55.00,47.00
2025-11-07T08:48:00Z,55.00,47.00
2025-11-07T08:49:00Z,55.00,47.00
2025-11-07T08:52:00Z,55.00,47.00
2025-11-07T09:01:00Z,55.00,47.00
2025-11-07T09:08:00Z,55.00,47.00
2025-11-07T09:18:00Z,55.00,47.00
2025-11-07T09:21:00Z,55.00,47.00
2025-11-07T09:47:00Z,55.00,47.00
2025-11-07T09:50:00Z,55.00,46.00
2025-11-07T10:00:00Z,55.00,46.00
2025-11-07T10:07:00Z,55.65,46.00
2025-11-07T10:15:00Z,55.00,46.00
2025-11-07T10:23:00Z,55.00,46.00
2025-11-07T10:31:00Z,55.00,47.00
2025-11-07T10:48:00Z,55.00,47.00
2025-11-07T10:49:00Z,55.00,46.00
2025-11-07T10:50:00Z,56.00,46.00
2025-11-07T10:51:00Z,56.00,46.00
2025-11-07T10:55:00Z,56.00,46.00
2025-11-07T11:01:00Z,56.00,47.00
2025-11-07T11:05:00Z,56.00,47.00
2025-11-07T11:14:00Z,56.00,47.00
2025-11-07T11:15:00Z,56.00,47.00
2025-11-07T11:16:00Z,56.00,47.00
2025-11-07T11:17:00Z,56.00,47.00
2025-11-07T11:28:00Z,56.00,47.00
2025-11-07T11:38:00Z,56.00,47.00
2025-11-07T11:40:00Z,56.00,47.00
2025-11-07T11:47:00Z,56.00,47.00
2025-11-07T11:51:00Z,56.00,47.00
2025-11-07T11:53:00Z,56.00,47.00
2025-11-07T11:56:00Z,56.00,47.00
2025-11-07T11:57:00Z,56.00,47.00
2025-11-07T11:59:00Z,56.00,47.00
2025-11-07T12:03:00Z,56.00,47.00
2025-11-07T12:06:00Z,56.00,47.00
2025-11-07T12:09:00Z,56.00,47.00
2025-11-07T12:12:00Z,56.00,47.00
2025-11-07T12:14:00Z,56.00,47.00
2025-11-07T12:19:00Z,55.00,47.00
2025-11-07T12:25:00Z,56.00,47.00
2025-11-07T12:26:00Z,56.00,47.00
2025-11-07T12:34:00Z,56.00,47.00
2025-11-07T12:36:00Z,56.00,47.00
2025-11-07T12:39:00Z,56.00,47.00
2025-11-07T12:41:00Z,56.00,47.00
2025-11-07T12:42:00Z,56.00,47.00
2025-11-07T12:44:00Z,56.00,47.00
2025-11-07T12:51:00Z,56.00,47.00
2025-11-07T12:52:00Z,56.00,47.00
2025-11-07T12:53:00Z,56.00,47.00
2025-11-07T13:01:00Z,56.00,47.00
2025-11-07T13:02:00Z,56.00,47.00
2025-11-07T13:03:00Z,56.00,47.00
2025-11-07T13:06:00Z,56.00,47.00
2025-11-07T13:09:00Z,56.00,47.00
2025-11-07T13:15:00Z,56.00,47.00
2025-11-07T13:20:00Z,56.00,47.00
2025-11-07T13:25:00Z,56.00,47.00
2025-11-07T13:28:00Z,56.00,47.00
2025-11-07T13:33:00Z,56.00,47.00
2025-11-07T13:35:00Z,56.00,47.00
2025-11-07T13:36:00Z,56.00,47.00
2025-11-07T13:49:00Z,56.00,47.00
2025-11-07T13:52:00Z,56.00,47.00
2025-11-07T13:54:00Z,56.00,47.00
2025-11-07T14:05:00Z,56.00,47.00
2025-11-07T14:08:00Z,56.00,47.00
2025-11-07T14:13:00Z,56.00,47.00
2025-11-07T14:15:00Z,56.00,47.00
2025-11-07T14:21:00Z,56.00,47.00
2025-11-07T14:23:00Z,56.00,47.00
2025-11-07T14:24:00Z,56.00,47.00
2025-11-07T14:25:00Z,56.00,47.00
2025-11-07T14:32:00Z,56.00,47.00
