# event_ticker=KXATPCHALLENGERMATCH-26MAY15VALBER
# final_score=6-4 6-3
# match_winner=Adolfo Daniel Vallejo
# fav_player=Adolfo Daniel Vallejo
# dog_player=Zizou Bergs
# kalshi_date=2026-05-15
timestamp,Adolfo Daniel Vallejo,Zizou Bergs
2026-05-15T06:45:00Z,57.00,43.00
2026-05-15T06:50:00Z,57.00,44.81
2026-05-15T06:58:00Z,57.00,44.81
2026-05-15T06:59:00Z,57.00,44.00
2026-05-15T07:02:00Z,57.00,44.00
2026-05-15T07:05:00Z,57.00,44.00
2026-05-15T07:10:00Z,57.00,44.00
2026-05-15T07:11:00Z,57.00,44.00
2026-05-15T07:15:00Z,57.00,44.00
2026-05-15T07:17:00Z,57.00,45.00
2026-05-15T07:41:00Z,57.00,45.00
2026-05-15T07:50:00Z,57.00,45.00
2026-05-15T07:58:00Z,57.00,45.00
2026-05-15T08:05:00Z,57.00,45.00
2026-05-15T08:08:00Z,57.00,44.00
2026-05-15T08:15:00Z,57.00,44.00
2026-05-15T08:21:00Z,57.00,44.00
2026-05-15T08:25:00Z,57.00,44.00
2026-05-15T08:32:00Z,57.00,44.00
2026-05-15T08:45:00Z,57.00,44.00
2026-05-15T09:05:00Z,57.00,44.00
2026-05-15T09:43:00Z,57.00,44.00
2026-05-15T09:55:00Z,57.00,44.00
2026-05-15T10:11:00Z,57.00,44.00
2026-05-15T10:36:00Z,57.00,44.00
2026-05-15T10:45:00Z,57.00,44.00
2026-05-15T10:48:00Z,57.00,44.00
2026-05-15T10:54:00Z,57.00,44.00
2026-05-15T11:04:00Z,57.00,44.00
2026-05-15T11:09:00Z,57.00,44.00
2026-05-15T11:11:00Z,57.00,44.00
2026-05-15T11:20:00Z,57.00,44.00
2026-05-15T11:35:00Z,57.00,44.00
2026-05-15T11:40:00Z,57.00,44.00
2026-05-15T11:51:00Z,57.00,44.00
2026-05-15T12:02:00Z,57.00,44.00
2026-05-15T12:04:00Z,57.00,44.00
2026-05-15T12:07:00Z,57.00,44.00
2026-05-15T12:15:00Z,57.00,44.00
2026-05-15T12:25:00Z,57.00,44.00
2026-05-15T12:31:00Z,57.00,44.00
2026-05-15T12:33:00Z,57.00,44.00
2026-05-15T12:34:00Z,57.00,44.00
2026-05-15T12:35:00Z,57.00,44.00
2026-05-15T12:40:00Z,57.00,44.00
2026-05-15T12:41:00Z,57.00,44.00
2026-05-15T12:42:00Z,57.00,44.00
2026-05-15T12:43:00Z,57.00,44.00
2026-05-15T12:45:00Z,57.00,44.00
2026-05-15T12:48:00Z,57.00,44.00
2026-05-15T12:50:00Z,57.00,44.00
2026-05-15T12:51:00Z,57.00,44.00
2026-05-15T12:53:00Z,57.00,44.00
2026-05-15T12:54:00Z,56.00,44.00
2026-05-15T12:56:00Z,56.00,44.00
2026-05-15T13:00:00Z,57.00,44.00
2026-05-15T13:01:00Z,57.00,44.00
2026-05-15T13:02:00Z,57.00,44.00
2026-05-15T13:08:00Z,57.00,44.00
2026-05-15T13:12:00Z,57.00,44.00
2026-05-15T13:13:00Z,57.00,44.00
2026-05-15T13:15:00Z,57.00,44.00
2026-05-15T13:16:00Z,57.00,44.00
2026-05-15T13:18:00Z,57.00,44.00
2026-05-15T13:21:00Z,57.00,44.00
2026-05-15T13:26:00Z,57.00,44.00
2026-05-15T13:27:00Z,57.00,44.00
2026-05-15T13:30:00Z,57.00,44.00
2026-05-15T13:31:00Z,57.00,44.00
2026-05-15T13:33:00Z,57.00,44.00
2026-05-15T13:36:00Z,57.00,44.00
2026-05-15T13:42:00Z,57.00,44.00
2026-05-15T13:45:00Z,57.00,44.00
2026-05-15T13:46:00Z,57.00,44.00
2026-05-15T13:48:00Z,57.00,44.00
2026-05-15T13:49:00Z,57.00,44.00
2026-05-15T13:50:00Z,57.00,44.00
2026-05-15T13:51:00Z,57.00,44.00
2026-05-15T13:54:00Z,57.00,44.00
2026-05-15T13:55:00Z,57.00,44.00
2026-05-15T13:56:00Z,57.00,44.00
2026-05-15T13:57:00Z,57.00,44.82
2026-05-15T13:58:00Z,57.00,44.00
2026-05-15T14:00:00Z,57.00,44.00
2026-05-15T14:01:00Z,56.00,45.00
2026-05-15T14:02:00Z,57.00,45.00
2026-05-15T14:03:00Z,57.14,45.00
2026-05-15T14:05:00Z,58.00,44.00
2026-05-15T14:06:00Z,58.00,44.16
2026-05-15T14:07:00Z,59.42,44.00
2026-05-15T14:08:00Z,57.33,44.00
2026-05-15T14:09:00Z,57.33,44.00
2026-05-15T14:10:00Z,58.31,43.40
2026-05-15T14:11:00Z,57.85,45.17
2026-05-15T14:12:00Z,54.33,47.24
2026-05-15T14:13:00Z,46.30,53.97
2026-05-15T14:14:00Z,44.36,55.69
2026-05-15T14:15:00Z,45.08,54.03
2026-05-15T14:16:00Z,43.32,56.51
2026-05-15T14:17:00Z,40.64,59.72
2026-05-15T14:18:00Z,42.99,58.60
2026-05-15T14:19:00Z,41.25,60.00
2026-05-15T14:20:00Z,40.84,60.10
2026-05-15T14:21:00Z,40.84,58.00
2026-05-15T14:22:00Z,41.07,58.84
2026-05-15T14:23:00Z,38.18,62.00
2026-05-15T14:24:00Z,37.09,62.01
2026-05-15T14:25:00Z,35.25,65.60
2026-05-15T14:26:00Z,35.53,64.95
2026-05-15T14:27:00Z,36.10,63.82
2026-05-15T14:28:00Z,39.00,62.00
2026-05-15T14:29:00Z,39.00,62.00
2026-05-15T14:30:00Z,37.14,63.88
2026-05-15T14:31:00Z,33.09,66.83
2026-05-15T14:32:00Z,31.81,70.36
2026-05-15T14:33:00Z,32.00,68.21
2026-05-15T14:34:00Z,34.00,66.19
2026-05-15T14:35:00Z,31.99,68.98
2026-05-15T14:36:00Z,33.09,67.66
2026-05-15T14:37:00Z,34.00,67.00
2026-05-15T14:38:00Z,34.84,65.92
2026-05-15T14:39:00Z,36.00,63.69
2026-05-15T14:40:00Z,33.29,66.30
2026-05-15T14:41:00Z,45.40,56.98
2026-05-15T14:42:00Z,51.46,49.06
2026-05-15T14:43:00Z,55.02,48.10
2026-05-15T14:44:00Z,56.82,44.25
2026-05-15T14:45:00Z,52.16,48.95
2026-05-15T14:46:00Z,52.14,49.38
2026-05-15T14:47:00Z,52.26,46.74
2026-05-15T14:48:00Z,56.75,43.24
2026-05-15T14:49:00Z,57.05,43.11
2026-05-15T14:50:00Z,56.56,43.08
2026-05-15T14:51:00Z,62.51,37.81
2026-05-15T14:52:00Z,62.35,39.63
2026-05-15T14:53:00Z,67.31,24.79
2026-05-15T14:54:00Z,77.40,22.98
2026-05-15T14:55:00Z,77.03,22.91
2026-05-15T14:56:00Z,76.25,24.17
2026-05-15T14:57:00Z,75.24,25.65
2026-05-15T14:58:00Z,78.43,22.47
2026-05-15T14:59:00Z,79.58,20.51
2026-05-15T15:00:00Z,81.88,19.78
2026-05-15T15:01:00Z,81.08,19.32
2026-05-15T15:02:00Z,77.91,22.35
2026-05-15T15:03:00Z,77.82,23.24
2026-05-15T15:04:00Z,77.69,22.69
2026-05-15T15:05:00Z,75.50,26.50
2026-05-15T15:06:00Z,78.89,21.89
2026-05-15T15:07:00Z,79.00,21.44
2026-05-15T15:08:00Z,83.84,16.85
2026-05-15T15:09:00Z,89.20,11.19
2026-05-15T15:10:00Z,88.33,12.79
2026-05-15T15:11:00Z,91.84,8.30
2026-05-15T15:12:00Z,92.27,7.26
2026-05-15T15:13:00Z,95.30,4.87
2026-05-15T15:14:00Z,95.99,4.45
2026-05-15T15:15:00Z,94.24,5.94
2026-05-15T15:16:00Z,93.99,6.18
2026-05-15T15:17:00Z,93.99,7.27
2026-05-15T15:18:00Z,94.81,6.19
2026-05-15T15:19:00Z,93.05,7.38
2026-05-15T15:20:00Z,95.54,5.27
2026-05-15T15:21:00Z,92.29,8.44
2026-05-15T15:22:00Z,82.15,18.43
2026-05-15T15:23:00Z,80.06,20.29
2026-05-15T15:24:00Z,83.63,19.18
2026-05-15T15:25:00Z,88.18,13.47
2026-05-15T15:26:00Z,85.80,16.92
2026-05-15T15:27:00Z,84.57,17.32
2026-05-15T15:28:00Z,95.61,5.88
2026-05-15T15:29:00Z,95.80,3.25
2026-05-15T15:30:00Z,95.64,5.13
2026-05-15T15:31:00Z,95.62,4.42
2026-05-15T15:32:00Z,90.09,7.74
2026-05-15T15:33:00Z,98.11,2.22
2026-05-15T15:34:00Z,99.00,1.00
2026-05-15T15:35:00Z,99.00,1.00
2026-05-15T15:36:00Z,99.00,1.00
2026-05-15T15:37:00Z,99.00,1.00
2026-05-15T15:38:00Z,99.00,1.00
2026-05-15T15:39:00Z,99.00,1.00
2026-05-15T15:40:00Z,99.00,1.00
2026-05-15T15:41:00Z,99.00,1.00
2026-05-15T15:43:00Z,99.00,1.00
