# event_ticker=KXATPCHALLENGERMATCH-26MAY01CECBRA
# final_score=4-6 6-4 6-4
# match_winner=Raul Brancaccio
# fav_player=Raul Brancaccio
# dog_player=Marco Cecchinato
# kalshi_date=2026-05-01
timestamp,Marco Cecchinato,Raul Brancaccio
2026-04-30T21:17:00Z,,50.00
2026-04-30T21:18:00Z,,47.85
2026-05-01T01:13:00Z,61.00,47.85
2026-05-01T01:22:00Z,62.00,47.85
2026-05-01T01:25:00Z,62.00,47.85
2026-05-01T01:30:00Z,60.00,47.85
2026-05-01T02:09:00Z,60.00,40.00
2026-05-01T02:16:00Z,62.00,40.00
2026-05-01T02:53:00Z,62.00,39.00
2026-05-01T03:41:00Z,61.00,39.00
2026-05-01T03:52:00Z,61.00,39.00
2026-05-01T04:14:00Z,61.00,39.00
2026-05-01T04:15:00Z,61.00,39.00
2026-05-01T04:19:00Z,62.00,39.00
2026-05-01T04:20:00Z,62.00,39.00
2026-05-01T04:21:00Z,62.00,39.00
2026-05-01T04:23:00Z,62.00,39.00
2026-05-01T04:25:00Z,61.00,39.00
2026-05-01T04:41:00Z,62.00,39.00
2026-05-01T04:59:00Z,62.00,39.00
2026-05-01T05:10:00Z,62.00,39.00
2026-05-01T05:23:00Z,62.00,39.00
2026-05-01T05:24:00Z,62.00,39.00
2026-05-01T05:26:00Z,62.00,39.00
2026-05-01T05:27:00Z,62.00,39.00
2026-05-01T05:29:00Z,62.00,39.95
2026-05-01T05:39:00Z,60.00,39.95
2026-05-01T05:44:00Z,60.00,39.95
2026-05-01T05:56:00Z,59.00,39.95
2026-05-01T06:03:00Z,60.00,39.95
2026-05-01T06:07:00Z,60.00,39.95
2026-05-01T06:14:00Z,62.00,39.95
2026-05-01T06:28:00Z,62.00,39.95
2026-05-01T06:32:00Z,62.47,39.95
2026-05-01T06:37:00Z,62.47,39.00
2026-05-01T07:22:00Z,63.00,39.00
2026-05-01T07:53:00Z,63.00,39.00
2026-05-01T08:04:00Z,63.00,40.00
2026-05-01T08:33:00Z,63.00,40.00
2026-05-01T08:35:00Z,63.00,40.00
2026-05-01T08:36:00Z,63.00,39.00
2026-05-01T08:38:00Z,63.00,39.00
2026-05-01T08:44:00Z,63.00,39.00
2026-05-01T08:48:00Z,63.00,39.00
2026-05-01T08:49:00Z,63.00,39.00
2026-05-01T08:58:00Z,63.00,39.00
2026-05-01T09:01:00Z,64.00,39.00
2026-05-01T09:03:00Z,64.00,39.00
2026-05-01T09:09:00Z,59.70,43.34
2026-05-01T09:10:00Z,59.70,41.00
2026-05-01T09:11:00Z,62.00,39.00
2026-05-01T09:12:00Z,66.00,39.00
2026-05-01T09:14:00Z,69.00,39.00
2026-05-01T09:15:00Z,70.23,39.00
2026-05-01T09:16:00Z,68.00,32.60
2026-05-01T09:17:00Z,67.00,35.00
2026-05-01T09:18:00Z,67.00,40.00
2026-05-01T09:19:00Z,64.90,40.00
2026-05-01T09:21:00Z,66.98,33.31
2026-05-01T09:23:00Z,73.00,27.00
2026-05-01T09:24:00Z,71.32,29.34
2026-05-01T09:25:00Z,66.00,29.34
2026-05-01T09:26:00Z,66.00,35.00
2026-05-01T09:27:00Z,65.00,35.00
2026-05-01T09:29:00Z,65.00,34.00
2026-05-01T09:32:00Z,65.00,37.87
2026-05-01T09:35:00Z,62.00,43.02
2026-05-01T09:36:00Z,62.00,43.00
2026-05-01T09:37:00Z,60.00,43.00
2026-05-01T09:38:00Z,65.00,43.00
2026-05-01T09:40:00Z,61.00,43.00
2026-05-01T09:41:00Z,61.00,41.00
2026-05-01T09:42:00Z,62.00,39.90
2026-05-01T09:43:00Z,66.90,35.00
2026-05-01T09:45:00Z,66.90,31.00
2026-05-01T09:46:00Z,74.00,27.00
2026-05-01T09:47:00Z,76.68,25.10
2026-05-01T09:48:00Z,69.73,28.01
2026-05-01T09:49:00Z,77.58,22.06
2026-05-01T09:50:00Z,84.00,17.00
2026-05-01T09:51:00Z,84.00,17.00
2026-05-01T09:52:00Z,83.47,17.03
2026-05-01T09:53:00Z,78.00,22.95
2026-05-01T09:54:00Z,76.00,23.98
2026-05-01T09:55:00Z,75.51,24.71
2026-05-01T09:56:00Z,75.51,29.00
2026-05-01T09:57:00Z,73.74,29.65
2026-05-01T09:58:00Z,74.16,27.16
2026-05-01T09:59:00Z,77.86,27.62
2026-05-01T10:00:00Z,78.00,27.62
2026-05-01T10:01:00Z,78.69,20.16
2026-05-01T10:02:00Z,79.00,23.00
2026-05-01T10:03:00Z,82.45,17.17
2026-05-01T10:04:00Z,80.08,19.79
2026-05-01T10:05:00Z,78.83,23.54
2026-05-01T10:06:00Z,81.43,20.91
2026-05-01T10:07:00Z,81.43,17.86
2026-05-01T10:08:00Z,85.00,14.99
2026-05-01T10:09:00Z,83.27,16.00
2026-05-01T10:10:00Z,80.96,19.79
2026-05-01T10:11:00Z,79.68,21.62
2026-05-01T10:12:00Z,81.62,20.78
2026-05-01T10:13:00Z,76.00,24.00
2026-05-01T10:14:00Z,72.09,30.85
2026-05-01T10:15:00Z,67.21,34.45
2026-05-01T10:16:00Z,69.11,31.04
2026-05-01T10:17:00Z,67.00,34.30
2026-05-01T10:18:00Z,64.99,38.80
2026-05-01T10:19:00Z,61.00,40.86
2026-05-01T10:20:00Z,63.26,38.88
2026-05-01T10:21:00Z,64.93,35.76
2026-05-01T10:22:00Z,64.93,36.00
2026-05-01T10:23:00Z,63.17,37.33
2026-05-01T10:24:00Z,67.50,36.00
2026-05-01T10:25:00Z,67.19,28.88
2026-05-01T10:26:00Z,72.29,31.67
2026-05-01T10:27:00Z,74.31,28.49
2026-05-01T10:28:00Z,82.54,19.10
2026-05-01T10:29:00Z,81.49,17.34
2026-05-01T10:30:00Z,82.96,19.25
2026-05-01T10:31:00Z,81.28,19.32
2026-05-01T10:32:00Z,76.75,25.29
2026-05-01T10:33:00Z,76.46,26.94
2026-05-01T10:34:00Z,66.59,38.71
2026-05-01T10:35:00Z,61.21,41.03
2026-05-01T10:36:00Z,55.83,44.39
2026-05-01T10:37:00Z,56.81,43.70
2026-05-01T10:38:00Z,53.96,46.11
2026-05-01T10:39:00Z,54.00,45.56
2026-05-01T10:40:00Z,53.86,47.83
2026-05-01T10:41:00Z,49.71,50.41
2026-05-01T10:42:00Z,39.95,62.72
2026-05-01T10:43:00Z,45.35,55.62
2026-05-01T10:44:00Z,33.39,66.70
2026-05-01T10:45:00Z,32.31,68.60
2026-05-01T10:46:00Z,40.15,61.11
2026-05-01T10:47:00Z,39.74,61.77
2026-05-01T10:48:00Z,33.74,69.22
2026-05-01T10:49:00Z,34.11,69.21
2026-05-01T10:50:00Z,25.96,73.95
2026-05-01T10:51:00Z,27.29,74.85
2026-05-01T10:52:00Z,26.44,76.24
2026-05-01T10:53:00Z,29.81,70.89
2026-05-01T10:54:00Z,29.88,72.02
2026-05-01T10:55:00Z,30.80,69.97
2026-05-01T10:56:00Z,26.08,74.00
2026-05-01T10:57:00Z,23.03,74.51
2026-05-01T10:58:00Z,21.61,79.87
2026-05-01T10:59:00Z,22.08,79.53
2026-05-01T11:00:00Z,19.61,81.69
2026-05-01T11:01:00Z,13.98,84.87
2026-05-01T11:02:00Z,22.74,78.30
2026-05-01T11:03:00Z,24.38,75.00
2026-05-01T11:04:00Z,25.04,76.00
2026-05-01T11:05:00Z,25.15,75.30
2026-05-01T11:06:00Z,32.46,71.80
2026-05-01T11:07:00Z,35.41,62.81
2026-05-01T11:08:00Z,23.93,77.94
2026-05-01T11:09:00Z,17.28,83.59
2026-05-01T11:10:00Z,14.14,85.12
2026-05-01T11:11:00Z,14.82,86.06
2026-05-01T11:12:00Z,19.23,80.01
2026-05-01T11:13:00Z,20.70,80.05
2026-05-01T11:14:00Z,13.42,87.57
2026-05-01T11:15:00Z,15.46,86.72
2026-05-01T11:16:00Z,10.63,90.86
2026-05-01T11:17:00Z,7.61,93.76
2026-05-01T11:18:00Z,7.42,93.93
2026-05-01T11:19:00Z,10.30,91.93
2026-05-01T11:20:00Z,9.79,91.47
2026-05-01T11:21:00Z,8.97,93.53
2026-05-01T11:22:00Z,5.27,93.85
2026-05-01T11:23:00Z,7.66,92.69
2026-05-01T11:24:00Z,11.21,88.94
2026-05-01T11:25:00Z,12.00,89.00
2026-05-01T11:26:00Z,9.17,91.42
2026-05-01T11:27:00Z,2.48,98.77
2026-05-01T11:28:00Z,1.00,99.00
2026-05-01T11:29:00Z,1.00,99.00
