# event_ticker=KXATPMATCH-26FEB14BUBAUG
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Felix Auger-Aliassime
# fav_player=Alexander Bublik
# dog_player=Felix Auger-Aliassime
# kalshi_date=2026-02-14
timestamp,Alexander Bublik,Felix Auger-Aliassime
2026-02-14T06:52:00Z,,68.00
2026-02-14T06:56:00Z,,68.00
2026-02-14T06:57:00Z,34.07,68.00
2026-02-14T07:10:00Z,35.00,68.00
2026-02-14T07:11:00Z,36.00,68.00
2026-02-14T07:15:00Z,36.00,66.20
2026-02-14T07:25:00Z,37.00,66.20
2026-02-14T07:26:00Z,37.00,66.00
2026-02-14T07:27:00Z,37.00,66.00
2026-02-14T07:35:00Z,37.00,66.00
2026-02-14T07:40:00Z,37.00,66.00
2026-02-14T07:43:00Z,38.00,66.00
2026-02-14T07:45:00Z,38.00,66.00
2026-02-14T07:50:00Z,38.00,66.00
2026-02-14T07:58:00Z,38.00,66.00
2026-02-14T08:02:00Z,38.00,66.00
2026-02-14T08:03:00Z,38.00,66.00
2026-02-14T08:07:00Z,38.00,66.00
2026-02-14T08:08:00Z,38.00,66.00
2026-02-14T08:09:00Z,38.00,66.00
2026-02-14T08:29:00Z,38.00,66.00
2026-02-14T08:31:00Z,38.00,66.00
2026-02-14T08:33:00Z,38.00,66.00
2026-02-14T08:35:00Z,38.00,66.00
2026-02-14T08:59:00Z,38.00,66.00
2026-02-14T09:02:00Z,38.00,66.00
2026-02-14T09:05:00Z,38.00,66.00
2026-02-14T09:11:00Z,38.00,66.00
2026-02-14T09:14:00Z,38.00,66.00
2026-02-14T09:15:00Z,38.00,66.00
2026-02-14T09:17:00Z,38.00,66.00
2026-02-14T09:22:00Z,38.00,66.00
2026-02-14T09:25:00Z,38.00,66.00
2026-02-14T09:27:00Z,38.00,66.00
2026-02-14T09:29:00Z,37.00,66.00
2026-02-14T09:31:00Z,37.00,67.00
2026-02-14T09:32:00Z,37.00,67.00
2026-02-14T09:34:00Z,37.00,67.00
2026-02-14T09:36:00Z,37.00,67.00
2026-02-14T09:37:00Z,37.00,67.31
2026-02-14T09:38:00Z,37.00,67.79
2026-02-14T09:39:00Z,37.00,67.79
2026-02-14T09:55:00Z,37.00,67.79
2026-02-14T09:58:00Z,37.00,67.00
2026-02-14T10:12:00Z,37.00,67.00
2026-02-14T10:14:00Z,37.00,67.00
2026-02-14T10:15:00Z,37.00,67.00
2026-02-14T10:19:00Z,37.00,67.00
2026-02-14T10:27:00Z,37.00,67.00
2026-02-14T10:28:00Z,37.00,67.00
2026-02-14T10:46:00Z,37.00,67.00
2026-02-14T10:50:00Z,37.00,67.00
2026-02-14T10:51:00Z,37.00,67.00
2026-02-14T10:55:00Z,37.00,67.00
2026-02-14T11:05:00Z,37.00,67.00
2026-02-14T11:08:00Z,38.00,67.00
2026-02-14T11:11:00Z,38.00,67.00
2026-02-14T11:13:00Z,38.00,67.00
2026-02-14T11:19:00Z,37.05,67.00
2026-02-14T11:26:00Z,38.00,67.00
2026-02-14T11:28:00Z,38.00,67.00
2026-02-14T11:30:00Z,37.00,67.00
2026-02-14T11:32:00Z,37.00,67.00
2026-02-14T11:36:00Z,37.00,67.00
2026-02-14T11:40:00Z,37.00,67.00
2026-02-14T11:42:00Z,37.00,67.00
2026-02-14T11:43:00Z,37.00,67.00
2026-02-14T11:45:00Z,38.00,67.00
2026-02-14T11:50:00Z,38.00,67.00
2026-02-14T11:57:00Z,38.00,67.00
2026-02-14T11:59:00Z,38.00,67.00
2026-02-14T12:03:00Z,34.03,67.00
2026-02-14T12:04:00Z,34.03,67.00
2026-02-14T12:09:00Z,34.03,67.00
2026-02-14T12:18:00Z,34.03,67.00
2026-02-14T12:20:00Z,34.03,67.00
2026-02-14T12:22:00Z,34.03,66.42
2026-02-14T12:25:00Z,34.00,66.42
2026-02-14T12:26:00Z,34.01,66.00
2026-02-14T12:27:00Z,35.00,66.00
2026-02-14T12:29:00Z,35.00,66.00
2026-02-14T12:30:00Z,35.00,67.00
2026-02-14T12:31:00Z,35.00,67.00
2026-02-14T12:33:00Z,35.00,67.00
2026-02-14T12:34:00Z,35.00,65.00
2026-02-14T12:35:00Z,35.00,65.00
2026-02-14T12:37:00Z,35.00,65.00
2026-02-14T12:38:00Z,35.00,64.00
2026-02-14T12:40:00Z,35.00,64.00
2026-02-14T12:49:00Z,35.00,65.00
2026-02-14T12:50:00Z,35.00,65.00
2026-02-14T12:51:00Z,35.00,65.00
2026-02-14T12:52:00Z,35.00,65.00
2026-02-14T12:53:00Z,35.00,65.00
2026-02-14T12:55:00Z,35.00,65.00
2026-02-14T12:58:00Z,35.00,65.00
2026-02-14T13:05:00Z,35.00,65.00
2026-02-14T13:06:00Z,35.00,65.00
2026-02-14T13:07:00Z,35.00,65.00
2026-02-14T13:08:00Z,35.00,65.00
2026-02-14T13:10:00Z,35.00,65.00
2026-02-14T13:11:00Z,35.00,65.00
2026-02-14T13:13:00Z,35.00,65.00
2026-02-14T13:17:00Z,35.00,65.00
2026-02-14T13:18:00Z,35.00,65.00
2026-02-14T13:19:00Z,35.00,65.00
2026-02-14T13:20:00Z,35.00,65.00
2026-02-14T13:25:00Z,35.00,65.00
2026-02-14T13:30:00Z,35.00,65.00
2026-02-14T13:33:00Z,35.00,65.00
2026-02-14T13:37:00Z,35.00,65.00
2026-02-14T13:38:00Z,35.00,65.00
2026-02-14T13:39:00Z,35.00,65.00
2026-02-14T13:44:00Z,35.00,65.00
2026-02-14T13:49:00Z,35.00,65.00
2026-02-14T13:50:00Z,35.00,65.00
2026-02-14T13:51:00Z,35.00,65.00
2026-02-14T13:52:00Z,35.00,65.00
2026-02-14T13:53:00Z,35.00,65.00
2026-02-14T13:59:00Z,35.00,65.00
2026-02-14T14:00:00Z,35.00,65.00
2026-02-14T14:01:00Z,35.00,65.00
2026-02-14T14:03:00Z,35.00,65.00
2026-02-14T14:04:00Z,35.00,65.00
2026-02-14T14:06:00Z,35.00,65.00
2026-02-14T14:07:00Z,35.04,65.00
2026-02-14T14:12:00Z,36.00,65.00
2026-02-14T14:14:00Z,36.00,65.00
