# event_ticker=KXATPMATCH-26FEB17PRIPAS
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Francesco Passaro
# fav_player=Dino Prizmic
# dog_player=Francesco Passaro
# kalshi_date=2026-02-17
timestamp,Dino Prizmic,Francesco Passaro
2026-02-17T20:01:00Z,53.00,47.00
2026-02-17T20:02:00Z,53.00,49.00
2026-02-17T20:03:00Z,53.00,49.00
2026-02-17T20:04:00Z,51.68,49.00
2026-02-17T20:05:00Z,44.80,54.55
2026-02-17T20:06:00Z,44.00,56.00
2026-02-17T20:07:00Z,46.00,55.16
2026-02-17T20:08:00Z,40.12,58.08
2026-02-17T20:09:00Z,37.08,60.74
2026-02-17T20:10:00Z,37.41,62.19
2026-02-17T20:11:00Z,40.21,62.80
2026-02-17T20:12:00Z,42.13,61.37
2026-02-17T20:13:00Z,47.00,53.64
2026-02-17T20:14:00Z,47.00,54.00
2026-02-17T20:15:00Z,50.96,53.10
2026-02-17T20:16:00Z,55.52,45.22
2026-02-17T20:17:00Z,55.15,46.53
2026-02-17T20:18:00Z,52.55,47.81
2026-02-17T20:19:00Z,44.00,54.00
2026-02-17T20:20:00Z,46.38,54.01
2026-02-17T20:21:00Z,44.97,54.42
2026-02-17T20:22:00Z,47.08,54.00
2026-02-17T20:23:00Z,48.00,53.31
2026-02-17T20:24:00Z,52.94,48.96
2026-02-17T20:25:00Z,43.50,56.99
2026-02-17T20:26:00Z,41.00,58.73
2026-02-17T20:27:00Z,40.39,60.22
2026-02-17T20:28:00Z,38.76,62.71
2026-02-17T20:29:00Z,36.46,65.70
2026-02-17T20:30:00Z,36.59,66.55
2026-02-17T20:31:00Z,32.93,66.96
2026-02-17T20:32:00Z,33.00,68.00
2026-02-17T20:33:00Z,32.49,67.06
2026-02-17T20:34:00Z,33.00,68.00
2026-02-17T20:35:00Z,35.61,65.96
2026-02-17T20:36:00Z,34.03,65.43
2026-02-17T20:37:00Z,40.71,57.28
2026-02-17T20:38:00Z,42.16,58.45
2026-02-17T20:39:00Z,40.35,62.06
2026-02-17T20:40:00Z,33.88,67.78
2026-02-17T20:41:00Z,37.09,61.96
2026-02-17T20:42:00Z,38.43,66.39
2026-02-17T20:43:00Z,36.36,66.89
2026-02-17T20:44:00Z,32.05,64.63
2026-02-17T20:45:00Z,31.24,69.00
2026-02-17T20:46:00Z,27.15,72.31
2026-02-17T20:47:00Z,29.84,70.11
2026-02-17T20:48:00Z,34.00,67.95
2026-02-17T20:49:00Z,37.46,64.95
2026-02-17T20:50:00Z,34.86,63.26
2026-02-17T20:51:00Z,34.86,68.33
2026-02-17T20:52:00Z,30.31,70.23
2026-02-17T20:53:00Z,30.00,70.72
2026-02-17T20:54:00Z,32.47,68.60
2026-02-17T20:55:00Z,35.00,66.32
2026-02-17T20:56:00Z,34.00,68.03
2026-02-17T20:57:00Z,33.68,68.76
2026-02-17T20:58:00Z,33.95,68.78
2026-02-17T20:59:00Z,33.00,68.98
2026-02-17T21:00:00Z,35.15,67.33
2026-02-17T21:01:00Z,41.43,63.16
2026-02-17T21:02:00Z,43.00,61.09
2026-02-17T21:03:00Z,42.96,59.63
2026-02-17T21:04:00Z,37.05,59.84
2026-02-17T21:05:00Z,34.28,58.96
2026-02-17T21:06:00Z,38.20,61.20
2026-02-17T21:07:00Z,39.00,63.20
2026-02-17T21:08:00Z,44.49,56.86
2026-02-17T21:09:00Z,49.88,48.68
2026-02-17T21:10:00Z,53.52,41.79
2026-02-17T21:11:00Z,51.05,50.98
2026-02-17T21:12:00Z,39.64,57.60
2026-02-17T21:13:00Z,35.40,64.18
2026-02-17T21:14:00Z,36.99,67.60
2026-02-17T21:15:00Z,31.92,69.66
2026-02-17T21:16:00Z,26.18,75.79
2026-02-17T21:17:00Z,27.19,73.64
2026-02-17T21:18:00Z,23.26,79.61
2026-02-17T21:19:00Z,21.42,80.58
2026-02-17T21:20:00Z,17.88,84.77
2026-02-17T21:21:00Z,16.93,82.65
2026-02-17T21:22:00Z,10.91,87.71
2026-02-17T21:23:00Z,7.62,95.32
2026-02-17T21:24:00Z,14.55,87.32
2026-02-17T21:25:00Z,9.71,88.36
2026-02-17T21:26:00Z,1.59,98.76
2026-02-17T21:27:00Z,1.00,99.00
2026-02-17T21:28:00Z,1.00,99.00
2026-02-17T21:29:00Z,1.00,99.00
2026-02-17T21:30:00Z,1.00,99.00
2026-02-17T21:31:00Z,1.00,99.00
2026-02-17T21:32:00Z,1.00,99.00
