# event_ticker=KXATPMATCH-26FEB17PRIPAS
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Francesco Passaro
# fav_player=Dino Prizmic
# dog_player=Francesco Passaro
# kalshi_date=2026-02-17
timestamp,Dino Prizmic,Francesco Passaro
2026-02-17T09:52:00Z,,31.00
2026-02-17T10:00:00Z,,31.00
2026-02-17T12:24:00Z,67.00,31.00
2026-02-17T12:51:00Z,67.00,34.00
2026-02-17T12:56:00Z,67.00,34.00
2026-02-17T13:07:00Z,67.00,34.00
2026-02-17T13:18:00Z,67.00,34.00
2026-02-17T13:33:00Z,67.00,34.00
2026-02-17T13:42:00Z,67.00,34.00
2026-02-17T14:05:00Z,66.00,34.00
2026-02-17T14:08:00Z,66.00,34.00
2026-02-17T14:23:00Z,66.00,34.00
2026-02-17T14:34:00Z,66.00,34.00
2026-02-17T14:51:00Z,66.00,34.00
2026-02-17T15:06:00Z,67.00,34.00
2026-02-17T15:09:00Z,67.00,34.00
2026-02-17T15:33:00Z,67.00,34.00
2026-02-17T15:58:00Z,67.00,34.96
2026-02-17T16:02:00Z,67.00,34.96
2026-02-17T16:11:00Z,67.00,34.96
2026-02-17T16:12:00Z,67.00,34.96
2026-02-17T16:17:00Z,67.00,34.96
2026-02-17T16:31:00Z,67.00,34.96
2026-02-17T16:35:00Z,67.00,34.96
2026-02-17T16:41:00Z,67.00,34.96
2026-02-17T16:50:00Z,67.00,34.96
2026-02-17T17:05:00Z,67.00,34.96
2026-02-17T17:13:00Z,66.00,34.96
2026-02-17T17:16:00Z,66.00,34.96
2026-02-17T17:20:00Z,66.00,35.00
2026-02-17T17:32:00Z,67.00,35.00
2026-02-17T17:41:00Z,67.00,35.00
2026-02-17T17:43:00Z,67.00,35.00
2026-02-17T17:46:00Z,67.00,35.00
2026-02-17T17:52:00Z,67.00,35.00
2026-02-17T17:56:00Z,67.00,35.00
2026-02-17T17:58:00Z,67.00,35.00
2026-02-17T18:04:00Z,67.00,35.00
2026-02-17T18:05:00Z,67.00,33.00
2026-02-17T18:09:00Z,67.00,32.00
2026-02-17T18:12:00Z,68.00,32.00
2026-02-17T18:15:00Z,69.00,32.00
2026-02-17T18:19:00Z,69.00,33.00
2026-02-17T18:20:00Z,69.00,33.00
2026-02-17T18:25:00Z,69.00,33.00
2026-02-17T18:28:00Z,69.00,33.00
2026-02-17T18:30:00Z,69.00,33.00
2026-02-17T18:33:00Z,69.00,32.00
2026-02-17T18:37:00Z,69.00,33.00
2026-02-17T18:49:00Z,69.00,33.00
2026-02-17T18:55:00Z,69.00,33.00
2026-02-17T19:09:00Z,69.00,33.00
2026-02-17T19:20:00Z,69.28,33.00
2026-02-17T19:21:00Z,70.00,33.00
2026-02-17T19:23:00Z,70.00,33.00
2026-02-17T19:24:00Z,69.00,33.00
2026-02-17T19:25:00Z,69.00,33.00
2026-02-17T19:27:00Z,67.00,33.00
2026-02-17T19:30:00Z,67.00,33.00
2026-02-17T19:32:00Z,67.00,33.00
2026-02-17T19:33:00Z,67.00,35.00
2026-02-17T19:34:00Z,67.00,35.00
2026-02-17T19:35:00Z,67.00,35.00
2026-02-17T19:36:00Z,66.18,35.00
2026-02-17T19:37:00Z,67.47,34.50
2026-02-17T19:38:00Z,68.00,35.00
2026-02-17T19:39:00Z,67.00,35.00
2026-02-17T19:40:00Z,64.98,35.72
2026-02-17T19:41:00Z,63.70,36.00
2026-02-17T19:42:00Z,68.36,34.00
2026-02-17T19:43:00Z,69.00,34.00
2026-02-17T19:44:00Z,66.65,35.91
2026-02-17T19:45:00Z,65.00,35.91
2026-02-17T19:46:00Z,67.03,35.00
2026-02-17T19:47:00Z,62.90,35.84
2026-02-17T19:48:00Z,66.48,39.73
2026-02-17T19:49:00Z,67.50,34.30
2026-02-17T19:50:00Z,62.30,38.18
2026-02-17T19:51:00Z,60.33,41.55
2026-02-17T19:52:00Z,59.91,38.99
2026-02-17T19:53:00Z,57.98,45.53
2026-02-17T19:54:00Z,52.00,49.00
2026-02-17T19:55:00Z,49.92,49.02
2026-02-17T19:56:00Z,52.97,48.00
2026-02-17T19:57:00Z,51.20,51.10
2026-02-17T19:58:00Z,49.51,52.02
2026-02-17T19:59:00Z,49.13,52.99
2026-02-17T20:00:00Z,51.25,51.33
