# event_ticker=KXATPCHALLENGERMATCH-26APR10BOSGUI
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Pedro Boscardin Dias
# fav_player=Alvaro Guillen Meza
# dog_player=Pedro Boscardin Dias
# kalshi_date=2026-04-10
timestamp,Alvaro Guillen Meza,Pedro Boscardin Dias
2026-04-10T13:22:00Z,49.00,53.00
2026-04-10T13:27:00Z,49.00,53.00
2026-04-10T13:32:00Z,49.00,53.00
2026-04-10T13:33:00Z,49.00,53.00
2026-04-10T13:36:00Z,49.00,53.00
2026-04-10T13:40:00Z,49.00,53.00
2026-04-10T13:45:00Z,49.00,53.00
2026-04-10T13:46:00Z,48.00,53.00
2026-04-10T13:50:00Z,48.00,53.00
2026-04-10T13:59:00Z,48.00,53.00
2026-04-10T14:00:00Z,48.00,53.00
2026-04-10T14:06:00Z,48.00,53.00
2026-04-10T14:10:00Z,48.00,53.00
2026-04-10T14:12:00Z,48.00,53.00
2026-04-10T14:16:00Z,48.00,53.00
2026-04-10T14:17:00Z,48.00,53.00
2026-04-10T14:18:00Z,48.00,53.00
2026-04-10T14:23:00Z,48.00,53.00
2026-04-10T14:24:00Z,48.00,53.00
2026-04-10T14:27:00Z,48.00,53.00
2026-04-10T14:29:00Z,48.00,53.00
2026-04-10T14:33:00Z,48.00,53.00
2026-04-10T14:39:00Z,48.00,53.00
2026-04-10T14:40:00Z,48.00,53.00
2026-04-10T14:44:00Z,48.00,53.00
2026-04-10T14:45:00Z,48.00,53.00
2026-04-10T14:48:00Z,48.00,52.72
2026-04-10T14:50:00Z,48.00,51.09
2026-04-10T14:52:00Z,49.00,51.09
2026-04-10T14:53:00Z,49.00,53.00
2026-04-10T14:58:00Z,49.00,53.00
2026-04-10T15:02:00Z,48.00,53.00
2026-04-10T15:03:00Z,48.00,53.98
2026-04-10T15:05:00Z,48.00,54.00
2026-04-10T15:06:00Z,48.00,54.00
2026-04-10T15:07:00Z,48.00,54.00
2026-04-10T15:08:00Z,48.08,54.00
2026-04-10T15:10:00Z,47.00,54.00
2026-04-10T15:11:00Z,47.00,54.00
2026-04-10T15:12:00Z,49.00,54.00
2026-04-10T15:14:00Z,49.00,54.22
2026-04-10T15:16:00Z,48.54,54.22
2026-04-10T15:17:00Z,48.54,54.00
2026-04-10T15:19:00Z,48.97,54.00
2026-04-10T15:20:00Z,48.97,54.37
2026-04-10T15:21:00Z,48.97,53.60
2026-04-10T15:22:00Z,48.97,53.52
2026-04-10T15:27:00Z,48.97,53.91
2026-04-10T15:29:00Z,48.58,53.91
2026-04-10T15:35:00Z,48.58,53.98
2026-04-10T15:36:00Z,48.38,53.98
2026-04-10T15:37:00Z,48.00,53.98
2026-04-10T15:38:00Z,48.00,53.98
2026-04-10T15:39:00Z,48.89,53.71
2026-04-10T15:41:00Z,48.89,53.00
2026-04-10T15:44:00Z,48.89,54.22
2026-04-10T15:45:00Z,48.89,54.00
2026-04-10T15:46:00Z,48.89,54.00
2026-04-10T15:47:00Z,48.89,54.00
2026-04-10T15:48:00Z,48.00,54.00
2026-04-10T15:49:00Z,48.00,51.56
2026-04-10T15:50:00Z,48.00,51.56
2026-04-10T15:51:00Z,48.00,54.00
2026-04-10T15:52:00Z,48.00,54.00
2026-04-10T15:53:00Z,48.00,51.00
2026-04-10T15:54:00Z,48.00,54.00
2026-04-10T15:55:00Z,48.00,55.11
2026-04-10T15:56:00Z,48.00,54.00
2026-04-10T15:57:00Z,48.00,54.00
2026-04-10T15:58:00Z,48.00,54.00
2026-04-10T15:59:00Z,48.00,54.73
2026-04-10T16:00:00Z,45.77,54.73
2026-04-10T16:02:00Z,45.77,54.64
2026-04-10T16:03:00Z,45.77,54.00
2026-04-10T16:06:00Z,47.10,53.60
2026-04-10T16:07:00Z,47.10,54.00
2026-04-10T16:08:00Z,47.10,52.45
2026-04-10T16:09:00Z,47.10,53.00
2026-04-10T16:11:00Z,47.20,53.00
2026-04-10T16:12:00Z,47.00,54.00
2026-04-10T16:13:00Z,47.98,54.33
2026-04-10T16:14:00Z,47.00,54.33
2026-04-10T16:17:00Z,47.00,54.42
2026-04-10T16:18:00Z,47.00,53.57
2026-04-10T16:19:00Z,47.00,54.00
2026-04-10T16:20:00Z,47.89,54.00
2026-04-10T16:21:00Z,47.89,54.00
2026-04-10T16:24:00Z,47.89,54.00
2026-04-10T16:30:00Z,47.89,54.00
2026-04-10T16:31:00Z,47.84,54.00
2026-04-10T16:32:00Z,47.84,52.08
2026-04-10T16:33:00Z,47.92,54.00
2026-04-10T16:39:00Z,48.00,54.00
2026-04-10T16:40:00Z,48.00,54.00
2026-04-10T16:41:00Z,48.00,54.00
2026-04-10T16:42:00Z,48.00,54.44
2026-04-10T16:45:00Z,48.00,54.00
2026-04-10T16:46:00Z,48.00,54.89
2026-04-10T16:47:00Z,48.00,54.98
2026-04-10T16:49:00Z,48.00,54.98
2026-04-10T16:50:00Z,48.00,54.88
2026-04-10T16:51:00Z,48.00,52.00
2026-04-10T16:54:00Z,48.00,53.08
2026-04-10T16:55:00Z,48.00,53.80
2026-04-10T16:56:00Z,48.00,53.80
2026-04-10T16:57:00Z,46.51,54.44
2026-04-10T16:58:00Z,45.65,56.57
2026-04-10T16:59:00Z,46.11,55.03
2026-04-10T17:00:00Z,46.95,54.44
2026-04-10T17:01:00Z,46.14,55.07
2026-04-10T17:02:00Z,44.16,54.95
2026-04-10T17:03:00Z,43.37,57.06
2026-04-10T17:04:00Z,38.82,61.74
2026-04-10T17:05:00Z,39.29,61.34
2026-04-10T17:06:00Z,36.59,67.10
2026-04-10T17:07:00Z,30.17,68.59
2026-04-10T17:08:00Z,33.21,66.86
2026-04-10T17:09:00Z,39.48,59.47
2026-04-10T17:10:00Z,45.00,55.83
2026-04-10T17:11:00Z,44.26,56.76
2026-04-10T17:12:00Z,39.95,63.34
2026-04-10T17:13:00Z,41.61,63.41
2026-04-10T17:14:00Z,45.90,53.50
2026-04-10T17:15:00Z,42.70,56.00
2026-04-10T17:16:00Z,40.63,59.99
2026-04-10T17:17:00Z,33.65,67.22
2026-04-10T17:18:00Z,33.08,69.40
2026-04-10T17:19:00Z,35.66,64.94
2026-04-10T17:20:00Z,40.21,60.70
2026-04-10T17:21:00Z,39.27,59.79
2026-04-10T17:22:00Z,41.93,59.16
2026-04-10T17:23:00Z,42.51,57.00
2026-04-10T17:24:00Z,43.37,57.82
2026-04-10T17:25:00Z,43.44,57.75
2026-04-10T17:26:00Z,44.41,56.20
2026-04-10T17:27:00Z,45.10,57.54
2026-04-10T17:28:00Z,42.71,58.14
2026-04-10T17:29:00Z,37.81,64.11
2026-04-10T17:30:00Z,38.48,63.69
2026-04-10T17:31:00Z,31.55,67.18
2026-04-10T17:32:00Z,30.55,66.72
2026-04-10T17:33:00Z,38.97,62.55
2026-04-10T17:34:00Z,32.82,66.88
2026-04-10T17:35:00Z,31.02,68.72
2026-04-10T17:36:00Z,30.44,70.54
2026-04-10T17:37:00Z,26.97,73.00
2026-04-10T17:38:00Z,25.28,73.82
2026-04-10T17:39:00Z,23.00,74.80
2026-04-10T17:40:00Z,25.61,75.14
2026-04-10T17:41:00Z,20.56,79.00
2026-04-10T17:42:00Z,22.13,79.32
2026-04-10T17:43:00Z,20.00,80.11
2026-04-10T17:44:00Z,19.98,79.34
2026-04-10T17:45:00Z,20.00,80.78
2026-04-10T17:46:00Z,20.70,81.00
2026-04-10T17:47:00Z,21.00,80.25
2026-04-10T17:48:00Z,21.00,80.32
2026-04-10T17:49:00Z,16.99,82.98
2026-04-10T17:50:00Z,13.82,85.25
2026-04-10T17:51:00Z,16.63,84.63
2026-04-10T17:52:00Z,16.94,83.70
2026-04-10T17:53:00Z,19.90,80.73
2026-04-10T17:54:00Z,23.92,75.89
2026-04-10T17:55:00Z,29.35,72.91
2026-04-10T17:56:00Z,27.54,73.72
2026-04-10T17:57:00Z,31.97,69.45
2026-04-10T17:58:00Z,33.06,70.32
2026-04-10T17:59:00Z,31.38,70.55
2026-04-10T18:00:00Z,34.11,66.45
2026-04-10T18:01:00Z,34.96,66.20
2026-04-10T18:02:00Z,39.91,62.31
2026-04-10T18:03:00Z,41.68,58.86
2026-04-10T18:04:00Z,38.33,63.36
2026-04-10T18:05:00Z,35.18,66.34
2026-04-10T18:06:00Z,34.22,66.93
2026-04-10T18:07:00Z,32.40,71.16
2026-04-10T18:08:00Z,26.21,75.03
2026-04-10T18:09:00Z,33.37,68.12
2026-04-10T18:10:00Z,39.38,61.65
2026-04-10T18:11:00Z,39.25,61.67
2026-04-10T18:12:00Z,39.72,60.83
2026-04-10T18:13:00Z,41.42,60.78
2026-04-10T18:14:00Z,42.59,57.14
2026-04-10T18:15:00Z,37.81,62.06
2026-04-10T18:16:00Z,38.00,63.00
2026-04-10T18:17:00Z,40.08,64.05
2026-04-10T18:18:00Z,35.00,64.94
2026-04-10T18:19:00Z,30.04,70.80
2026-04-10T18:20:00Z,29.33,70.52
2026-04-10T18:21:00Z,22.13,78.12
2026-04-10T18:22:00Z,25.98,75.97
2026-04-10T18:23:00Z,24.17,74.82
2026-04-10T18:24:00Z,25.93,81.99
2026-04-10T18:25:00Z,18.03,82.49
2026-04-10T18:26:00Z,17.21,80.74
2026-04-10T18:27:00Z,20.64,80.23
2026-04-10T18:28:00Z,13.56,85.97
2026-04-10T18:29:00Z,14.57,86.55
2026-04-10T18:30:00Z,13.13,88.00
2026-04-10T18:31:00Z,6.21,94.54
2026-04-10T18:32:00Z,4.21,97.07
2026-04-10T18:33:00Z,1.96,98.64
2026-04-10T18:34:00Z,1.00,99.00
2026-04-10T18:35:00Z,1.00,99.00
2026-04-10T18:36:00Z,1.00,99.00
2026-04-10T18:37:00Z,1.00,99.00
2026-04-10T18:38:00Z,1.00,99.00
2026-04-10T18:39:00Z,1.00,99.00
2026-04-10T18:40:00Z,1.00,99.00
2026-04-10T18:41:00Z,1.00,99.00
2026-04-10T18:42:00Z,1.00,99.00
