# event_ticker=KXATPCHALLENGERMATCH-26MAR05DAMMON
# final_score=6-4 7-5
# match_winner=Thiago Monteiro
# fav_player=Thiago Monteiro
# dog_player=Miguel Damas
# kalshi_date=2026-03-05
timestamp,Thiago Monteiro,Miguel Damas
2026-03-05T13:09:00Z,70.00,31.00
2026-03-05T13:10:00Z,70.00,31.00
2026-03-05T13:12:00Z,70.00,31.00
2026-03-05T13:14:00Z,70.00,31.00
2026-03-05T13:16:00Z,70.66,31.00
2026-03-05T13:17:00Z,70.66,31.00
2026-03-05T13:21:00Z,71.00,31.00
2026-03-05T13:23:00Z,71.00,31.00
2026-03-05T13:24:00Z,70.67,31.00
2026-03-05T13:25:00Z,70.00,31.04
2026-03-05T13:26:00Z,69.95,31.00
2026-03-05T13:27:00Z,70.00,31.00
2026-03-05T13:28:00Z,70.00,32.00
2026-03-05T13:29:00Z,70.00,32.42
2026-03-05T13:30:00Z,70.00,32.65
2026-03-05T13:31:00Z,69.93,33.00
2026-03-05T13:32:00Z,69.93,32.81
2026-03-05T13:33:00Z,70.00,33.00
2026-03-05T13:34:00Z,70.00,33.00
2026-03-05T13:35:00Z,70.00,33.20
2026-03-05T13:36:00Z,70.00,33.00
2026-03-05T13:37:00Z,70.00,32.00
2026-03-05T13:38:00Z,70.00,32.00
2026-03-05T13:39:00Z,70.00,32.00
2026-03-05T13:40:00Z,70.00,31.23
2026-03-05T13:41:00Z,70.00,32.00
2026-03-05T13:42:00Z,70.00,32.00
2026-03-05T13:43:00Z,70.00,32.00
2026-03-05T13:44:00Z,70.00,32.00
2026-03-05T13:45:00Z,69.13,31.74
2026-03-05T13:46:00Z,70.00,32.00
2026-03-05T13:47:00Z,72.34,29.09
2026-03-05T13:48:00Z,74.68,27.13
2026-03-05T13:49:00Z,69.33,31.19
2026-03-05T13:50:00Z,67.36,33.80
2026-03-05T13:51:00Z,68.00,32.47
2026-03-05T13:52:00Z,69.83,31.95
2026-03-05T13:53:00Z,67.65,34.67
2026-03-05T13:54:00Z,65.67,36.46
2026-03-05T13:55:00Z,64.13,37.07
2026-03-05T13:56:00Z,67.00,34.99
2026-03-05T13:57:00Z,65.93,40.11
2026-03-05T13:58:00Z,59.45,43.15
2026-03-05T13:59:00Z,55.76,52.82
2026-03-05T14:00:00Z,62.97,38.29
2026-03-05T14:01:00Z,62.23,38.50
2026-03-05T14:02:00Z,63.92,39.12
2026-03-05T14:03:00Z,70.17,32.39
2026-03-05T14:04:00Z,66.85,33.99
2026-03-05T14:05:00Z,64.00,37.64
2026-03-05T14:06:00Z,62.41,39.04
2026-03-05T14:07:00Z,63.83,39.77
2026-03-05T14:08:00Z,61.33,37.77
2026-03-05T14:09:00Z,63.36,40.35
2026-03-05T14:10:00Z,65.73,36.44
2026-03-05T14:11:00Z,68.16,30.79
2026-03-05T14:12:00Z,70.00,32.36
2026-03-05T14:13:00Z,62.86,38.03
2026-03-05T14:14:00Z,61.00,40.93
2026-03-05T14:15:00Z,61.46,39.33
2026-03-05T14:16:00Z,61.94,38.18
2026-03-05T14:17:00Z,63.21,37.48
2026-03-05T14:18:00Z,64.44,35.94
2026-03-05T14:19:00Z,66.41,34.71
2026-03-05T14:20:00Z,70.38,37.72
2026-03-05T14:21:00Z,65.81,36.50
2026-03-05T14:22:00Z,66.73,35.89
2026-03-05T14:23:00Z,64.13,34.07
2026-03-05T14:24:00Z,62.00,38.31
2026-03-05T14:25:00Z,62.00,38.27
2026-03-05T14:26:00Z,63.40,39.55
2026-03-05T14:27:00Z,58.29,44.59
2026-03-05T14:28:00Z,58.61,45.98
2026-03-05T14:29:00Z,54.58,46.26
2026-03-05T14:30:00Z,63.73,39.29
2026-03-05T14:31:00Z,68.39,35.52
2026-03-05T14:32:00Z,73.62,27.60
2026-03-05T14:33:00Z,72.28,28.84
2026-03-05T14:34:00Z,76.49,22.47
2026-03-05T14:35:00Z,79.49,22.93
2026-03-05T14:36:00Z,82.45,18.12
2026-03-05T14:37:00Z,83.46,17.82
2026-03-05T14:38:00Z,82.89,19.69
2026-03-05T14:39:00Z,85.19,15.16
2026-03-05T14:40:00Z,85.03,14.99
2026-03-05T14:41:00Z,84.47,15.94
2026-03-05T14:42:00Z,84.46,16.10
2026-03-05T14:43:00Z,82.33,20.18
2026-03-05T14:44:00Z,87.45,14.94
2026-03-05T14:45:00Z,84.55,15.59
2026-03-05T14:46:00Z,86.44,14.51
2026-03-05T14:47:00Z,84.67,15.83
2026-03-05T14:48:00Z,83.32,17.58
2026-03-05T14:49:00Z,81.43,20.31
2026-03-05T14:50:00Z,81.46,19.03
2026-03-05T14:51:00Z,83.67,17.23
2026-03-05T14:52:00Z,82.31,20.50
2026-03-05T14:53:00Z,78.87,21.28
2026-03-05T14:54:00Z,83.25,18.18
2026-03-05T14:55:00Z,84.69,18.29
2026-03-05T14:56:00Z,80.35,20.52
2026-03-05T14:57:00Z,80.01,21.06
2026-03-05T14:58:00Z,79.96,21.97
2026-03-05T14:59:00Z,79.84,22.00
2026-03-05T15:00:00Z,80.01,20.96
2026-03-05T15:01:00Z,78.16,20.88
2026-03-05T15:02:00Z,73.83,30.16
2026-03-05T15:03:00Z,72.94,27.09
2026-03-05T15:04:00Z,73.85,26.58
2026-03-05T15:05:00Z,74.45,25.83
2026-03-05T15:06:00Z,67.07,33.77
2026-03-05T15:07:00Z,65.11,36.39
2026-03-05T15:08:00Z,71.70,28.54
2026-03-05T15:09:00Z,77.73,20.97
2026-03-05T15:10:00Z,80.00,20.92
2026-03-05T15:11:00Z,79.30,23.39
2026-03-05T15:12:00Z,78.76,22.19
2026-03-05T15:13:00Z,80.39,18.95
2026-03-05T15:14:00Z,81.57,19.40
2026-03-05T15:15:00Z,82.39,17.83
2026-03-05T15:16:00Z,82.21,18.22
2026-03-05T15:17:00Z,79.86,19.44
2026-03-05T15:18:00Z,79.25,22.85
2026-03-05T15:19:00Z,78.87,22.47
2026-03-05T15:20:00Z,79.00,22.04
2026-03-05T15:21:00Z,79.44,20.07
2026-03-05T15:22:00Z,82.92,17.40
2026-03-05T15:23:00Z,83.15,17.61
2026-03-05T15:24:00Z,82.55,17.18
2026-03-05T15:25:00Z,86.51,13.04
2026-03-05T15:26:00Z,82.09,19.77
2026-03-05T15:27:00Z,82.48,18.92
2026-03-05T15:28:00Z,78.83,22.42
2026-03-05T15:29:00Z,77.23,23.21
2026-03-05T15:30:00Z,74.40,25.34
2026-03-05T15:31:00Z,71.07,28.86
2026-03-05T15:32:00Z,70.78,31.22
2026-03-05T15:33:00Z,70.64,33.49
2026-03-05T15:34:00Z,72.68,31.93
2026-03-05T15:35:00Z,66.86,34.18
2026-03-05T15:36:00Z,77.14,27.49
2026-03-05T15:37:00Z,75.15,24.26
2026-03-05T15:38:00Z,76.45,23.96
2026-03-05T15:39:00Z,72.24,28.98
2026-03-05T15:40:00Z,66.26,31.22
2026-03-05T15:41:00Z,72.06,29.12
2026-03-05T15:42:00Z,67.88,32.52
2026-03-05T15:43:00Z,75.28,27.57
2026-03-05T15:44:00Z,79.74,21.59
2026-03-05T15:45:00Z,82.13,19.40
2026-03-05T15:46:00Z,91.87,11.17
2026-03-05T15:47:00Z,92.42,7.84
2026-03-05T15:48:00Z,89.74,10.85
2026-03-05T15:49:00Z,95.29,4.80
2026-03-05T15:50:00Z,96.23,3.92
2026-03-05T15:51:00Z,94.59,6.61
2026-03-05T15:52:00Z,95.61,5.27
2026-03-05T15:53:00Z,92.14,7.93
2026-03-05T15:54:00Z,93.67,7.06
2026-03-05T15:55:00Z,98.24,2.00
2026-03-05T15:56:00Z,99.00,1.00
2026-03-05T15:57:00Z,99.00,1.00
2026-03-05T15:58:00Z,99.00,1.00
2026-03-05T15:59:00Z,99.00,1.00
2026-03-05T16:00:00Z,99.00,1.00
2026-03-05T16:01:00Z,99.00,1.00
2026-03-05T16:02:00Z,99.00,1.00
