# event_ticker=KXATPCHALLENGERMATCH-26MAY13JUSAMB
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Guido Ivan Justo
# fav_player=Luciano Emanuel Ambrogi
# dog_player=Guido Ivan Justo
# kalshi_date=2026-05-13
timestamp,Guido Ivan Justo,Luciano Emanuel Ambrogi
2026-05-13T15:44:00Z,98.95,2.00
2026-05-13T15:45:00Z,98.85,2.07
2026-05-13T15:46:00Z,95.98,4.60
2026-05-13T15:47:00Z,95.98,5.06
2026-05-13T15:48:00Z,95.98,5.00
2026-05-13T15:49:00Z,96.06,5.00
2026-05-13T15:50:00Z,97.79,1.67
2026-05-13T15:51:00Z,99.00,1.00
2026-05-13T15:52:00Z,99.00,1.00
2026-05-13T15:53:00Z,99.00,1.00
2026-05-13T15:54:00Z,98.95,1.19
2026-05-13T15:56:00Z,99.00,1.19
2026-05-13T15:57:00Z,99.00,1.19
2026-05-13T15:58:00Z,99.00,1.00
2026-05-13T15:59:00Z,99.00,1.00
2026-05-13T16:00:00Z,99.00,1.00
