# event_ticker=KXATPMATCH-25JUL31MEDPOP
# final_score=5-7 6-4 6-4
# match_winner=Alexei Popyrin
# fav_player=Alexei Popyrin
# dog_player=Daniil Medvedev
# kalshi_date=2025-07-31
timestamp,Alexei Popyrin,Daniil Medvedev
2025-07-31T23:48:00Z,24.00,77.00
2025-07-31T23:49:00Z,24.00,77.68
2025-07-31T23:51:00Z,24.00,77.68
2025-07-31T23:57:00Z,24.00,78.00
2025-07-31T23:58:00Z,24.00,78.00
2025-08-01T00:01:00Z,24.00,78.00
2025-08-01T00:04:00Z,24.00,78.00
2025-08-01T00:09:00Z,23.80,78.73
2025-08-01T00:10:00Z,23.80,78.16
2025-08-01T00:15:00Z,20.92,78.16
2025-08-01T00:19:00Z,23.00,78.16
2025-08-01T00:20:00Z,23.00,76.00
2025-08-01T00:23:00Z,23.00,78.00
2025-08-01T00:24:00Z,23.00,78.00
2025-08-01T00:25:00Z,23.00,78.00
2025-08-01T00:26:00Z,23.00,78.00
2025-08-01T00:37:00Z,23.00,78.00
2025-08-01T00:41:00Z,23.00,78.00
2025-08-01T00:46:00Z,23.00,76.00
2025-08-01T00:50:00Z,24.00,76.00
2025-08-01T00:55:00Z,24.00,76.00
2025-08-01T01:02:00Z,24.00,76.00
2025-08-01T01:10:00Z,16.82,76.00
2025-08-01T01:28:00Z,25.00,76.00
2025-08-01T01:29:00Z,25.00,76.00
2025-08-01T01:30:00Z,25.00,76.00
2025-08-01T01:31:00Z,25.00,77.00
2025-08-01T01:32:00Z,25.00,77.00
2025-08-01T01:39:00Z,25.00,77.00
2025-08-01T01:41:00Z,25.00,78.00
2025-08-01T01:43:00Z,25.00,79.00
2025-08-01T01:46:00Z,25.00,76.00
2025-08-01T01:47:00Z,25.00,76.00
2025-08-01T01:50:00Z,25.00,76.00
2025-08-01T01:51:00Z,25.00,76.00
2025-08-01T01:52:00Z,25.00,76.00
2025-08-01T01:53:00Z,25.00,76.00
2025-08-01T01:55:00Z,25.00,79.00
2025-08-01T01:56:00Z,25.00,79.00
2025-08-01T01:59:00Z,25.00,79.00
2025-08-01T02:01:00Z,25.00,79.00
2025-08-01T02:02:00Z,25.00,79.00
2025-08-01T02:04:00Z,25.00,78.00
2025-08-01T02:05:00Z,25.00,78.00
2025-08-01T02:06:00Z,31.33,78.00
2025-08-01T02:07:00Z,27.06,78.00
2025-08-01T02:08:00Z,27.06,78.00
2025-08-01T02:09:00Z,27.06,78.00
2025-08-01T02:10:00Z,27.00,78.00
2025-08-01T02:11:00Z,27.00,78.00
2025-08-01T02:13:00Z,26.57,78.00
2025-08-01T02:16:00Z,27.00,78.00
2025-08-01T02:17:00Z,27.00,78.00
2025-08-01T02:18:00Z,27.00,78.00
2025-08-01T02:20:00Z,27.00,78.00
2025-08-01T02:21:00Z,24.00,79.85
2025-08-01T02:22:00Z,22.65,78.00
2025-08-01T02:23:00Z,21.42,79.00
2025-08-01T02:24:00Z,21.22,79.00
2025-08-01T02:25:00Z,21.95,81.14
2025-08-01T02:26:00Z,20.83,81.14
2025-08-01T02:27:00Z,23.84,81.00
2025-08-01T02:28:00Z,22.79,80.00
2025-08-01T02:29:00Z,23.00,80.09
2025-08-01T02:30:00Z,24.69,76.04
2025-08-01T02:31:00Z,31.11,74.00
2025-08-01T02:32:00Z,26.81,75.09
2025-08-01T02:33:00Z,27.88,72.09
2025-08-01T02:34:00Z,43.81,65.51
2025-08-01T02:35:00Z,45.00,58.39
2025-08-01T02:36:00Z,44.89,59.00
2025-08-01T02:37:00Z,44.50,56.00
2025-08-01T02:38:00Z,47.51,56.62
2025-08-01T02:39:00Z,58.71,55.14
2025-08-01T02:40:00Z,51.67,50.26
2025-08-01T02:41:00Z,55.62,48.90
2025-08-01T02:42:00Z,51.00,55.53
2025-08-01T02:43:00Z,48.05,58.00
2025-08-01T02:44:00Z,46.86,58.00
2025-08-01T02:45:00Z,49.79,52.95
2025-08-01T02:46:00Z,53.00,49.00
2025-08-01T02:47:00Z,54.00,45.87
2025-08-01T02:48:00Z,49.68,52.00
2025-08-01T02:49:00Z,48.28,52.00
2025-08-01T02:50:00Z,47.09,52.83
2025-08-01T02:51:00Z,50.00,52.83
2025-08-01T02:52:00Z,47.94,52.00
2025-08-01T02:53:00Z,42.54,60.00
2025-08-01T02:54:00Z,41.58,69.60
2025-08-01T02:55:00Z,31.64,70.78
2025-08-01T02:56:00Z,32.16,70.32
2025-08-01T02:57:00Z,27.02,73.92
2025-08-01T02:58:00Z,28.09,74.87
2025-08-01T02:59:00Z,27.78,75.00
2025-08-01T03:00:00Z,29.88,73.88
2025-08-01T03:01:00Z,30.80,73.88
2025-08-01T03:02:00Z,29.71,70.56
2025-08-01T03:03:00Z,34.31,65.60
2025-08-01T03:04:00Z,28.35,70.16
2025-08-01T03:05:00Z,28.88,70.16
2025-08-01T03:06:00Z,26.46,75.71
2025-08-01T03:07:00Z,26.58,73.00
2025-08-01T03:08:00Z,32.45,71.00
2025-08-01T03:09:00Z,31.48,71.73
2025-08-01T03:10:00Z,20.62,78.52
2025-08-01T03:11:00Z,30.65,73.28
2025-08-01T03:12:00Z,31.28,64.24
2025-08-01T03:13:00Z,29.59,70.99
2025-08-01T03:14:00Z,28.84,72.56
2025-08-01T03:15:00Z,25.12,76.01
2025-08-01T03:16:00Z,23.07,81.35
2025-08-01T03:17:00Z,17.48,84.27
2025-08-01T03:18:00Z,10.44,89.57
2025-08-01T03:19:00Z,11.81,88.00
2025-08-01T03:20:00Z,12.75,87.45
2025-08-01T03:21:00Z,16.94,82.00
2025-08-01T03:22:00Z,21.90,80.74
2025-08-01T03:23:00Z,20.60,79.84
2025-08-01T03:24:00Z,24.54,76.87
2025-08-01T03:25:00Z,22.82,80.00
2025-08-01T03:26:00Z,26.55,76.00
2025-08-01T03:27:00Z,28.51,74.23
2025-08-01T03:28:00Z,28.00,74.46
2025-08-01T03:29:00Z,22.17,76.13
2025-08-01T03:30:00Z,25.54,78.00
2025-08-01T03:31:00Z,25.98,75.00
2025-08-01T03:32:00Z,16.90,77.09
2025-08-01T03:33:00Z,19.00,84.93
2025-08-01T03:34:00Z,13.90,86.32
2025-08-01T03:35:00Z,23.16,80.67
2025-08-01T03:36:00Z,26.42,75.72
2025-08-01T03:37:00Z,26.30,76.66
2025-08-01T03:38:00Z,17.33,86.72
2025-08-01T03:39:00Z,21.52,82.86
2025-08-01T03:40:00Z,23.00,82.24
2025-08-01T03:41:00Z,27.00,77.00
2025-08-01T03:42:00Z,27.00,77.00
2025-08-01T03:43:00Z,26.00,75.00
2025-08-01T03:44:00Z,29.00,74.00
2025-08-01T03:45:00Z,29.88,73.00
2025-08-01T03:46:00Z,27.92,71.14
2025-08-01T03:47:00Z,36.80,67.61
2025-08-01T03:48:00Z,31.98,68.34
2025-08-01T03:49:00Z,30.43,70.10
2025-08-01T03:50:00Z,32.00,70.00
2025-08-01T03:51:00Z,32.00,68.00
2025-08-01T03:52:00Z,32.79,70.56
2025-08-01T03:53:00Z,27.00,74.89
2025-08-01T03:54:00Z,26.91,75.56
2025-08-01T03:55:00Z,27.00,73.47
2025-08-01T03:56:00Z,32.14,71.99
2025-08-01T03:57:00Z,34.00,68.96
2025-08-01T03:58:00Z,34.00,67.66
2025-08-01T03:59:00Z,38.07,64.09
2025-08-01T04:00:00Z,36.00,67.00
2025-08-01T04:01:00Z,37.00,64.44
2025-08-01T04:02:00Z,40.73,63.52
2025-08-01T04:03:00Z,39.77,64.71
2025-08-01T04:04:00Z,38.46,65.01
2025-08-01T04:05:00Z,35.00,66.75
2025-08-01T04:06:00Z,35.69,66.99
2025-08-01T04:07:00Z,37.40,66.94
2025-08-01T04:08:00Z,30.54,66.53
2025-08-01T04:09:00Z,37.25,67.47
2025-08-01T04:10:00Z,36.00,67.04
2025-08-01T04:11:00Z,33.18,60.91
2025-08-01T04:12:00Z,36.09,64.27
2025-08-01T04:13:00Z,39.75,63.00
2025-08-01T04:14:00Z,37.00,63.00
2025-08-01T04:15:00Z,39.15,63.96
2025-08-01T04:16:00Z,40.00,62.44
2025-08-01T04:17:00Z,41.13,59.89
2025-08-01T04:18:00Z,52.23,46.79
2025-08-01T04:19:00Z,57.85,43.70
2025-08-01T04:20:00Z,64.49,36.34
2025-08-01T04:21:00Z,67.10,35.51
2025-08-01T04:22:00Z,69.30,35.69
2025-08-01T04:23:00Z,73.89,27.07
2025-08-01T04:24:00Z,73.39,27.14
2025-08-01T04:25:00Z,70.53,30.19
2025-08-01T04:26:00Z,66.58,33.49
2025-08-01T04:27:00Z,67.97,33.13
2025-08-01T04:28:00Z,78.00,23.12
2025-08-01T04:29:00Z,81.74,22.23
2025-08-01T04:30:00Z,79.68,22.30
2025-08-01T04:31:00Z,73.64,26.62
2025-08-01T04:32:00Z,73.51,27.00
2025-08-01T04:33:00Z,75.59,23.82
2025-08-01T04:34:00Z,76.32,28.80
2025-08-01T04:35:00Z,59.29,40.53
2025-08-01T04:36:00Z,59.49,44.01
2025-08-01T04:37:00Z,75.03,27.79
2025-08-01T04:38:00Z,78.73,9.81
2025-08-01T04:39:00Z,79.90,19.93
2025-08-01T04:40:00Z,76.23,23.81
2025-08-01T04:41:00Z,77.68,23.07
2025-08-01T04:42:00Z,78.11,23.10
2025-08-01T04:43:00Z,66.80,25.06
2025-08-01T04:44:00Z,75.76,24.75
2025-08-01T04:45:00Z,81.48,16.94
2025-08-01T04:46:00Z,87.64,12.77
2025-08-01T04:47:00Z,85.93,15.15
2025-08-01T04:48:00Z,85.75,12.97
2025-08-01T04:49:00Z,86.33,14.51
2025-08-01T04:50:00Z,96.22,3.20
2025-08-01T04:51:00Z,99.00,1.49
