# event_ticker=KXATPMATCH-26MAR26CERZVE
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Alexander Zverev
# fav_player=Francisco Cerundolo
# dog_player=Alexander Zverev
# kalshi_date=2026-03-26
timestamp,Francisco Cerundolo,Alexander Zverev
2026-03-26T11:24:00Z,,73.00
2026-03-26T11:26:00Z,,73.00
2026-03-26T11:27:00Z,,73.00
2026-03-26T11:30:00Z,,73.00
2026-03-26T11:31:00Z,29.00,73.00
2026-03-26T11:32:00Z,29.00,72.00
2026-03-26T11:36:00Z,29.00,72.00
2026-03-26T11:38:00Z,29.00,73.00
2026-03-26T11:42:00Z,29.00,73.00
2026-03-26T11:47:00Z,29.00,73.00
2026-03-26T11:48:00Z,29.00,72.03
2026-03-26T11:49:00Z,29.00,73.00
2026-03-26T11:50:00Z,29.00,73.00
2026-03-26T11:55:00Z,28.00,73.00
2026-03-26T12:00:00Z,28.00,73.00
2026-03-26T12:09:00Z,29.00,73.00
2026-03-26T12:10:00Z,29.00,73.00
2026-03-26T12:11:00Z,29.00,73.00
2026-03-26T12:13:00Z,29.00,73.00
2026-03-26T12:16:00Z,29.00,73.00
2026-03-26T12:18:00Z,29.00,73.00
2026-03-26T12:22:00Z,29.00,73.00
2026-03-26T12:24:00Z,29.00,73.00
2026-03-26T12:25:00Z,29.00,73.00
2026-03-26T12:29:00Z,29.00,73.00
2026-03-26T12:30:00Z,29.00,73.00
2026-03-26T12:38:00Z,29.00,73.00
2026-03-26T12:40:00Z,27.00,73.00
2026-03-26T12:43:00Z,29.00,73.00
2026-03-26T12:45:00Z,29.00,73.00
2026-03-26T12:46:00Z,29.00,73.00
2026-03-26T12:55:00Z,29.00,72.00
2026-03-26T12:57:00Z,29.00,72.00
2026-03-26T12:58:00Z,29.00,73.00
2026-03-26T13:00:00Z,29.00,73.00
2026-03-26T13:01:00Z,29.00,72.00
2026-03-26T13:04:00Z,29.00,73.00
2026-03-26T13:06:00Z,29.00,73.00
2026-03-26T13:12:00Z,29.00,72.00
2026-03-26T13:13:00Z,29.00,73.00
2026-03-26T13:15:00Z,29.00,73.00
2026-03-26T13:16:00Z,29.00,73.00
2026-03-26T13:19:00Z,29.00,73.00
2026-03-26T13:21:00Z,29.00,73.00
2026-03-26T13:24:00Z,29.00,73.00
2026-03-26T13:28:00Z,29.00,73.00
2026-03-26T13:29:00Z,29.00,73.00
2026-03-26T13:31:00Z,29.52,72.00
2026-03-26T13:33:00Z,29.52,73.00
2026-03-26T13:36:00Z,29.52,73.00
2026-03-26T13:38:00Z,29.00,73.00
2026-03-26T13:43:00Z,29.00,73.00
2026-03-26T13:45:00Z,29.00,73.00
2026-03-26T13:46:00Z,29.00,73.00
2026-03-26T13:47:00Z,29.00,73.00
2026-03-26T13:50:00Z,29.00,73.00
2026-03-26T13:52:00Z,29.00,73.00
2026-03-26T13:53:00Z,29.00,73.00
2026-03-26T13:55:00Z,29.00,73.00
2026-03-26T14:03:00Z,29.00,73.00
2026-03-26T14:06:00Z,29.00,73.00
2026-03-26T14:10:00Z,29.00,72.73
2026-03-26T14:13:00Z,29.00,72.73
2026-03-26T14:15:00Z,29.00,72.73
2026-03-26T14:17:00Z,29.00,73.00
2026-03-26T14:21:00Z,29.00,73.00
2026-03-26T14:23:00Z,29.00,73.00
2026-03-26T14:24:00Z,29.00,73.00
2026-03-26T14:26:00Z,29.00,73.00
2026-03-26T14:27:00Z,29.00,73.00
2026-03-26T14:30:00Z,29.00,73.00
2026-03-26T14:31:00Z,29.00,73.00
2026-03-26T14:32:00Z,29.00,73.00
2026-03-26T14:34:00Z,29.00,73.00
2026-03-26T14:36:00Z,29.00,73.00
2026-03-26T14:37:00Z,29.00,72.00
2026-03-26T14:39:00Z,29.00,72.00
2026-03-26T14:40:00Z,29.00,72.00
2026-03-26T14:41:00Z,29.00,72.00
2026-03-26T14:43:00Z,29.00,73.00
2026-03-26T14:47:00Z,29.00,73.00
2026-03-26T14:49:00Z,29.00,73.00
2026-03-26T14:52:00Z,29.00,73.00
2026-03-26T14:53:00Z,30.00,73.00
2026-03-26T14:54:00Z,30.00,73.00
2026-03-26T14:56:00Z,30.00,73.00
2026-03-26T14:59:00Z,30.00,73.00
2026-03-26T15:00:00Z,30.00,73.00
2026-03-26T15:05:00Z,30.00,73.00
2026-03-26T15:06:00Z,30.00,72.98
2026-03-26T15:07:00Z,30.00,73.00
2026-03-26T15:08:00Z,30.00,73.00
2026-03-26T15:09:00Z,30.00,73.00
2026-03-26T15:11:00Z,30.00,72.00
2026-03-26T15:12:00Z,30.00,73.00
2026-03-26T15:16:00Z,30.00,73.00
2026-03-26T15:17:00Z,30.00,73.00
2026-03-26T15:18:00Z,30.00,73.00
2026-03-26T15:20:00Z,30.00,73.00
2026-03-26T15:21:00Z,30.00,73.00
2026-03-26T15:22:00Z,30.00,73.00
2026-03-26T15:23:00Z,30.00,72.00
2026-03-26T15:25:00Z,30.00,72.00
2026-03-26T15:27:00Z,30.00,72.00
2026-03-26T15:28:00Z,30.00,73.00
2026-03-26T15:29:00Z,29.00,73.00
2026-03-26T15:30:00Z,30.00,73.00
2026-03-26T15:31:00Z,30.00,73.00
2026-03-26T15:32:00Z,30.00,73.00
2026-03-26T15:34:00Z,29.00,73.00
2026-03-26T15:38:00Z,30.00,73.00
2026-03-26T15:39:00Z,30.00,73.00
2026-03-26T15:42:00Z,30.00,73.00
2026-03-26T15:46:00Z,30.00,73.00
2026-03-26T15:48:00Z,30.00,73.00
2026-03-26T15:49:00Z,30.00,73.00
2026-03-26T15:50:00Z,30.00,73.00
2026-03-26T15:51:00Z,30.00,73.00
2026-03-26T15:53:00Z,30.00,73.00
2026-03-26T15:54:00Z,30.00,73.00
2026-03-26T15:57:00Z,30.00,72.00
2026-03-26T15:59:00Z,30.00,73.00
2026-03-26T16:00:00Z,29.97,72.01
2026-03-26T16:02:00Z,30.00,72.01
2026-03-26T16:05:00Z,30.00,72.00
2026-03-26T16:07:00Z,30.00,72.00
2026-03-26T16:09:00Z,30.00,72.00
2026-03-26T16:10:00Z,30.00,72.00
2026-03-26T16:12:00Z,30.00,72.00
2026-03-26T16:15:00Z,30.00,72.00
2026-03-26T16:18:00Z,30.00,72.00
2026-03-26T16:20:00Z,30.00,72.00
2026-03-26T16:22:00Z,30.00,72.00
2026-03-26T16:23:00Z,30.00,72.00
2026-03-26T16:27:00Z,30.00,72.00
2026-03-26T16:30:00Z,28.40,72.00
2026-03-26T16:31:00Z,28.40,72.00
2026-03-26T16:32:00Z,29.00,72.00
2026-03-26T16:33:00Z,29.00,71.00
2026-03-26T16:36:00Z,29.00,71.00
2026-03-26T16:37:00Z,30.00,71.00
2026-03-26T16:38:00Z,30.00,71.00
2026-03-26T16:40:00Z,30.00,71.00
2026-03-26T16:42:00Z,30.00,71.00
2026-03-26T16:43:00Z,30.00,72.00
2026-03-26T16:44:00Z,30.00,72.00
2026-03-26T16:47:00Z,30.00,72.00
2026-03-26T16:48:00Z,28.00,71.60
2026-03-26T16:49:00Z,28.00,72.00
2026-03-26T16:50:00Z,28.00,72.00
2026-03-26T16:51:00Z,28.00,72.00
2026-03-26T16:53:00Z,29.00,72.00
2026-03-26T16:54:00Z,29.00,72.00
2026-03-26T16:55:00Z,29.00,72.00
2026-03-26T16:59:00Z,29.00,72.00
2026-03-26T17:03:00Z,29.00,72.00
2026-03-26T17:04:00Z,29.00,72.00
2026-03-26T17:05:00Z,29.00,72.00
2026-03-26T17:06:00Z,29.00,72.00
2026-03-26T17:07:00Z,29.00,72.00
2026-03-26T17:09:00Z,29.00,72.00
2026-03-26T17:10:00Z,30.00,72.00
2026-03-26T17:13:00Z,30.00,72.00
2026-03-26T17:14:00Z,30.00,72.00
2026-03-26T17:16:00Z,30.00,72.00
2026-03-26T17:18:00Z,30.00,72.00
2026-03-26T17:19:00Z,30.00,72.00
2026-03-26T17:20:00Z,30.00,72.00
2026-03-26T17:22:00Z,30.00,72.00
2026-03-26T17:23:00Z,29.00,72.00
2026-03-26T17:24:00Z,29.00,72.00
2026-03-26T17:25:00Z,29.00,72.00
2026-03-26T17:27:00Z,29.00,72.00
2026-03-26T17:30:00Z,29.00,72.00
2026-03-26T17:31:00Z,28.00,72.00
2026-03-26T17:33:00Z,29.00,72.00
2026-03-26T17:34:00Z,28.50,72.00
2026-03-26T17:35:00Z,28.50,72.00
2026-03-26T17:36:00Z,28.50,72.00
2026-03-26T17:37:00Z,28.50,72.00
2026-03-26T17:38:00Z,28.50,72.00
2026-03-26T17:39:00Z,29.00,72.00
2026-03-26T17:40:00Z,29.00,72.00
2026-03-26T17:43:00Z,29.00,72.00
2026-03-26T17:45:00Z,29.00,72.00
2026-03-26T17:46:00Z,28.06,72.00
2026-03-26T17:47:00Z,29.00,72.00
2026-03-26T17:49:00Z,29.00,72.00
2026-03-26T17:50:00Z,29.00,72.00
2026-03-26T17:51:00Z,29.00,72.00
2026-03-26T17:53:00Z,28.82,72.00
2026-03-26T17:54:00Z,28.82,72.00
2026-03-26T17:55:00Z,29.00,72.00
2026-03-26T17:56:00Z,29.00,72.00
2026-03-26T18:01:00Z,29.00,72.00
2026-03-26T18:02:00Z,29.00,72.00
2026-03-26T18:06:00Z,29.00,72.00
2026-03-26T18:07:00Z,29.00,70.09
2026-03-26T18:08:00Z,29.00,70.09
2026-03-26T18:09:00Z,29.00,71.00
2026-03-26T18:11:00Z,28.00,71.00
2026-03-26T18:12:00Z,29.00,72.00
2026-03-26T18:13:00Z,29.00,70.55
2026-03-26T18:16:00Z,29.00,70.55
2026-03-26T18:17:00Z,29.00,70.55
2026-03-26T18:23:00Z,29.00,72.00
2026-03-26T18:24:00Z,29.00,72.00
2026-03-26T18:25:00Z,29.00,72.00
2026-03-26T18:27:00Z,29.00,72.00
2026-03-26T18:28:00Z,29.00,72.00
2026-03-26T18:29:00Z,29.00,72.00
2026-03-26T18:31:00Z,29.00,71.56
2026-03-26T18:32:00Z,29.00,72.00
2026-03-26T18:34:00Z,29.00,72.00
2026-03-26T18:36:00Z,30.00,71.00
2026-03-26T18:37:00Z,30.00,71.00
2026-03-26T18:39:00Z,29.00,71.00
2026-03-26T18:40:00Z,30.00,71.00
2026-03-26T18:42:00Z,30.00,71.00
2026-03-26T18:44:00Z,30.00,71.00
2026-03-26T18:45:00Z,29.00,71.00
2026-03-26T18:48:00Z,30.00,71.00
2026-03-26T18:49:00Z,30.00,71.55
2026-03-26T18:51:00Z,30.00,72.00
2026-03-26T18:52:00Z,30.00,72.00
2026-03-26T18:56:00Z,30.00,72.00
2026-03-26T18:59:00Z,30.00,72.00
2026-03-26T19:00:00Z,30.00,72.00
2026-03-26T19:01:00Z,30.00,72.00
2026-03-26T19:02:00Z,30.00,72.00
2026-03-26T19:03:00Z,30.00,72.00
2026-03-26T19:04:00Z,29.00,72.00
2026-03-26T19:06:00Z,29.00,72.00
2026-03-26T19:07:00Z,29.00,72.00
2026-03-26T19:08:00Z,29.00,72.00
2026-03-26T19:09:00Z,29.00,72.00
2026-03-26T19:12:00Z,29.00,72.00
2026-03-26T19:14:00Z,29.00,72.00
2026-03-26T19:15:00Z,29.00,72.00
2026-03-26T19:17:00Z,29.00,71.00
2026-03-26T19:18:00Z,29.00,72.00
2026-03-26T19:19:00Z,29.00,72.00
2026-03-26T19:21:00Z,29.00,72.00
2026-03-26T19:23:00Z,29.00,72.00
2026-03-26T19:24:00Z,29.00,72.00
2026-03-26T19:27:00Z,29.00,72.00
2026-03-26T19:31:00Z,29.00,72.00
2026-03-26T19:32:00Z,29.00,72.00
2026-03-26T19:33:00Z,29.00,72.00
2026-03-26T19:35:00Z,29.00,72.00
2026-03-26T19:37:00Z,29.00,72.00
2026-03-26T19:38:00Z,29.00,72.00
2026-03-26T19:40:00Z,28.00,72.00
2026-03-26T19:41:00Z,29.00,72.00
2026-03-26T19:42:00Z,29.00,72.00
2026-03-26T19:43:00Z,27.07,72.00
2026-03-26T19:45:00Z,29.00,72.00
2026-03-26T19:47:00Z,29.00,72.00
2026-03-26T19:50:00Z,29.00,72.00
2026-03-26T19:51:00Z,28.00,72.00
2026-03-26T19:52:00Z,28.00,72.00
2026-03-26T19:54:00Z,28.00,73.00
2026-03-26T19:56:00Z,28.00,73.00
2026-03-26T19:57:00Z,28.00,73.00
2026-03-26T19:58:00Z,28.00,73.00
2026-03-26T19:59:00Z,28.00,73.00
2026-03-26T20:03:00Z,28.00,73.00
2026-03-26T20:04:00Z,28.00,73.00
2026-03-26T20:06:00Z,28.00,73.00
2026-03-26T20:07:00Z,28.00,72.74
2026-03-26T20:08:00Z,28.00,72.74
2026-03-26T20:10:00Z,28.00,73.00
2026-03-26T20:11:00Z,28.00,73.00
2026-03-26T20:12:00Z,28.00,73.00
2026-03-26T20:13:00Z,28.00,73.00
2026-03-26T20:14:00Z,28.00,73.00
2026-03-26T20:15:00Z,28.00,73.00
2026-03-26T20:17:00Z,28.00,73.00
2026-03-26T20:18:00Z,28.00,73.00
2026-03-26T20:19:00Z,28.00,73.00
2026-03-26T20:21:00Z,28.00,73.00
2026-03-26T20:22:00Z,28.00,73.00
2026-03-26T20:23:00Z,28.00,73.00
2026-03-26T20:25:00Z,28.00,73.00
2026-03-26T20:26:00Z,28.00,72.00
2026-03-26T20:27:00Z,28.00,73.00
2026-03-26T20:28:00Z,28.00,73.00
2026-03-26T20:29:00Z,28.00,73.00
2026-03-26T20:31:00Z,28.00,73.00
2026-03-26T20:32:00Z,28.00,72.00
2026-03-26T20:33:00Z,28.00,72.00
2026-03-26T20:34:00Z,28.00,72.00
2026-03-26T20:36:00Z,28.00,72.00
2026-03-26T20:37:00Z,28.00,72.00
2026-03-26T20:38:00Z,28.00,72.00
2026-03-26T20:39:00Z,28.00,72.00
2026-03-26T20:40:00Z,28.00,72.00
2026-03-26T20:41:00Z,28.00,72.00
2026-03-26T20:42:00Z,28.00,72.00
2026-03-26T20:44:00Z,28.00,72.00
2026-03-26T20:45:00Z,28.00,72.00
2026-03-26T20:46:00Z,28.12,72.00
2026-03-26T20:47:00Z,29.00,71.11
2026-03-26T20:48:00Z,29.00,72.00
2026-03-26T20:49:00Z,29.00,72.00
2026-03-26T20:50:00Z,28.00,72.00
2026-03-26T20:51:00Z,29.00,72.00
2026-03-26T20:52:00Z,29.00,72.00
2026-03-26T20:53:00Z,29.00,72.00
2026-03-26T20:54:00Z,29.00,72.00
2026-03-26T20:55:00Z,29.00,72.00
2026-03-26T20:56:00Z,29.00,72.00
2026-03-26T20:57:00Z,29.00,72.00
2026-03-26T20:58:00Z,29.00,72.00
2026-03-26T20:59:00Z,29.00,72.00
2026-03-26T21:00:00Z,29.00,72.00
2026-03-26T21:01:00Z,29.00,72.00
2026-03-26T21:03:00Z,29.00,72.00
2026-03-26T21:04:00Z,29.00,72.00
2026-03-26T21:05:00Z,28.00,72.00
2026-03-26T21:08:00Z,29.00,72.00
2026-03-26T21:10:00Z,29.00,72.00
2026-03-26T21:13:00Z,28.56,72.00
2026-03-26T21:14:00Z,29.00,71.00
2026-03-26T21:15:00Z,29.00,72.00
2026-03-26T21:16:00Z,29.00,72.00
2026-03-26T21:17:00Z,29.00,72.00
2026-03-26T21:18:00Z,29.00,72.01
2026-03-26T21:19:00Z,29.00,71.00
2026-03-26T21:20:00Z,29.00,72.00
2026-03-26T21:21:00Z,29.00,72.01
2026-03-26T21:22:00Z,29.00,73.00
2026-03-26T21:23:00Z,29.00,72.47
2026-03-26T21:26:00Z,29.00,73.00
2026-03-26T21:28:00Z,29.00,73.00
2026-03-26T21:29:00Z,29.00,73.00
2026-03-26T21:31:00Z,29.00,73.00
2026-03-26T21:32:00Z,29.00,73.00
2026-03-26T21:33:00Z,29.00,73.00
2026-03-26T21:34:00Z,29.00,73.00
2026-03-26T21:35:00Z,29.00,72.00
