# event_ticker=KXATPCHALLENGERMATCH-26FEB14ZHASAK
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Zhizhen Zhang
# fav_player=Rei Sakamoto
# dog_player=Zhizhen Zhang
# kalshi_date=2026-02-14
timestamp,Rei Sakamoto,Zhizhen Zhang
2026-02-13T19:28:00Z,,50.00
2026-02-13T19:46:00Z,53.00,50.00
2026-02-13T20:00:00Z,53.00,50.00
2026-02-13T20:05:00Z,53.00,49.66
2026-02-13T20:07:00Z,53.00,50.00
2026-02-13T20:20:00Z,53.00,47.00
2026-02-13T20:22:00Z,53.00,47.00
2026-02-13T20:35:00Z,53.00,47.00
2026-02-13T20:39:00Z,53.00,47.00
2026-02-13T20:45:00Z,50.00,47.00
2026-02-13T20:58:00Z,53.00,47.00
2026-02-13T21:00:00Z,53.00,47.00
2026-02-13T21:05:00Z,53.00,49.00
2026-02-13T21:15:00Z,53.00,49.48
2026-02-13T21:17:00Z,53.00,49.48
2026-02-13T21:38:00Z,53.00,49.48
2026-02-13T21:59:00Z,53.00,50.00
2026-02-13T22:02:00Z,53.00,50.00
2026-02-13T22:05:00Z,53.00,47.00
2026-02-13T23:27:00Z,53.00,50.00
2026-02-13T23:35:00Z,52.00,50.00
2026-02-13T23:41:00Z,52.00,49.00
2026-02-13T23:42:00Z,52.00,49.07
2026-02-13T23:46:00Z,52.00,50.00
2026-02-13T23:47:00Z,52.00,50.00
2026-02-13T23:55:00Z,52.00,50.00
2026-02-13T23:57:00Z,52.00,50.00
2026-02-13T23:58:00Z,52.00,50.00
2026-02-14T00:04:00Z,52.00,50.00
2026-02-14T00:06:00Z,52.00,50.00
2026-02-14T00:12:00Z,52.00,50.00
2026-02-14T00:14:00Z,50.00,50.00
2026-02-14T00:18:00Z,50.00,50.00
2026-02-14T00:33:00Z,50.00,50.00
2026-02-14T00:35:00Z,52.00,50.00
2026-02-14T00:37:00Z,52.00,50.00
2026-02-14T00:38:00Z,52.00,50.00
2026-02-14T00:42:00Z,52.00,50.00
2026-02-14T00:43:00Z,52.00,50.00
2026-02-14T00:44:00Z,52.00,50.00
2026-02-14T00:45:00Z,52.00,50.00
2026-02-14T00:49:00Z,52.00,50.00
2026-02-14T00:52:00Z,52.00,50.00
2026-02-14T00:57:00Z,52.00,50.00
2026-02-14T01:07:00Z,52.49,50.00
2026-02-14T01:20:00Z,52.49,50.00
2026-02-14T01:40:00Z,52.00,50.00
2026-02-14T01:49:00Z,52.00,50.00
2026-02-14T01:55:00Z,52.00,50.00
2026-02-14T02:06:00Z,52.00,50.00
2026-02-14T02:10:00Z,52.00,50.00
2026-02-14T02:17:00Z,52.00,50.00
2026-02-14T02:18:00Z,52.00,50.00
2026-02-14T02:19:00Z,52.00,48.43
2026-02-14T02:22:00Z,52.00,49.00
2026-02-14T02:25:00Z,52.00,49.00
2026-02-14T02:27:00Z,52.00,49.00
2026-02-14T02:29:00Z,52.00,49.00
2026-02-14T02:36:00Z,52.00,49.00
2026-02-14T02:37:00Z,52.00,49.00
2026-02-14T02:52:00Z,52.00,49.00
2026-02-14T02:54:00Z,52.00,49.00
2026-02-14T03:00:00Z,52.00,49.00
2026-02-14T03:02:00Z,52.00,49.00
2026-02-14T03:03:00Z,53.72,49.00
2026-02-14T03:04:00Z,53.72,49.00
2026-02-14T03:07:00Z,53.72,49.00
2026-02-14T03:15:00Z,53.72,49.00
2026-02-14T03:19:00Z,53.00,49.00
2026-02-14T03:20:00Z,53.00,49.00
2026-02-14T03:21:00Z,53.00,50.00
2026-02-14T03:25:00Z,53.00,50.00
2026-02-14T03:30:00Z,53.00,50.00
2026-02-14T03:32:00Z,53.00,50.00
2026-02-14T03:33:00Z,50.49,50.00
2026-02-14T03:39:00Z,53.00,50.00
2026-02-14T03:41:00Z,53.00,50.00
2026-02-14T03:45:00Z,53.00,50.00
2026-02-14T03:49:00Z,53.00,50.00
2026-02-14T03:51:00Z,53.00,50.00
2026-02-14T03:54:00Z,53.00,50.00
2026-02-14T03:56:00Z,52.44,50.00
2026-02-14T03:58:00Z,54.00,50.00
2026-02-14T04:00:00Z,54.00,49.41
2026-02-14T04:01:00Z,54.00,50.00
2026-02-14T04:03:00Z,53.00,50.00
2026-02-14T04:08:00Z,53.00,50.00
2026-02-14T04:16:00Z,53.00,50.00
2026-02-14T04:18:00Z,53.00,50.00
2026-02-14T04:19:00Z,53.48,50.00
2026-02-14T04:20:00Z,54.00,50.00
2026-02-14T04:22:00Z,54.08,49.00
2026-02-14T04:23:00Z,54.08,48.00
2026-02-14T04:25:00Z,54.00,48.00
2026-02-14T04:35:00Z,54.00,48.00
2026-02-14T04:39:00Z,54.00,48.00
2026-02-14T04:42:00Z,54.00,48.00
2026-02-14T04:43:00Z,54.00,48.00
2026-02-14T04:47:00Z,54.00,48.00
2026-02-14T04:48:00Z,54.00,48.00
2026-02-14T04:49:00Z,54.00,49.00
2026-02-14T04:52:00Z,54.00,49.00
2026-02-14T04:53:00Z,54.00,49.00
2026-02-14T04:58:00Z,54.00,49.00
2026-02-14T05:00:00Z,54.00,46.05
2026-02-14T05:07:00Z,54.00,49.00
2026-02-14T05:10:00Z,54.61,49.00
2026-02-14T05:11:00Z,54.61,48.00
2026-02-14T05:14:00Z,54.00,48.00
2026-02-14T05:18:00Z,54.00,46.00
2026-02-14T05:20:00Z,54.00,48.00
2026-02-14T05:21:00Z,55.00,48.00
2026-02-14T05:22:00Z,55.00,48.00
2026-02-14T05:23:00Z,55.00,48.47
2026-02-14T05:24:00Z,53.00,49.00
2026-02-14T05:25:00Z,53.00,49.00
2026-02-14T05:26:00Z,54.00,49.00
2026-02-14T05:27:00Z,51.42,49.00
2026-02-14T05:29:00Z,51.42,49.00
2026-02-14T05:30:00Z,54.00,49.00
2026-02-14T05:31:00Z,53.96,49.00
2026-02-14T05:33:00Z,54.00,49.00
2026-02-14T05:34:00Z,54.00,48.99
2026-02-14T05:35:00Z,53.00,48.98
2026-02-14T05:36:00Z,54.00,48.98
2026-02-14T05:37:00Z,54.00,48.98
2026-02-14T05:38:00Z,54.00,49.00
2026-02-14T05:39:00Z,54.00,49.00
2026-02-14T05:40:00Z,54.00,49.00
2026-02-14T05:41:00Z,54.00,49.00
2026-02-14T05:43:00Z,54.00,49.00
2026-02-14T05:44:00Z,54.00,49.00
2026-02-14T05:45:00Z,54.00,49.00
2026-02-14T05:47:00Z,54.00,49.00
2026-02-14T05:48:00Z,54.00,49.00
2026-02-14T05:49:00Z,54.00,49.00
2026-02-14T05:50:00Z,52.00,49.00
2026-02-14T05:51:00Z,52.77,49.00
2026-02-14T05:52:00Z,52.77,49.00
2026-02-14T05:56:00Z,54.00,47.95
2026-02-14T05:57:00Z,54.00,49.00
2026-02-14T05:58:00Z,52.00,49.01
2026-02-14T05:59:00Z,54.00,49.00
2026-02-14T06:00:00Z,53.10,49.96
2026-02-14T06:01:00Z,52.06,50.00
2026-02-14T06:02:00Z,52.03,50.00
2026-02-14T06:03:00Z,53.90,49.00
2026-02-14T06:04:00Z,53.90,49.61
2026-02-14T06:05:00Z,53.00,48.91
2026-02-14T06:06:00Z,53.85,49.03
2026-02-14T06:07:00Z,53.96,49.00
2026-02-14T06:08:00Z,54.00,49.00
2026-02-14T06:09:00Z,53.16,50.00
2026-02-14T06:10:00Z,53.00,50.02
2026-02-14T06:11:00Z,51.00,51.76
2026-02-14T06:12:00Z,51.00,51.62
2026-02-14T06:13:00Z,51.73,51.00
2026-02-14T06:14:00Z,52.00,48.00
2026-02-14T06:15:00Z,52.00,51.92
2026-02-14T06:16:00Z,52.00,52.00
2026-02-14T06:17:00Z,52.26,52.00
2026-02-14T06:18:00Z,52.12,49.65
2026-02-14T06:19:00Z,57.85,43.37
2026-02-14T06:20:00Z,58.08,42.98
2026-02-14T06:21:00Z,52.98,49.61
2026-02-14T06:22:00Z,51.84,50.34
2026-02-14T06:23:00Z,46.26,56.16
2026-02-14T06:24:00Z,49.32,54.34
2026-02-14T06:25:00Z,39.28,61.03
2026-02-14T06:26:00Z,33.33,69.45
2026-02-14T06:27:00Z,31.72,70.15
2026-02-14T06:28:00Z,32.11,70.32
2026-02-14T06:29:00Z,34.63,66.08
2026-02-14T06:30:00Z,37.06,65.80
2026-02-14T06:31:00Z,35.16,67.35
2026-02-14T06:32:00Z,30.40,71.00
2026-02-14T06:33:00Z,31.00,71.10
2026-02-14T06:34:00Z,29.14,71.86
2026-02-14T06:35:00Z,30.90,71.43
2026-02-14T06:36:00Z,29.65,72.56
2026-02-14T06:37:00Z,29.46,73.07
2026-02-14T06:38:00Z,23.16,78.66
2026-02-14T06:39:00Z,23.26,78.68
2026-02-14T06:40:00Z,21.98,79.37
2026-02-14T06:41:00Z,21.98,78.90
2026-02-14T06:42:00Z,22.20,80.03
2026-02-14T06:43:00Z,19.71,79.37
2026-02-14T06:44:00Z,22.54,80.05
2026-02-14T06:45:00Z,22.04,79.19
2026-02-14T06:46:00Z,21.27,80.30
2026-02-14T06:47:00Z,22.66,77.99
2026-02-14T06:48:00Z,25.28,75.28
2026-02-14T06:49:00Z,24.28,79.00
2026-02-14T06:50:00Z,21.75,79.81
2026-02-14T06:51:00Z,20.55,80.30
2026-02-14T06:52:00Z,19.75,81.04
2026-02-14T06:53:00Z,20.96,79.40
2026-02-14T06:54:00Z,24.65,77.07
2026-02-14T06:55:00Z,32.42,77.80
2026-02-14T06:56:00Z,37.37,72.32
2026-02-14T06:57:00Z,34.70,69.24
2026-02-14T06:58:00Z,32.04,66.19
2026-02-14T06:59:00Z,30.45,70.95
2026-02-14T07:00:00Z,20.37,71.84
2026-02-14T07:01:00Z,22.00,79.44
2026-02-14T07:02:00Z,21.78,80.50
2026-02-14T07:03:00Z,19.70,78.41
2026-02-14T07:04:00Z,18.31,83.24
2026-02-14T07:05:00Z,17.64,82.19
2026-02-14T07:06:00Z,9.95,93.21
2026-02-14T07:07:00Z,6.76,96.26
2026-02-14T07:08:00Z,7.50,92.43
2026-02-14T07:09:00Z,8.43,91.50
2026-02-14T07:10:00Z,7.59,93.28
2026-02-14T07:11:00Z,5.95,96.76
2026-02-14T07:12:00Z,4.70,94.49
2026-02-14T07:13:00Z,6.82,95.82
2026-02-14T07:14:00Z,6.69,91.79
2026-02-14T07:15:00Z,9.02,92.79
2026-02-14T07:16:00Z,6.36,94.97
2026-02-14T07:17:00Z,15.16,85.96
2026-02-14T07:18:00Z,24.21,74.41
2026-02-14T07:19:00Z,11.02,89.63
2026-02-14T07:20:00Z,7.57,91.52
2026-02-14T07:21:00Z,4.25,94.96
2026-02-14T07:22:00Z,7.01,94.02
2026-02-14T07:23:00Z,6.26,96.61
2026-02-14T07:24:00Z,6.36,93.93
2026-02-14T07:25:00Z,7.48,95.40
2026-02-14T07:26:00Z,6.75,94.99
2026-02-14T07:27:00Z,8.47,93.25
2026-02-14T07:28:00Z,3.09,98.14
2026-02-14T07:29:00Z,1.19,98.98
2026-02-14T07:30:00Z,1.00,99.00
2026-02-14T07:31:00Z,1.00,99.00
