# event_ticker=KXATPMATCH-25JUL27WALBON
# final_score=4-6 6-0 6-3
# match_winner=Adam Walton
# fav_player=Adam Walton
# dog_player=Benjamin Bonzi
# kalshi_date=2025-07-27
timestamp,Adam Walton,Benjamin Bonzi
2025-07-27T05:39:00Z,,52.00
2025-07-27T05:43:00Z,60.00,60.00
2025-07-27T05:48:00Z,60.00,58.94
2025-07-27T05:54:00Z,60.00,57.00
2025-07-27T06:17:00Z,60.00,56.00
2025-07-27T06:23:00Z,60.00,56.00
2025-07-27T06:24:00Z,60.00,56.00
2025-07-27T06:35:00Z,60.00,56.00
2025-07-27T06:38:00Z,60.00,56.00
2025-07-27T06:45:00Z,60.00,56.00
2025-07-27T06:50:00Z,54.00,56.00
2025-07-27T06:52:00Z,54.00,56.00
2025-07-27T12:06:00Z,54.00,59.00
2025-07-27T12:16:00Z,60.00,59.00
2025-07-27T12:20:00Z,60.00,59.67
2025-07-27T12:25:00Z,60.00,55.00
2025-07-27T12:31:00Z,60.00,55.00
2025-07-27T12:33:00Z,60.00,55.00
2025-07-27T12:35:00Z,54.00,55.00
2025-07-27T12:47:00Z,51.00,55.00
2025-07-27T12:54:00Z,51.18,51.00
2025-07-27T12:55:00Z,52.00,51.00
2025-07-27T13:01:00Z,52.00,50.00
2025-07-27T13:03:00Z,51.00,50.00
2025-07-27T13:15:00Z,51.00,51.16
2025-07-27T13:20:00Z,50.00,51.16
2025-07-27T13:24:00Z,50.00,52.00
2025-07-27T13:26:00Z,50.00,52.00
2025-07-27T13:29:00Z,50.00,52.00
2025-07-27T13:34:00Z,50.00,52.00
2025-07-27T13:35:00Z,50.00,52.00
2025-07-27T13:36:00Z,49.94,52.63
2025-07-27T13:39:00Z,50.00,52.63
2025-07-27T13:42:00Z,50.00,52.63
2025-07-27T13:44:00Z,50.00,52.00
2025-07-27T13:51:00Z,50.00,52.00
2025-07-27T13:55:00Z,50.00,52.00
2025-07-27T14:01:00Z,50.00,52.00
2025-07-27T14:05:00Z,49.00,52.00
2025-07-27T14:20:00Z,49.00,10.00
2025-07-27T14:21:00Z,50.60,10.00
2025-07-27T14:25:00Z,51.00,10.00
2025-07-27T14:27:00Z,51.00,49.71
2025-07-27T14:31:00Z,51.42,49.71
2025-07-27T14:32:00Z,51.42,50.00
2025-07-27T14:34:00Z,52.00,50.00
2025-07-27T14:36:00Z,52.00,50.00
2025-07-27T14:37:00Z,52.00,50.00
2025-07-27T14:39:00Z,52.89,50.00
2025-07-27T14:44:00Z,53.00,50.00
2025-07-27T14:46:00Z,53.00,49.00
2025-07-27T14:48:00Z,53.00,49.00
2025-07-27T14:49:00Z,53.00,49.00
2025-07-27T14:50:00Z,53.29,49.00
2025-07-27T14:55:00Z,53.29,48.22
2025-07-27T14:56:00Z,53.29,49.00
2025-07-27T14:57:00Z,53.66,49.00
2025-07-27T14:59:00Z,53.66,48.00
2025-07-27T15:00:00Z,53.00,49.25
2025-07-27T15:01:00Z,53.00,51.00
2025-07-27T15:02:00Z,53.00,51.06
2025-07-27T15:03:00Z,53.00,51.00
2025-07-27T15:05:00Z,51.00,51.00
2025-07-27T15:06:00Z,51.00,50.00
2025-07-27T15:08:00Z,51.00,51.00
2025-07-27T15:09:00Z,51.00,50.90
2025-07-27T15:10:00Z,51.00,51.82
2025-07-27T15:11:00Z,51.00,51.82
2025-07-27T15:13:00Z,50.00,51.82
2025-07-27T15:14:00Z,54.00,50.00
2025-07-27T15:15:00Z,57.31,50.00
2025-07-27T15:16:00Z,60.00,50.00
2025-07-27T15:17:00Z,51.00,52.00
2025-07-27T15:18:00Z,58.00,52.00
2025-07-27T15:20:00Z,54.00,52.00
2025-07-27T15:21:00Z,54.60,52.00
2025-07-27T15:22:00Z,53.45,52.00
2025-07-27T15:23:00Z,50.00,52.00
2025-07-27T15:24:00Z,50.00,52.00
2025-07-27T15:25:00Z,50.00,56.40
2025-07-27T15:26:00Z,48.00,56.40
2025-07-27T15:27:00Z,52.68,56.40
2025-07-27T15:28:00Z,53.11,49.00
2025-07-27T15:29:00Z,53.00,49.00
2025-07-27T15:30:00Z,40.18,64.00
2025-07-27T15:32:00Z,42.00,64.00
2025-07-27T15:34:00Z,35.00,73.00
2025-07-27T15:35:00Z,35.00,73.00
2025-07-27T15:37:00Z,25.01,76.70
2025-07-27T15:38:00Z,26.00,76.70
2025-07-27T15:39:00Z,32.60,76.70
2025-07-27T15:40:00Z,32.60,68.00
2025-07-27T15:41:00Z,35.53,68.69
2025-07-27T15:42:00Z,33.00,77.00
2025-07-27T15:43:00Z,32.00,70.00
2025-07-27T15:45:00Z,35.00,70.00
2025-07-27T15:46:00Z,28.00,73.36
2025-07-27T15:48:00Z,29.00,74.00
2025-07-27T15:49:00Z,26.00,74.00
2025-07-27T15:50:00Z,29.00,73.04
2025-07-27T15:52:00Z,25.00,76.00
2025-07-27T15:53:00Z,27.00,76.00
2025-07-27T15:55:00Z,28.00,76.00
2025-07-27T15:56:00Z,28.00,76.00
2025-07-27T15:59:00Z,23.43,77.00
2025-07-27T16:00:00Z,24.00,77.00
2025-07-27T16:01:00Z,23.00,77.00
2025-07-27T16:02:00Z,22.45,78.60
2025-07-27T16:03:00Z,22.00,78.09
2025-07-27T16:04:00Z,27.00,79.95
2025-07-27T16:05:00Z,25.00,79.94
2025-07-27T16:06:00Z,23.00,79.00
2025-07-27T16:07:00Z,25.00,78.30
2025-07-27T16:08:00Z,25.00,79.08
2025-07-27T16:09:00Z,21.00,79.08
2025-07-27T16:10:00Z,25.11,78.23
2025-07-27T16:11:00Z,28.00,76.00
2025-07-27T16:12:00Z,23.91,80.39
2025-07-27T16:13:00Z,33.00,73.00
2025-07-27T16:14:00Z,40.74,65.31
2025-07-27T16:15:00Z,40.31,61.34
2025-07-27T16:16:00Z,39.36,64.65
2025-07-27T16:17:00Z,41.95,58.17
2025-07-27T16:18:00Z,44.58,54.80
2025-07-27T16:19:00Z,48.00,57.20
2025-07-27T16:20:00Z,49.81,57.20
2025-07-27T16:21:00Z,50.54,57.20
2025-07-27T16:22:00Z,59.48,47.03
2025-07-27T16:23:00Z,57.93,42.44
2025-07-27T16:24:00Z,59.63,42.44
2025-07-27T16:25:00Z,64.90,39.00
2025-07-27T16:26:00Z,65.00,39.29
2025-07-27T16:27:00Z,63.35,35.40
2025-07-27T16:28:00Z,66.04,35.00
2025-07-27T16:29:00Z,66.99,34.84
2025-07-27T16:30:00Z,72.00,30.00
2025-07-27T16:31:00Z,68.90,30.32
2025-07-27T16:32:00Z,72.38,32.70
2025-07-27T16:33:00Z,72.60,28.34
2025-07-27T16:34:00Z,74.95,26.46
2025-07-27T16:35:00Z,71.44,29.94
2025-07-27T16:36:00Z,63.87,36.30
2025-07-27T16:37:00Z,64.29,38.87
2025-07-27T16:38:00Z,69.01,32.00
2025-07-27T16:39:00Z,72.70,30.00
2025-07-27T16:40:00Z,72.70,30.00
2025-07-27T16:41:00Z,73.00,34.75
2025-07-27T16:42:00Z,58.69,34.75
2025-07-27T16:43:00Z,68.05,36.55
2025-07-27T16:44:00Z,66.13,33.38
2025-07-27T16:45:00Z,39.92,61.52
2025-07-27T16:46:00Z,51.66,58.52
2025-07-27T16:47:00Z,65.99,41.41
2025-07-27T16:48:00Z,55.50,47.82
2025-07-27T16:49:00Z,65.15,47.82
2025-07-27T16:50:00Z,57.20,44.57
2025-07-27T16:51:00Z,48.41,47.00
2025-07-27T16:52:00Z,60.91,34.54
2025-07-27T16:53:00Z,73.48,34.89
2025-07-27T16:54:00Z,71.42,36.00
2025-07-27T16:55:00Z,57.91,43.03
2025-07-27T16:56:00Z,67.86,33.93
2025-07-27T16:57:00Z,76.98,25.93
2025-07-27T16:58:00Z,75.23,30.05
2025-07-27T16:59:00Z,85.81,20.14
2025-07-27T17:00:00Z,91.74,4.43
2025-07-27T17:01:00Z,94.00,6.06
2025-07-27T17:02:00Z,88.24,8.30
2025-07-27T17:03:00Z,93.65,4.88
2025-07-27T17:04:00Z,96.85,3.06
2025-07-27T17:05:00Z,95.12,3.00
2025-07-27T17:06:00Z,93.66,5.00
2025-07-27T17:07:00Z,95.00,6.23
2025-07-27T17:08:00Z,95.00,4.86
2025-07-27T17:09:00Z,98.89,1.00
2025-07-27T17:10:00Z,99.00,1.00
2025-07-27T17:11:00Z,99.00,1.00
2025-07-27T17:12:00Z,99.00,1.00
2025-07-27T17:16:00Z,99.00,1.00
