# event_ticker=KXATPMATCH-26FEB16HUMMAR
# final_score=6-3 6-1
# match_winner=Fabian Marozsan
# fav_player=Fabian Marozsan
# dog_player=Ugo Humbert
# kalshi_date=2026-02-16
timestamp,Fabian Marozsan,Ugo Humbert
2026-02-17T01:54:00Z,,58.00
2026-02-17T01:57:00Z,,58.00
2026-02-17T02:00:00Z,,58.00
2026-02-17T02:01:00Z,,58.76
2026-02-17T02:03:00Z,,59.00
2026-02-17T02:04:00Z,,59.00
2026-02-17T02:12:00Z,,59.00
2026-02-17T02:13:00Z,,59.00
2026-02-17T02:22:00Z,,59.00
2026-02-17T02:23:00Z,,59.00
2026-02-17T02:24:00Z,,59.00
2026-02-17T02:31:00Z,,59.00
2026-02-17T02:36:00Z,,59.00
2026-02-17T02:40:00Z,,58.00
2026-02-17T02:47:00Z,,58.00
2026-02-17T02:48:00Z,,58.00
2026-02-17T02:49:00Z,,58.00
2026-02-17T02:51:00Z,,58.00
2026-02-17T02:58:00Z,,58.00
2026-02-17T03:00:00Z,,58.00
2026-02-17T03:07:00Z,,58.00
2026-02-17T03:08:00Z,,58.00
2026-02-17T03:09:00Z,,58.00
2026-02-17T03:10:00Z,,58.00
2026-02-17T03:11:00Z,43.00,58.00
2026-02-17T03:17:00Z,43.00,58.00
2026-02-17T03:20:00Z,43.00,58.00
2026-02-17T03:24:00Z,43.00,58.00
2026-02-17T03:33:00Z,43.00,58.00
2026-02-17T03:39:00Z,43.00,58.00
2026-02-17T03:40:00Z,43.00,58.00
2026-02-17T03:43:00Z,43.00,58.00
2026-02-17T03:45:00Z,43.00,58.00
2026-02-17T03:46:00Z,43.00,58.00
2026-02-17T03:47:00Z,43.00,57.00
2026-02-17T03:48:00Z,43.00,58.00
2026-02-17T03:49:00Z,43.00,58.00
2026-02-17T03:52:00Z,43.00,58.37
2026-02-17T03:54:00Z,43.00,59.00
2026-02-17T04:01:00Z,43.00,59.00
2026-02-17T04:03:00Z,43.00,59.00
2026-02-17T04:04:00Z,43.00,59.00
2026-02-17T04:05:00Z,43.00,57.14
2026-02-17T04:06:00Z,43.00,58.00
2026-02-17T04:15:00Z,43.00,57.90
2026-02-17T04:17:00Z,43.00,57.90
2026-02-17T04:18:00Z,43.00,58.00
2026-02-17T04:21:00Z,43.00,58.00
2026-02-17T04:23:00Z,43.00,59.00
2026-02-17T04:25:00Z,43.00,59.00
2026-02-17T04:27:00Z,43.00,59.00
2026-02-17T04:29:00Z,43.00,58.00
2026-02-17T04:31:00Z,43.00,59.00
2026-02-17T04:32:00Z,43.00,59.00
2026-02-17T04:33:00Z,43.00,59.00
2026-02-17T04:34:00Z,43.00,58.62
2026-02-17T04:35:00Z,43.00,58.62
2026-02-17T04:37:00Z,43.00,58.00
2026-02-17T04:41:00Z,43.00,58.35
2026-02-17T04:42:00Z,43.00,59.00
2026-02-17T04:44:00Z,43.00,59.00
2026-02-17T04:47:00Z,43.00,59.00
2026-02-17T04:49:00Z,43.00,59.00
2026-02-17T04:51:00Z,43.00,59.00
2026-02-17T04:52:00Z,43.00,59.00
2026-02-17T04:56:00Z,43.00,59.00
2026-02-17T04:58:00Z,43.00,59.00
2026-02-17T05:00:00Z,43.00,59.00
2026-02-17T05:01:00Z,43.00,59.00
2026-02-17T05:03:00Z,42.00,59.00
2026-02-17T05:09:00Z,42.00,59.00
2026-02-17T05:13:00Z,43.00,59.00
2026-02-17T05:16:00Z,43.00,58.00
2026-02-17T05:17:00Z,43.00,58.51
2026-02-17T05:23:00Z,43.00,59.00
2026-02-17T05:25:00Z,43.00,59.00
2026-02-17T05:26:00Z,43.00,59.00
2026-02-17T05:28:00Z,43.00,59.00
2026-02-17T05:34:00Z,43.00,59.00
2026-02-17T05:38:00Z,42.00,59.00
2026-02-17T05:39:00Z,43.00,59.00
2026-02-17T05:40:00Z,43.00,59.00
2026-02-17T05:41:00Z,43.00,59.00
2026-02-17T05:43:00Z,42.00,59.00
2026-02-17T05:45:00Z,43.00,59.00
2026-02-17T05:47:00Z,43.00,59.00
2026-02-17T05:49:00Z,43.00,59.00
2026-02-17T05:50:00Z,43.00,59.00
2026-02-17T05:55:00Z,43.00,59.00
2026-02-17T05:56:00Z,43.00,58.00
2026-02-17T05:58:00Z,43.00,58.00
2026-02-17T05:59:00Z,43.00,58.00
2026-02-17T06:00:00Z,43.00,58.00
2026-02-17T06:02:00Z,43.00,58.00
2026-02-17T06:06:00Z,41.83,58.00
2026-02-17T06:07:00Z,41.83,59.00
2026-02-17T06:08:00Z,41.83,59.00
2026-02-17T06:10:00Z,43.72,59.00
2026-02-17T06:13:00Z,43.72,57.00
2026-02-17T06:15:00Z,43.72,57.00
2026-02-17T06:17:00Z,43.72,56.56
2026-02-17T06:18:00Z,44.00,56.56
2026-02-17T06:19:00Z,44.00,56.56
2026-02-17T06:20:00Z,44.00,57.00
2026-02-17T06:24:00Z,44.00,57.00
2026-02-17T06:27:00Z,44.00,57.00
2026-02-17T06:31:00Z,44.00,57.00
2026-02-17T06:33:00Z,44.00,57.00
2026-02-17T06:34:00Z,44.00,57.00
2026-02-17T06:35:00Z,44.00,57.00
2026-02-17T06:37:00Z,44.00,57.00
2026-02-17T06:39:00Z,44.00,57.00
2026-02-17T06:42:00Z,44.00,57.00
2026-02-17T06:44:00Z,44.00,57.00
2026-02-17T06:45:00Z,44.00,55.12
2026-02-17T06:46:00Z,44.00,56.00
2026-02-17T06:49:00Z,44.00,56.00
2026-02-17T06:51:00Z,44.00,56.00
2026-02-17T06:52:00Z,44.00,56.10
2026-02-17T07:10:00Z,44.00,57.00
2026-02-17T07:11:00Z,44.00,57.00
2026-02-17T07:12:00Z,44.00,57.00
2026-02-17T07:14:00Z,44.00,57.00
2026-02-17T07:18:00Z,44.00,57.00
2026-02-17T07:19:00Z,44.00,56.00
2026-02-17T07:21:00Z,44.00,56.00
2026-02-17T07:24:00Z,44.00,56.00
2026-02-17T07:26:00Z,44.00,56.00
