# event_ticker=KXATPCHALLENGERMATCH-26MAR21GEAJAC
# final_score=6-7(4) 7-6(2) 6-1
# score_resolution=6-7 7-6 6-1
# match_winner=Arthur Gea
# fav_player=Arthur Gea
# dog_player=Kyrian Jacquet
# kalshi_date=2026-03-21
timestamp,Arthur Gea,Kyrian Jacquet
2026-03-21T01:16:00Z,46.00,
2026-03-21T01:47:00Z,46.00,
2026-03-21T02:32:00Z,46.00,
2026-03-21T02:35:00Z,46.00,55.00
2026-03-21T02:46:00Z,46.00,55.00
2026-03-21T03:37:00Z,46.00,55.00
2026-03-21T03:38:00Z,47.00,53.00
2026-03-21T04:05:00Z,47.00,54.00
2026-03-21T04:13:00Z,47.00,54.00
2026-03-21T04:19:00Z,47.00,53.18
2026-03-21T04:21:00Z,47.00,53.18
2026-03-21T04:26:00Z,47.00,53.18
2026-03-21T04:28:00Z,47.00,53.18
2026-03-21T04:32:00Z,47.00,55.00
2026-03-21T04:35:00Z,47.00,55.00
2026-03-21T04:39:00Z,47.00,54.00
2026-03-21T04:42:00Z,47.00,54.00
2026-03-21T04:44:00Z,47.00,54.00
2026-03-21T04:45:00Z,47.00,54.00
2026-03-21T04:46:00Z,47.00,54.00
2026-03-21T04:47:00Z,47.00,55.00
2026-03-21T04:48:00Z,47.00,55.00
2026-03-21T04:50:00Z,47.63,55.00
2026-03-21T04:55:00Z,48.00,55.00
2026-03-21T04:59:00Z,48.00,55.00
2026-03-21T05:02:00Z,48.00,53.00
2026-03-21T05:06:00Z,48.00,54.00
2026-03-21T05:09:00Z,48.00,54.69
2026-03-21T05:10:00Z,47.00,55.94
2026-03-21T05:14:00Z,45.00,55.94
2026-03-21T05:15:00Z,45.00,56.00
2026-03-21T05:20:00Z,45.00,56.00
2026-03-21T05:23:00Z,45.00,56.00
2026-03-21T05:40:00Z,45.00,56.00
2026-03-21T05:47:00Z,45.00,56.00
2026-03-21T05:50:00Z,46.00,56.00
2026-03-21T05:58:00Z,46.00,56.00
2026-03-21T06:00:00Z,46.00,56.00
2026-03-21T06:01:00Z,46.00,56.00
2026-03-21T06:05:00Z,46.00,55.00
2026-03-21T06:15:00Z,46.00,55.00
2026-03-21T06:33:00Z,46.00,56.00
2026-03-21T06:36:00Z,46.00,56.00
2026-03-21T06:39:00Z,46.00,56.00
2026-03-21T06:41:00Z,46.00,56.00
2026-03-21T06:43:00Z,46.00,56.00
2026-03-21T06:46:00Z,46.00,56.00
2026-03-21T07:09:00Z,45.00,56.00
2026-03-21T07:12:00Z,45.00,56.00
2026-03-21T07:13:00Z,45.00,57.00
2026-03-21T07:22:00Z,45.00,57.00
2026-03-21T07:24:00Z,45.00,57.00
2026-03-21T07:27:00Z,45.00,57.00
2026-03-21T07:28:00Z,45.00,57.53
2026-03-21T07:33:00Z,45.00,57.53
2026-03-21T07:43:00Z,45.00,57.00
2026-03-21T07:44:00Z,45.00,57.00
2026-03-21T07:46:00Z,45.00,57.00
2026-03-21T07:50:00Z,44.00,58.00
2026-03-21T07:52:00Z,45.00,58.00
2026-03-21T07:57:00Z,44.00,58.00
2026-03-21T08:00:00Z,45.00,58.00
2026-03-21T08:13:00Z,42.37,58.00
2026-03-21T08:19:00Z,43.00,58.00
2026-03-21T08:20:00Z,43.00,58.00
2026-03-21T08:21:00Z,43.00,58.00
2026-03-21T08:22:00Z,43.00,57.00
2026-03-21T08:23:00Z,43.00,57.00
2026-03-21T08:33:00Z,43.00,58.00
2026-03-21T08:41:00Z,43.00,58.00
2026-03-21T08:44:00Z,43.00,58.00
2026-03-21T08:49:00Z,43.00,58.00
2026-03-21T08:52:00Z,43.00,58.00
2026-03-21T08:57:00Z,43.00,58.00
2026-03-21T08:58:00Z,43.00,58.00
2026-03-21T09:00:00Z,43.00,58.00
2026-03-21T09:01:00Z,43.00,58.00
2026-03-21T09:09:00Z,43.38,57.00
2026-03-21T09:13:00Z,44.00,57.00
2026-03-21T09:32:00Z,44.00,57.00
2026-03-21T09:41:00Z,44.00,57.00
2026-03-21T09:44:00Z,44.00,57.00
2026-03-21T09:48:00Z,44.00,57.00
2026-03-21T09:58:00Z,44.00,57.00
2026-03-21T09:59:00Z,44.00,57.00
2026-03-21T10:01:00Z,44.00,57.00
2026-03-21T10:02:00Z,44.00,57.00
2026-03-21T10:04:00Z,42.35,57.00
2026-03-21T10:10:00Z,44.00,57.00
2026-03-21T10:12:00Z,44.00,56.00
2026-03-21T10:17:00Z,44.00,56.00
2026-03-21T10:19:00Z,44.00,56.00
2026-03-21T10:22:00Z,44.00,57.00
2026-03-21T10:24:00Z,44.00,57.00
2026-03-21T10:29:00Z,44.00,57.00
2026-03-21T10:36:00Z,44.00,57.00
2026-03-21T10:45:00Z,44.00,57.00
2026-03-21T10:47:00Z,44.00,57.00
2026-03-21T10:54:00Z,45.00,57.00
2026-03-21T10:55:00Z,45.00,57.00
2026-03-21T10:57:00Z,45.00,57.00
2026-03-21T11:09:00Z,45.00,57.00
2026-03-21T11:14:00Z,44.00,57.00
2026-03-21T11:15:00Z,44.00,57.00
2026-03-21T11:16:00Z,44.00,57.00
2026-03-21T11:17:00Z,44.00,57.00
2026-03-21T11:20:00Z,43.88,57.00
2026-03-21T11:23:00Z,43.88,57.00
2026-03-21T11:30:00Z,44.75,57.00
2026-03-21T11:31:00Z,45.00,57.00
2026-03-21T11:32:00Z,45.00,57.00
2026-03-21T11:33:00Z,45.00,57.00
2026-03-21T11:34:00Z,45.00,57.00
2026-03-21T11:35:00Z,45.00,57.00
2026-03-21T11:37:00Z,45.76,56.00
