# event_ticker=KXATPMATCH-25JUL29MUNCER
# final_score=7-6(4) 4-6 6-4
# score_resolution=7-6 4-6 6-4
# match_winner=Francisco Cerundolo
# fav_player=Francisco Cerundolo
# dog_player=Jaume Munar
# kalshi_date=2025-07-29
timestamp,Francisco Cerundolo,Jaume Munar
2025-07-29T12:36:00Z,54.00,
2025-07-29T14:53:00Z,52.00,
2025-07-29T14:58:00Z,52.00,
2025-07-29T15:10:00Z,52.00,
2025-07-29T15:11:00Z,51.00,
2025-07-29T15:26:00Z,50.00,
2025-07-29T16:37:00Z,50.00,49.00
2025-07-29T16:38:00Z,50.00,49.00
2025-07-29T17:35:00Z,52.00,49.00
2025-07-29T17:38:00Z,52.00,50.00
2025-07-29T17:55:00Z,51.00,50.00
2025-07-29T18:10:00Z,51.00,50.00
2025-07-29T18:46:00Z,51.00,50.00
2025-07-29T18:49:00Z,51.00,51.00
2025-07-29T18:52:00Z,51.00,51.00
2025-07-29T18:53:00Z,51.00,51.00
2025-07-29T18:55:00Z,51.00,51.00
2025-07-29T19:00:00Z,50.71,51.00
2025-07-29T19:07:00Z,50.71,51.00
2025-07-29T19:12:00Z,50.99,51.00
2025-07-29T19:24:00Z,51.00,51.00
2025-07-29T19:33:00Z,51.00,51.00
2025-07-29T19:35:00Z,50.62,51.00
2025-07-29T19:37:00Z,51.00,51.00
2025-07-29T19:39:00Z,51.00,51.00
2025-07-29T19:42:00Z,51.00,51.00
2025-07-29T19:43:00Z,51.00,51.00
2025-07-29T19:46:00Z,50.00,51.00
2025-07-29T19:48:00Z,50.16,51.00
2025-07-29T19:53:00Z,51.00,51.00
2025-07-29T19:54:00Z,51.00,50.00
2025-07-29T19:55:00Z,51.00,50.00
2025-07-29T19:56:00Z,51.00,50.00
2025-07-29T20:00:00Z,51.00,50.00
2025-07-29T20:03:00Z,51.00,50.00
2025-07-29T20:05:00Z,51.00,50.00
2025-07-29T20:06:00Z,51.00,50.00
2025-07-29T20:19:00Z,51.00,50.00
2025-07-29T20:22:00Z,51.00,50.00
2025-07-29T20:25:00Z,51.00,41.00
2025-07-29T20:26:00Z,52.00,41.00
2025-07-29T20:28:00Z,50.00,51.00
2025-07-29T20:29:00Z,53.00,51.00
2025-07-29T20:30:00Z,52.00,49.90
2025-07-29T20:32:00Z,49.44,49.90
2025-07-29T20:34:00Z,49.44,56.00
2025-07-29T20:36:00Z,52.26,53.00
2025-07-29T20:39:00Z,51.85,53.00
2025-07-29T20:40:00Z,62.08,40.00
2025-07-29T20:41:00Z,64.98,40.00
2025-07-29T20:42:00Z,72.00,40.00
2025-07-29T20:44:00Z,72.69,40.00
2025-07-29T20:45:00Z,71.64,25.52
2025-07-29T20:46:00Z,71.00,30.00
2025-07-29T20:47:00Z,74.71,30.00
2025-07-29T20:48:00Z,70.00,32.60
2025-07-29T20:49:00Z,70.00,33.00
2025-07-29T20:51:00Z,69.00,33.00
2025-07-29T20:52:00Z,69.00,33.00
2025-07-29T20:53:00Z,74.99,33.00
2025-07-29T20:54:00Z,75.00,33.00
2025-07-29T20:55:00Z,72.00,27.98
2025-07-29T20:56:00Z,72.00,28.00
2025-07-29T20:57:00Z,72.00,29.00
2025-07-29T20:58:00Z,71.66,29.67
2025-07-29T20:59:00Z,70.00,31.00
2025-07-29T21:00:00Z,70.00,31.00
2025-07-29T21:01:00Z,70.00,29.00
2025-07-29T21:02:00Z,75.00,29.00
2025-07-29T21:03:00Z,70.00,27.53
2025-07-29T21:04:00Z,63.50,36.54
2025-07-29T21:05:00Z,64.98,36.54
2025-07-29T21:06:00Z,55.00,42.00
2025-07-29T21:07:00Z,50.00,49.89
2025-07-29T21:08:00Z,48.00,56.00
2025-07-29T21:09:00Z,50.11,56.00
2025-07-29T21:10:00Z,55.00,45.37
2025-07-29T21:11:00Z,59.33,45.60
2025-07-29T21:12:00Z,51.02,47.05
2025-07-29T21:13:00Z,46.00,55.00
2025-07-29T21:14:00Z,47.19,55.00
2025-07-29T21:15:00Z,48.03,54.46
2025-07-29T21:16:00Z,51.00,49.76
2025-07-29T21:17:00Z,46.66,53.98
2025-07-29T21:18:00Z,52.51,49.66
2025-07-29T21:19:00Z,56.86,51.65
2025-07-29T21:20:00Z,53.43,48.85
2025-07-29T21:21:00Z,53.43,53.85
2025-07-29T21:22:00Z,45.98,53.85
2025-07-29T21:23:00Z,47.18,53.48
2025-07-29T21:24:00Z,42.82,56.00
2025-07-29T21:25:00Z,40.54,66.54
2025-07-29T21:26:00Z,36.90,65.73
2025-07-29T21:27:00Z,32.92,64.83
2025-07-29T21:28:00Z,44.60,63.76
2025-07-29T21:29:00Z,50.22,50.84
2025-07-29T21:30:00Z,50.00,44.52
2025-07-29T21:31:00Z,61.98,38.74
2025-07-29T21:32:00Z,66.88,32.67
2025-07-29T21:33:00Z,65.31,32.67
2025-07-29T21:34:00Z,63.80,37.67
2025-07-29T21:35:00Z,52.54,47.80
2025-07-29T21:36:00Z,55.68,46.99
2025-07-29T21:37:00Z,56.32,44.33
2025-07-29T21:38:00Z,67.33,30.68
2025-07-29T21:39:00Z,74.61,25.48
2025-07-29T21:40:00Z,74.02,26.00
2025-07-29T21:41:00Z,73.99,25.53
2025-07-29T21:42:00Z,75.97,28.00
2025-07-29T21:43:00Z,76.04,22.00
2025-07-29T21:44:00Z,78.67,23.25
2025-07-29T21:45:00Z,78.53,22.71
2025-07-29T21:46:00Z,75.10,25.32
2025-07-29T21:47:00Z,73.30,26.01
2025-07-29T21:48:00Z,76.00,26.71
2025-07-29T21:49:00Z,71.50,26.86
2025-07-29T21:50:00Z,71.50,27.00
2025-07-29T21:51:00Z,76.00,24.00
2025-07-29T21:53:00Z,76.20,22.00
2025-07-29T21:54:00Z,79.95,19.53
2025-07-29T21:55:00Z,84.69,17.96
2025-07-29T21:56:00Z,78.00,26.00
2025-07-29T21:57:00Z,73.96,25.89
2025-07-29T21:58:00Z,74.00,28.28
2025-07-29T21:59:00Z,74.08,26.93
2025-07-29T22:00:00Z,71.98,31.75
2025-07-29T22:01:00Z,74.00,26.15
2025-07-29T22:02:00Z,78.84,26.15
2025-07-29T22:03:00Z,78.07,25.61
2025-07-29T22:04:00Z,76.24,25.00
2025-07-29T22:05:00Z,74.12,29.00
2025-07-29T22:06:00Z,77.28,27.00
2025-07-29T22:07:00Z,82.47,18.05
2025-07-29T22:08:00Z,79.95,24.00
2025-07-29T22:09:00Z,76.09,26.09
2025-07-29T22:10:00Z,78.00,22.11
2025-07-29T22:11:00Z,76.66,24.67
2025-07-29T22:12:00Z,79.32,25.00
2025-07-29T22:13:00Z,77.00,24.00
2025-07-29T22:14:00Z,77.48,24.00
2025-07-29T22:15:00Z,80.77,19.00
2025-07-29T22:16:00Z,82.00,19.00
2025-07-29T22:17:00Z,82.00,28.14
2025-07-29T22:18:00Z,72.08,32.00
2025-07-29T22:19:00Z,72.00,35.00
2025-07-29T22:20:00Z,76.00,27.88
2025-07-29T22:21:00Z,65.42,40.83
2025-07-29T22:22:00Z,50.33,50.00
2025-07-29T22:23:00Z,50.62,51.00
2025-07-29T22:24:00Z,50.92,52.69
2025-07-29T22:25:00Z,51.26,51.00
2025-07-29T22:26:00Z,48.00,49.25
2025-07-29T22:27:00Z,49.78,52.42
2025-07-29T22:28:00Z,45.98,55.12
2025-07-29T22:29:00Z,45.85,54.00
2025-07-29T22:30:00Z,45.80,54.00
2025-07-29T22:31:00Z,43.96,55.00
2025-07-29T22:32:00Z,46.27,55.00
2025-07-29T22:33:00Z,46.27,55.70
2025-07-29T22:34:00Z,49.56,52.80
2025-07-29T22:35:00Z,52.39,47.00
2025-07-29T22:36:00Z,55.00,48.00
2025-07-29T22:37:00Z,54.22,48.00
2025-07-29T22:38:00Z,55.81,48.00
2025-07-29T22:39:00Z,53.50,46.75
2025-07-29T22:40:00Z,63.88,46.75
2025-07-29T22:41:00Z,62.70,39.98
2025-07-29T22:42:00Z,55.62,40.98
2025-07-29T22:43:00Z,51.49,48.97
2025-07-29T22:44:00Z,51.53,48.00
2025-07-29T22:45:00Z,47.48,53.62
2025-07-29T22:46:00Z,23.17,62.93
2025-07-29T22:47:00Z,37.72,70.97
2025-07-29T22:48:00Z,25.96,75.24
2025-07-29T22:49:00Z,24.04,76.84
2025-07-29T22:50:00Z,21.36,82.00
2025-07-29T22:51:00Z,19.66,81.24
2025-07-29T22:52:00Z,16.11,82.32
2025-07-29T22:53:00Z,12.70,84.42
2025-07-29T22:54:00Z,12.87,87.32
2025-07-29T22:55:00Z,17.00,78.68
2025-07-29T22:56:00Z,20.83,78.68
2025-07-29T22:57:00Z,22.34,75.56
2025-07-29T22:58:00Z,26.17,82.34
2025-07-29T22:59:00Z,23.34,79.00
2025-07-29T23:00:00Z,25.61,78.00
2025-07-29T23:01:00Z,19.84,77.44
2025-07-29T23:02:00Z,27.18,71.56
2025-07-29T23:03:00Z,42.08,59.87
2025-07-29T23:04:00Z,49.61,49.04
2025-07-29T23:05:00Z,50.82,49.75
2025-07-29T23:06:00Z,59.53,37.00
2025-07-29T23:07:00Z,59.07,41.00
2025-07-29T23:08:00Z,57.51,42.69
2025-07-29T23:09:00Z,55.00,43.07
2025-07-29T23:10:00Z,43.23,43.07
2025-07-29T23:11:00Z,37.00,66.16
2025-07-29T23:12:00Z,29.15,70.62
2025-07-29T23:13:00Z,19.44,67.51
2025-07-29T23:14:00Z,35.88,64.02
2025-07-29T23:15:00Z,44.14,60.30
2025-07-29T23:16:00Z,38.27,58.80
2025-07-29T23:17:00Z,41.44,63.94
2025-07-29T23:18:00Z,46.53,51.91
2025-07-29T23:19:00Z,43.08,52.26
2025-07-29T23:20:00Z,47.21,49.00
2025-07-29T23:21:00Z,49.79,50.09
2025-07-29T23:22:00Z,51.58,50.13
2025-07-29T23:23:00Z,48.51,52.00
2025-07-29T23:24:00Z,51.10,55.71
2025-07-29T23:25:00Z,46.25,57.14
2025-07-29T23:26:00Z,58.98,39.47
2025-07-29T23:27:00Z,60.51,41.98
2025-07-29T23:28:00Z,66.64,37.80
2025-07-29T23:29:00Z,80.20,27.53
2025-07-29T23:30:00Z,94.98,14.02
2025-07-29T23:31:00Z,99.00,14.02
2025-07-29T23:32:00Z,99.00,14.02
2025-07-29T23:33:00Z,99.00,14.02
2025-07-29T23:34:00Z,99.00,14.02
2025-07-29T23:35:00Z,99.00,14.02
2025-07-29T23:36:00Z,99.00,14.02
