# event_ticker=KXATPMATCH-25NOV11MUSDE
# final_score=7-5 3-6 7-5
# score_resolution=5-7 6-3 5-7
# match_winner=Lorenzo Musetti
# fav_player=Alex de Minaur
# dog_player=Lorenzo Musetti
# kalshi_date=2025-11-11
timestamp,Alex de Minaur,Lorenzo Musetti
2025-11-11T07:51:00Z,,29.00
2025-11-11T07:58:00Z,72.00,29.00
2025-11-11T07:59:00Z,72.00,29.00
2025-11-11T08:00:00Z,72.00,29.00
2025-11-11T08:01:00Z,72.00,29.00
2025-11-11T08:03:00Z,72.00,29.00
2025-11-11T08:06:00Z,72.00,29.00
2025-11-11T08:08:00Z,72.00,29.00
2025-11-11T08:09:00Z,72.00,29.00
2025-11-11T08:11:00Z,72.00,29.00
2025-11-11T08:15:00Z,72.00,29.00
2025-11-11T08:18:00Z,72.00,29.00
2025-11-11T08:19:00Z,72.00,29.00
2025-11-11T08:20:00Z,72.00,29.00
2025-11-11T08:22:00Z,72.00,29.00
2025-11-11T08:23:00Z,72.00,29.00
2025-11-11T08:24:00Z,71.00,29.00
2025-11-11T08:27:00Z,72.00,29.00
2025-11-11T08:29:00Z,72.00,29.00
2025-11-11T08:31:00Z,72.00,29.00
2025-11-11T08:33:00Z,72.00,28.00
2025-11-11T08:34:00Z,72.00,29.00
2025-11-11T08:43:00Z,71.00,29.00
2025-11-11T08:47:00Z,71.00,29.00
2025-11-11T08:50:00Z,72.00,29.00
2025-11-11T08:59:00Z,72.00,28.00
2025-11-11T09:00:00Z,72.00,29.00
2025-11-11T09:05:00Z,72.00,29.00
2025-11-11T09:08:00Z,72.00,29.00
2025-11-11T09:13:00Z,72.00,29.00
2025-11-11T09:15:00Z,72.00,29.00
2025-11-11T09:25:00Z,72.00,29.00
2025-11-11T09:27:00Z,72.00,29.00
2025-11-11T09:29:00Z,72.00,29.00
2025-11-11T09:30:00Z,72.00,29.00
2025-11-11T09:31:00Z,72.00,29.00
2025-11-11T09:32:00Z,72.00,29.00
2025-11-11T09:38:00Z,72.00,29.00
2025-11-11T09:39:00Z,72.00,29.00
2025-11-11T09:42:00Z,72.00,29.00
2025-11-11T09:57:00Z,72.00,29.00
2025-11-11T09:58:00Z,72.00,29.00
2025-11-11T10:01:00Z,72.00,29.00
2025-11-11T10:03:00Z,72.00,29.00
2025-11-11T10:12:00Z,72.00,29.00
2025-11-11T10:20:00Z,72.00,29.00
2025-11-11T10:28:00Z,72.00,29.00
2025-11-11T10:31:00Z,72.00,29.00
2025-11-11T10:42:00Z,72.00,29.00
2025-11-11T10:46:00Z,72.00,29.00
2025-11-11T10:56:00Z,72.00,29.00
2025-11-11T10:58:00Z,72.00,29.00
2025-11-11T11:06:00Z,72.00,29.00
2025-11-11T11:10:00Z,72.00,29.00
2025-11-11T11:11:00Z,71.07,29.00
2025-11-11T11:15:00Z,71.07,29.00
2025-11-11T11:17:00Z,71.07,29.00
2025-11-11T11:23:00Z,72.00,29.00
2025-11-11T11:24:00Z,72.00,29.00
2025-11-11T11:27:00Z,72.00,29.00
2025-11-11T11:34:00Z,72.00,29.00
2025-11-11T11:35:00Z,72.00,29.00
2025-11-11T11:38:00Z,72.00,29.00
2025-11-11T11:41:00Z,72.00,29.00
2025-11-11T11:47:00Z,72.00,29.00
2025-11-11T11:48:00Z,72.00,29.00
2025-11-11T11:52:00Z,72.00,29.00
2025-11-11T12:03:00Z,71.00,29.00
2025-11-11T12:06:00Z,72.00,29.00
2025-11-11T12:08:00Z,72.00,29.00
2025-11-11T12:10:00Z,72.00,29.00
2025-11-11T12:11:00Z,72.00,29.00
2025-11-11T12:12:00Z,72.00,29.00
2025-11-11T12:13:00Z,72.00,29.00
2025-11-11T12:15:00Z,72.00,29.00
2025-11-11T12:18:00Z,72.00,29.00
2025-11-11T12:19:00Z,72.00,29.00
2025-11-11T12:20:00Z,72.00,29.00
2025-11-11T12:21:00Z,71.00,29.00
2025-11-11T12:22:00Z,72.00,29.00
2025-11-11T12:26:00Z,72.00,29.00
2025-11-11T12:28:00Z,72.00,29.00
2025-11-11T12:30:00Z,72.00,29.00
2025-11-11T12:33:00Z,72.00,29.00
2025-11-11T12:40:00Z,72.00,29.00
2025-11-11T12:42:00Z,72.00,29.00
2025-11-11T12:44:00Z,72.00,29.00
2025-11-11T12:47:00Z,72.00,29.00
2025-11-11T12:48:00Z,72.00,29.00
2025-11-11T12:51:00Z,72.00,29.00
2025-11-11T12:52:00Z,72.00,29.00
2025-11-11T12:53:00Z,72.00,29.00
2025-11-11T12:55:00Z,71.98,29.00
2025-11-11T12:57:00Z,71.98,29.00
2025-11-11T12:58:00Z,72.00,29.00
2025-11-11T12:59:00Z,72.00,29.00
2025-11-11T13:00:00Z,72.00,28.00
2025-11-11T13:01:00Z,72.00,29.00
2025-11-11T13:02:00Z,72.00,29.00
2025-11-11T13:03:00Z,71.00,29.00
2025-11-11T13:04:00Z,72.00,29.00
2025-11-11T13:07:00Z,72.00,29.00
2025-11-11T13:09:00Z,72.00,29.00
2025-11-11T13:10:00Z,72.00,29.00
