# event_ticker=KXATPCHALLENGERMATCH-26APR20DOUJUB
# final_score=2-6 7-6(4) 6-3
# score_resolution=6-2 6-7 3-6
# match_winner=Paul Jubb
# fav_player=Aziz Dougaz
# dog_player=Paul Jubb
# kalshi_date=2026-04-20
timestamp,Aziz Dougaz,Paul Jubb
2026-04-21T03:20:00Z,45.00,55.00
2026-04-21T03:21:00Z,48.00,54.00
2026-04-21T03:22:00Z,46.96,54.96
2026-04-21T03:23:00Z,47.69,54.15
2026-04-21T03:24:00Z,47.00,54.00
2026-04-21T03:25:00Z,46.19,54.40
2026-04-21T03:26:00Z,47.00,54.57
2026-04-21T03:27:00Z,45.36,54.00
2026-04-21T03:28:00Z,45.36,55.00
2026-04-21T03:29:00Z,45.71,55.00
2026-04-21T03:30:00Z,45.71,55.00
2026-04-21T03:31:00Z,46.00,54.00
2026-04-21T03:32:00Z,46.00,54.00
2026-04-21T03:33:00Z,46.00,55.00
2026-04-21T03:34:00Z,46.00,54.38
2026-04-21T03:35:00Z,46.00,54.00
2026-04-21T03:36:00Z,46.00,54.97
2026-04-21T03:37:00Z,46.00,54.81
2026-04-21T03:38:00Z,46.00,55.00
2026-04-21T03:39:00Z,45.00,54.00
2026-04-21T03:40:00Z,46.00,54.00
2026-04-21T03:41:00Z,45.00,54.00
2026-04-21T03:42:00Z,46.00,55.00
2026-04-21T03:43:00Z,46.00,55.00
2026-04-21T03:44:00Z,45.81,55.00
2026-04-21T03:45:00Z,46.00,55.00
2026-04-21T03:46:00Z,45.05,54.53
2026-04-21T03:47:00Z,45.05,54.00
2026-04-21T03:48:00Z,45.17,54.05
2026-04-21T03:49:00Z,45.19,54.95
2026-04-21T03:50:00Z,45.33,54.95
2026-04-21T03:51:00Z,46.00,54.11
2026-04-21T03:52:00Z,45.10,54.00
2026-04-21T03:53:00Z,46.00,55.00
2026-04-21T03:54:00Z,47.00,55.00
2026-04-21T03:55:00Z,46.69,54.17
2026-04-21T03:56:00Z,45.03,54.17
2026-04-21T03:57:00Z,45.00,54.39
2026-04-21T03:58:00Z,44.00,54.90
2026-04-21T03:59:00Z,44.00,54.82
2026-04-21T04:00:00Z,45.00,55.00
2026-04-21T04:01:00Z,46.42,54.14
2026-04-21T04:02:00Z,45.03,55.00
2026-04-21T04:03:00Z,45.66,55.00
2026-04-21T04:04:00Z,46.00,55.00
2026-04-21T04:05:00Z,47.00,54.19
2026-04-21T04:06:00Z,47.00,54.68
2026-04-21T04:07:00Z,46.30,54.23
2026-04-21T04:08:00Z,47.00,53.63
2026-04-21T04:09:00Z,47.00,54.84
2026-04-21T04:10:00Z,47.00,53.06
2026-04-21T04:11:00Z,47.00,55.00
2026-04-21T04:12:00Z,45.62,55.00
2026-04-21T04:13:00Z,47.67,55.00
2026-04-21T04:14:00Z,45.55,55.29
2026-04-21T04:15:00Z,47.29,53.00
2026-04-21T04:16:00Z,45.24,55.00
2026-04-21T04:17:00Z,45.05,55.00
2026-04-21T04:18:00Z,47.00,55.87
2026-04-21T04:19:00Z,46.30,54.66
2026-04-21T04:20:00Z,46.97,55.97
2026-04-21T04:21:00Z,45.55,55.97
2026-04-21T04:22:00Z,47.00,55.97
2026-04-21T04:23:00Z,45.00,55.00
2026-04-21T04:24:00Z,45.00,54.51
2026-04-21T04:25:00Z,45.00,54.51
2026-04-21T04:26:00Z,47.00,53.81
2026-04-21T04:27:00Z,45.00,54.31
2026-04-21T04:28:00Z,44.33,53.59
2026-04-21T04:29:00Z,45.49,55.00
2026-04-21T04:30:00Z,47.00,54.34
2026-04-21T04:31:00Z,47.00,53.04
2026-04-21T04:32:00Z,47.00,55.00
2026-04-21T04:33:00Z,47.00,55.00
2026-04-21T04:34:00Z,45.66,55.00
2026-04-21T04:35:00Z,46.93,55.00
2026-04-21T04:36:00Z,47.00,55.00
2026-04-21T04:37:00Z,47.00,54.20
2026-04-21T04:38:00Z,45.10,54.20
2026-04-21T04:39:00Z,47.00,54.46
2026-04-21T04:40:00Z,46.42,55.86
2026-04-21T04:41:00Z,46.42,56.00
2026-04-21T04:42:00Z,45.00,55.26
2026-04-21T04:43:00Z,47.00,55.67
2026-04-21T04:44:00Z,44.62,56.00
2026-04-21T04:45:00Z,44.62,53.24
2026-04-21T04:46:00Z,46.00,54.80
2026-04-21T04:47:00Z,44.00,53.90
2026-04-21T04:48:00Z,44.00,53.00
2026-04-21T04:49:00Z,47.00,55.00
2026-04-21T04:50:00Z,47.88,54.98
2026-04-21T04:51:00Z,47.00,55.93
2026-04-21T04:52:00Z,47.00,56.00
2026-04-21T04:53:00Z,46.98,56.00
2026-04-21T04:54:00Z,45.81,53.46
2026-04-21T04:55:00Z,47.00,53.04
2026-04-21T04:57:00Z,45.05,55.00
2026-04-21T04:58:00Z,45.86,54.79
2026-04-21T04:59:00Z,45.86,55.00
2026-04-21T05:00:00Z,47.00,55.14
2026-04-21T05:01:00Z,47.00,53.03
2026-04-21T05:02:00Z,47.00,55.00
2026-04-21T05:03:00Z,45.73,55.34
2026-04-21T05:04:00Z,47.00,53.44
2026-04-21T05:05:00Z,47.00,53.44
2026-04-21T05:06:00Z,45.01,55.45
2026-04-21T05:07:00Z,47.00,56.00
2026-04-21T05:08:00Z,45.67,55.96
2026-04-21T05:09:00Z,45.00,56.00
2026-04-21T05:10:00Z,47.00,53.46
2026-04-21T05:11:00Z,47.00,53.46
2026-04-21T05:12:00Z,47.00,55.24
2026-04-21T05:13:00Z,47.00,53.00
2026-04-21T05:14:00Z,47.00,55.00
2026-04-21T05:15:00Z,45.00,55.00
2026-04-21T05:16:00Z,45.50,53.85
2026-04-21T05:17:00Z,47.00,53.85
2026-04-21T05:18:00Z,47.00,53.00
2026-04-21T05:19:00Z,47.00,53.52
2026-04-21T05:20:00Z,47.00,54.54
2026-04-21T05:21:00Z,46.82,53.00
2026-04-21T05:22:00Z,45.00,53.00
2026-04-21T05:23:00Z,45.00,54.70
2026-04-21T05:24:00Z,45.00,54.67
2026-04-21T05:25:00Z,45.06,55.00
2026-04-21T05:26:00Z,47.00,53.72
2026-04-21T05:27:00Z,47.26,54.93
2026-04-21T05:28:00Z,47.58,55.49
2026-04-21T05:29:00Z,46.87,56.02
2026-04-21T05:30:00Z,45.97,55.64
2026-04-21T05:31:00Z,45.44,55.92
2026-04-21T05:32:00Z,45.99,56.62
2026-04-21T05:33:00Z,45.98,56.53
2026-04-21T05:34:00Z,45.35,57.83
2026-04-21T05:35:00Z,45.05,57.98
2026-04-21T05:36:00Z,45.64,55.93
2026-04-21T05:37:00Z,45.52,56.08
2026-04-21T05:38:00Z,45.52,57.11
2026-04-21T05:39:00Z,45.27,57.66
2026-04-21T05:40:00Z,45.11,57.67
2026-04-21T05:41:00Z,45.13,55.84
2026-04-21T05:42:00Z,45.33,55.86
2026-04-21T05:43:00Z,44.66,57.59
2026-04-21T05:44:00Z,45.00,56.54
2026-04-21T05:45:00Z,44.34,55.97
2026-04-21T05:46:00Z,44.98,58.00
2026-04-21T05:47:00Z,44.00,57.42
2026-04-21T05:48:00Z,44.35,57.94
2026-04-21T05:49:00Z,44.92,57.08
2026-04-21T05:50:00Z,44.52,57.27
2026-04-21T05:51:00Z,44.95,57.46
2026-04-21T05:52:00Z,44.96,56.64
2026-04-21T05:53:00Z,44.58,57.99
2026-04-21T05:54:00Z,44.53,56.95
2026-04-21T05:55:00Z,45.00,56.62
2026-04-21T05:56:00Z,44.63,56.23
2026-04-21T05:57:00Z,44.06,57.80
2026-04-21T05:58:00Z,44.82,58.00
2026-04-21T05:59:00Z,45.00,55.58
2026-04-21T06:00:00Z,44.33,55.44
2026-04-21T06:01:00Z,44.05,55.69
2026-04-21T06:02:00Z,44.64,57.00
2026-04-21T06:03:00Z,44.52,56.23
2026-04-21T06:04:00Z,45.00,56.08
2026-04-21T06:05:00Z,44.89,56.68
2026-04-21T06:06:00Z,44.30,57.00
2026-04-21T06:07:00Z,45.00,55.72
2026-04-21T06:08:00Z,45.00,55.51
2026-04-21T06:09:00Z,44.20,56.11
2026-04-21T06:10:00Z,44.91,55.57
2026-04-21T06:11:00Z,44.10,57.07
2026-04-21T06:12:00Z,45.00,57.25
2026-04-21T06:13:00Z,44.48,55.52
2026-04-21T06:14:00Z,45.00,58.00
2026-04-21T06:15:00Z,45.00,57.99
2026-04-21T06:16:00Z,44.52,57.13
2026-04-21T06:17:00Z,44.52,57.60
2026-04-21T06:18:00Z,44.99,57.93
2026-04-21T06:19:00Z,44.61,57.27
2026-04-21T06:20:00Z,43.76,56.59
2026-04-21T06:21:00Z,44.67,58.73
2026-04-21T06:22:00Z,45.00,58.83
2026-04-21T06:23:00Z,43.57,59.00
2026-04-21T06:24:00Z,44.00,59.00
2026-04-21T06:25:00Z,44.00,58.60
2026-04-21T06:26:00Z,43.90,58.08
2026-04-21T06:27:00Z,44.00,58.86
2026-04-21T06:28:00Z,43.00,59.00
2026-04-21T06:29:00Z,43.08,56.72
2026-04-21T06:30:00Z,43.03,59.00
2026-04-21T06:31:00Z,43.61,58.92
2026-04-21T06:32:00Z,44.00,59.00
2026-04-21T06:33:00Z,43.47,58.99
2026-04-21T06:34:00Z,43.03,59.00
2026-04-21T06:35:00Z,43.00,57.64
2026-04-21T06:36:00Z,43.71,59.00
2026-04-21T06:37:00Z,43.93,59.00
2026-04-21T06:38:00Z,43.06,58.58
2026-04-21T06:39:00Z,42.98,58.00
2026-04-21T06:40:00Z,42.13,57.44
2026-04-21T06:41:00Z,42.00,58.15
2026-04-21T06:42:00Z,41.43,59.00
2026-04-21T06:43:00Z,41.47,58.20
2026-04-21T06:44:00Z,41.40,57.74
2026-04-21T06:45:00Z,41.00,57.22
2026-04-21T06:46:00Z,41.45,59.54
2026-04-21T06:47:00Z,40.26,58.39
2026-04-21T06:48:00Z,41.72,60.00
2026-04-21T06:49:00Z,38.87,58.84
2026-04-21T06:50:00Z,41.24,58.84
2026-04-21T06:51:00Z,39.03,60.00
2026-04-21T06:52:00Z,41.00,60.00
2026-04-21T06:53:00Z,39.65,59.52
2026-04-21T06:54:00Z,42.00,57.00
2026-04-21T06:55:00Z,41.14,57.71
2026-04-21T06:56:00Z,40.03,58.51
2026-04-21T06:57:00Z,41.00,58.41
2026-04-21T06:58:00Z,39.42,59.00
2026-04-21T06:59:00Z,39.54,59.24
2026-04-21T07:00:00Z,40.00,60.00
2026-04-21T07:01:00Z,39.00,59.96
2026-04-21T07:02:00Z,39.59,60.00
2026-04-21T07:03:00Z,39.86,60.00
2026-04-21T07:04:00Z,40.00,60.00
2026-04-21T07:05:00Z,40.00,60.00
2026-04-21T07:06:00Z,40.00,58.63
2026-04-21T07:07:00Z,40.00,58.02
2026-04-21T07:08:00Z,39.93,58.57
2026-04-21T07:09:00Z,40.00,58.06
2026-04-21T07:10:00Z,39.32,58.92
2026-04-21T07:11:00Z,39.32,59.00
2026-04-21T07:12:00Z,40.00,58.08
2026-04-21T07:13:00Z,40.02,58.04
2026-04-21T07:14:00Z,42.00,58.26
2026-04-21T07:15:00Z,42.00,58.26
2026-04-21T07:16:00Z,42.00,58.00
2026-04-21T07:17:00Z,42.00,58.72
2026-04-21T07:18:00Z,39.55,58.69
2026-04-21T07:19:00Z,41.18,58.14
2026-04-21T07:20:00Z,42.00,58.00
