# event_ticker=KXATPCHALLENGERMATCH-26APR11PARZHU
# final_score=4-6 6-4 6-4
# match_winner=Beibit Zhukayev
# fav_player=Beibit Zhukayev
# dog_player=Uisung Park
# kalshi_date=2026-04-11
timestamp,Beibit Zhukayev,Uisung Park
2026-04-13T21:38:00Z,72.00,
2026-04-13T22:30:00Z,72.00,
2026-04-13T22:37:00Z,72.00,
2026-04-13T22:39:00Z,72.00,
2026-04-14T00:01:00Z,72.00,
2026-04-14T00:31:00Z,72.00,
2026-04-14T02:23:00Z,72.00,28.00
2026-04-14T02:26:00Z,72.00,28.00
2026-04-14T02:29:00Z,72.00,28.00
2026-04-14T02:33:00Z,72.00,28.00
2026-04-14T02:35:00Z,72.00,28.00
2026-04-14T02:44:00Z,72.00,28.00
2026-04-14T03:15:00Z,72.00,29.00
2026-04-14T03:18:00Z,72.00,29.00
2026-04-14T03:23:00Z,72.00,30.00
2026-04-14T04:31:00Z,72.00,29.00
2026-04-14T04:33:00Z,72.00,29.00
2026-04-14T04:36:00Z,72.00,29.00
2026-04-14T04:37:00Z,72.00,29.00
2026-04-14T04:44:00Z,72.00,29.59
2026-04-14T04:49:00Z,72.00,30.00
2026-04-14T05:03:00Z,72.00,30.00
2026-04-14T05:05:00Z,73.00,30.00
2026-04-14T05:06:00Z,71.37,30.00
2026-04-14T05:08:00Z,71.00,30.00
2026-04-14T05:10:00Z,71.00,30.00
2026-04-14T05:16:00Z,72.00,30.00
2026-04-14T05:19:00Z,72.00,30.00
2026-04-14T05:28:00Z,72.00,30.00
2026-04-14T05:29:00Z,72.00,30.00
2026-04-14T05:39:00Z,72.00,30.00
2026-04-14T06:18:00Z,70.31,30.00
2026-04-14T06:23:00Z,72.00,30.00
2026-04-14T06:48:00Z,72.00,30.00
2026-04-14T07:01:00Z,73.00,30.00
2026-04-14T07:02:00Z,71.00,30.00
2026-04-14T07:20:00Z,71.00,29.00
2026-04-14T07:21:00Z,71.00,28.00
2026-04-14T07:23:00Z,71.00,29.00
2026-04-14T07:48:00Z,71.00,29.00
2026-04-14T07:51:00Z,72.00,29.00
2026-04-14T07:59:00Z,72.00,28.00
2026-04-14T08:23:00Z,72.00,29.00
2026-04-14T08:43:00Z,72.00,29.84
2026-04-14T08:45:00Z,73.00,30.00
2026-04-14T08:46:00Z,73.00,30.00
2026-04-14T08:47:00Z,72.00,29.89
2026-04-14T08:48:00Z,70.09,29.89
2026-04-14T08:49:00Z,72.96,29.89
2026-04-14T08:53:00Z,73.00,29.89
2026-04-14T08:54:00Z,73.00,30.00
2026-04-14T08:55:00Z,73.14,30.00
2026-04-14T08:56:00Z,73.00,30.00
2026-04-14T08:58:00Z,71.49,30.23
2026-04-14T08:59:00Z,74.80,28.90
2026-04-14T09:00:00Z,75.95,25.35
2026-04-14T09:01:00Z,68.22,32.89
2026-04-14T09:02:00Z,65.17,35.19
2026-04-14T09:03:00Z,65.80,38.23
2026-04-14T09:04:00Z,70.23,35.54
2026-04-14T09:05:00Z,71.44,30.67
2026-04-14T09:06:00Z,74.63,28.77
2026-04-14T09:07:00Z,65.88,34.73
2026-04-14T09:08:00Z,66.90,34.65
2026-04-14T09:09:00Z,67.87,31.74
2026-04-14T09:10:00Z,65.96,31.74
2026-04-14T09:11:00Z,69.00,33.97
2026-04-14T09:12:00Z,69.94,31.83
2026-04-14T09:13:00Z,66.76,32.57
2026-04-14T09:14:00Z,73.89,28.45
2026-04-14T09:15:00Z,72.99,29.00
2026-04-14T09:16:00Z,68.00,31.09
2026-04-14T09:17:00Z,71.23,29.57
2026-04-14T09:18:00Z,69.99,32.85
2026-04-14T09:19:00Z,69.99,34.00
2026-04-14T09:20:00Z,66.00,34.16
2026-04-14T09:21:00Z,67.00,32.04
2026-04-14T09:22:00Z,68.00,33.07
2026-04-14T09:23:00Z,64.85,33.93
2026-04-14T09:24:00Z,65.00,37.00
2026-04-14T09:25:00Z,66.00,34.54
2026-04-14T09:26:00Z,64.50,32.92
2026-04-14T09:27:00Z,64.54,33.59
2026-04-14T09:28:00Z,70.64,30.18
2026-04-14T09:29:00Z,62.96,35.97
2026-04-14T09:30:00Z,62.96,39.27
2026-04-14T09:31:00Z,61.02,40.85
2026-04-14T09:32:00Z,53.27,45.36
2026-04-14T09:33:00Z,42.90,57.86
2026-04-14T09:34:00Z,34.00,66.26
2026-04-14T09:35:00Z,34.00,66.42
2026-04-14T09:36:00Z,37.27,64.80
2026-04-14T09:37:00Z,34.24,66.00
2026-04-14T09:38:00Z,38.77,63.75
2026-04-14T09:39:00Z,32.17,69.30
2026-04-14T09:40:00Z,27.70,70.12
2026-04-14T09:41:00Z,24.31,74.35
2026-04-14T09:42:00Z,25.40,80.88
2026-04-14T09:43:00Z,22.97,77.34
2026-04-14T09:44:00Z,31.95,68.94
2026-04-14T09:45:00Z,32.84,67.97
2026-04-14T09:46:00Z,31.60,70.87
2026-04-14T09:47:00Z,31.60,71.95
2026-04-14T09:48:00Z,29.31,71.45
2026-04-14T09:49:00Z,33.16,66.29
2026-04-14T09:50:00Z,33.50,66.96
2026-04-14T09:51:00Z,32.02,67.94
2026-04-14T09:52:00Z,42.94,55.11
2026-04-14T09:53:00Z,54.54,46.41
2026-04-14T09:54:00Z,55.09,44.73
2026-04-14T09:55:00Z,56.12,41.67
2026-04-14T09:56:00Z,59.00,40.91
2026-04-14T09:57:00Z,59.00,36.76
2026-04-14T09:58:00Z,65.19,31.64
2026-04-14T09:59:00Z,68.14,36.02
2026-04-14T10:00:00Z,57.50,39.64
2026-04-14T10:01:00Z,57.64,41.39
2026-04-14T10:02:00Z,57.19,44.14
2026-04-14T10:03:00Z,54.33,46.88
2026-04-14T10:04:00Z,61.43,40.03
2026-04-14T10:05:00Z,61.63,36.93
2026-04-14T10:06:00Z,61.05,38.88
2026-04-14T10:07:00Z,60.04,39.59
2026-04-14T10:08:00Z,60.00,39.59
2026-04-14T10:09:00Z,54.20,43.04
2026-04-14T10:10:00Z,60.77,42.77
2026-04-14T10:11:00Z,62.36,35.21
2026-04-14T10:12:00Z,62.89,36.50
2026-04-14T10:13:00Z,62.01,36.73
2026-04-14T10:14:00Z,63.94,37.61
2026-04-14T10:15:00Z,66.87,37.77
2026-04-14T10:16:00Z,62.85,35.82
2026-04-14T10:17:00Z,71.99,30.10
2026-04-14T10:18:00Z,81.68,23.07
2026-04-14T10:19:00Z,80.96,23.32
2026-04-14T10:20:00Z,70.48,29.95
2026-04-14T10:21:00Z,74.87,28.30
2026-04-14T10:22:00Z,64.64,34.08
2026-04-14T10:23:00Z,64.28,36.18
2026-04-14T10:24:00Z,60.94,40.98
2026-04-14T10:25:00Z,55.16,48.65
2026-04-14T10:26:00Z,64.83,31.45
2026-04-14T10:27:00Z,65.35,35.62
2026-04-14T10:28:00Z,62.70,41.77
2026-04-14T10:29:00Z,63.15,34.72
2026-04-14T10:30:00Z,63.01,37.46
2026-04-14T10:31:00Z,60.10,41.54
2026-04-14T10:32:00Z,59.59,42.36
2026-04-14T10:33:00Z,61.86,38.17
2026-04-14T10:34:00Z,64.93,37.82
2026-04-14T10:35:00Z,63.50,35.66
2026-04-14T10:36:00Z,60.85,37.91
2026-04-14T10:37:00Z,60.94,38.18
2026-04-14T10:38:00Z,64.89,38.23
2026-04-14T10:39:00Z,60.95,41.76
2026-04-14T10:40:00Z,56.70,42.00
2026-04-14T10:41:00Z,57.02,42.00
2026-04-14T10:42:00Z,60.40,39.67
2026-04-14T10:43:00Z,63.98,38.21
2026-04-14T10:44:00Z,69.00,32.76
2026-04-14T10:45:00Z,77.29,23.06
2026-04-14T10:46:00Z,87.93,11.20
2026-04-14T10:47:00Z,92.66,7.60
2026-04-14T10:48:00Z,89.85,9.86
2026-04-14T10:49:00Z,87.56,14.86
2026-04-14T10:50:00Z,86.40,13.38
2026-04-14T10:51:00Z,80.88,19.75
2026-04-14T10:52:00Z,90.64,5.62
2026-04-14T10:53:00Z,93.67,4.80
2026-04-14T10:54:00Z,94.00,4.68
2026-04-14T10:55:00Z,95.80,5.99
2026-04-14T10:56:00Z,94.34,5.87
2026-04-14T10:57:00Z,93.70,6.96
2026-04-14T10:58:00Z,96.40,5.43
2026-04-14T10:59:00Z,98.49,1.89
2026-04-14T11:00:00Z,98.98,1.43
2026-04-14T11:01:00Z,99.00,1.00
2026-04-14T11:02:00Z,99.00,1.00
2026-04-14T11:03:00Z,99.00,1.00
2026-04-14T11:05:00Z,99.00,1.00
