# event_ticker=KXATPCHALLENGERMATCH-26MAR09LOKGOJ
# final_score=6-3 6-3
# match_winner=Borna Gojo
# fav_player=Borna Gojo
# dog_player=Laurent Lokoli
# kalshi_date=2026-03-09
timestamp,Borna Gojo,Laurent Lokoli
2026-03-09T19:20:00Z,80.00,21.00
2026-03-09T19:21:00Z,80.00,21.40
2026-03-09T19:28:00Z,80.00,21.11
2026-03-09T19:29:00Z,80.00,21.00
2026-03-09T19:33:00Z,80.00,21.00
2026-03-09T19:37:00Z,80.00,21.00
2026-03-09T19:40:00Z,80.00,21.00
2026-03-09T19:42:00Z,80.00,21.00
2026-03-09T19:44:00Z,80.00,21.00
2026-03-09T19:45:00Z,78.00,21.00
2026-03-09T19:47:00Z,81.00,21.47
2026-03-09T19:48:00Z,81.00,18.00
2026-03-09T19:49:00Z,80.90,18.04
2026-03-09T19:50:00Z,83.00,18.00
2026-03-09T19:51:00Z,83.00,18.02
2026-03-09T19:52:00Z,83.00,20.00
2026-03-09T19:53:00Z,78.00,23.59
2026-03-09T19:54:00Z,80.00,23.59
2026-03-09T19:55:00Z,81.00,19.00
2026-03-09T19:56:00Z,81.00,19.03
2026-03-09T19:57:00Z,85.19,19.03
2026-03-09T19:58:00Z,88.70,10.79
2026-03-09T19:59:00Z,86.82,12.42
2026-03-09T20:00:00Z,89.39,11.00
2026-03-09T20:01:00Z,90.05,9.94
2026-03-09T20:02:00Z,91.00,10.00
2026-03-09T20:03:00Z,90.03,10.00
2026-03-09T20:04:00Z,91.00,10.94
2026-03-09T20:05:00Z,91.00,11.00
2026-03-09T20:06:00Z,89.00,10.19
2026-03-09T20:07:00Z,92.00,10.19
2026-03-09T20:08:00Z,93.00,8.00
2026-03-09T20:09:00Z,93.00,8.39
2026-03-09T20:10:00Z,92.00,9.00
2026-03-09T20:11:00Z,91.22,9.00
2026-03-09T20:12:00Z,91.22,9.00
2026-03-09T20:13:00Z,93.50,7.13
2026-03-09T20:14:00Z,93.50,8.00
2026-03-09T20:15:00Z,93.00,8.00
2026-03-09T20:16:00Z,91.45,8.72
2026-03-09T20:17:00Z,91.76,7.40
2026-03-09T20:18:00Z,94.17,6.04
2026-03-09T20:19:00Z,95.28,6.01
2026-03-09T20:20:00Z,92.00,8.63
2026-03-09T20:21:00Z,94.00,7.88
2026-03-09T20:22:00Z,93.00,7.01
2026-03-09T20:23:00Z,91.00,9.82
2026-03-09T20:24:00Z,91.99,11.00
2026-03-09T20:25:00Z,93.00,9.00
2026-03-09T20:26:00Z,93.00,8.00
2026-03-09T20:27:00Z,93.00,10.00
2026-03-09T20:28:00Z,92.70,8.17
2026-03-09T20:29:00Z,91.00,10.00
2026-03-09T20:30:00Z,91.00,9.23
2026-03-09T20:31:00Z,93.00,9.00
2026-03-09T20:32:00Z,93.00,7.06
2026-03-09T20:33:00Z,93.00,7.43
2026-03-09T20:34:00Z,92.00,8.00
2026-03-09T20:35:00Z,90.99,10.03
2026-03-09T20:36:00Z,90.00,11.00
2026-03-09T20:37:00Z,90.04,9.95
2026-03-09T20:38:00Z,92.00,9.90
2026-03-09T20:39:00Z,92.00,9.82
2026-03-09T20:40:00Z,91.00,10.00
2026-03-09T20:41:00Z,91.04,10.33
2026-03-09T20:42:00Z,93.23,7.09
2026-03-09T20:43:00Z,93.69,5.99
2026-03-09T20:44:00Z,97.34,2.45
2026-03-09T20:45:00Z,98.44,1.88
2026-03-09T20:46:00Z,99.00,1.00
2026-03-09T20:47:00Z,99.00,1.34
2026-03-09T20:48:00Z,98.00,1.03
2026-03-09T20:50:00Z,99.00,1.00
