# event_ticker=KXATPCHALLENGERMATCH-26MAR09LOKGOJ
# final_score=6-3 6-3
# match_winner=Borna Gojo
# fav_player=Borna Gojo
# dog_player=Laurent Lokoli
# kalshi_date=2026-03-09
timestamp,Borna Gojo,Laurent Lokoli
2026-03-09T08:21:00Z,88.00,24.00
2026-03-09T09:29:00Z,76.00,24.00
2026-03-09T09:56:00Z,76.00,24.00
2026-03-09T10:17:00Z,76.00,24.00
2026-03-09T11:17:00Z,76.00,24.00
2026-03-09T11:19:00Z,77.00,24.00
2026-03-09T11:43:00Z,76.00,24.00
2026-03-09T11:48:00Z,77.00,24.00
2026-03-09T11:49:00Z,76.00,24.00
2026-03-09T11:56:00Z,76.00,24.00
2026-03-09T12:17:00Z,76.00,24.00
2026-03-09T12:23:00Z,76.00,24.00
2026-03-09T12:30:00Z,76.00,24.00
2026-03-09T12:43:00Z,76.00,24.00
2026-03-09T13:01:00Z,76.00,26.00
2026-03-09T13:53:00Z,77.00,26.00
2026-03-09T14:43:00Z,78.00,26.00
2026-03-09T14:45:00Z,78.00,23.00
2026-03-09T15:06:00Z,79.00,23.00
2026-03-09T15:18:00Z,79.00,23.00
2026-03-09T15:19:00Z,79.00,23.00
2026-03-09T15:36:00Z,79.00,23.00
2026-03-09T15:37:00Z,79.00,23.00
2026-03-09T15:53:00Z,79.00,24.00
2026-03-09T16:20:00Z,79.00,22.00
2026-03-09T16:29:00Z,79.00,22.00
2026-03-09T16:45:00Z,80.00,22.00
2026-03-09T17:21:00Z,80.00,21.00
2026-03-09T17:26:00Z,80.88,21.00
2026-03-09T17:34:00Z,80.88,21.00
2026-03-09T17:43:00Z,80.88,21.00
2026-03-09T17:45:00Z,80.88,21.00
2026-03-09T17:50:00Z,81.00,21.00
2026-03-09T17:57:00Z,81.00,21.00
2026-03-09T18:05:00Z,81.00,21.00
2026-03-09T18:08:00Z,81.00,21.00
2026-03-09T18:09:00Z,81.00,21.00
2026-03-09T18:32:00Z,81.00,21.00
2026-03-09T18:36:00Z,81.00,21.00
2026-03-09T18:39:00Z,81.00,21.00
2026-03-09T18:48:00Z,81.00,21.00
2026-03-09T18:49:00Z,81.00,21.00
2026-03-09T18:59:00Z,81.00,21.00
2026-03-09T19:06:00Z,79.00,21.00
2026-03-09T19:07:00Z,81.00,21.00
2026-03-09T19:13:00Z,80.00,21.00
2026-03-09T19:19:00Z,81.00,21.00
