# event_ticker=KXATPCHALLENGERMATCH-26APR22STECOU
# final_score=4-6 6-4 7-6(5)
# score_resolution=6-4 4-6 6-7
# match_winner=Hamish Stewart
# fav_player=Eliakim Coulibaly
# dog_player=Hamish Stewart
# kalshi_date=2026-04-22
timestamp,Hamish Stewart,Eliakim Coulibaly
2026-04-22T08:36:00Z,33.00,65.00
2026-04-22T09:31:00Z,36.00,61.63
2026-04-22T09:35:00Z,42.00,60.00
2026-04-22T09:37:00Z,38.00,65.00
2026-04-22T09:51:00Z,38.00,73.00
2026-04-22T10:54:00Z,36.00,66.00
2026-04-22T12:11:00Z,36.00,66.00
2026-04-22T12:24:00Z,29.89,66.00
2026-04-22T12:38:00Z,36.00,66.00
2026-04-22T12:40:00Z,46.00,66.00
2026-04-22T13:23:00Z,46.00,69.00
2026-04-22T13:50:00Z,46.00,67.00
2026-04-22T14:28:00Z,41.00,67.00
2026-04-22T15:01:00Z,41.00,60.35
2026-04-22T15:02:00Z,39.00,60.35
2026-04-22T15:22:00Z,39.00,59.00
2026-04-22T15:32:00Z,39.00,61.00
2026-04-22T16:30:00Z,39.00,61.00
2026-04-22T16:31:00Z,39.00,61.00
2026-04-22T16:38:00Z,39.00,65.32
2026-04-22T16:43:00Z,35.00,65.32
2026-04-22T17:18:00Z,37.00,65.32
2026-04-22T17:33:00Z,37.00,68.00
2026-04-22T17:46:00Z,37.00,68.00
2026-04-22T17:54:00Z,37.00,67.00
2026-04-22T18:11:00Z,37.00,67.00
2026-04-22T18:31:00Z,37.00,68.00
2026-04-22T18:32:00Z,33.00,69.00
2026-04-22T18:58:00Z,33.00,68.00
2026-04-22T19:00:00Z,36.00,68.00
2026-04-22T19:08:00Z,35.75,65.51
2026-04-22T19:11:00Z,37.00,65.51
2026-04-22T19:22:00Z,38.00,65.51
2026-04-22T19:30:00Z,38.00,63.00
2026-04-22T19:38:00Z,40.00,63.00
2026-04-22T19:39:00Z,40.00,70.00
2026-04-22T19:41:00Z,33.00,70.00
2026-04-22T19:44:00Z,33.00,62.00
2026-04-22T19:51:00Z,33.00,74.00
2026-04-22T19:53:00Z,40.00,67.00
2026-04-22T19:54:00Z,40.00,68.00
2026-04-22T19:55:00Z,40.00,62.00
2026-04-22T19:57:00Z,40.00,66.00
2026-04-22T19:58:00Z,35.00,67.44
2026-04-22T20:01:00Z,31.00,74.64
2026-04-22T20:02:00Z,31.00,77.33
2026-04-22T20:03:00Z,40.65,67.31
2026-04-22T20:04:00Z,37.60,79.13
2026-04-22T20:05:00Z,37.60,80.00
2026-04-22T20:06:00Z,25.00,74.58
2026-04-22T20:07:00Z,13.80,82.15
2026-04-22T20:08:00Z,20.41,68.40
2026-04-22T20:10:00Z,20.41,80.38
2026-04-22T20:11:00Z,19.00,82.18
2026-04-22T20:12:00Z,18.00,87.53
2026-04-22T20:13:00Z,17.00,93.36
2026-04-22T20:14:00Z,16.75,93.92
2026-04-22T20:15:00Z,20.28,86.76
2026-04-22T20:16:00Z,16.11,86.84
2026-04-22T20:17:00Z,16.00,85.09
2026-04-22T20:19:00Z,15.67,86.00
2026-04-22T20:21:00Z,15.94,85.62
2026-04-22T20:22:00Z,17.43,84.07
2026-04-22T20:23:00Z,23.16,81.32
2026-04-22T20:24:00Z,36.53,70.56
2026-04-22T20:25:00Z,37.41,76.61
2026-04-22T20:26:00Z,37.66,73.50
2026-04-22T20:27:00Z,37.49,63.00
2026-04-22T20:28:00Z,39.29,68.07
2026-04-22T20:29:00Z,45.90,65.04
2026-04-22T20:30:00Z,47.43,59.63
2026-04-22T20:31:00Z,45.82,58.43
2026-04-22T20:32:00Z,49.50,49.03
2026-04-22T20:33:00Z,47.09,60.56
2026-04-22T20:34:00Z,32.55,74.00
2026-04-22T20:35:00Z,25.24,80.19
2026-04-22T20:36:00Z,27.96,79.46
2026-04-22T20:37:00Z,24.85,81.58
2026-04-22T20:38:00Z,21.05,80.24
2026-04-22T20:39:00Z,24.27,82.08
2026-04-22T20:40:00Z,23.60,82.73
2026-04-22T20:41:00Z,23.55,83.55
2026-04-22T20:42:00Z,25.06,80.68
2026-04-22T20:43:00Z,18.35,86.32
2026-04-22T20:44:00Z,24.31,79.66
2026-04-22T20:45:00Z,28.69,74.52
2026-04-22T20:46:00Z,22.48,83.14
2026-04-22T20:47:00Z,15.50,85.64
2026-04-22T20:48:00Z,17.06,86.49
2026-04-22T20:49:00Z,25.98,86.08
2026-04-22T20:50:00Z,18.37,87.12
2026-04-22T20:51:00Z,21.23,86.54
2026-04-22T20:52:00Z,16.66,85.29
2026-04-22T20:53:00Z,16.09,87.74
2026-04-22T20:54:00Z,19.01,86.56
2026-04-22T20:55:00Z,12.72,88.62
2026-04-22T20:56:00Z,15.22,88.38
2026-04-22T20:57:00Z,12.23,90.58
2026-04-22T20:58:00Z,13.44,89.68
2026-04-22T20:59:00Z,20.10,82.09
2026-04-22T21:00:00Z,26.61,79.48
2026-04-22T21:01:00Z,26.85,80.85
2026-04-22T21:02:00Z,19.26,83.26
2026-04-22T21:03:00Z,17.52,87.66
2026-04-22T21:04:00Z,18.60,85.36
2026-04-22T21:05:00Z,22.41,79.81
2026-04-22T21:06:00Z,24.86,79.63
2026-04-22T21:07:00Z,25.37,77.37
2026-04-22T21:08:00Z,25.26,79.16
2026-04-22T21:09:00Z,24.36,77.94
2026-04-22T21:10:00Z,20.71,89.24
2026-04-22T21:11:00Z,18.00,89.72
2026-04-22T21:12:00Z,18.39,82.59
2026-04-22T21:13:00Z,17.28,87.50
2026-04-22T21:14:00Z,20.41,86.28
2026-04-22T21:15:00Z,16.92,82.15
2026-04-22T21:16:00Z,22.03,80.50
2026-04-22T21:17:00Z,21.73,81.71
2026-04-22T21:18:00Z,24.97,80.42
2026-04-22T21:19:00Z,25.01,80.27
2026-04-22T21:20:00Z,22.97,81.50
2026-04-22T21:21:00Z,24.01,78.04
2026-04-22T21:22:00Z,25.69,76.89
2026-04-22T21:23:00Z,25.38,78.07
2026-04-22T21:24:00Z,26.28,77.71
2026-04-22T21:25:00Z,11.48,89.67
2026-04-22T21:26:00Z,17.44,86.89
2026-04-22T21:27:00Z,18.02,86.29
2026-04-22T21:28:00Z,18.77,84.46
2026-04-22T21:29:00Z,26.73,72.76
2026-04-22T21:30:00Z,33.14,68.07
2026-04-22T21:31:00Z,34.11,70.67
2026-04-22T21:32:00Z,37.98,63.91
2026-04-22T21:33:00Z,36.50,65.72
2026-04-22T21:34:00Z,35.05,69.35
2026-04-22T21:35:00Z,40.02,66.76
2026-04-22T21:36:00Z,37.51,68.30
2026-04-22T21:37:00Z,34.82,70.37
2026-04-22T21:38:00Z,33.16,71.56
2026-04-22T21:39:00Z,37.57,71.29
2026-04-22T21:40:00Z,36.89,71.66
2026-04-22T21:41:00Z,42.79,67.54
2026-04-22T21:42:00Z,33.19,68.85
2026-04-22T21:43:00Z,27.49,76.84
2026-04-22T21:44:00Z,23.47,79.98
2026-04-22T21:45:00Z,32.45,71.46
2026-04-22T21:46:00Z,39.52,65.38
2026-04-22T21:47:00Z,36.75,68.42
2026-04-22T21:48:00Z,39.76,66.43
2026-04-22T21:49:00Z,42.56,63.29
2026-04-22T21:50:00Z,47.76,58.02
2026-04-22T21:51:00Z,48.73,62.48
2026-04-22T21:52:00Z,46.89,58.05
2026-04-22T21:53:00Z,39.23,67.91
