# event_ticker=KXATPMATCH-26MAY10HUMPRI
# final_score=6-1 7-5
# match_winner=Dino Prizmic
# fav_player=Dino Prizmic
# dog_player=Ugo Humbert
# kalshi_date=2026-05-10
timestamp,Ugo Humbert,Dino Prizmic
2026-05-09T23:25:00Z,,71.00
2026-05-09T23:28:00Z,31.00,71.00
2026-05-09T23:33:00Z,31.00,71.00
2026-05-09T23:36:00Z,31.00,71.00
2026-05-09T23:51:00Z,31.00,70.00
2026-05-09T23:52:00Z,31.00,70.00
2026-05-09T23:59:00Z,31.00,70.00
2026-05-10T00:02:00Z,31.00,69.00
2026-05-10T00:05:00Z,31.00,70.00
2026-05-10T00:10:00Z,31.00,70.00
2026-05-10T00:15:00Z,31.00,70.00
2026-05-10T00:23:00Z,31.00,70.00
2026-05-10T00:28:00Z,31.00,70.00
2026-05-10T00:29:00Z,31.00,70.00
2026-05-10T00:33:00Z,31.00,71.00
2026-05-10T00:35:00Z,31.00,71.00
2026-05-10T00:37:00Z,31.00,71.00
2026-05-10T00:52:00Z,31.00,71.00
2026-05-10T00:55:00Z,31.00,71.00
2026-05-10T00:57:00Z,31.00,71.00
2026-05-10T00:59:00Z,31.00,71.00
2026-05-10T01:01:00Z,31.00,71.00
2026-05-10T01:03:00Z,31.00,71.00
2026-05-10T01:07:00Z,31.00,71.00
2026-05-10T01:09:00Z,31.00,71.00
2026-05-10T01:19:00Z,31.00,71.00
2026-05-10T01:21:00Z,31.00,71.00
2026-05-10T01:24:00Z,31.00,70.00
2026-05-10T01:26:00Z,31.00,69.00
2026-05-10T01:28:00Z,31.00,70.00
2026-05-10T01:36:00Z,31.00,70.00
2026-05-10T01:42:00Z,31.00,70.00
2026-05-10T01:48:00Z,31.00,70.00
2026-05-10T01:51:00Z,31.00,70.00
2026-05-10T01:53:00Z,31.00,70.00
2026-05-10T01:59:00Z,31.00,70.00
2026-05-10T02:11:00Z,31.00,70.00
2026-05-10T02:17:00Z,31.00,70.00
2026-05-10T02:18:00Z,31.00,70.00
2026-05-10T02:22:00Z,31.00,70.00
2026-05-10T02:28:00Z,31.00,70.00
2026-05-10T02:29:00Z,31.00,70.00
2026-05-10T02:30:00Z,31.00,70.00
2026-05-10T02:32:00Z,31.00,70.00
2026-05-10T02:34:00Z,31.00,70.00
