# event_ticker=KXATPMATCH-25OCT15CINDZU
# final_score=6-7(5) 6-2 7-6(3)
# score_resolution=6-7 6-2 7-6
# match_winner=Damir Dzumhur
# fav_player=Damir Dzumhur
# dog_player=Federico Cina
# kalshi_date=2025-10-15
timestamp,Damir Dzumhur,Federico Cina
2025-10-15T01:35:00Z,62.00,
2025-10-15T01:49:00Z,62.00,
2025-10-15T01:52:00Z,62.00,
2025-10-15T02:01:00Z,62.00,39.00
2025-10-15T02:23:00Z,62.00,39.00
2025-10-15T02:44:00Z,62.00,39.00
2025-10-15T03:11:00Z,62.00,39.00
2025-10-15T03:17:00Z,62.00,39.00
2025-10-15T03:28:00Z,62.00,39.00
2025-10-15T03:29:00Z,62.00,39.00
2025-10-15T03:36:00Z,62.00,39.00
2025-10-15T03:45:00Z,62.00,39.00
2025-10-15T03:53:00Z,62.00,39.00
2025-10-15T03:57:00Z,62.00,39.00
2025-10-15T04:04:00Z,62.00,39.00
2025-10-15T04:39:00Z,62.00,39.00
2025-10-15T05:03:00Z,62.00,39.00
2025-10-15T05:18:00Z,62.62,38.00
2025-10-15T05:19:00Z,63.00,38.00
2025-10-15T05:20:00Z,63.00,38.00
2025-10-15T05:36:00Z,63.00,37.00
2025-10-15T06:08:00Z,64.00,37.00
2025-10-15T06:27:00Z,63.00,37.00
2025-10-15T06:31:00Z,63.00,38.00
2025-10-15T06:32:00Z,63.00,38.00
2025-10-15T06:47:00Z,63.00,38.00
2025-10-15T07:00:00Z,63.00,38.00
2025-10-15T07:12:00Z,63.00,38.00
2025-10-15T07:25:00Z,63.00,38.00
2025-10-15T07:27:00Z,62.00,38.00
2025-10-15T07:29:00Z,62.00,38.00
2025-10-15T07:42:00Z,62.00,38.00
2025-10-15T07:48:00Z,62.00,38.00
2025-10-15T07:53:00Z,62.00,38.00
2025-10-15T07:57:00Z,62.00,38.00
2025-10-15T08:01:00Z,62.00,38.00
2025-10-15T08:07:00Z,62.00,38.00
2025-10-15T08:12:00Z,62.00,38.00
2025-10-15T08:43:00Z,62.00,38.00
2025-10-15T08:44:00Z,61.00,38.00
2025-10-15T08:57:00Z,61.00,39.00
2025-10-15T09:17:00Z,62.00,39.00
2025-10-15T09:19:00Z,62.00,39.00
2025-10-15T09:32:00Z,62.00,39.00
2025-10-15T09:35:00Z,62.00,39.00
2025-10-15T09:57:00Z,62.00,39.00
2025-10-15T09:59:00Z,62.00,39.00
2025-10-15T10:00:00Z,62.00,39.00
2025-10-15T10:02:00Z,62.00,39.00
2025-10-15T10:11:00Z,62.00,39.00
2025-10-15T10:13:00Z,62.00,39.00
2025-10-15T10:16:00Z,62.00,39.00
2025-10-15T10:24:00Z,62.00,39.00
2025-10-15T10:25:00Z,62.00,39.00
2025-10-15T10:26:00Z,62.00,39.00
2025-10-15T10:28:00Z,62.00,39.00
2025-10-15T10:30:00Z,62.00,39.00
2025-10-15T10:32:00Z,62.00,39.00
2025-10-15T10:34:00Z,62.00,39.00
2025-10-15T10:35:00Z,62.00,40.00
2025-10-15T10:37:00Z,62.00,40.00
2025-10-15T10:38:00Z,62.57,40.00
2025-10-15T10:39:00Z,62.57,40.00
2025-10-15T10:45:00Z,61.00,40.00
2025-10-15T10:46:00Z,61.79,40.00
2025-10-15T10:47:00Z,62.00,40.00
2025-10-15T10:50:00Z,62.06,38.11
2025-10-15T10:51:00Z,66.00,38.11
2025-10-15T10:52:00Z,66.00,37.00
2025-10-15T10:53:00Z,66.00,35.93
2025-10-15T10:54:00Z,67.19,32.04
2025-10-15T10:55:00Z,67.19,38.50
2025-10-15T10:56:00Z,67.73,33.04
2025-10-15T10:57:00Z,70.00,31.80
2025-10-15T10:58:00Z,70.00,41.00
2025-10-15T10:59:00Z,61.00,39.00
2025-10-15T11:00:00Z,67.00,39.00
2025-10-15T11:01:00Z,67.00,39.00
2025-10-15T11:02:00Z,66.12,34.00
2025-10-15T11:03:00Z,65.86,34.13
2025-10-15T11:04:00Z,65.86,38.75
2025-10-15T11:05:00Z,67.18,33.11
2025-10-15T11:07:00Z,67.18,39.00
2025-10-15T11:08:00Z,66.00,39.00
2025-10-15T11:09:00Z,66.00,33.00
2025-10-15T11:10:00Z,66.00,32.00
2025-10-15T11:11:00Z,65.00,32.00
2025-10-15T11:12:00Z,64.00,39.00
2025-10-15T11:13:00Z,62.00,39.00
2025-10-15T11:14:00Z,64.04,39.00
2025-10-15T11:15:00Z,70.28,39.00
2025-10-15T11:16:00Z,70.00,39.00
2025-10-15T11:17:00Z,70.00,34.00
2025-10-15T11:18:00Z,71.00,34.00
2025-10-15T11:19:00Z,71.00,37.00
2025-10-15T11:20:00Z,71.61,29.03
2025-10-15T11:21:00Z,69.65,29.03
2025-10-15T11:22:00Z,69.65,33.01
2025-10-15T11:23:00Z,65.00,35.00
2025-10-15T11:24:00Z,65.00,33.21
2025-10-15T11:27:00Z,65.00,35.00
2025-10-15T11:28:00Z,64.00,36.27
2025-10-15T11:29:00Z,68.71,36.27
2025-10-15T11:30:00Z,68.71,32.00
2025-10-15T11:31:00Z,68.00,32.00
2025-10-15T11:32:00Z,67.00,32.00
2025-10-15T11:33:00Z,72.00,32.00
2025-10-15T11:34:00Z,68.00,32.00
2025-10-15T11:35:00Z,66.28,33.00
2025-10-15T11:36:00Z,60.20,33.00
2025-10-15T11:37:00Z,60.00,38.00
2025-10-15T11:38:00Z,60.00,40.15
2025-10-15T11:39:00Z,54.06,46.72
2025-10-15T11:40:00Z,51.00,45.68
2025-10-15T11:41:00Z,60.00,38.38
2025-10-15T11:42:00Z,56.63,42.74
2025-10-15T11:43:00Z,41.36,54.96
2025-10-15T11:44:00Z,37.92,60.00
2025-10-15T11:45:00Z,39.19,62.24
2025-10-15T11:46:00Z,39.19,62.74
2025-10-15T11:47:00Z,39.19,63.00
2025-10-15T11:48:00Z,39.19,60.00
2025-10-15T11:49:00Z,40.00,60.00
2025-10-15T11:50:00Z,40.00,63.21
2025-10-15T11:51:00Z,37.71,60.00
2025-10-15T11:52:00Z,40.91,61.06
2025-10-15T11:53:00Z,40.91,49.00
2025-10-15T11:54:00Z,41.04,56.22
2025-10-15T11:55:00Z,45.19,57.00
2025-10-15T11:56:00Z,49.75,57.00
2025-10-15T11:57:00Z,52.56,48.00
2025-10-15T11:59:00Z,53.46,48.85
2025-10-15T12:00:00Z,59.00,43.62
2025-10-15T12:01:00Z,59.00,45.00
2025-10-15T12:02:00Z,57.00,45.00
2025-10-15T12:03:00Z,61.00,44.00
2025-10-15T12:04:00Z,62.02,37.29
2025-10-15T12:05:00Z,62.02,37.44
2025-10-15T12:06:00Z,66.00,33.67
2025-10-15T12:07:00Z,68.56,34.00
2025-10-15T12:08:00Z,72.42,31.00
2025-10-15T12:09:00Z,73.00,30.07
2025-10-15T12:10:00Z,73.00,30.00
2025-10-15T12:11:00Z,74.00,30.00
2025-10-15T12:12:00Z,73.31,28.09
2025-10-15T12:13:00Z,73.31,26.39
2025-10-15T12:14:00Z,73.31,29.31
2025-10-15T12:15:00Z,71.00,30.15
2025-10-15T12:16:00Z,70.33,30.93
2025-10-15T12:17:00Z,75.03,27.00
2025-10-15T12:18:00Z,75.03,28.26
2025-10-15T12:19:00Z,70.26,31.00
2025-10-15T12:20:00Z,72.00,30.00
2025-10-15T12:21:00Z,71.00,30.11
2025-10-15T12:22:00Z,70.39,31.00
2025-10-15T12:23:00Z,70.86,32.00
2025-10-15T12:24:00Z,69.85,32.00
2025-10-15T12:25:00Z,72.95,31.09
2025-10-15T12:26:00Z,70.95,31.09
2025-10-15T12:27:00Z,71.00,30.43
2025-10-15T12:28:00Z,71.69,31.00
2025-10-15T12:29:00Z,73.36,29.97
2025-10-15T12:30:00Z,74.48,29.00
2025-10-15T12:31:00Z,70.92,29.00
2025-10-15T12:32:00Z,66.00,35.00
2025-10-15T12:33:00Z,66.00,35.28
2025-10-15T12:34:00Z,71.65,32.07
2025-10-15T12:35:00Z,78.19,20.95
2025-10-15T12:36:00Z,75.00,28.94
2025-10-15T12:37:00Z,74.51,30.52
2025-10-15T12:38:00Z,74.00,36.68
2025-10-15T12:39:00Z,71.27,30.36
2025-10-15T12:40:00Z,73.67,28.29
2025-10-15T12:41:00Z,71.00,30.16
2025-10-15T12:42:00Z,80.57,25.26
2025-10-15T12:43:00Z,73.62,26.51
2025-10-15T12:44:00Z,86.72,16.90
2025-10-15T12:45:00Z,87.17,12.87
2025-10-15T12:46:00Z,90.05,11.44
2025-10-15T12:47:00Z,91.18,7.62
2025-10-15T12:48:00Z,92.96,8.80
2025-10-15T12:49:00Z,94.05,7.75
2025-10-15T12:50:00Z,95.00,9.66
2025-10-15T12:51:00Z,92.35,9.44
2025-10-15T12:52:00Z,91.17,11.02
2025-10-15T12:53:00Z,88.18,11.32
2025-10-15T12:54:00Z,88.18,9.74
2025-10-15T12:55:00Z,93.03,8.54
2025-10-15T12:56:00Z,93.28,12.11
2025-10-15T12:57:00Z,94.00,7.52
2025-10-15T12:58:00Z,93.59,9.04
2025-10-15T12:59:00Z,93.59,9.84
2025-10-15T13:00:00Z,90.08,10.00
2025-10-15T13:01:00Z,92.02,9.17
2025-10-15T13:02:00Z,92.02,15.58
