# event_ticker=KXATPCHALLENGERMATCH-26MAR25OFNMOR
# final_score=7-6(5) 6-4
# score_resolution=6-7 4-6
# match_winner=Sebastian Ofner
# fav_player=Alejandro Moro Canas
# dog_player=Sebastian Ofner
# kalshi_date=2026-03-25
timestamp,Alejandro Moro Canas,Sebastian Ofner
2026-03-25T04:14:00Z,,77.00
2026-03-25T05:23:00Z,25.00,77.00
2026-03-25T05:49:00Z,25.00,77.00
2026-03-25T05:58:00Z,25.00,77.00
2026-03-25T06:03:00Z,25.00,77.00
2026-03-25T06:10:00Z,25.00,77.00
2026-03-25T06:16:00Z,25.00,77.00
2026-03-25T06:22:00Z,25.00,77.00
2026-03-25T06:23:00Z,25.00,78.00
2026-03-25T06:49:00Z,25.00,78.31
2026-03-25T07:15:00Z,24.00,78.31
2026-03-25T07:50:00Z,24.00,78.00
2026-03-25T07:52:00Z,24.00,78.00
2026-03-25T08:00:00Z,24.00,78.00
2026-03-25T08:21:00Z,24.00,77.00
2026-03-25T08:30:00Z,24.00,77.00
2026-03-25T08:58:00Z,24.00,77.00
2026-03-25T09:01:00Z,24.00,76.00
2026-03-25T09:04:00Z,24.00,77.00
2026-03-25T09:30:00Z,24.00,77.00
2026-03-25T09:31:00Z,23.00,77.00
2026-03-25T10:00:00Z,23.00,76.00
2026-03-25T10:02:00Z,23.00,77.00
2026-03-25T10:07:00Z,23.00,76.00
2026-03-25T10:12:00Z,23.00,76.00
2026-03-25T10:13:00Z,26.00,76.00
2026-03-25T10:16:00Z,26.00,76.00
2026-03-25T10:31:00Z,26.00,77.00
2026-03-25T10:50:00Z,26.00,76.00
2026-03-25T10:53:00Z,26.00,77.00
2026-03-25T10:55:00Z,26.00,76.00
2026-03-25T10:57:00Z,26.00,76.00
2026-03-25T10:59:00Z,26.00,77.00
2026-03-25T11:07:00Z,26.00,76.00
2026-03-25T11:12:00Z,26.00,76.00
2026-03-25T11:16:00Z,26.00,76.00
2026-03-25T11:20:00Z,26.00,76.00
2026-03-25T11:22:00Z,26.00,77.00
2026-03-25T11:24:00Z,26.00,77.00
2026-03-25T11:25:00Z,26.00,76.00
2026-03-25T11:29:00Z,26.00,76.00
2026-03-25T11:33:00Z,26.00,76.00
2026-03-25T11:38:00Z,26.00,76.00
2026-03-25T11:42:00Z,24.72,76.00
2026-03-25T11:46:00Z,24.72,76.00
2026-03-25T11:51:00Z,24.72,76.00
2026-03-25T11:52:00Z,24.72,77.00
2026-03-25T11:54:00Z,24.72,76.00
2026-03-25T11:55:00Z,24.72,77.00
2026-03-25T11:57:00Z,24.72,77.00
2026-03-25T11:58:00Z,24.72,76.00
2026-03-25T12:02:00Z,24.72,76.00
2026-03-25T12:08:00Z,24.72,77.00
2026-03-25T12:10:00Z,26.00,76.00
2026-03-25T12:16:00Z,26.00,76.00
2026-03-25T12:21:00Z,26.00,76.00
2026-03-25T12:25:00Z,26.00,76.00
2026-03-25T12:29:00Z,26.00,76.00
2026-03-25T12:33:00Z,26.00,76.00
2026-03-25T12:34:00Z,26.00,76.00
2026-03-25T12:36:00Z,24.00,77.00
2026-03-25T12:37:00Z,24.00,76.00
2026-03-25T12:38:00Z,24.00,76.00
2026-03-25T12:40:00Z,25.00,76.00
2026-03-25T12:42:00Z,25.00,77.00
2026-03-25T12:43:00Z,25.00,76.00
2026-03-25T12:47:00Z,25.00,76.00
2026-03-25T12:51:00Z,25.00,76.00
2026-03-25T12:56:00Z,25.00,76.00
2026-03-25T13:00:00Z,25.00,76.00
2026-03-25T13:04:00Z,25.00,76.00
2026-03-25T13:05:00Z,25.00,76.00
2026-03-25T13:07:00Z,25.00,76.00
2026-03-25T13:08:00Z,25.00,76.00
2026-03-25T13:09:00Z,25.00,77.00
2026-03-25T13:12:00Z,25.00,76.00
2026-03-25T13:16:00Z,25.00,76.00
2026-03-25T13:21:00Z,25.00,76.00
2026-03-25T13:25:00Z,25.00,76.00
2026-03-25T13:26:00Z,25.00,77.00
2026-03-25T13:32:00Z,25.00,77.00
2026-03-25T13:34:00Z,25.00,77.00
2026-03-25T13:40:00Z,25.00,77.00
2026-03-25T13:41:00Z,25.00,77.00
2026-03-25T13:43:00Z,26.00,77.00
2026-03-25T13:44:00Z,26.00,77.00
2026-03-25T13:46:00Z,26.00,77.00
2026-03-25T13:47:00Z,26.00,77.00
2026-03-25T13:48:00Z,24.00,77.00
2026-03-25T13:49:00Z,24.00,77.00
2026-03-25T13:51:00Z,25.00,77.00
2026-03-25T13:53:00Z,25.00,77.00
2026-03-25T13:54:00Z,25.00,77.00
2026-03-25T13:55:00Z,25.00,77.00
2026-03-25T13:56:00Z,25.00,77.00
2026-03-25T13:58:00Z,25.00,77.00
2026-03-25T14:01:00Z,25.00,77.00
2026-03-25T14:02:00Z,25.00,77.00
2026-03-25T14:03:00Z,25.00,76.00
2026-03-25T14:04:00Z,25.00,75.00
2026-03-25T14:05:00Z,26.00,75.00
2026-03-25T14:06:00Z,26.00,75.00
2026-03-25T14:07:00Z,26.00,75.00
2026-03-25T14:10:00Z,25.16,75.00
2026-03-25T14:12:00Z,26.00,75.00
2026-03-25T14:14:00Z,26.00,75.00
2026-03-25T14:15:00Z,26.00,75.00
2026-03-25T14:16:00Z,26.00,74.27
2026-03-25T14:18:00Z,26.00,74.00
2026-03-25T14:19:00Z,26.00,74.00
2026-03-25T14:22:00Z,26.00,74.90
