# event_ticker=KXATPMATCH-26FEB16BERMPE
# final_score=6-3 6-7(5) 6-4
# score_resolution=3-6 7-6 4-6
# match_winner=Zizou Bergs
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Zizou Bergs
# kalshi_date=2026-02-16
timestamp,Giovanni Mpetshi Perricard,Zizou Bergs
2026-02-17T02:49:00Z,,58.00
2026-02-17T02:54:00Z,,58.00
2026-02-17T03:01:00Z,,58.00
2026-02-17T03:02:00Z,,58.00
2026-02-17T03:11:00Z,,58.00
2026-02-17T03:14:00Z,,58.00
2026-02-17T03:16:00Z,,58.00
2026-02-17T03:20:00Z,,58.00
2026-02-17T03:22:00Z,,58.00
2026-02-17T03:35:00Z,44.00,58.00
2026-02-17T03:42:00Z,44.00,58.00
2026-02-17T03:43:00Z,44.00,58.00
2026-02-17T03:44:00Z,44.00,58.00
2026-02-17T03:47:00Z,44.00,58.00
2026-02-17T03:54:00Z,44.00,58.00
2026-02-17T03:58:00Z,43.00,58.00
2026-02-17T04:04:00Z,42.50,58.00
2026-02-17T04:06:00Z,42.50,58.00
2026-02-17T04:09:00Z,42.50,58.00
2026-02-17T04:16:00Z,42.50,58.00
2026-02-17T04:19:00Z,42.50,58.00
2026-02-17T04:21:00Z,42.50,58.00
2026-02-17T04:22:00Z,42.50,58.00
2026-02-17T04:23:00Z,43.00,58.00
2026-02-17T04:28:00Z,43.00,58.00
2026-02-17T04:29:00Z,43.00,58.00
2026-02-17T04:32:00Z,43.00,58.00
2026-02-17T04:33:00Z,42.00,58.00
2026-02-17T04:35:00Z,42.00,59.00
2026-02-17T04:38:00Z,42.00,59.00
2026-02-17T04:40:00Z,43.00,59.00
2026-02-17T04:41:00Z,43.00,59.00
2026-02-17T04:50:00Z,43.00,59.00
2026-02-17T04:53:00Z,43.00,59.00
2026-02-17T05:01:00Z,43.00,59.00
2026-02-17T05:05:00Z,43.00,59.00
2026-02-17T05:06:00Z,43.00,59.00
2026-02-17T05:08:00Z,43.00,58.00
2026-02-17T05:09:00Z,43.00,58.00
2026-02-17T05:11:00Z,43.00,58.00
2026-02-17T05:15:00Z,43.00,58.00
2026-02-17T05:25:00Z,43.00,58.00
2026-02-17T05:31:00Z,43.00,58.00
2026-02-17T05:33:00Z,43.00,58.00
2026-02-17T05:34:00Z,43.00,58.00
2026-02-17T05:35:00Z,43.69,58.00
2026-02-17T05:36:00Z,44.00,58.00
2026-02-17T05:37:00Z,44.00,58.00
2026-02-17T05:40:00Z,44.00,58.00
2026-02-17T05:41:00Z,44.00,58.00
2026-02-17T05:43:00Z,44.00,58.00
2026-02-17T05:44:00Z,44.00,58.00
2026-02-17T05:45:00Z,44.00,58.00
2026-02-17T05:46:00Z,44.00,58.00
2026-02-17T05:48:00Z,44.00,58.00
2026-02-17T05:49:00Z,44.00,58.00
2026-02-17T05:50:00Z,44.00,58.00
2026-02-17T05:52:00Z,44.00,58.00
2026-02-17T05:53:00Z,44.00,58.00
2026-02-17T05:54:00Z,44.00,58.00
2026-02-17T05:55:00Z,44.00,58.00
2026-02-17T05:56:00Z,44.00,59.00
2026-02-17T06:05:00Z,44.00,56.42
2026-02-17T06:08:00Z,44.00,58.00
2026-02-17T06:09:00Z,44.00,59.00
2026-02-17T06:12:00Z,44.00,59.00
2026-02-17T06:13:00Z,41.00,59.00
2026-02-17T06:16:00Z,44.00,59.00
2026-02-17T06:17:00Z,44.00,59.00
2026-02-17T06:18:00Z,44.00,59.00
2026-02-17T06:25:00Z,44.00,59.00
2026-02-17T06:26:00Z,44.00,59.00
2026-02-17T06:28:00Z,44.00,59.00
2026-02-17T06:33:00Z,44.00,59.00
2026-02-17T06:36:00Z,44.00,59.00
2026-02-17T06:37:00Z,44.00,59.00
2026-02-17T06:39:00Z,44.00,59.00
2026-02-17T06:45:00Z,43.00,59.00
2026-02-17T06:46:00Z,44.00,59.00
2026-02-17T06:47:00Z,42.00,59.00
2026-02-17T06:48:00Z,42.00,59.00
2026-02-17T06:49:00Z,44.00,59.00
2026-02-17T06:50:00Z,44.00,59.00
2026-02-17T06:51:00Z,44.00,59.00
2026-02-17T06:52:00Z,44.00,59.00
