# event_ticker=KXATPMATCH-26MAR04ARNMCD
# final_score=6-0 6-1
# match_winner=Mackenzie McDonald
# fav_player=Mackenzie McDonald
# dog_player=Matteo Arnaldi
# kalshi_date=2026-03-04
timestamp,Mackenzie McDonald,Matteo Arnaldi
2026-03-05T22:46:00Z,61.00,40.00
2026-03-05T23:01:00Z,61.00,40.00
2026-03-05T23:03:00Z,61.00,41.00
2026-03-05T23:07:00Z,60.00,41.00
2026-03-05T23:08:00Z,61.00,41.00
2026-03-05T23:13:00Z,61.00,40.00
2026-03-05T23:14:00Z,61.00,41.00
2026-03-05T23:25:00Z,61.00,41.00
2026-03-05T23:28:00Z,60.00,41.00
2026-03-05T23:29:00Z,60.00,40.00
2026-03-05T23:31:00Z,60.00,41.00
2026-03-05T23:35:00Z,61.00,41.00
2026-03-05T23:37:00Z,60.38,40.00
2026-03-05T23:40:00Z,60.38,40.44
2026-03-05T23:42:00Z,60.38,41.00
2026-03-05T23:43:00Z,60.00,41.00
2026-03-05T23:45:00Z,60.00,40.00
2026-03-05T23:50:00Z,61.00,40.00
2026-03-05T23:52:00Z,61.00,40.00
2026-03-05T23:55:00Z,61.00,40.00
2026-03-06T00:02:00Z,61.00,40.00
2026-03-06T00:05:00Z,61.00,40.00
2026-03-06T00:10:00Z,61.00,40.00
2026-03-06T00:11:00Z,60.76,40.00
2026-03-06T00:12:00Z,60.76,40.00
2026-03-06T00:18:00Z,60.76,40.00
2026-03-06T00:19:00Z,61.00,40.00
2026-03-06T00:22:00Z,61.00,40.00
2026-03-06T00:23:00Z,61.00,40.00
2026-03-06T00:24:00Z,60.00,40.00
2026-03-06T00:29:00Z,59.91,40.00
2026-03-06T00:34:00Z,59.91,40.00
2026-03-06T00:36:00Z,61.00,40.00
2026-03-06T00:37:00Z,61.00,40.00
2026-03-06T00:38:00Z,61.00,40.00
2026-03-06T00:39:00Z,61.00,40.00
2026-03-06T00:40:00Z,61.00,40.00
2026-03-06T00:41:00Z,61.00,40.00
2026-03-06T00:44:00Z,61.00,40.00
2026-03-06T00:45:00Z,61.00,40.63
2026-03-06T00:49:00Z,61.00,41.00
2026-03-06T00:50:00Z,61.00,41.00
2026-03-06T00:52:00Z,61.00,41.00
2026-03-06T00:53:00Z,61.00,41.00
2026-03-06T00:54:00Z,61.00,40.00
2026-03-06T00:55:00Z,61.00,41.00
2026-03-06T00:57:00Z,61.00,41.00
2026-03-06T01:01:00Z,59.00,41.00
2026-03-06T01:03:00Z,61.00,40.00
2026-03-06T01:14:00Z,61.00,41.00
2026-03-06T01:16:00Z,61.00,41.00
2026-03-06T01:17:00Z,61.00,41.00
2026-03-06T01:21:00Z,61.00,41.00
2026-03-06T01:25:00Z,59.00,41.00
2026-03-06T01:27:00Z,61.00,40.00
2026-03-06T01:28:00Z,61.00,40.00
2026-03-06T01:29:00Z,59.38,40.00
2026-03-06T01:31:00Z,61.00,40.00
2026-03-06T01:32:00Z,61.00,41.26
2026-03-06T01:35:00Z,61.00,41.26
2026-03-06T01:37:00Z,61.00,41.26
2026-03-06T01:39:00Z,61.00,41.26
2026-03-06T01:40:00Z,61.00,40.44
2026-03-06T01:41:00Z,61.00,40.00
2026-03-06T01:42:00Z,61.00,40.00
2026-03-06T01:44:00Z,61.00,40.00
2026-03-06T01:46:00Z,61.00,40.00
2026-03-06T01:47:00Z,61.00,40.00
2026-03-06T01:48:00Z,61.00,40.00
2026-03-06T01:49:00Z,61.00,40.00
2026-03-06T01:50:00Z,61.00,40.00
2026-03-06T01:51:00Z,61.00,40.00
2026-03-06T01:52:00Z,60.00,40.87
2026-03-06T01:53:00Z,61.00,40.87
2026-03-06T01:57:00Z,59.00,40.87
2026-03-06T01:58:00Z,61.00,40.00
2026-03-06T01:59:00Z,61.00,40.00
2026-03-06T02:02:00Z,61.00,40.00
2026-03-06T02:03:00Z,61.00,40.00
2026-03-06T02:06:00Z,61.00,41.56
2026-03-06T02:08:00Z,61.00,41.00
2026-03-06T02:12:00Z,61.00,41.00
2026-03-06T02:13:00Z,60.00,41.00
2026-03-06T02:15:00Z,61.00,41.00
2026-03-06T02:16:00Z,61.00,40.00
2026-03-06T02:20:00Z,61.00,40.00
2026-03-06T02:21:00Z,61.00,40.04
2026-03-06T02:25:00Z,61.00,40.04
2026-03-06T02:27:00Z,61.00,40.58
2026-03-06T02:29:00Z,61.00,41.00
2026-03-06T02:33:00Z,61.00,41.00
2026-03-06T02:34:00Z,61.00,41.00
2026-03-06T02:35:00Z,61.00,41.00
2026-03-06T02:37:00Z,61.00,41.00
2026-03-06T02:39:00Z,61.00,40.00
2026-03-06T02:40:00Z,61.00,41.00
2026-03-06T02:41:00Z,61.00,41.00
2026-03-06T02:42:00Z,61.00,40.77
2026-03-06T02:43:00Z,60.00,41.00
2026-03-06T02:45:00Z,60.00,40.47
2026-03-06T02:47:00Z,61.00,40.47
2026-03-06T02:49:00Z,61.00,41.00
2026-03-06T02:50:00Z,60.80,41.00
2026-03-06T02:51:00Z,59.00,41.00
2026-03-06T02:54:00Z,59.00,41.00
2026-03-06T02:55:00Z,61.00,41.00
2026-03-06T02:59:00Z,59.51,41.00
2026-03-06T03:11:00Z,61.00,40.00
2026-03-06T03:12:00Z,61.00,40.00
2026-03-06T03:13:00Z,60.70,40.00
2026-03-06T03:15:00Z,60.70,40.00
2026-03-06T03:18:00Z,61.00,40.07
2026-03-06T03:19:00Z,61.25,40.07
2026-03-06T03:21:00Z,61.25,40.99
2026-03-06T03:22:00Z,61.04,40.83
2026-03-06T03:23:00Z,61.00,41.00
2026-03-06T03:25:00Z,61.00,40.00
2026-03-06T03:26:00Z,61.00,40.59
2026-03-06T03:27:00Z,61.00,40.00
2026-03-06T03:28:00Z,61.91,40.78
2026-03-06T03:29:00Z,61.46,40.41
2026-03-06T03:30:00Z,61.00,39.81
2026-03-06T03:31:00Z,61.00,39.15
2026-03-06T03:32:00Z,61.00,40.00
2026-03-06T03:33:00Z,61.00,41.00
2026-03-06T03:34:00Z,60.36,41.11
2026-03-06T03:35:00Z,54.70,47.70
2026-03-06T03:36:00Z,54.97,43.29
2026-03-06T03:37:00Z,61.90,41.38
2026-03-06T03:38:00Z,63.28,38.97
2026-03-06T03:39:00Z,67.88,32.19
2026-03-06T03:40:00Z,66.86,32.00
2026-03-06T03:41:00Z,67.81,32.95
2026-03-06T03:42:00Z,73.93,30.29
2026-03-06T03:43:00Z,76.86,24.34
2026-03-06T03:44:00Z,74.80,26.15
2026-03-06T03:45:00Z,76.88,21.29
2026-03-06T03:46:00Z,77.72,22.00
2026-03-06T03:47:00Z,79.00,22.00
2026-03-06T03:48:00Z,79.00,22.00
2026-03-06T03:49:00Z,79.08,18.07
2026-03-06T03:50:00Z,82.58,17.00
2026-03-06T03:51:00Z,84.96,15.66
2026-03-06T03:52:00Z,82.01,16.00
2026-03-06T03:53:00Z,83.46,16.97
2026-03-06T03:54:00Z,85.95,15.39
2026-03-06T03:55:00Z,85.97,14.95
2026-03-06T03:56:00Z,85.68,16.67
2026-03-06T03:57:00Z,84.99,14.46
2026-03-06T03:58:00Z,87.00,14.79
2026-03-06T03:59:00Z,88.75,12.07
2026-03-06T04:00:00Z,88.99,11.84
2026-03-06T04:01:00Z,88.99,11.90
2026-03-06T04:02:00Z,89.76,11.94
2026-03-06T04:03:00Z,90.64,9.69
2026-03-06T04:04:00Z,90.66,10.21
2026-03-06T04:05:00Z,89.74,13.98
2026-03-06T04:06:00Z,84.16,16.63
2026-03-06T04:07:00Z,84.70,14.29
2026-03-06T04:08:00Z,87.71,13.22
2026-03-06T04:09:00Z,85.40,14.04
2026-03-06T04:10:00Z,82.36,14.94
2026-03-06T04:11:00Z,88.86,13.38
2026-03-06T04:12:00Z,89.00,12.00
2026-03-06T04:13:00Z,86.92,14.60
2026-03-06T04:14:00Z,85.54,15.83
2026-03-06T04:15:00Z,80.49,19.07
2026-03-06T04:16:00Z,79.59,22.25
2026-03-06T04:17:00Z,78.27,22.36
2026-03-06T04:18:00Z,79.91,19.58
2026-03-06T04:19:00Z,85.45,14.22
2026-03-06T04:20:00Z,86.00,15.00
2026-03-06T04:21:00Z,84.48,15.18
2026-03-06T04:22:00Z,85.08,16.97
2026-03-06T04:23:00Z,86.20,13.59
2026-03-06T04:24:00Z,90.61,7.59
2026-03-06T04:25:00Z,95.53,4.89
2026-03-06T04:26:00Z,97.42,2.22
2026-03-06T04:27:00Z,97.94,1.62
2026-03-06T04:28:00Z,97.58,1.78
2026-03-06T04:29:00Z,97.89,2.23
2026-03-06T04:30:00Z,97.76,2.00
2026-03-06T04:31:00Z,97.01,3.35
2026-03-06T04:32:00Z,98.93,1.91
2026-03-06T04:33:00Z,99.00,1.00
2026-03-06T04:34:00Z,99.00,1.00
2026-03-06T04:35:00Z,99.00,1.00
2026-03-06T04:36:00Z,99.00,1.00
2026-03-06T04:37:00Z,99.00,1.00
2026-03-06T04:38:00Z,99.00,1.00
2026-03-06T04:42:00Z,99.00,1.00
2026-03-06T04:43:00Z,99.00,1.00
2026-03-06T04:44:00Z,99.00,1.00
2026-03-06T04:45:00Z,99.00,1.00
2026-03-06T04:46:00Z,99.00,1.00
