# event_ticker=KXATPMATCH-26MAR04ARNMCD
# final_score=6-0 6-1
# match_winner=Mackenzie McDonald
# fav_player=Mackenzie McDonald
# dog_player=Matteo Arnaldi
# kalshi_date=2026-03-04
timestamp,Mackenzie McDonald,Matteo Arnaldi
2026-03-05T15:47:00Z,57.00,45.00
2026-03-05T15:50:00Z,57.00,45.00
2026-03-05T15:56:00Z,57.00,45.00
2026-03-05T15:58:00Z,57.00,45.00
2026-03-05T15:59:00Z,57.00,45.00
2026-03-05T16:05:00Z,57.00,45.00
2026-03-05T16:17:00Z,57.00,45.00
2026-03-05T16:18:00Z,56.00,45.00
2026-03-05T16:26:00Z,56.00,45.00
2026-03-05T16:28:00Z,57.00,45.00
2026-03-05T16:44:00Z,57.00,45.00
2026-03-05T16:59:00Z,57.00,45.00
2026-03-05T17:14:00Z,57.00,44.00
2026-03-05T17:17:00Z,57.00,44.00
2026-03-05T17:22:00Z,57.00,44.00
2026-03-05T17:23:00Z,57.00,44.00
2026-03-05T17:28:00Z,56.00,44.00
2026-03-05T17:31:00Z,57.00,44.00
2026-03-05T17:32:00Z,57.00,44.00
2026-03-05T17:33:00Z,57.00,44.00
2026-03-05T17:34:00Z,57.00,44.00
2026-03-05T17:36:00Z,57.00,44.00
2026-03-05T17:37:00Z,57.00,44.00
2026-03-05T17:38:00Z,58.00,44.00
2026-03-05T17:39:00Z,58.00,44.00
2026-03-05T17:42:00Z,58.00,44.00
2026-03-05T17:43:00Z,58.00,44.00
2026-03-05T17:44:00Z,58.00,44.00
2026-03-05T17:48:00Z,58.00,44.00
2026-03-05T17:50:00Z,58.39,44.00
2026-03-05T17:51:00Z,58.39,43.00
2026-03-05T17:52:00Z,59.00,42.00
2026-03-05T18:04:00Z,60.00,42.00
2026-03-05T18:05:00Z,60.00,43.00
2026-03-05T18:09:00Z,60.00,43.00
2026-03-05T18:13:00Z,60.00,43.00
2026-03-05T18:14:00Z,60.00,43.00
2026-03-05T18:17:00Z,60.00,43.00
2026-03-05T18:24:00Z,60.00,43.00
2026-03-05T18:26:00Z,60.00,43.00
2026-03-05T18:29:00Z,59.00,43.00
2026-03-05T18:34:00Z,59.00,43.00
2026-03-05T18:36:00Z,59.00,43.00
2026-03-05T18:48:00Z,59.00,43.00
2026-03-05T18:55:00Z,59.00,43.00
2026-03-05T18:58:00Z,59.00,43.00
2026-03-05T19:02:00Z,59.00,42.00
2026-03-05T19:08:00Z,59.00,42.00
2026-03-05T19:09:00Z,59.00,42.00
2026-03-05T19:12:00Z,58.00,42.00
2026-03-05T19:19:00Z,59.00,42.00
2026-03-05T19:40:00Z,60.00,40.00
2026-03-05T19:51:00Z,60.00,41.00
2026-03-05T19:55:00Z,60.00,41.00
2026-03-05T20:12:00Z,60.00,41.00
2026-03-05T20:15:00Z,60.00,41.00
2026-03-05T20:24:00Z,59.00,41.00
2026-03-05T20:25:00Z,60.00,41.00
2026-03-05T20:27:00Z,60.00,41.00
2026-03-05T20:31:00Z,60.00,41.00
2026-03-05T20:50:00Z,60.00,40.00
2026-03-05T20:51:00Z,60.00,40.00
2026-03-05T21:05:00Z,60.00,41.00
2026-03-05T21:10:00Z,60.00,41.00
2026-03-05T21:11:00Z,60.00,41.00
2026-03-05T21:16:00Z,60.00,41.00
2026-03-05T21:23:00Z,59.00,41.00
2026-03-05T21:30:00Z,60.00,40.00
2026-03-05T21:32:00Z,60.00,40.00
2026-03-05T21:40:00Z,60.00,41.00
2026-03-05T21:44:00Z,60.00,41.00
2026-03-05T21:45:00Z,60.00,41.00
2026-03-05T21:56:00Z,59.03,41.00
2026-03-05T22:00:00Z,60.00,41.00
2026-03-05T22:01:00Z,60.00,40.00
2026-03-05T22:02:00Z,60.00,41.00
2026-03-05T22:03:00Z,59.00,41.00
2026-03-05T22:05:00Z,59.00,41.00
2026-03-05T22:07:00Z,60.00,41.00
2026-03-05T22:08:00Z,60.00,41.00
2026-03-05T22:09:00Z,60.00,41.00
2026-03-05T22:11:00Z,60.00,41.00
2026-03-05T22:14:00Z,60.00,41.00
2026-03-05T22:19:00Z,60.00,41.00
2026-03-05T22:21:00Z,60.00,41.00
2026-03-05T22:29:00Z,60.00,40.00
2026-03-05T22:33:00Z,58.20,41.00
2026-03-05T22:34:00Z,60.00,41.00
2026-03-05T22:35:00Z,60.00,41.00
2026-03-05T22:36:00Z,61.00,41.00
2026-03-05T22:37:00Z,61.00,41.00
2026-03-05T22:41:00Z,61.00,40.00
