# event_ticker=KXATPMATCH-25JUL13YMEVAN
# final_score=6-4 6-1
# match_winner=Botic van de Zandschulp
# fav_player=Botic Van de Zandschulp
# dog_player=Mikael Ymer
# kalshi_date=2025-07-13
timestamp,Botic Van de Zandschulp,Mikael Ymer
2025-07-15T23:42:00Z,80.00,
2025-07-15T23:44:00Z,80.00,24.00
2025-07-15T23:49:00Z,77.50,24.00
2025-07-15T23:51:00Z,80.00,24.00
2025-07-15T23:56:00Z,80.00,24.00
2025-07-16T00:00:00Z,80.00,24.00
2025-07-16T00:01:00Z,80.00,25.00
2025-07-16T00:02:00Z,80.00,19.00
2025-07-16T00:09:00Z,80.00,23.00
2025-07-16T00:14:00Z,80.00,20.00
2025-07-16T00:15:00Z,80.00,20.00
2025-07-16T00:17:00Z,76.00,20.00
2025-07-16T00:22:00Z,76.00,20.00
2025-07-16T00:27:00Z,76.00,20.00
2025-07-16T00:28:00Z,80.00,20.00
2025-07-16T00:37:00Z,80.00,20.00
2025-07-16T00:41:00Z,80.00,20.00
2025-07-16T00:43:00Z,80.00,20.00
2025-07-16T00:55:00Z,80.00,19.00
2025-07-16T00:56:00Z,81.00,19.00
2025-07-16T00:57:00Z,81.00,20.00
2025-07-16T01:03:00Z,76.00,20.00
2025-07-16T01:05:00Z,76.00,18.00
2025-07-16T01:11:00Z,76.00,18.00
2025-07-16T01:14:00Z,76.00,20.00
2025-07-16T01:19:00Z,81.00,20.00
2025-07-16T01:21:00Z,77.00,20.00
2025-07-16T01:33:00Z,77.00,20.00
2025-07-16T01:34:00Z,77.00,20.00
2025-07-16T01:41:00Z,81.00,20.00
2025-07-16T01:42:00Z,77.00,20.00
2025-07-16T01:44:00Z,77.00,20.00
2025-07-16T01:53:00Z,77.00,20.00
2025-07-16T02:00:00Z,77.00,20.00
2025-07-16T02:02:00Z,77.00,20.00
2025-07-16T02:05:00Z,77.00,20.00
2025-07-16T02:12:00Z,77.00,19.00
2025-07-16T02:14:00Z,77.00,20.00
2025-07-16T02:16:00Z,77.00,20.00
2025-07-16T02:20:00Z,77.00,20.00
2025-07-16T02:25:00Z,77.00,19.00
2025-07-16T02:26:00Z,77.00,18.00
2025-07-16T02:31:00Z,77.00,20.00
2025-07-16T02:34:00Z,77.00,20.00
2025-07-16T02:35:00Z,81.00,20.00
2025-07-16T02:36:00Z,81.00,20.91
2025-07-16T02:50:00Z,81.00,21.00
2025-07-16T02:55:00Z,81.00,21.00
2025-07-16T03:04:00Z,81.00,21.00
2025-07-16T03:08:00Z,81.00,18.00
2025-07-16T03:12:00Z,81.00,18.00
2025-07-16T03:14:00Z,81.00,18.00
2025-07-16T03:17:00Z,81.00,20.00
2025-07-16T03:20:00Z,79.42,20.00
2025-07-16T03:26:00Z,79.42,20.00
2025-07-16T03:28:00Z,79.42,20.00
2025-07-16T03:29:00Z,79.42,20.54
2025-07-16T03:32:00Z,81.00,20.54
2025-07-16T03:33:00Z,80.00,20.54
2025-07-16T03:35:00Z,80.00,17.00
2025-07-16T03:37:00Z,80.00,20.00
2025-07-16T03:38:00Z,79.65,20.00
2025-07-16T03:42:00Z,79.65,20.00
2025-07-16T03:47:00Z,79.65,20.00
2025-07-16T03:53:00Z,79.65,17.00
2025-07-16T03:54:00Z,79.65,20.00
2025-07-16T03:56:00Z,79.65,20.38
2025-07-16T03:57:00Z,79.65,17.00
2025-07-16T03:58:00Z,80.00,17.00
2025-07-16T04:00:00Z,80.00,20.00
2025-07-16T04:01:00Z,80.00,18.50
2025-07-16T04:02:00Z,80.00,20.26
2025-07-16T04:03:00Z,80.00,17.51
2025-07-16T04:05:00Z,80.00,17.51
2025-07-16T04:09:00Z,80.00,17.00
2025-07-16T04:13:00Z,80.00,17.00
2025-07-16T04:15:00Z,80.00,20.00
2025-07-16T04:16:00Z,80.00,20.00
2025-07-16T04:18:00Z,80.00,20.00
2025-07-16T04:22:00Z,80.00,20.00
2025-07-16T04:25:00Z,80.00,20.00
2025-07-16T04:26:00Z,80.10,17.43
2025-07-16T04:28:00Z,80.10,19.00
2025-07-16T04:31:00Z,80.10,20.00
2025-07-16T04:35:00Z,80.10,20.00
2025-07-16T04:41:00Z,80.91,20.00
2025-07-16T04:43:00Z,80.91,20.00
2025-07-16T04:44:00Z,81.00,20.00
2025-07-16T04:45:00Z,81.00,20.00
2025-07-16T04:46:00Z,81.00,20.00
2025-07-16T04:48:00Z,81.00,20.00
2025-07-16T04:53:00Z,79.00,20.00
2025-07-16T04:58:00Z,79.00,16.00
2025-07-16T04:59:00Z,81.00,16.00
2025-07-16T05:03:00Z,80.00,20.00
2025-07-16T05:04:00Z,80.00,20.00
2025-07-16T05:06:00Z,80.00,16.00
2025-07-16T05:07:00Z,81.00,16.00
2025-07-16T05:11:00Z,81.00,20.00
2025-07-16T05:15:00Z,81.00,20.20
2025-07-16T05:16:00Z,81.00,20.20
2025-07-16T05:17:00Z,81.00,20.00
2025-07-16T05:21:00Z,81.00,20.00
2025-07-16T05:22:00Z,81.00,20.00
2025-07-16T05:23:00Z,81.00,20.00
2025-07-16T05:24:00Z,81.00,20.00
2025-07-16T05:27:00Z,81.00,16.00
2025-07-16T05:28:00Z,81.00,16.00
2025-07-16T05:29:00Z,81.00,20.00
2025-07-16T05:30:00Z,81.00,20.00
2025-07-16T05:33:00Z,81.00,20.00
2025-07-16T05:38:00Z,81.00,20.00
2025-07-16T05:42:00Z,81.00,20.00
2025-07-16T05:43:00Z,81.00,16.00
2025-07-16T05:45:00Z,81.00,20.19
2025-07-16T05:53:00Z,81.00,19.00
2025-07-16T06:20:00Z,81.00,16.00
2025-07-16T06:22:00Z,81.00,16.00
2025-07-16T06:25:00Z,81.00,19.00
2025-07-16T06:28:00Z,81.00,19.00
2025-07-16T06:29:00Z,81.00,19.00
2025-07-16T06:32:00Z,79.27,19.00
2025-07-16T06:34:00Z,79.27,19.00
2025-07-16T06:40:00Z,79.27,19.00
2025-07-16T07:00:00Z,79.27,19.00
2025-07-16T12:01:00Z,79.27,25.00
2025-07-16T12:02:00Z,82.00,25.00
2025-07-16T12:03:00Z,82.00,21.00
2025-07-16T12:04:00Z,82.00,21.00
2025-07-16T12:06:00Z,82.00,21.00
2025-07-16T12:10:00Z,82.00,14.24
2025-07-16T12:11:00Z,82.00,15.00
2025-07-16T12:14:00Z,82.00,24.56
2025-07-16T12:15:00Z,88.00,24.56
2025-07-16T12:17:00Z,88.00,24.74
2025-07-16T12:20:00Z,88.00,14.23
2025-07-16T12:21:00Z,92.85,14.00
2025-07-16T12:22:00Z,89.00,13.00
2025-07-16T12:27:00Z,97.00,6.00
2025-07-16T12:28:00Z,97.00,20.70
2025-07-16T12:29:00Z,97.00,21.00
2025-07-16T12:30:00Z,97.00,4.00
2025-07-16T12:31:00Z,92.05,4.00
2025-07-16T12:32:00Z,92.00,4.00
2025-07-16T12:34:00Z,92.00,10.04
2025-07-16T12:35:00Z,98.00,20.62
2025-07-16T12:36:00Z,98.00,8.00
2025-07-16T12:37:00Z,97.02,7.00
2025-07-16T12:38:00Z,97.07,2.19
2025-07-16T12:39:00Z,99.00,2.19
2025-07-16T12:40:00Z,99.00,4.00
2025-07-16T12:42:00Z,99.00,2.00
2025-07-16T12:48:00Z,99.00,1.00
