# event_ticker=KXATPMATCH-26FEB09PELETC
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Tomas Martin Etcheverry
# fav_player=Andrea Pellegrino
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2026-02-09
timestamp,Andrea Pellegrino,Tomas Martin Etcheverry
2026-02-09T20:27:00Z,20.00,81.00
2026-02-09T20:29:00Z,20.00,81.00
2026-02-09T20:31:00Z,20.00,81.00
2026-02-09T20:35:00Z,20.00,81.00
2026-02-09T20:37:00Z,20.00,81.00
2026-02-09T20:43:00Z,20.00,81.00
2026-02-09T20:46:00Z,20.00,81.00
2026-02-09T20:49:00Z,20.00,81.00
2026-02-09T20:56:00Z,20.00,81.00
2026-02-09T20:57:00Z,20.00,81.00
2026-02-09T20:58:00Z,20.00,81.00
2026-02-09T21:01:00Z,20.00,81.00
2026-02-09T21:03:00Z,20.00,81.00
2026-02-09T21:06:00Z,20.00,81.00
2026-02-09T21:07:00Z,20.00,80.00
2026-02-09T21:08:00Z,20.00,81.00
2026-02-09T21:10:00Z,20.00,81.00
2026-02-09T21:12:00Z,20.00,81.00
2026-02-09T21:13:00Z,20.00,81.00
2026-02-09T21:14:00Z,20.00,81.00
2026-02-09T21:16:00Z,20.00,81.00
2026-02-09T21:17:00Z,20.00,81.00
2026-02-09T21:18:00Z,20.00,81.00
2026-02-09T21:19:00Z,20.00,81.00
2026-02-09T21:20:00Z,20.00,81.00
2026-02-09T21:21:00Z,20.00,81.00
2026-02-09T21:22:00Z,20.00,81.00
2026-02-09T21:23:00Z,20.00,83.00
2026-02-09T21:24:00Z,20.00,82.00
2026-02-09T21:25:00Z,20.00,82.00
2026-02-09T21:26:00Z,20.00,80.22
2026-02-09T21:27:00Z,20.00,82.00
2026-02-09T21:28:00Z,20.00,82.00
2026-02-09T21:29:00Z,20.00,82.00
2026-02-09T21:30:00Z,20.00,82.00
2026-02-09T21:31:00Z,19.00,82.00
2026-02-09T21:32:00Z,19.00,82.00
2026-02-09T21:33:00Z,19.00,82.00
2026-02-09T21:34:00Z,20.00,82.00
2026-02-09T21:35:00Z,19.00,82.94
2026-02-09T21:36:00Z,19.00,83.00
2026-02-09T21:37:00Z,19.21,81.28
2026-02-09T21:38:00Z,19.00,81.28
2026-02-09T21:39:00Z,19.32,82.05
2026-02-09T21:40:00Z,19.17,82.65
2026-02-09T21:41:00Z,19.67,81.00
2026-02-09T21:42:00Z,22.39,79.77
2026-02-09T21:43:00Z,22.16,77.96
2026-02-09T21:44:00Z,20.62,79.63
2026-02-09T21:45:00Z,22.62,77.70
2026-02-09T21:46:00Z,19.68,81.10
2026-02-09T21:47:00Z,18.10,82.93
2026-02-09T21:48:00Z,17.29,84.35
2026-02-09T21:49:00Z,15.85,85.02
2026-02-09T21:50:00Z,12.45,88.38
2026-02-09T21:51:00Z,10.65,90.03
2026-02-09T21:52:00Z,9.37,90.97
2026-02-09T21:53:00Z,9.36,91.00
2026-02-09T21:54:00Z,9.84,91.83
2026-02-09T21:55:00Z,8.80,92.00
2026-02-09T21:56:00Z,9.00,92.00
2026-02-09T21:57:00Z,8.89,92.00
2026-02-09T21:58:00Z,8.52,91.89
2026-02-09T21:59:00Z,10.07,90.97
2026-02-09T22:00:00Z,10.00,91.00
2026-02-09T22:01:00Z,10.03,90.69
2026-02-09T22:02:00Z,11.48,90.01
2026-02-09T22:03:00Z,12.89,88.32
2026-02-09T22:04:00Z,10.50,90.14
2026-02-09T22:05:00Z,9.02,92.00
2026-02-09T22:06:00Z,8.90,92.00
2026-02-09T22:07:00Z,8.94,92.00
2026-02-09T22:08:00Z,9.53,92.01
2026-02-09T22:09:00Z,9.49,91.67
2026-02-09T22:10:00Z,9.97,90.78
2026-02-09T22:11:00Z,11.70,90.87
2026-02-09T22:12:00Z,10.01,91.16
2026-02-09T22:13:00Z,8.69,91.99
2026-02-09T22:14:00Z,8.54,92.96
2026-02-09T22:15:00Z,7.61,91.32
2026-02-09T22:16:00Z,9.57,91.99
2026-02-09T22:17:00Z,9.94,91.00
2026-02-09T22:18:00Z,10.61,89.94
2026-02-09T22:19:00Z,13.50,87.82
2026-02-09T22:20:00Z,13.84,87.40
2026-02-09T22:21:00Z,10.44,91.26
2026-02-09T22:22:00Z,9.00,92.40
2026-02-09T22:23:00Z,8.86,91.59
2026-02-09T22:24:00Z,8.95,92.00
2026-02-09T22:25:00Z,9.17,91.99
2026-02-09T22:26:00Z,9.76,89.79
2026-02-09T22:27:00Z,9.04,91.08
2026-02-09T22:28:00Z,8.77,92.00
2026-02-09T22:29:00Z,7.72,92.81
2026-02-09T22:30:00Z,6.40,93.41
2026-02-09T22:31:00Z,8.10,91.99
2026-02-09T22:32:00Z,9.98,91.00
2026-02-09T22:33:00Z,9.91,91.00
2026-02-09T22:34:00Z,9.25,91.91
2026-02-09T22:35:00Z,9.04,91.20
2026-02-09T22:36:00Z,9.78,90.86
2026-02-09T22:37:00Z,10.92,90.43
2026-02-09T22:38:00Z,9.21,91.22
2026-02-09T22:39:00Z,9.58,91.48
2026-02-09T22:40:00Z,9.60,90.21
2026-02-09T22:41:00Z,10.65,90.00
2026-02-09T22:42:00Z,11.33,89.00
2026-02-09T22:43:00Z,11.94,89.00
2026-02-09T22:44:00Z,13.50,88.59
2026-02-09T22:45:00Z,13.02,86.63
2026-02-09T22:46:00Z,10.51,90.79
2026-02-09T22:47:00Z,10.64,90.00
2026-02-09T22:48:00Z,10.08,90.02
2026-02-09T22:49:00Z,9.21,91.40
2026-02-09T22:50:00Z,6.51,93.52
2026-02-09T22:51:00Z,5.46,94.50
2026-02-09T22:52:00Z,3.48,95.38
2026-02-09T22:53:00Z,4.00,96.70
2026-02-09T22:54:00Z,2.71,96.15
2026-02-09T22:55:00Z,3.12,97.83
2026-02-09T22:56:00Z,2.08,97.90
2026-02-09T22:57:00Z,2.42,97.97
2026-02-09T22:58:00Z,2.13,97.77
2026-02-09T22:59:00Z,2.28,97.57
2026-02-09T23:00:00Z,3.01,97.66
2026-02-09T23:01:00Z,3.44,97.00
2026-02-09T23:02:00Z,2.91,97.00
2026-02-09T23:03:00Z,3.55,96.00
2026-02-09T23:04:00Z,4.72,97.34
2026-02-09T23:05:00Z,4.71,94.28
2026-02-09T23:06:00Z,9.18,90.53
2026-02-09T23:07:00Z,10.44,89.20
2026-02-09T23:08:00Z,8.04,91.16
2026-02-09T23:09:00Z,4.30,95.57
2026-02-09T23:10:00Z,4.11,95.81
2026-02-09T23:11:00Z,4.43,94.64
2026-02-09T23:12:00Z,4.56,95.59
2026-02-09T23:13:00Z,4.73,96.04
2026-02-09T23:14:00Z,3.35,96.45
2026-02-09T23:15:00Z,5.65,95.34
2026-02-09T23:16:00Z,4.85,95.15
2026-02-09T23:17:00Z,3.60,96.71
2026-02-09T23:18:00Z,1.89,98.92
2026-02-09T23:19:00Z,1.21,98.76
2026-02-09T23:20:00Z,1.00,99.00
2026-02-09T23:21:00Z,1.00,99.00
2026-02-09T23:22:00Z,1.00,99.00
