# event_ticker=KXATPMATCH-25SEP22ROYMOU
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Valentin Royer
# fav_player=Corentin Moutet
# dog_player=Valentin Royer
# kalshi_date=2025-09-22
timestamp,Corentin Moutet,Valentin Royer
2025-09-21T23:43:00Z,61.00,
2025-09-21T23:44:00Z,61.00,
2025-09-21T23:45:00Z,61.00,43.00
2025-09-21T23:46:00Z,60.00,43.00
2025-09-21T23:49:00Z,60.00,43.00
2025-09-21T23:53:00Z,60.00,43.00
2025-09-22T00:01:00Z,60.00,43.00
2025-09-22T00:04:00Z,60.00,43.00
2025-09-22T00:21:00Z,59.00,43.00
2025-09-22T00:23:00Z,59.00,42.00
2025-09-22T00:24:00Z,59.00,42.00
2025-09-22T00:26:00Z,59.00,42.00
2025-09-22T00:29:00Z,59.00,42.00
2025-09-22T00:31:00Z,59.00,42.00
2025-09-22T00:35:00Z,59.00,42.00
2025-09-22T00:37:00Z,58.69,42.00
2025-09-22T00:42:00Z,59.00,42.00
2025-09-22T00:44:00Z,59.00,41.00
2025-09-22T00:51:00Z,59.00,41.00
2025-09-22T00:59:00Z,59.00,41.00
2025-09-22T01:04:00Z,59.00,41.00
2025-09-22T01:05:00Z,59.00,42.00
2025-09-22T01:07:00Z,59.00,42.00
2025-09-22T01:08:00Z,59.00,42.00
2025-09-22T01:09:00Z,59.00,42.00
2025-09-22T01:11:00Z,59.00,42.00
2025-09-22T01:13:00Z,59.00,42.71
2025-09-22T01:24:00Z,59.00,42.71
2025-09-22T01:26:00Z,59.00,42.71
2025-09-22T01:28:00Z,59.00,42.71
2025-09-22T01:29:00Z,59.00,42.71
2025-09-22T01:32:00Z,59.00,42.71
2025-09-22T01:39:00Z,59.00,43.00
2025-09-22T01:42:00Z,59.00,43.00
2025-09-22T01:43:00Z,59.00,43.00
2025-09-22T01:45:00Z,59.00,43.00
2025-09-22T01:48:00Z,58.00,43.00
2025-09-22T02:09:00Z,58.00,43.00
2025-09-22T02:10:00Z,58.00,43.00
2025-09-22T02:13:00Z,58.00,43.00
2025-09-22T02:23:00Z,58.00,43.00
2025-09-22T02:26:00Z,58.00,43.00
2025-09-22T02:27:00Z,58.00,42.00
2025-09-22T02:28:00Z,58.00,42.00
2025-09-22T02:31:00Z,58.00,42.85
2025-09-22T02:37:00Z,58.00,43.00
2025-09-22T02:38:00Z,58.00,43.00
2025-09-22T02:46:00Z,58.00,43.00
2025-09-22T02:47:00Z,58.00,43.00
2025-09-22T02:49:00Z,58.00,43.00
2025-09-22T02:50:00Z,58.00,43.00
2025-09-22T02:51:00Z,58.00,43.00
2025-09-22T02:54:00Z,58.00,43.00
2025-09-22T02:56:00Z,58.00,43.00
2025-09-22T03:00:00Z,58.00,43.00
2025-09-22T03:02:00Z,58.00,43.00
2025-09-22T03:05:00Z,58.00,43.00
2025-09-22T03:07:00Z,58.00,43.00
2025-09-22T03:08:00Z,58.00,43.00
2025-09-22T03:09:00Z,58.00,43.00
2025-09-22T03:10:00Z,58.00,43.00
2025-09-22T03:12:00Z,58.00,43.00
2025-09-22T03:16:00Z,58.00,42.00
2025-09-22T03:20:00Z,58.00,43.00
2025-09-22T03:21:00Z,58.00,43.00
2025-09-22T03:22:00Z,58.00,43.00
2025-09-22T03:23:00Z,58.00,43.00
2025-09-22T03:24:00Z,58.00,43.00
2025-09-22T03:25:00Z,58.00,43.00
2025-09-22T03:26:00Z,58.00,43.00
2025-09-22T03:27:00Z,58.00,43.00
2025-09-22T03:28:00Z,58.00,43.00
2025-09-22T03:30:00Z,58.00,43.00
2025-09-22T03:31:00Z,58.00,43.00
2025-09-22T03:32:00Z,58.00,43.00
2025-09-22T03:33:00Z,58.00,43.00
2025-09-22T03:35:00Z,58.00,43.00
2025-09-22T03:38:00Z,58.63,43.00
2025-09-22T03:42:00Z,59.00,43.00
2025-09-22T03:43:00Z,59.00,43.00
2025-09-22T03:44:00Z,58.00,43.00
2025-09-22T03:45:00Z,58.00,43.00
2025-09-22T03:47:00Z,58.02,43.00
2025-09-22T03:50:00Z,58.47,42.00
2025-09-22T03:52:00Z,58.47,42.94
2025-09-22T03:53:00Z,58.00,42.94
2025-09-22T03:56:00Z,58.00,42.94
2025-09-22T03:58:00Z,58.00,43.00
2025-09-22T03:59:00Z,58.00,43.00
2025-09-22T04:00:00Z,58.00,43.00
2025-09-22T04:04:00Z,58.76,43.00
2025-09-22T04:07:00Z,58.76,43.00
2025-09-22T04:09:00Z,58.00,43.00
2025-09-22T04:10:00Z,58.00,43.00
2025-09-22T04:11:00Z,58.00,43.00
2025-09-22T04:12:00Z,58.00,43.00
2025-09-22T04:13:00Z,58.00,43.00
2025-09-22T04:14:00Z,58.00,43.56
2025-09-22T04:15:00Z,58.00,43.99
2025-09-22T04:16:00Z,58.00,44.00
2025-09-22T04:17:00Z,58.00,44.00
2025-09-22T04:18:00Z,58.00,43.00
2025-09-22T04:20:00Z,59.00,43.00
2025-09-22T04:21:00Z,60.00,41.00
2025-09-22T04:22:00Z,60.02,41.00
2025-09-22T04:23:00Z,60.02,41.00
2025-09-22T04:24:00Z,60.02,41.00
2025-09-22T04:25:00Z,61.00,41.00
2025-09-22T04:26:00Z,61.00,41.00
2025-09-22T04:27:00Z,61.00,41.00
2025-09-22T04:28:00Z,60.00,41.00
2025-09-22T04:29:00Z,60.00,41.00
2025-09-22T04:30:00Z,60.00,41.00
2025-09-22T04:32:00Z,60.61,41.00
2025-09-22T04:33:00Z,60.61,40.00
2025-09-22T04:34:00Z,60.00,40.00
2025-09-22T04:36:00Z,60.00,40.00
2025-09-22T04:37:00Z,60.00,40.00
2025-09-22T04:39:00Z,60.00,40.00
2025-09-22T04:40:00Z,60.00,40.00
2025-09-22T04:41:00Z,60.00,40.00
2025-09-22T04:43:00Z,60.00,40.00
2025-09-22T04:46:00Z,60.00,40.62
2025-09-22T04:47:00Z,60.00,41.00
2025-09-22T04:48:00Z,60.00,41.00
2025-09-22T04:49:00Z,59.00,41.00
2025-09-22T04:51:00Z,59.00,41.00
2025-09-22T04:55:00Z,59.00,41.00
2025-09-22T04:56:00Z,59.00,41.00
2025-09-22T04:57:00Z,60.00,41.00
2025-09-22T04:58:00Z,60.00,41.00
2025-09-22T05:01:00Z,60.00,41.00
2025-09-22T05:03:00Z,60.00,41.00
2025-09-22T05:06:00Z,60.00,41.00
2025-09-22T05:07:00Z,60.00,41.00
2025-09-22T05:08:00Z,60.00,41.00
2025-09-22T05:09:00Z,60.10,41.00
2025-09-22T05:11:00Z,60.00,41.00
2025-09-22T05:13:00Z,60.00,42.00
2025-09-22T05:14:00Z,60.00,41.00
